properties.DZCode,x,y
S01008087,-4.218727731129185,55.9178055145106
S01008088,-4.221166183949447,55.91533096227373
S01008089,-4.224802930269012,55.91716169115057
S01008090,-4.231018418687377,55.91473150406215
S01008091,-4.236113603483799,55.91518837238879
S01008092,-4.22921788912994,55.910442224752245
S01008093,-4.224494280856508,55.91202457866087
S01008094,-4.209870079328659,55.91995799994113
S01008095,-4.2139925680865,55.911332063417504
S01008096,-4.218999814435965,55.90882738634586
S01008097,-4.2294544371413165,55.906169968025544
S01008098,-4.236791979553391,55.90816373884991
S01008099,-4.237525897513946,55.90550586711664
S01008100,-4.231079162228691,55.90256488428183
S01008101,-4.2323732009450294,55.89817441781968
S01008102,-4.223293450301053,55.89958225596021
S01008103,-4.223321894624378,55.90258450351241
S01008104,-4.213068110528665,55.901820264680005
S01008105,-4.215094373710711,55.89895466250086
S01008106,-4.2054569942903495,55.89892195330416
S01008107,-4.19159834016292,55.90356641062742
S01008108,-4.198107365450568,55.904276628417975
S01008109,-4.2022767018490965,55.90398448199307
S01008110,-4.204622244599721,55.90152546173192
S01008111,-4.2166515633195845,55.904862648870456
S01008112,-4.209369117049039,55.90419215718676
S01008113,-4.2027468191462445,55.907666750809426
S01008114,-4.206234843931791,55.90961294830165
S01008115,-4.197184591536568,55.910885660123846
S01008116,-4.170369677776955,55.92638001748283
S01008117,-4.171765594401486,55.92313687549287
S01008118,-4.1833202333783905,55.923993419199824
S01008119,-4.161164751194252,55.93039232305813
S01008120,-4.156233723577625,55.92830813758551
S01008121,-4.151335375021222,55.926971837093525
S01008122,-4.154681982174536,55.92342161043889
S01008123,-4.152318191536717,55.9174220094973
S01008124,-4.144050034600242,55.91831697161428
S01008125,-4.14735007298177,55.920959296582964
S01008126,-4.139326974615814,55.921794343308434
S01008127,-4.143042261822012,55.928141161828556
S01008128,-4.1375727991152855,55.93323811811869
S01008129,-4.1458426394996595,55.93348915559048
S01008130,-4.151497757761845,55.93256455179839
S01008131,-4.159313233202998,55.93387687904826
S01008132,-4.169868560999634,55.937490463134395
S01008133,-4.161512987641669,55.938893952801294
S01008134,-4.156748706812303,55.93802948505374
S01008135,-4.151612201633689,55.94835741649357
S01008136,-4.147584897745983,55.93740200538592
S01008137,-4.144807142669382,55.94104091424664
S01008138,-4.136210300012045,55.94131314723474
S01008139,-4.137438141450723,55.93886217456259
S01008140,-4.137972507695896,55.93634345889233
S01008141,-4.1291511472910605,55.93757931669775
S01008142,-4.121542397912942,55.93774982399593
S01008143,-4.119783919501908,55.93393945997248
S01008144,-4.101279293458611,55.93052939334196
S01008145,-4.085606473734372,55.954047345317335
S01008146,-4.079374268554557,55.95439498901684
S01008147,-4.120552428699331,55.94673764724495
S01008148,-4.124084300588633,55.94186871275662
S01008149,-4.125048698341277,55.944527427002384
S01008150,-4.12749351825003,55.94618971743976
S01008151,-4.131169857884482,55.94348762586852
S01008152,-4.138141671604722,55.945234865351246
S01008153,-4.167241699946705,55.95779324109115
S01008154,-4.163384949561521,55.96016300346446
S01008155,-4.168081079552019,55.96206976361416
S01008156,-4.136496537151207,55.96930123487965
S01008157,-4.167993812212441,55.965764267715905
S01008158,-4.189263974393713,55.971852079789194
S01008159,-4.196157200774117,55.97196575736179
S01008160,-4.19792666843207,55.97557815875255
S01008161,-4.186034518159558,55.981758860500065
S01008162,-4.2494887736370535,55.99582427860448
S01008163,-3.0248958858896797,55.91104617494628
S01008164,-3.059724235741865,55.925463341958945
S01008165,-3.0166029971705552,55.925485519545454
S01008166,-3.0147971348764915,55.93424234713584
S01008167,-3.0142640978814956,55.93632923215121
S01008168,-3.0169779089488045,55.93993411038283
S01008169,-3.008711090735267,55.940305342864555
S01008170,-3.062161880448305,55.931525276521114
S01008171,-3.0636141348013988,55.93428148155285
S01008172,-3.0670757930274184,55.93251980928795
S01008173,-3.070896715365598,55.93548657808265
S01008174,-3.068282975188702,55.93664483727805
S01008175,-3.0635021950689594,55.93717094082721
S01008176,-3.050850459934064,55.93679838562109
S01008177,-3.064726250797431,55.94092915990857
S01008178,-3.0698926291584714,55.93943204844861
S01008179,-3.0770129171781933,55.93604980287549
S01008180,-3.0773685676743723,55.94085856674544
S01008181,-3.0720529872580538,55.94404825909306
S01008182,-3.0634916785513258,55.94483388995731
S01008183,-3.06049794054272,55.94136530556719
S01008184,-3.0585284362364784,55.94282754547741
S01008185,-3.0572254018502725,55.94498875016335
S01008186,-3.0486348179084377,55.94432594430025
S01008187,-3.053670265632519,55.94681397163751
S01008188,-3.05065349777381,55.94120908247162
S01008189,-3.0424665644912112,55.93976880005223
S01008190,-3.0372482992778744,55.93752919689231
S01008191,-3.034491353760275,55.94100528068281
S01008192,-3.0411466144276567,55.943032105198384
S01008193,-3.032834409796755,55.94435071061903
S01008194,-3.0223976631875393,55.944754363447444
S01008195,-3.018683844787861,55.94320852759139
S01008196,-3.024889021570083,55.94187684301024
S01008197,-2.985582941018243,55.95200793154469
S01008198,-2.9853262908887253,55.95479978377789
S01008199,-2.9899230839046673,55.9535575933879
S01008200,-2.992634906252878,55.95592271131319
S01008201,-2.9857529273050702,55.957641505678005
S01008202,-2.9779082826501506,55.959431395835324
S01008203,-2.9798271485108185,55.96134299365612
S01008204,-2.976753586588697,55.95536020950458
S01008205,-2.9671809393699675,55.95623988908958
S01008206,-2.9718052090588016,55.95910476113996
S01008207,-2.9651494289955416,55.95965769169849
S01008208,-2.9691931691717977,55.960533316160294
S01008209,-2.970649807783252,55.96296452793509
S01008210,-2.9615625436059103,55.96872876017212
S01008211,-2.956822127763384,55.971050584494805
S01008212,-2.955873743723809,55.9667318283665
S01008213,-2.950776386027773,55.96835889384994
S01008214,-2.947659335959631,55.97145392575004
S01008215,-2.9434088797708964,55.96957434487441
S01008216,-2.939335041127932,55.97031608902412
S01008217,-2.9263319541016046,55.96957797357521
S01008218,-2.9782703862104016,55.94952035521994
S01008219,-2.9551551609272653,55.94680568484137
S01008220,-2.9464054358726126,55.94693511226816
S01008221,-2.9478205303603198,55.94432262191336
S01008222,-2.93961223608012,55.942970148053206
S01008223,-2.941369163651573,55.93967942720815
S01008224,-2.945486502155869,55.93680383902436
S01008225,-2.9492531105257767,55.93948849520793
S01008226,-2.9529293739937366,55.941865723809215
S01008227,-2.9596365484262925,55.94261894382318
S01008228,-2.9641550020785177,55.94585549490481
S01008229,-2.9590991042739296,55.93956232818091
S01008230,-2.9606386345110227,55.93663267727659
S01008231,-2.955067803244861,55.93643926273298
S01008232,-2.9512613957125824,55.93673873591675
S01008233,-2.9695496769410528,55.92745154800345
S01008234,-2.96624779305004,55.92218912728664
S01008235,-2.9364218576135572,55.92254223737852
S01008236,-2.9408470303743277,55.91228459063157
S01008237,-2.911228684471553,55.88674334854945
S01008238,-2.9051392823245212,55.93932874923524
S01008239,-2.8942903037386865,55.94758371389483
S01008240,-2.87929710136714,55.96863571769852
S01008241,-2.9044631547261894,55.97448344540918
S01008242,-2.8632628335348853,55.98321086446273
S01008243,-2.8455943073372243,56.005923318279564
S01008244,-2.876704209269057,56.008057888593946
S01008245,-2.9077633819977953,55.90369812109856
S01008246,-2.880413091427222,55.91777181147863
S01008247,-2.842528275457173,55.863770270410285
S01008248,-2.7249177026099227,55.876625153051386
S01008249,-2.6492874226475496,55.89221125870609
S01008250,-2.7856201868409767,55.953617361549746
S01008251,-2.8053003088622464,55.95554378977514
S01008252,-2.7952248558846065,55.95462069042907
S01008253,-2.7910658605467558,55.958591246825925
S01008254,-2.78367222720777,55.958707849671846
S01008255,-2.776123087205987,55.96027105013271
S01008256,-2.7742648898737454,55.958489171520434
S01008257,-2.7826216724316417,55.95528091128503
S01008258,-2.789713743718883,55.95189229031755
S01008259,-2.7758675017280194,55.952549030937284
S01008260,-2.768694164007862,55.95543511956069
S01008261,-2.7626920645158797,55.95228607742937
S01008262,-2.7652310141994003,55.9958216768319
S01008263,-2.8082157015180247,56.021700024290155
S01008264,-2.821770534672686,56.03486615965571
S01008265,-2.823245841707916,56.038070862845395
S01008266,-2.8347016727183827,56.03653470603096
S01008267,-2.7894504933116426,56.04320046434661
S01008268,-2.7435856805630374,56.057676654388224
S01008269,-2.7367653776288727,56.05521957865467
S01008270,-2.7283437844617344,56.0561754725768
S01008271,-2.7236691534235993,56.05930845259515
S01008272,-2.7338758461032473,56.03068144605378
S01008273,-2.719865431669569,56.05451636035019
S01008274,-2.712769783513878,56.05342449565375
S01008275,-2.6950020129941943,56.057562079084306
S01008276,-2.6967507723266593,56.05492559617157
S01008277,-2.648551137709343,56.033375748233496
S01008278,-2.6664901876928098,56.003131934751025
S01008279,-2.662362629776691,55.988989539095
S01008280,-2.6588740150604644,55.95742723282532
S01008281,-2.5577090406931773,55.942825365928705
S01008282,-2.440784447301169,55.94049767916313
S01008283,-2.4921624181829216,55.97033186009126
S01008284,-2.5396970552769687,55.986323588757976
S01008285,-2.524783626409449,55.999218841513155
S01008286,-2.5346543265477712,55.998071037976324
S01008287,-2.5359048398687887,56.0020885071761
S01008288,-2.5244301577077084,56.00370042540736
S01008289,-2.5160118924224713,56.00403500574806
S01008290,-2.5102305311753503,55.999765744548085
S01008291,-2.5104982239864744,55.99761918994555
S01008292,-2.507914252229773,55.9914394938899
S01008293,-2.5169438078787008,55.99657655111297
S01008294,-2.5160727517683896,55.992260605316275
S01008295,-4.436753118284674,55.779498518717695
S01008296,-4.424418064638456,55.78716780932193
S01008297,-4.418663728190254,55.78475679703537
S01008298,-4.459388139587496,55.79127862626558
S01008299,-4.429615000430325,55.78452817207289
S01008300,-4.4255135686272,55.781054359233
S01008301,-4.434479328211958,55.76068743611793
S01008302,-4.498503937209913,55.766102404426746
S01008303,-4.399319437750089,55.80538384786686
S01008304,-4.406753616943268,55.801099525589414
S01008305,-4.404530642224552,55.81132059605526
S01008306,-4.401739508690334,55.80834825631507
S01008307,-4.392501622441686,55.809298757631296
S01008308,-4.398018472347561,55.81016322734543
S01008309,-4.391725901968741,55.799944974321456
S01008310,-4.385931680566051,55.800932423420264
S01008311,-4.379964713225879,55.798989396324934
S01008312,-4.381489631798412,55.80127388407507
S01008313,-4.3877139114485635,55.80576408299396
S01008314,-4.3951053645649685,55.80247896113297
S01008315,-4.399237963994737,55.799387867384176
S01008316,-4.384176752109903,55.80910185386376
S01008317,-4.38040719478995,55.81243172132836
S01008318,-4.399652336073565,55.790141350491794
S01008319,-4.396936417604678,55.79643167498178
S01008320,-4.391505890331918,55.79619684205287
S01008321,-4.390422485544875,55.79295761428183
S01008322,-4.405615092404448,55.796281351814955
S01008323,-4.377898535930013,55.79673563502139
S01008324,-4.37244129773105,55.7934620929234
S01008325,-4.386207829087325,55.792821895827096
S01008326,-4.379573467170656,55.79302694242919
S01008327,-4.384198695619257,55.79597752655846
S01008328,-4.351705026219266,55.785123039848656
S01008329,-4.341065471245704,55.782791316099264
S01008330,-4.336926341756492,55.78233048565995
S01008331,-4.346083571232293,55.78165502194283
S01008332,-4.332333069272761,55.781529336890465
S01008333,-4.326962089954797,55.779015647409075
S01008334,-4.327622633338072,55.786648701663026
S01008335,-4.338780633890722,55.76994504311108
S01008336,-4.336903662803026,55.77358192050301
S01008337,-4.346380654784852,55.7725975128051
S01008338,-4.352854474049171,55.77370222951962
S01008339,-4.350741844459204,55.779666174219926
S01008340,-4.343656445314448,55.77830409281696
S01008341,-4.3481665128966425,55.776507568799325
S01008342,-4.340278814539785,55.77566664691817
S01008343,-4.327062533081902,55.773380676581155
S01008344,-4.3076162607154584,55.785728070713205
S01008345,-4.310831951360499,55.78037134607865
S01008346,-4.31832502360123,55.77720948845325
S01008347,-4.314910929928264,55.771674966401044
S01008348,-4.312249801061883,55.768473196079725
S01008349,-4.328519699283146,55.763050986045286
S01008350,-4.313984878251165,55.7681140517552
S01008351,-4.3230346977986835,55.77123343114276
S01008352,-4.33035566827112,55.768414077708904
S01008353,-4.33699955769,55.76608836342366
S01008354,-4.380292165286733,55.74504057897802
S01008355,-4.276776747269189,55.737915865885334
S01008356,-4.281970177238092,55.73933353558168
S01008357,-4.279737578369725,55.74248892307533
S01008358,-4.27157018314664,55.741004527271855
S01008359,-4.265573472915754,55.709249439022656
S01008360,-4.27951279934264,55.76112703615224
S01008361,-4.316028466161037,55.7292919260939
S01008362,-4.303851301168733,55.771869618431275
S01008363,-4.308778523405191,55.77592679165924
S01008364,-4.302285166411471,55.77614298776417
S01008365,-4.293114673228369,55.77461837921022
S01008366,-4.274203919165097,55.77931541828382
S01008367,-4.270930147394974,55.7822781216637
S01008368,-4.268297994055523,55.77827496981669
S01008369,-4.255434836186879,55.77760263309096
S01008370,-4.261375146573657,55.78110970977826
S01008371,-4.292224413705184,55.785075252097265
S01008372,-4.290182994907117,55.78300357709058
S01008373,-4.283288254126568,55.78608869894117
S01008374,-4.278489438216914,55.783505005606315
S01008375,-4.282800380249234,55.78213984119282
S01008376,-4.270354729806584,55.78538012339779
S01008377,-4.276178798087711,55.786496803779364
S01008378,-4.281068247654432,55.78885206203674
S01008379,-4.294473616165227,55.79182862454186
S01008380,-4.293337585407914,55.78830188590155
S01008381,-4.289920191597662,55.789343085513835
S01008382,-4.2874284438687456,55.791241830305125
S01008383,-4.284094355931011,55.79320506042054
S01008384,-4.269406993323495,55.78992565090138
S01008385,-4.276681735409488,55.79433765863538
S01008386,-4.270071739723802,55.79614220696536
S01008387,-4.267581105042113,55.794265672009224
S01008388,-4.264460139883901,55.79492584720409
S01008389,-4.275278370503514,55.80009278274104
S01008390,-4.266118542171826,55.798173462085565
S01008391,-4.267759869889846,55.80117238257605
S01008392,-4.267168538690145,55.80787780022119
S01008393,-4.274428998093046,55.80710332554486
S01008394,-4.274657196360707,55.803068632800645
S01008395,-4.279853288436106,55.80261084840273
S01008396,-4.2845974439354455,55.80434361913278
S01008397,-4.285689456936393,55.7985776240298
S01008398,-4.289593437601383,55.80316671027107
S01008399,-4.29046198473229,55.80744491334964
S01008400,-4.288101731924304,55.809482249004205
S01008401,-4.283057218278268,55.809445867328506
S01008402,-4.304841720989324,55.79356617047535
S01008403,-4.29488651674829,55.793990528308534
S01008404,-4.293271490870601,55.79657465911328
S01008405,-4.295054967498411,55.7992635502689
S01008406,-4.297033827530728,55.80252793714542
S01008407,-4.2971178019864835,55.80613625116027
S01008408,-4.302836000953782,55.80628195377335
S01008409,-4.308372112519051,55.80858083854036
S01008410,-4.295091423514521,55.810093758916494
S01008411,-4.317166366263947,55.80384361196199
S01008412,-4.314028669896099,55.80025276737857
S01008413,-4.305529992751579,55.79938491360347
S01008414,-4.3035978126642505,55.8036524621178
S01008415,-4.310118042875531,55.80394748244601
S01008416,-4.320882514256336,55.8056182351762
S01008417,-3.3865560188658086,55.86402764146741
S01008418,-3.351487284358423,55.85134826019349
S01008419,-3.330836645754471,55.88088588883923
S01008420,-3.3402748506015167,55.87892080941551
S01008421,-3.341149167206625,55.88212327274749
S01008422,-3.3456073980481786,55.88236441949832
S01008423,-3.3829239738548966,55.89532411763898
S01008424,-3.331059818521724,55.89192643348388
S01008425,-3.3299881467958925,55.90615308202726
S01008426,-3.318807209854987,55.896351489024305
S01008427,-3.3260475241347294,55.89596719152582
S01008428,-3.321920593693378,55.89321051831151
S01008429,-3.3095719533498635,55.898163427632994
S01008430,-3.3040240426779675,55.89671294469382
S01008431,-3.3034501603669826,55.90050269695199
S01008432,-3.3011140235905105,55.906300851440534
S01008433,-3.2924014761942426,55.911201246444286
S01008434,-3.2866890344463786,55.91083307909937
S01008435,-3.280639491329831,55.90922759747204
S01008436,-3.2815199149213634,55.905691244058985
S01008437,-3.2872392398688963,55.90310928807226
S01008438,-3.2674617607694434,55.88687146959543
S01008439,-3.2620060482212168,55.901367663540555
S01008440,-3.254317880001412,55.90303324282573
S01008441,-3.2681186248145018,55.903923983595924
S01008442,-3.2648713669351723,55.9058649752235
S01008443,-3.268288600599946,55.90838599381936
S01008444,-3.238332939806233,55.90344141457203
S01008445,-3.2448719008857334,55.90962427959424
S01008446,-3.25239320955225,55.91089715255921
S01008447,-3.260455826849898,55.91246472606423
S01008448,-3.264826007390399,55.9165259264612
S01008449,-3.273711506166847,55.91054027132928
S01008450,-3.273574293544158,55.91244655795698
S01008451,-3.2808059885980665,55.91210028799045
S01008452,-3.2780962868697068,55.91310624269986
S01008453,-3.279837487775805,55.91441309484802
S01008454,-3.292194503930147,55.91472409481796
S01008455,-3.298844047365799,55.919045894404626
S01008456,-3.2940342523458033,55.91851428969712
S01008457,-3.2918606259532823,55.92021967734481
S01008458,-3.288191135645696,55.91840570152705
S01008459,-3.283458962841813,55.915971135743405
S01008460,-3.280586871436767,55.919114251443176
S01008461,-3.2760634786329197,55.91941391823098
S01008462,-3.272985703032468,55.9179397447727
S01008463,-3.2693709874541166,55.92208496652161
S01008464,-3.2718264684212786,55.92456373997944
S01008465,-3.276908162675438,55.92301212419412
S01008466,-3.2808744696660543,55.92201514125809
S01008467,-3.2841034790451173,55.92066751040024
S01008468,-3.289707106828054,55.92577586775763
S01008469,-3.2775900603771317,55.92554460161228
S01008470,-3.279096586150305,55.9274832198985
S01008471,-3.2809843026388896,55.9298291853021
S01008472,-3.2747674075493753,55.929377004080905
S01008473,-3.2700713663170906,55.92998841399693
S01008474,-3.2693885321186467,55.93245961333538
S01008475,-3.2625335127099335,55.93224631108418
S01008476,-3.2616150043051486,55.93434344270869
S01008477,-3.255830083653449,55.93625231517304
S01008478,-3.251256907883651,55.93378587800121
S01008479,-3.2570027980723903,55.93206048631284
S01008480,-3.2650222378640965,55.930581935409236
S01008481,-3.2641276476714283,55.92769378377799
S01008482,-3.261382877078131,55.924795716044734
S01008483,-3.2650188704593477,55.921505130171525
S01008484,-3.2616178668183156,55.92099548794783
S01008485,-3.2545310058223125,55.92337372132855
S01008486,-3.254476320885308,55.92825685809405
S01008487,-3.2481135830817474,55.92833732195482
S01008488,-3.243251528502779,55.928257183837516
S01008489,-3.2435257668244444,55.932642116405276
S01008490,-3.2410864867910703,55.93064000031068
S01008491,-3.2378249948836006,55.932161035560235
S01008492,-3.2368161140108254,55.93471992551853
S01008493,-3.24278282448529,55.93556903977448
S01008494,-3.2428001656196206,55.93847318213187
S01008495,-3.2349183890137616,55.938944701129685
S01008496,-3.234742299592049,55.93650620062728
S01008497,-3.231726198969404,55.93618673048245
S01008498,-3.2296052619245157,55.93883893287567
S01008499,-3.228674979191316,55.941907580965456
S01008500,-3.225149174704569,55.9428199742579
S01008501,-3.2235597821365514,55.94361320472921
S01008502,-3.234007893917121,55.935246637554755
S01008503,-3.231380235354155,55.934156096771574
S01008504,-3.2323336206714455,55.93224263993701
S01008505,-3.230081015870286,55.93348116933054
S01008506,-3.224964099474837,55.93224386354282
S01008507,-3.2257238707239924,55.93554428346465
S01008508,-3.229442975972397,55.92847211382377
S01008509,-3.23583955496665,55.927011917609214
S01008510,-3.243971687215744,55.92398587430565
S01008511,-3.237837730828079,55.91848696633499
S01008512,-3.245080573205772,55.919232084515556
S01008513,-3.2481827728197414,55.916878774815316
S01008514,-3.2277451487444875,55.92160469308252
S01008515,-3.218803835722339,55.9232477167627
S01008516,-3.2211000390243165,55.92497383045273
S01008517,-3.212775240474024,55.92461301539957
S01008518,-3.214745749783825,55.92207418616774
S01008519,-3.2167326093899975,55.919896457968456
S01008520,-3.2093852864752304,55.91616652437924
S01008521,-3.2174991773381114,55.91538805697478
S01008522,-3.2247754005245093,55.91774938949552
S01008523,-3.227392981154832,55.9148949250157
S01008524,-3.2218392638604016,55.911227291288675
S01008525,-3.2280588237138135,55.910381957160105
S01008526,-3.235636762569497,55.911495005187604
S01008527,-3.233276493312788,55.90908565774433
S01008528,-3.2314614478948873,55.90717696639688
S01008529,-3.228650048703367,55.905322683123025
S01008530,-3.2246412746332966,55.90737932922031
S01008531,-3.221785887133413,55.90846107387448
S01008532,-3.2206185964260343,55.90539599651848
S01008533,-3.225013033618936,55.90345841657711
S01008534,-3.2288161882427087,55.901286605033384
S01008535,-3.2208605759609314,55.90055365589065
S01008536,-3.2168798171562676,55.90324023384377
S01008537,-3.2135144060993,55.90039069473253
S01008538,-3.2094919109688527,55.902938180379735
S01008539,-3.2134899924185567,55.906646561990456
S01008540,-3.213581778270076,55.91037905997003
S01008541,-3.204228752477401,55.9086800971932
S01008542,-3.2037782383735784,55.905036306377745
S01008543,-3.197660424494568,55.906835706059034
S01008544,-3.194283547649298,55.90332231641684
S01008545,-3.196834206560183,55.899906164945605
S01008546,-3.2036916119662595,55.89578635014108
S01008547,-3.1497335830028224,55.89771018703354
S01008548,-3.1435607318073884,55.89826220258453
S01008549,-3.144190125677291,55.89871771843761
S01008550,-3.178191237994611,55.90423382707271
S01008551,-3.1683012581633343,55.904252662852656
S01008552,-3.1694317442378637,55.90142431590511
S01008553,-3.1600146296084444,55.89957827462061
S01008554,-3.157044972074711,55.896960757759835
S01008555,-3.1547042430240126,55.900377548171356
S01008556,-3.1609568512105093,55.90415652276847
S01008557,-3.1554269249682214,55.904493829270045
S01008558,-3.16062695967415,55.90745632321727
S01008559,-3.1466667389522662,55.90610246012963
S01008560,-3.1454847534277217,55.90286832405938
S01008561,-3.1442867283462452,55.90719319930747
S01008562,-3.139813507657603,55.905111284959546
S01008563,-3.1354730179201513,55.905170263939745
S01008564,-3.1293099509755176,55.90733338379354
S01008565,-3.1330011581611736,55.90929570164254
S01008566,-3.1291584412595514,55.91207733233567
S01008567,-3.133095580492498,55.91385072067648
S01008568,-3.1365101863310745,55.91877738392484
S01008569,-3.1384586758788657,55.91725134660512
S01008570,-3.137213663978172,55.91514694672151
S01008571,-3.1388634960707336,55.91142691904801
S01008572,-3.1428005061150435,55.91470141456729
S01008573,-3.1435125842847453,55.910315164314206
S01008574,-3.149719533582225,55.90800232436703
S01008575,-3.1533396117635144,55.91095109253591
S01008576,-3.153409617603242,55.91470494340131
S01008577,-3.161925835806276,55.91148746204424
S01008578,-3.1657982708532386,55.9149609628528
S01008579,-3.1866863584424694,55.913045222787204
S01008580,-3.163614583296214,55.92007285116473
S01008581,-3.160203561172489,55.91818344082762
S01008582,-3.1584742410256217,55.91603772876105
S01008583,-3.1562808011161567,55.91987061035454
S01008584,-3.150788164051334,55.92068134034852
S01008585,-3.1494692661246386,55.92407068293532
S01008586,-3.1565215443352868,55.92248822293998
S01008587,-3.1780888231308624,55.92276554331239
S01008588,-3.183522206714954,55.92650802524558
S01008589,-3.1829476801300114,55.92940182647421
S01008590,-3.180063180493581,55.92789893610162
S01008591,-3.1771074300881628,55.9289086697342
S01008592,-3.1768210442603246,55.92556880506893
S01008593,-3.171926420822565,55.926945315127114
S01008594,-3.1696935205643793,55.929712508882965
S01008595,-3.1564695492433636,55.930406792931336
S01008596,-3.1607348969994393,55.93237785969976
S01008597,-3.1567862704047025,55.93573711169017
S01008598,-3.1657307175514586,55.93460459063111
S01008599,-3.167801427870674,55.932466292292816
S01008600,-3.1731967187305337,55.93601473702503
S01008601,-3.172519252399901,55.93894939388238
S01008602,-3.175283826575072,55.941638208109836
S01008603,-3.1782030859174246,55.94071843685008
S01008604,-3.176962178774353,55.93483201456832
S01008605,-3.1808473472720036,55.935287588887704
S01008606,-3.1792002497016125,55.93170152629451
S01008607,-3.1841477665421354,55.93316784334306
S01008608,-3.1885993485048223,55.930410868036944
S01008609,-3.190767872079216,55.92710709849325
S01008610,-3.1912246685126378,55.93411949279316
S01008611,-3.1834752489050073,55.93762985377479
S01008612,-3.1842047240453355,55.939500444197435
S01008613,-3.187895599308736,55.93772390256416
S01008614,-3.193930830481302,55.93954949977787
S01008615,-3.191782925486346,55.93815394361326
S01008616,-3.1936399420564587,55.93661396095225
S01008617,-3.196406923150145,55.935459090865066
S01008618,-3.195545493629624,55.936531406661864
S01008619,-3.197674006739727,55.93710753203378
S01008620,-3.196070130766621,55.93783277548996
S01008621,-3.1972814183869898,55.9387833800085
S01008622,-3.2008589227257307,55.938359819251154
S01008623,-3.2012857198676747,55.93579040386842
S01008624,-3.1977985543580374,55.93025661885529
S01008625,-3.1998487729654412,55.92414125632182
S01008626,-3.207905049014125,55.921725474052835
S01008627,-3.2062292851832943,55.924848074532214
S01008628,-3.204195317996545,55.92877906917849
S01008629,-3.206825491305912,55.93000736136017
S01008630,-3.2088372549808786,55.928999867949194
S01008631,-3.208897249173813,55.92760933104357
S01008632,-3.216181049898081,55.92737833676814
S01008633,-3.22065096395277,55.930524525236315
S01008634,-3.216420245850603,55.935630621876555
S01008635,-3.211308299235876,55.93402427054021
S01008636,-3.2106889558928584,55.931448623027585
S01008637,-3.2053568709642075,55.93427980707245
S01008638,-3.2060717110501358,55.94054682314517
S01008639,-3.2090559910742202,55.93972082495859
S01008640,-3.2087324649281688,55.93840674009132
S01008641,-3.2087291333397627,55.93635758977621
S01008642,-3.212170073226714,55.936995805966475
S01008643,-3.2119301037779837,55.9387127958719
S01008644,-3.2151581212732516,55.9389379192221
S01008645,-3.2188048638015374,55.93720722143034
S01008646,-3.2217656031169444,55.93651270466884
S01008647,-3.2253068817392765,55.93780312587336
S01008648,-3.223974399254267,55.93951036445957
S01008649,-3.2220713915144543,55.93822367731349
S01008650,-3.2191922583243633,55.9387106176653
S01008651,-3.214685198696572,55.94153573993227
S01008652,-3.2193884564766733,55.94028405446685
S01008653,-3.222312926182248,55.941771769421315
S01008654,-3.2192407036305517,55.94273195347506
S01008655,-3.218027602403955,55.94494754989499
S01008656,-3.2176825630481316,55.94315565594602
S01008657,-3.215556842792107,55.94430103149766
S01008658,-3.2118741039669705,55.94401038142095
S01008659,-3.2075161621562343,55.94539254218399
S01008660,-3.2081406651808955,55.94789074666172
S01008661,-3.199991415742549,55.945893210595095
S01008662,-3.202625956651137,55.945195473727026
S01008663,-3.2031433225541326,55.94402387107309
S01008664,-3.2030305660120177,55.942128861165806
S01008665,-3.2072713793349794,55.942376000620555
S01008666,-3.2006332401779174,55.94021402494574
S01008667,-3.193475561816804,55.941973352421336
S01008668,-3.179555867677773,55.938119327329225
S01008669,-3.179812810125031,55.93942798612332
S01008670,-3.181410284957944,55.94064636896952
S01008671,-3.181864958834771,55.942295980076196
S01008672,-3.181675591969491,55.94342963163943
S01008673,-3.1892532264193667,55.94391690956017
S01008674,-3.1928773977172655,55.947296123769924
S01008675,-3.197559737188102,55.948633053358655
S01008676,-3.187680209642026,55.95547071049337
S01008677,-3.1934361718955624,55.95176160088058
S01008678,-3.18893968453222,55.94771842906579
S01008679,-3.1849173658262995,55.94899625054818
S01008680,-3.1847060953527495,55.94518174537918
S01008681,-3.1818767354357886,55.944938559024806
S01008682,-3.1785710144661943,55.94403209219298
S01008683,-3.1817705259386933,55.947134217299165
S01008684,-3.1631081106526273,55.946453724170595
S01008685,-3.1791060032707588,55.95174678839445
S01008686,-3.168507163450775,55.95391459217307
S01008687,-3.1687093380442724,55.95492482014
S01008688,-3.1655114861406073,55.9553703632603
S01008689,-3.1703768102943166,55.95870587762032
S01008690,-3.166325434363106,55.958408452303125
S01008691,-3.1577639236729476,55.95629581432017
S01008692,-3.1606549353253217,55.96003632078475
S01008693,-3.1536168196796077,55.958178234428324
S01008694,-3.154230667218621,55.95425400276354
S01008695,-3.14926579547919,55.954826858661285
S01008696,-3.1505035014551384,55.95320217837772
S01008697,-3.146497147853315,55.94847485372427
S01008698,-3.1408712031246058,55.94797085110163
S01008699,-3.1415809328092426,55.94574554726449
S01008700,-3.140613058628916,55.94037608673734
S01008701,-3.134228746915243,55.9347447332063
S01008702,-3.1442367352235174,55.93422353461148
S01008703,-3.1430484706691724,55.930944628415546
S01008704,-3.1324278769337255,55.92265158747708
S01008705,-3.1366571140331723,55.93193908457065
S01008706,-3.1252727242884037,55.93444389181193
S01008707,-3.1258257068439477,55.93153498008829
S01008708,-3.12417053288317,55.928523061362114
S01008709,-3.1212332007488475,55.932283704064794
