properties.DZCode,x,y
S01006886,-2.546240059542948,57.24196415963519
S01006887,-2.6548623957161683,57.2326996120309
S01006888,-2.6168822656159088,57.28981124280307
S01006889,-2.4509755181268487,57.238993374530764
S01006890,-2.4504943608566188,57.233268871357076
S01006891,-2.441452633493873,57.23373531047521
S01006892,-2.4383382645986362,57.23673067556403
S01006893,-2.444514122828475,57.23973262834077
S01006894,-2.3897827830826954,57.28358129420021
S01006895,-2.3842935836217425,57.291479014965816
S01006896,-2.3914133438809957,57.28795033876009
S01006897,-2.389979013161814,57.28999289184071
S01006898,-2.3992269941304563,57.287725014763026
S01006899,-2.400496849608509,57.2939189930935
S01006900,-2.396102715916742,57.29444506796947
S01006901,-2.3914627062852167,57.29349238235016
S01006902,-2.3851806399640774,57.2793346449317
S01006903,-2.3704386896076577,57.27063559939457
S01006904,-2.368946526912596,57.275058435886436
S01006905,-2.375782524944958,57.27827865542971
S01006906,-2.3814777496433392,57.28108454472213
S01006907,-2.3741359537370315,57.285286193150014
S01006908,-2.3817519444426902,57.286648736964274
S01006909,-2.4445990871790797,57.28601841484435
S01006910,-2.453832870263137,57.24202538064653
S01006911,-2.3743787741878726,57.293110008286476
S01006912,-2.371381326721384,57.27663555811809
S01006913,-2.3967179379807546,57.30329518606999
S01006914,-2.473069288196166,57.30531231638694
S01006915,-2.4836059378543047,57.357955218830796
S01006916,-2.3464248755289163,57.22661518873182
S01006917,-2.35500178597708,57.23140888748095
S01006918,-2.3469906465525487,57.23353687409477
S01006919,-2.3424375463130858,57.23452061083396
S01006920,-2.3480435540293776,57.236205843735924
S01006921,-2.3553777318575495,57.23567752436146
S01006922,-2.389283858695749,57.213482237009416
S01006923,-2.378721175170749,57.24272923571604
S01006924,-2.3046788683612145,57.25976257679735
S01006925,-2.2873435316610955,57.20775187474625
S01006926,-2.2913297086928197,57.20721120266091
S01006927,-2.2870924779533146,57.21153972209572
S01006928,-2.316411626003893,57.201547752823444
S01006929,-2.2855741328111363,57.16150535249574
S01006930,-2.275824589716398,57.15896832437131
S01006931,-2.33253431788523,57.14334911751528
S01006932,-2.3037825167204575,57.160232651626174
S01006933,-2.283598184994516,57.15802581614904
S01006934,-2.3045109998447586,57.16950358588632
S01006935,-2.273827605699372,57.15559772977826
S01006936,-2.2725065084899723,57.15266547898481
S01006937,-2.2868517520329292,57.15142366249501
S01006938,-2.2955298638005335,57.15272796581895
S01006939,-2.2918616387132964,57.156931178770876
S01006940,-2.2855758553746353,57.15474489083164
S01006941,-2.2857557482918165,57.14782309799462
S01006942,-2.3086001802621343,57.153671533461605
S01006943,-2.303927886599776,57.149958648408095
S01006944,-2.309160745993514,57.149746606062514
S01006945,-2.30108646841856,57.155703734971304
S01006946,-2.1723708799968997,57.27804984921857
S01006947,-2.191882951116678,57.2688549696509
S01006948,-2.234853116700558,57.26299989730279
S01006949,-2.2339644386150677,57.24206978305168
S01006950,-2.1586813120109136,57.26150419270488
S01006951,-2.184764083017672,57.26250554714655
S01006952,-2.1495007833423814,57.23346119800559
S01006953,-2.0827814595486047,57.24304432919717
S01006954,-2.0697048516772503,57.22967652820649
S01006955,-2.0537967837290787,57.248576976225905
S01006956,-2.0571729271247934,57.24723122683035
S01006957,-2.1091723019330604,57.2673198100713
S01006958,-2.0614781097678,57.367217473369145
S01006959,-2.077241839611708,57.364883588197884
S01006960,-2.068412292516484,57.37297622386564
S01006961,-2.0621771997270057,57.37242872322785
S01006962,-2.075591398576732,57.36089751682817
S01006963,-2.084153872421934,57.35981815689046
S01006964,-2.090154744407853,57.359925369974725
S01006965,-2.090839653887926,57.365433701892925
S01006966,-2.0990192663197944,57.36957947392553
S01006967,-2.0976142172138075,57.371725379595176
S01006968,-2.091060222701846,57.37095162523024
S01006969,-2.0895676290101672,57.37216311783201
S01006970,-2.07716374884324,57.37091813011689
S01006971,-2.083109289585397,57.366776465707396
S01006972,-2.0463641088301077,57.29214452519393
S01006973,-2.0263138087964925,57.3171119914117
S01006974,-2.003391805332433,57.32099528079051
S01006975,-1.9683539800013032,57.410317769036496
S01006976,-2.1150939719274247,57.3919302920605
S01006977,-2.026871066081815,57.3922364354143
S01006978,-2.2487707994785247,57.4222845314359
S01006979,-2.2316163834796146,57.3596362208513
S01006980,-2.198183915494337,57.386757942896196
S01006981,-2.134751009764776,57.312927676118335
S01006982,-2.1666983519890306,57.331619750826334
S01006983,-2.1697612887905984,57.35062618496007
S01006984,-2.2189893789858104,57.30579640192873
S01006985,-2.325177562384443,57.333424067078326
S01006986,-2.3220268088200804,57.33790489223898
S01006987,-2.3149253031398507,57.336632521481306
S01006988,-2.303402318888489,57.32041925344119
S01006989,-2.4025206463941986,57.347473640307754
S01006990,-2.280847601495542,57.35196326926601
S01006991,-2.397217057745604,57.42960139228368
S01006992,-2.3301439983265446,57.38947861691385
S01006993,-2.3289420186385374,57.47459108987069
S01006994,-2.374390384233161,57.424564173378585
S01006995,-2.4458972776342534,57.41312676121248
S01006996,-2.465364265386543,57.41225134171856
S01006997,-2.533844300715096,57.339775210951146
S01006998,-2.625278070803106,57.37181762831378
S01006999,-2.5850619945320923,57.43404746794638
S01007000,-2.602198641615944,57.328504000638624
S01007001,-2.6151291776661214,57.33985268714313
S01007002,-2.7841829197346994,57.47115096412442
S01007003,-2.728901805569731,57.43041944215106
S01007004,-2.7503462273913364,57.33197388027296
S01007005,-2.726023019275893,57.285858521672466
S01007006,-2.8646672275066565,57.372991444908244
S01007007,-2.9007429255180406,57.46370850906241
S01007008,-2.789723163791762,57.44997609755236
S01007009,-2.7768682563412987,57.445947849098964
S01007010,-2.786490287804701,57.443860152223984
S01007011,-2.789393937202468,57.44581286072771
S01007012,-2.798457673385633,57.44541392101313
S01007013,-2.4175423316504236,57.541940929709604
S01007014,-2.516486058402498,57.537953245699434
S01007015,-2.6109930123759795,57.498473110559175
S01007016,-2.4660416785977355,57.475938814909526
S01007017,-2.4656471755144467,57.54003620727611
S01007018,-2.4710015896449264,57.54255145471514
S01007019,-2.458382638394352,57.54187538168627
S01007020,-2.459008279410897,57.53628021539573
S01007021,-2.450149822627686,57.53922310279857
S01007022,-2.44685252663801,57.53581558903347
S01007023,-2.681474187357165,57.663637761315165
S01007024,-2.735726972917534,57.612662380285606
S01007025,-2.6968916175385886,57.68174328998017
S01007026,-2.6908111614836727,57.68026622139854
S01007027,-2.578843716257891,57.6770190343847
S01007028,-2.5858292613089273,57.63626434783472
S01007029,-2.600929512620254,57.590394723467675
S01007030,-2.62237293178351,57.56334405260197
S01007031,-2.630995468324378,57.54201015674622
S01007032,-2.524199246154996,57.66665625977187
S01007033,-2.5354511689716115,57.66625304300743
S01007034,-2.5282245786945023,57.66668131211991
S01007035,-2.533594400107834,57.663646520644605
S01007036,-2.53044928290255,57.66090214341759
S01007037,-2.489286061273012,57.664024314494455
S01007038,-2.4939738983817774,57.67046889547289
S01007039,-2.4858177346758796,57.67011555271608
S01007040,-2.484609198283705,57.666941200087585
S01007041,-2.4993673747716625,57.668104140525024
S01007042,-2.355564351596415,57.56880321618322
S01007043,-2.4582650602166827,57.619474570661396
S01007044,-2.334271605476338,57.670125127996215
S01007045,-2.3411881116704634,57.63996350740888
S01007046,-2.211706831106193,57.65467837593039
S01007047,-2.2140625069549316,57.595725431151976
S01007048,-2.3215669405761177,57.540721186149014
S01007049,-2.1981759397292797,57.59253930144157
S01007050,-2.1927345133641887,57.513783570659434
S01007051,-2.1329962126628885,57.52062763197534
S01007052,-2.039672286060191,57.542500772282466
S01007053,-2.1301821444974163,57.5275576241282
S01007054,-2.089758103031063,57.58733662850234
S01007055,-2.077395027456999,57.59170159913251
S01007056,-2.216943799704599,57.52650976407733
S01007057,-1.9961682921952144,57.51993616680282
S01007058,-2.0000987343763432,57.52356450270683
S01007059,-2.016290854361505,57.524911893738754
S01007060,-2.0057320340848364,57.52320664125878
S01007061,-2.105753622428656,57.44719073405438
S01007062,-2.205969678778623,57.46893636443332
S01007063,-2.046018900386966,57.503854245032755
S01007064,-2.0431790419030755,57.50032062764084
S01007065,-1.9092602400543242,57.40841542981357
S01007066,-1.8758855516938138,57.44349507344219
S01007067,-1.851137280691109,57.42027430182002
S01007068,-1.8558276410361652,57.417181372834634
S01007069,-1.7944582888528309,57.46353855395031
S01007070,-1.779401867574146,57.47312210214109
S01007071,-1.919238737935653,57.42515416761271
S01007072,-1.8068010146617848,57.488215982842995
S01007073,-1.7929185822664415,57.49114561123749
S01007074,-1.8005627951495964,57.49912052752907
S01007075,-1.8063684023301736,57.50019837200218
S01007076,-1.8046296231298993,57.496987335913026
S01007077,-1.8101348179482688,57.50084358937933
S01007078,-1.8036756960665297,57.50375373335803
S01007079,-1.7987975838554198,57.505710513523795
S01007080,-1.7936110553745712,57.50241616737478
S01007081,-1.7937078359554088,57.51340263745886
S01007082,-1.7891787442657248,57.51441403485533
S01007083,-1.7960915844268666,57.510080704150326
S01007084,-1.7916676929002582,57.50767290312215
S01007085,-1.7849808698472458,57.50587381909291
S01007086,-1.7797909739571567,57.50682630631503
S01007087,-1.773271881114489,57.506447113136794
S01007088,-1.786139530708585,57.512250994418714
S01007089,-1.8161919222165486,57.51804232109216
S01007090,-1.808371915282965,57.51173757141887
S01007091,-1.8164003314123176,57.50512571289832
S01007092,-1.8144694114480362,57.50942090007085
S01007093,-1.8096561919792196,57.50640476395113
S01007094,-1.8017606491609324,57.51449697094777
S01007095,-1.9731102383994448,57.55437596558027
S01007096,-1.9209148668201457,57.492167018202316
S01007097,-1.8349889515780409,57.483768080411345
S01007098,-1.8445194554897772,57.5246222232857
S01007099,-1.8640912694121963,57.55168891146263
S01007100,-1.9197525394346897,57.53868479275377
S01007101,-1.9147143902652266,57.600783599620016
S01007102,-1.9084429219942363,57.59700279594454
S01007103,-1.9332961132928947,57.67363347373987
S01007104,-1.9491389684049865,57.65072856989664
S01007105,-1.9340017991659382,57.67705198815649
S01007106,-1.9182676620679697,57.66619962798161
S01007107,-2.035001506620055,57.63420408773189
S01007108,-2.0969041332241165,57.66687971073962
S01007109,-2.063830931295197,57.69665646086076
S01007110,-2.116592581364454,57.69481435076004
S01007111,-2.1197205696417636,57.69845862775504
S01007112,-2.0066416863793077,57.681897530582624
S01007113,-2.008409597392224,57.68719593876814
S01007114,-2.0168810316873182,57.68226491667155
S01007115,-2.025153610838231,57.680479998734796
S01007116,-2.027073806116348,57.67709256278672
S01007117,-2.0159045169921836,57.67865576413047
S01007118,-2.0234478842518735,57.683216294150824
S01007119,-2.028054117547553,57.68436279837221
S01007120,-2.0276396374067627,57.68886590046356
S01007121,-2.0105113584402208,57.69204028836732
S01007122,-2.012240810307354,57.68955920465155
S01007123,-2.0166098020642704,57.68780684140188
