properties.InterZone,x,y
S02001527,-4.153586063378658,55.94631447037146
S02001528,-4.140548184461204,55.93904409808213
S02001529,-4.102877170148323,55.93089648532936
S02001530,-4.08183966711631,55.95383866869324
S02001531,-4.1337560835333935,55.945099731207435
S02001532,-4.139255217054129,55.96861581752341
S02001533,-4.21567840752234,55.9882286766542
S02001534,-3.0306306561356817,55.92294524418204
S02001535,-3.0579558756399865,55.93602195720027
S02001536,-3.0735102471879876,55.94082324059768
S02001537,-3.054891694002596,55.94516339606473
S02001538,-3.0397905314828706,55.94131306414796
S02001539,-3.0221441436699865,55.94286334105305
S02001540,-2.9852246423131903,55.956065817868726
S02001541,-2.972294914595584,55.958005983603364
S02001542,-2.9328052536639033,55.96956469291948
S02001543,-2.9751570243786944,55.94889276582823
S02001544,-2.9677127598947646,55.929789268800846
S02001545,-2.9179586105527684,55.89602932711497
S02001546,-2.8676330254741216,55.98155967010769
S02001547,-2.7428891235954946,55.89654108255579
S02001548,-2.7925918873728177,55.956873774346576
S02001549,-2.7753366262591794,55.954302307084404
S02001550,-2.7823129810878258,56.01840342032924
S02001551,-2.736528588445788,56.05721454315848
S02001552,-2.7311961905082875,56.032901405885134
S02001553,-2.5628938517192728,55.9651994515563
S02001554,-2.5377510158574443,55.989777335485385
S02001555,-2.511549295899392,55.99489771699457
S02001556,-4.463316140679854,55.773352190302695
S02001557,-4.4000726487018955,55.8069307188391
S02001558,-4.383633099474537,55.8085488941425
S02001559,-4.399162205864212,55.791424445235606
S02001560,-4.379130381330558,55.794463767155996
S02001561,-4.3486210367653095,55.78456243703143
S02001562,-4.343524758891744,55.77456731036
S02001563,-4.314486809790963,55.78005859821063
S02001564,-4.376710559527803,55.74645253910726
S02001565,-4.287414433522705,55.71849483241951
S02001566,-4.294962397427386,55.774526009515654
S02001567,-4.262339491575671,55.77987710585599
S02001568,-4.282373568271049,55.78538336133005
S02001569,-4.289658725018523,55.79111305204055
S02001570,-4.2726199968586975,55.793430599904454
S02001571,-4.270267683461238,55.803400254810704
S02001572,-4.285432348872743,55.80486254509402
S02001573,-4.298760823229946,55.79555829430849
S02001574,-4.301126488321878,55.80690222028841
S02001575,-4.31199165435353,55.802486803266845
S02001576,-3.3661088845780256,55.86649847834363
S02001577,-3.329478344298292,55.90543613535933
S02001578,-3.3027096675567846,55.902892231583806
S02001579,-3.285083716572201,55.90746762501113
S02001580,-3.2670493589929124,55.88811707970524
S02001581,-3.252149950311363,55.91069261790743
S02001582,-3.2767004715829455,55.91220468909189
S02001583,-3.292525987063669,55.9183145620451
S02001584,-3.275710585713001,55.91898108204979
S02001585,-3.2779946328291154,55.92279337780574
S02001586,-3.2848444070218665,55.92698563742021
S02001587,-3.259589675784838,55.93302104600776
S02001588,-3.26099599306523,55.9245135008679
S02001589,-3.247108667250316,55.929265982584404
S02001590,-3.2401711011092376,55.93715939707132
S02001591,-3.2289769969298456,55.939892136359234
S02001592,-3.227764475649962,55.933291014088525
S02001593,-3.239442433892461,55.92152614603739
S02001594,-3.2228357047110503,55.9225191705291
S02001595,-3.2176734870905834,55.916202963856875
S02001596,-3.2299309194198584,55.910536299889955
S02001597,-3.2249624872368527,55.90681897464035
S02001598,-3.216910706125128,55.904212603964694
S02001599,-3.2006486034265227,55.90077786359289
S02001600,-3.1445572561706565,55.89857174024478
S02001601,-3.173754538713212,55.903528097857034
S02001602,-3.1578685033889884,55.90251495385264
S02001603,-3.1417003520315516,55.904750149347855
S02001604,-3.1330501943116014,55.913036548780006
S02001605,-3.1406376849664457,55.91398342101419
S02001606,-3.150080193049147,55.91120452077939
S02001607,-3.1835805778868713,55.913227802155944
S02001608,-3.155097065109674,55.92023736746332
S02001609,-3.1771052163722056,55.92476544225989
S02001610,-3.1581513512470734,55.934209278777985
S02001611,-3.1720855612447294,55.936753563636856
S02001612,-3.185539961235375,55.93204963819808
S02001613,-3.1880555653992717,55.93791830224034
S02001614,-3.199412079634942,55.93632340591003
S02001615,-3.2022329428601046,55.92710471861261
S02001616,-3.2151342867865447,55.93150321364382
S02001617,-3.21065055528539,55.93881807928019
S02001618,-3.221730463743556,55.937902759518806
S02001619,-3.216874215198537,55.94277112364351
S02001620,-3.206168706892828,55.94577001689751
S02001621,-3.191513278219715,55.94187551714174
S02001622,-3.191814323177532,55.950947581824316
S02001623,-3.165848545668864,55.94669012867976
S02001624,-3.1678195395539372,55.95419269878231
S02001625,-3.1595155152867838,55.95801388963177
S02001626,-3.1426086721436857,55.94351977081522
S02001627,-3.133451749850007,55.92449771908748
S02001628,-3.1217109768173126,55.932305239491676
S02001629,-3.113067647287491,55.94105577396221
S02001630,-3.097463299272125,55.9365577694308
S02001631,-3.0961221010760998,55.94717932881331
S02001632,-3.1206476242047585,55.95668919490797
S02001633,-3.1206809666862214,55.94600231312714
S02001634,-3.133842362523341,55.95305046616527
S02001635,-3.139855411649635,55.95136295698991
S02001636,-3.1350464183039146,55.96089522012594
S02001637,-3.1454155410736266,55.95954980338491
S02001638,-3.1539557426520695,55.96335046743217
S02001639,-3.15752517545035,55.967530961729906
S02001640,-3.1674793157454886,55.979054345412955
S02001641,-3.186737751404662,55.978048901745815
S02001642,-3.167644847983304,55.975809057508165
S02001643,-3.1754943548044006,55.97208653508681
S02001644,-3.1679758940843707,55.96848368279315
S02001645,-3.167719333131844,55.9625913592134
S02001646,-3.1762078231449546,55.962797876232706
S02001647,-3.177541768988652,55.95780300565581
S02001648,-3.179931740691704,55.966937508197354
S02001649,-3.1876922791810607,55.971585836691496
S02001650,-3.1959011442264798,55.97574139192987
S02001651,-3.2099619731922555,55.97578683967525
S02001652,-3.2108586670473,55.96709335858085
S02001653,-3.1943792276734393,55.96530521058008
S02001654,-3.1854944357416413,55.9642446218404
S02001655,-3.189165332021825,55.95946188717432
S02001656,-3.201921757139532,55.955614633271466
S02001657,-3.1985483542645294,55.9600086385453
S02001658,-3.2105667171800465,55.95875851431642
S02001659,-3.2234094173719776,55.96057938921995
S02001660,-3.2209601357830557,55.949270053920465
S02001661,-3.25203048654189,55.94105505936348
S02001662,-3.24356931270926,55.94985192176676
S02001663,-3.2330233488420035,55.959852137190275
S02001664,-3.2585881575616504,55.95598351219609
S02001665,-3.247324327205934,55.96428855673734
S02001666,-3.242885943445088,55.970764266458346
S02001667,-3.225087438454655,55.97312921057566
S02001668,-3.2255993923867683,55.978073318910546
S02001669,-3.2313645233242747,55.980233005036936
S02001670,-3.256156569643601,55.97775156716286
S02001671,-3.2581136712421466,55.97016499455037
S02001672,-3.281139512152619,55.969987402519244
S02001673,-3.302161194106642,55.97366329157263
S02001674,-3.3056255928417064,55.963500542721555
S02001675,-3.2881661557710515,55.95722723258272
S02001676,-3.305039026933633,55.954596807535644
S02001677,-3.3034469881261264,55.94646375234017
S02001678,-3.2835089646584814,55.950947188071524
S02001679,-3.275054151434848,55.94620655296257
S02001680,-3.2734958059166397,55.937371063363834
S02001681,-3.2852606384970704,55.93428019529966
S02001682,-3.3068430016873007,55.932609986170725
S02001683,-3.3536129793801623,55.93666859634935
S02001684,-3.3878687070417826,55.95992770802365
S02001685,-3.3889047187122383,55.986051985087734
S02001686,-3.416106882425312,55.9889307188961
S02001687,-7.32845522137568,57.24174178719451
S02001688,-7.292699795534605,57.595259324758004
S02001689,-6.8976725428928205,57.90460146675312
S02001690,-6.723831669545666,58.09542206388759
S02001691,-6.491479319525935,58.34575364613275
S02001692,-6.3856847419303016,58.27882652866492
S02001693,-6.40161131234872,58.21648454429049
S02001694,-6.364791821767046,58.21535219021725
S02001695,-6.232718311492149,58.21583310580911
S02001696,-3.922764879437733,56.0382416718556
S02001697,-3.9546870840811006,56.01728915111666
S02001698,-3.9144071595428858,56.01570914716034
S02001699,-3.9105961746546383,56.00505388334758
S02001700,-3.9350021739579013,55.98435517134544
S02001701,-3.887701556053656,56.003333382523444
S02001702,-3.8669666611547404,55.99141495131996
S02001703,-3.850550501453253,56.03149932400613
S02001704,-3.8346020509591217,56.020389007072836
S02001705,-3.8191175341140804,56.02559790578718
S02001706,-3.805733869235135,56.02582558201098
S02001707,-3.805643661176011,56.03344686421663
S02001708,-3.790779352117614,56.0257516221869
S02001709,-3.7805018558414867,56.02926092532497
S02001710,-3.7798649592291427,56.0572591858483
S02001711,-3.783397895964666,56.01891073293882
S02001712,-3.790927068407483,56.01310294911497
S02001713,-3.783096871076544,56.00551732547473
S02001714,-3.761920250710654,56.01112261203003
S02001715,-3.7719403929768647,55.99744059989579
S02001716,-3.7975760897905655,55.99820780684257
S02001717,-3.8147772037958774,56.00313514375972
S02001718,-3.8302822573401696,56.003847603829705
S02001719,-3.8171643400348407,55.998065266669755
S02001720,-3.8354516375612344,55.975598530585785
S02001721,-3.777991457092454,55.98582960866172
S02001722,-3.7922286964930514,55.96690034760803
S02001723,-3.7739593872979196,55.94060640480696
S02001724,-3.741882326156139,55.98273842416819
S02001725,-3.7215344698451873,55.98013843108496
S02001726,-3.6793312557352404,55.97649236843348
S02001727,-3.6945543908965295,56.00276685281552
S02001728,-3.729118789116888,55.989229777108285
S02001729,-3.745476994515228,55.994139349186746
S02001730,-3.733241342461508,56.009579399039
S02001731,-3.715897915003521,56.017241964735454
S02001732,-3.7079771864376636,56.01103102905224
S02001733,-3.7161199215948817,56.00343910175056
S02001734,-3.638649532767744,55.99860159879998
S02001735,-3.6058707280472557,56.00663795525763
S02001736,-3.615584292417035,56.0144461724206
S02001737,-3.5612177597577888,56.001610170951324
S02001738,-3.6925490586087752,56.075576750277065
S02001739,-3.6262276713721406,56.09321087257201
S02001740,-3.5284328625052384,56.11555594735443
S02001741,-3.5974836436291273,56.07003705856227
S02001742,-3.5366742402141575,56.051094751652414
S02001743,-3.482437000311094,56.053182627940515
S02001744,-3.475174187915564,56.081460029050824
S02001745,-3.4692797863696443,56.07336028842287
S02001746,-3.4488507281985896,56.07817811846885
S02001747,-3.458915030611893,56.068651626386625
S02001748,-3.4482055578871815,56.063838940266834
S02001749,-3.4395429837647424,56.07252616431993
S02001750,-3.4289716401963144,56.09037186421641
S02001751,-3.4070363541041813,56.07108729994701
S02001752,-3.428892596307766,56.071346201962314
S02001753,-3.425847486127398,56.06672857918869
S02001754,-3.422306346412533,56.062501692100454
S02001755,-3.4039805466836297,56.060733794694116
S02001756,-3.397515842178259,56.05322262875705
S02001757,-3.4215568893669603,56.052023318079286
S02001758,-3.4392518591170496,56.05591776813372
S02001759,-3.4338834599503456,56.04282470429391
S02001760,-3.4155025842921947,56.04051880184251
S02001761,-3.423792220058127,56.03576313115069
S02001762,-3.4301382000980403,56.02644253530215
S02001763,-3.3999092005843634,56.023349288402194
S02001764,-3.3838153027711697,56.03259967807048
S02001765,-3.367531989508506,56.03706905898864
S02001766,-3.3582009212215516,56.03171580901187
S02001767,-3.3483508301279366,56.04080566908266
S02001768,-3.3800073518797125,56.065723892804854
S02001769,-3.3863556689959866,56.1006742928946
S02001770,-3.35038990178495,56.107820757535336
S02001771,-3.3974115743445537,56.13015261908413
S02001772,-3.3895490915990694,56.13607442578282
S02001773,-3.3782170043802084,56.13559643553529
S02001774,-3.34733909582058,56.15317404352753
S02001775,-3.328211818024928,56.16389092697165
S02001776,-3.261900758690893,56.14180064449495
S02001777,-3.3073803648274676,56.13083038995575
S02001778,-3.316955354804292,56.12461206470837
S02001779,-3.2980279878917127,56.08190159845267
S02001780,-3.2444877562987546,56.07094236440741
S02001781,-3.2251571706395303,56.065210659637415
S02001782,-3.175538955706026,56.069331564974945
S02001783,-3.1855713645996704,56.08427163938479
S02001784,-3.160556066051999,56.11147843539805
S02001785,-3.16740773720454,56.115247139395485
S02001786,-3.1758491276624325,56.11811192233661
S02001787,-3.208596752619685,56.1137335800451
S02001788,-3.197325104203064,56.124377861891595
S02001789,-3.1897614832066172,56.12735402957912
S02001790,-3.177953422727521,56.12694965575861
S02001791,-3.1771565660536782,56.138366768669634
S02001792,-3.178431218592641,56.13580181944087
S02001793,-3.15868076376169,56.12583262015259
S02001794,-3.1397041565199406,56.12146475464326
S02001795,-3.137849036660446,56.13467679727301
S02001796,-3.1216267452004276,56.130435471684116
S02001797,-3.097710040558418,56.16210904804448
S02001798,-3.2155644748408054,56.167249828773855
S02001799,-3.2408075831936465,56.20721220372246
S02001800,-3.202727957937044,56.19628151869265
S02001801,-3.1875433712646704,56.197942389800886
S02001802,-3.1908804543755394,56.19080504314915
S02001803,-3.1679959440840366,56.19580624099967
S02001804,-3.180987047009138,56.179384053326224
S02001805,-3.1601434682927936,56.185842986581775
S02001806,-3.1478712430166413,56.19253753882825
S02001807,-3.185208173376889,56.20708597073319
S02001808,-3.1846398894303367,56.2127484481478
S02001809,-3.171053072727867,56.207560176130954
S02001810,-3.169518883795642,56.214231001433504
S02001811,-3.1283588521622336,56.22039441030125
S02001812,-3.0973186186092327,56.1924633924237
S02001813,-3.0327236539368223,56.17584557761095
S02001814,-3.035064175270621,56.18774630400416
S02001815,-3.019885427981842,56.18354156089674
S02001816,-3.0112916685677957,56.18957998412534
S02001817,-2.9983498301499454,56.19687497804821
S02001818,-3.026717026692955,56.197558776840935
S02001819,-3.0042326343649224,56.2047986676522
S02001820,-2.93191125290445,56.230925251441505
S02001821,-3.0199585553344104,56.238881100153
S02001822,-3.116071900359271,56.282089451605174
S02001823,-3.215386999282015,56.2436306461178
S02001824,-3.265631808578511,56.28403508188964
S02001825,-3.161070560371307,56.351726155552754
S02001826,-3.0465812025563404,56.312005100298215
S02001827,-3.0180305031065697,56.32080581664966
S02001828,-3.0033583993576514,56.317819562843844
S02001829,-2.897384453280771,56.29651740648184
S02001830,-2.8184267885580128,56.23528820936697
S02001831,-2.7691284114006183,56.21455467489706
S02001832,-2.709835969612137,56.23868270233421
S02001833,-2.6832341707350396,56.286818176636594
S02001834,-2.7919968284905394,56.331542774435654
S02001835,-2.793700420198793,56.33808457917828
S02001836,-2.8184543512312716,56.313485360445085
S02001837,-2.8719968711270227,56.338961851670696
S02001838,-2.86023874842158,56.38949339805193
S02001839,-2.95805937239748,56.39503044432595
S02001840,-2.8783464666040266,56.445497628625375
S02001841,-2.9564651312566905,56.43309112563508
S02001842,-4.329995593557346,55.802837395580454
S02001843,-4.352651048630134,55.80253234672528
S02001844,-4.356731867777533,55.80636872952742
S02001845,-4.34785551829083,55.816834060221545
S02001846,-4.35428707154701,55.82137752973932
S02001847,-4.343639523766954,55.8283531850031
S02001848,-4.367706113505784,55.82599575599458
S02001849,-4.3534200874499325,55.83568247891717
S02001850,-4.339120798019732,55.84247738438607
S02001851,-4.346233982692889,55.849054375580664
S02001852,-4.359060372729543,55.842936714683546
S02001853,-4.370773703331363,55.85178451335405
S02001854,-4.358079885187932,55.851431970965145
