properties.OBJECTID,x,y
117,-0.9980927034641933,50.86915853572335
118,-1.632259062903498,50.859858634320666
119,-0.769133854055929,51.27178680842226
120,-1.5095534883934145,51.12855538831167
121,-1.2201853762972894,51.02772322049387
122,-0.04560216669393734,51.725157331406876
123,-0.5410556758137856,51.778220106874905
124,-0.2831892395240792,51.67927007536823
125,-0.1873493291167894,51.96039454506782
126,-0.4632268078314278,51.6598581199005
127,-0.4048891449500363,51.668037631962086
128,0.8115038531505484,51.124974696674215
129,1.1070608666536987,51.27929614668137
130,0.25551972191717115,51.43107397629577
131,1.290541742641807,51.21121814487619
132,0.39656942376248705,51.40299114008659
133,0.5787579943144697,51.23575751689886
134,0.17268405848943433,51.279009979211715
135,0.9942752136977768,51.05378091986836
136,0.8099136906486243,51.31494456321866
137,1.3370589322545263,51.354012974488924
138,0.35529037562972465,51.27360813533609
139,0.4322581713489755,51.11550867887871
140,-2.2202912416644374,53.7785823494828
141,-2.6503059534826123,53.66166329172166
142,-2.9099614671339658,53.78890067889215
143,-2.387470646646229,53.75672568071927
144,-2.695004672533828,54.0679580868282
145,-2.1861883917508886,53.865281858100474
146,-2.7002020376688773,53.81360239575701
147,-2.444615533596327,53.90676306892331
148,-2.2665666002160436,53.69248869118231
149,-2.7084671786984784,53.73162648860925
150,-2.871111312524731,53.59866285266535
151,-2.84188712193511,53.89724561800542
152,-1.2242623248453748,52.57507789165459
153,-1.1465398950743777,52.73741022029747
154,-1.0088027175511427,52.54002899326341
155,-1.3951977737187586,52.61641595666171
156,-0.8547366087595276,52.79485759314633
157,-1.4053489830311907,52.7527239733116
158,-1.0855512372595146,52.587292598724574
159,-0.03641976280862913,52.97158982595392
160,0.021100854550691273,53.25091966052899
161,-0.5601100414072439,53.224134797203355
162,-0.4455734721510606,53.08038063209164
163,-0.048064558163318054,52.78787140758918
164,-0.5172530672925955,52.85423804912495
165,-0.4784422944501736,53.392255859427735
166,0.8379045095755867,52.5882807643367
167,1.308959926338794,52.70180209911514
168,1.6597073256041601,52.64042508756199
169,0.4753246280536732,52.71730041606765
170,1.1780706029881651,52.84626344910863
171,1.287220166796035,52.62700259134047
172,1.274576405865076,52.51649026349071
173,-0.6914137157288436,52.499406124351715
174,-1.0512729832822438,52.31544190896342
175,-0.5219048880751355,52.45782401282024
176,-0.7685820202684897,52.42630247235573
177,-0.8873926787718315,52.23943816580269
178,-1.0410045393386653,52.121955099472174
179,-0.7129466100530762,52.28721334250095
180,-2.173893637195194,54.08029248242147
181,-1.3196055168504033,54.28722492087159
182,-1.594244281058223,54.06728603337296
183,-1.9356532971903644,54.36153369419685
184,-0.8520251608590433,54.212868409916126
185,-0.6316976110307444,54.36345834361906
186,-1.1418552426711595,53.78672714138855
187,-1.2575649253426884,53.09069789644633
188,-0.9588032080430795,53.33453109077419
189,-1.2617777235330938,52.974841081424344
190,-1.1183192030675484,53.027343685369736
191,-1.1740917889728868,53.17047230905335
192,-0.9203603407961193,53.124147080561784
193,-1.037880173790406,52.90061032523909
194,-1.2751497420842068,51.955803085337706
195,-1.242533073259926,51.75300820069629
196,-1.0736103988854835,51.63300798400008
197,-1.4435636294627017,51.634461091048344
198,-1.5091375394121307,51.83736589930181
199,-2.544321051659198,51.20234266468857
200,-2.9469730106904533,51.17863344460721
201,-2.706003985939852,50.98892960503114
202,-1.9814862790480945,52.71548922659051
203,-1.8105486172129508,52.862281883790864
204,-1.8045088863856837,52.686841449768465
205,-2.316980812966952,52.993341923669014
206,-2.1737338381247553,52.627480022434035
207,-2.17602963289234,52.8490438941168
208,-1.980093852957887,53.078814940949094
209,-1.6770305202954139,52.62408299997021
210,0.9059685133597539,52.053541855871856
211,1.1566443459512399,52.058271479618654
212,1.0930890628289096,52.24759943926192
213,-0.39265964248363583,51.35454524453426
214,-0.26000458847641916,51.33652164896192
215,-0.5565841074155841,51.249889495540344
216,-0.3225898823920662,51.21034468687494
217,-0.19232180150703473,51.25733019759055
218,-0.53939670874035,51.394023885865714
219,-0.4634500361745305,51.42472697184353
220,-0.672928506471641,51.34327015884555
221,-0.04547678127632094,51.226251197045
222,-0.6352547636382933,51.15013858761348
223,-0.564356128155664,51.317036509807636
224,-1.6305063972794005,52.54633802046069
225,-1.4762136242770763,52.50058788168039
226,-1.329925627198351,52.38472295225581
227,-1.6222147646553098,52.17823819588408
228,-1.5781279067490552,52.309833803794
229,-0.29929697508924963,50.843967692527016
230,-0.5656956356538941,50.83949869806482
231,-0.7357343560664169,50.941418706119364
232,-0.18386935185103806,51.12768723167938
233,-0.36584505282303253,50.9930461716116
234,-0.12854313780152168,51.020695985032276
235,-0.3967244325252788,50.829288722945776
236,-2.01476577505665,52.36092813916953
237,-2.348169777490087,52.186384996005835
238,-1.9515228289497253,52.28172230265353
239,-2.210596734465538,52.19905234819373
240,-2.0514576453229205,52.16521096373859
241,-2.2763756074100248,52.379090398289534
242,-0.34434571681913523,51.77399405737418
243,-0.19404236200452904,51.76711645858724
244,-0.012212809394342624,51.86352796983346
245,-0.19722942260653492,51.904442405436455
246,1.4635297793454636,52.23904839432274
247,0.622448687939748,52.27907543350961
248,-3.3675749388190317,51.0842858103211
249,-2.4679355045766993,53.57750870081855
250,-2.3097940671539217,53.58527201485381
251,-2.2325367886770398,53.44986328291634
252,-2.052939333874569,53.55332479982263
253,-2.1565567381833506,53.61481690444358
254,-2.372039475766389,53.489427079556755
255,-2.125720762437305,53.397894492382235
256,-2.063269330164941,53.4776359252896
257,-2.351162923224174,53.419259922505056
258,-2.5894183323658826,53.52370138316254
259,-2.830195088114524,53.424949011502804
260,-2.918860854158578,53.404427943766855
261,-2.718861740208506,53.46081856028055
262,-3.0047435621120395,53.55169041388014
263,-3.0698895370937382,53.36253904244726
264,-1.5346331094001755,53.53502085409594
265,-1.093809042323503,53.545167018279216
266,-1.2859609981978233,53.40783345987291
267,-1.5511624057783295,53.40423485465204
268,-1.6580537415649041,55.008537823504675
269,-1.5195467930946016,55.02606850752387
270,-1.4461251131834802,54.96109401133446
271,-1.4521840723220694,54.88189660181907
272,-1.8762647616606236,52.48838684768209
273,-1.5155461305266429,52.418428839403916
274,-2.1086985191828433,52.483037876214695
275,-2.0071551417711873,52.515506375435436
276,-1.7281514300426333,52.407750846773745
277,-1.969270944810243,52.6001327107304
278,-2.1246922724349564,52.59047138870989
279,-1.8568607122780951,53.84866496506556
280,-1.9733155047384958,53.72193728142584
281,-1.7635131278896603,53.62796049353993
282,-1.5031964197378151,53.82382183800165
283,-1.4181877276991615,53.65805624622868
284,-1.6836080825520356,54.937548868620105
285,-0.09355771939306558,51.51405890724619
286,0.13353321294926984,51.54158827600045
287,-0.20990840993832394,51.617381525650096
288,0.14071024105062407,51.45776180412785
289,-0.26915153441162915,51.559147344208114
290,0.05263821905599073,51.37127728727683
291,-0.15926599619147458,51.54851584150954
292,-0.08637856925482588,51.35585579822011
293,-0.32674153942742673,51.52017994184981
294,-0.08826893517242541,51.652076659626076
295,0.055723662181396426,51.47278078682766
296,-0.05904796908352773,51.55110011192669
297,-0.22522052352592753,51.49854439264641
298,-0.10692784383337581,51.588482308037136
299,-0.3414978814889204,51.59763968558336
300,0.22162108471101738,51.5649062922335
301,-0.44184196543616105,51.53793180181604
302,-0.3719928113753122,51.465281326336665
303,-0.10527276187359944,51.54495307611129
304,-0.19246005286930581,51.501125854054784
305,-0.2822065646300315,51.38617767651836
306,-0.11933205148398648,51.45106133853373
307,-0.021433574530521752,51.44281608235285
308,-0.19475869801192722,51.408972396346314
309,0.036812992824647374,51.527635275176216
310,0.07528673633239985,51.58475165442858
311,-0.3062239332641852,51.44110098077306
312,-0.07352941320983548,51.471687650550024
313,-0.17492659000517524,51.35989709777505
314,-0.03738140428771817,51.52003636881248
315,-0.013291949033031002,51.594168004785324
316,-0.19067302051973659,51.45311156799061
317,-0.15735849203203572,51.514009748903796
318,-6.1978628586290565,54.70099420646866
319,-6.452439512502369,54.36931690154237
320,-5.94342860862549,54.597747007206486
321,-6.596577041609307,55.05860843165711
322,-7.35844585324567,54.82069840925788
323,-7.503742226202204,54.44445414739782
324,-6.05204045322352,54.50878806601619
325,-6.10319426876217,54.874833611191846
326,-6.790016750928893,54.62175005547341
327,-6.068503472868277,54.234677529756
328,-5.629757858612791,54.53592454618855
329,-3.740733101540802,56.15104915810236
330,-3.959022792170631,55.07741891935129
331,-4.313707438151063,55.48937408318654
332,-2.72013921441956,55.93990675730528
333,-4.356659666747695,55.75333045106237
334,-6.655978524670702,58.129468779435456
335,-3.7976072094092124,55.995034344615355
336,-4.649019692051104,57.59541999878601
337,-4.74773258492538,55.90072434324769
338,-3.115779799568968,55.83323936670004
339,-3.265231752909869,57.47599053578047
340,-4.732233318039664,55.724703140581425
341,-3.0975897806351393,58.99376127328917
342,-2.787928581359124,55.5770911261887
343,-1.3453515559345621,60.30016562103755
344,-4.6888645739379715,55.26781556643277
345,-3.8080337278124428,55.61276424899901
346,-4.342017617881057,56.243857939458685
347,-2.1848106240301814,57.1602943936802
348,-2.6309661792196297,57.24134319738543
349,-5.218063203441576,56.10894298274959
350,-3.2930029585523704,55.92584039870786
351,-4.541258785451983,55.84806084977827
352,-4.517141530965168,55.9862570801804
353,-3.577416403681988,55.88624490706388
354,-2.9185750312896417,56.72447878616608
355,-2.962088607527428,56.47846831361406
356,-4.2234684491875205,55.95483246666017
357,-3.12744539529036,56.22907576216725
358,-3.8258492478982444,56.56676312731994
359,-4.250243021692537,55.85729813966766
360,-3.9500643235499022,55.87531766642522
361,-4.3740151461325905,53.286276201330985
362,-4.022864580696444,52.89282274989802
363,-3.734232258282861,53.13801878638063
364,-3.3522093949947536,53.08865302070744
365,-3.1611762871500653,53.20883737020861
366,-3.0140736039837814,52.990090714702966
367,-4.074480964543799,52.25383609122043
368,-4.882642014028927,51.85435207012951
369,-4.158451265000215,51.90328310339514
370,-4.050831561948084,51.64306940164396
371,-3.7401318858199404,51.67965955628364
372,-3.5991559466753067,51.55709298842898
373,-3.399508746313033,51.446107007066075
374,-3.2053902549733038,51.51221008404113
375,-3.4374890301178866,51.65017403456809
376,-3.2024516718910667,51.65141363456093
377,-3.195114699086,51.76737777569854
378,-3.05357612724892,51.69870226987565
379,-2.8710421314866714,51.76504579111194
380,-2.963501058823338,51.57916076131729
381,-3.4107352803348707,52.325759404994926
382,-3.3580721169325236,51.739166835248895
