properties.OBJECTID,x,y
1,-1.2623330985691,54.66672708535639
2,-1.21886678254536,54.54313918853912
3,-1.0142607994248274,54.551118950811116
4,-1.3333292535830394,54.55891904518355
5,-1.5525872530962046,54.54755327673767
6,-2.713284141131849,53.34465170136653
7,-2.5588523614697074,53.39698250528671
8,-2.467310635381569,53.692717736883594
9,-3.02709975965777,53.81588139125514
10,-0.33162866812383435,53.764194691829566
11,-0.49571722129619156,53.872214491406375
12,-0.13848608661072734,53.5422395132394
13,-0.5931411796466349,53.591026563122966
14,-1.0593087091410072,53.959221185989094
15,-1.4650189331760386,52.90815295735304
16,-1.1255508620234467,52.63868226222069
17,-0.6533242324128024,52.66081258503305
18,-1.1764613450733765,52.962704471802724
19,-2.7444214981922115,52.10396404699213
20,-2.489376732995039,52.72978758229774
21,-2.1636801534870416,53.019087125865425
22,-2.4684431498370745,51.35575906612223
23,-2.600175827549629,51.46572858524559
24,-2.7912853614799253,51.38841900277061
25,-2.4643159593218487,51.54849809187508
26,-4.121330398396439,50.390536437866686
27,-3.5588037545699396,50.44082742829041
28,-1.7426236682088727,51.57235662660284
29,-0.2524927064190601,52.60863729346596
30,-0.4283006562628354,51.896184474946864
31,0.7155411155119937,51.54767728727515
32,0.3686903605738107,51.50987796284883
33,0.5482433534295416,51.414681746849034
34,-0.7452571467428005,51.4066787224865
35,-1.3044686360758269,51.44865539679769
36,-0.9857174020871909,51.453770598600464
37,-0.5771236980694735,51.50585619573393
38,-0.6950097469970616,51.48370531323452
39,-0.8841922383027639,51.42739991236114
40,-0.7346584220461326,52.08544221877477
41,-0.14020407761716444,50.84434585480162
42,-1.0666233925942965,50.82543633190221
43,-1.3978734631703926,50.918797395901954
44,-1.294347836688727,50.675499568798344
45,-1.837539281392285,54.69596273861931
46,-2.3489734204154677,53.1823278681944
47,-2.738880853531432,53.197984345760894
48,-2.7310978501761105,52.63641133646809
49,-4.824037157597581,50.40698186800476
50,-6.292874963969507,49.92302618620927
51,-1.9437226056434886,51.29874564825738
52,-0.47554239404469567,52.18965984819016
53,-0.4370555476089969,52.00739287397904
54,-2.0675954151127676,55.238414543173825
55,-1.8842882616127807,50.74906062887382
56,-2.3373954408732787,50.80837539538637
57,-0.8822713280047536,51.892537843701014
58,-0.626322089854754,51.68001787629057
59,-0.590410176588359,51.558673075098916
60,-0.8164829749294767,51.6469241432933
61,0.13773055746475177,52.204427207830186
62,0.2928776151448599,52.34409654741461
63,0.0584393165100862,52.56246660820427
64,-0.2205550759339144,52.371782423547174
65,0.0859231029644868,52.17055581888046
66,-3.2402972331590023,54.704752764933204
67,-3.1937296991950554,54.15110605605599
68,-2.804474055776542,54.971284899395386
69,-3.374720593813601,54.42332648074928
70,-2.62239725186455,54.61264316869531
71,-2.8340390002478446,54.30965882153234
72,-1.4657721922462374,53.0284494407911
73,-1.276458078181873,53.21672428775673
74,-1.4032453287328985,53.255240103001654
75,-1.6969112858343685,53.12824600042271
76,-1.349132498255154,52.9355277617955
77,-1.873135243897876,53.37525253307102
78,-1.4503719030109865,53.22576147468672
79,-1.5589238109145187,52.83213070807645
80,-3.2224176183718356,50.766120184428026
81,-3.5119149667933125,50.72191065620047
82,-3.556831758599535,50.877251736089256
83,-3.9118979333714248,51.06859868606942
84,-3.8241935370455797,50.37526664066999
85,-3.6583006217343694,50.60693072863629
86,-4.248235219543842,50.88491878477244
87,-4.045766991919308,50.6571032428337
88,0.26525736572730463,50.77651170075135
89,0.5680242583267948,50.86801200718895
90,0.0015509597652927077,50.88231443760201
91,0.5318738422887753,50.95192091739809
92,0.1974218834973649,50.96938124054146
93,0.4675141471599249,51.59102444011347
94,0.5915382429527475,51.94082945677481
95,0.30921932585317663,51.64056570814523
96,0.5835006499725702,51.546252237232075
97,0.48127979077101823,51.72283502382466
98,0.8557889841009553,51.87968475894221
99,0.14669577059919373,51.708515805706725
100,0.11112473727809828,51.770694785464755
101,0.7657105158918943,51.709934332359026
102,0.7058807775848799,51.59931878274671
103,1.106229351774977,51.87022425749049
104,0.2817217994749763,51.93153371343961
105,-2.073721764701612,51.897971383954435
106,-1.8967524351741767,51.81498557805716
107,-2.488568784912418,51.82691431574982
108,-2.2430700567045223,51.848098813157215
109,-2.2970475500654213,51.731542091094234
110,-2.099692442940879,51.946598843997805
111,-1.1993213024758018,51.27374371582879
112,-0.9563404167018871,51.077497466620585
113,-1.3251709054117746,50.93889973763499
114,-1.22482506418362,50.853408819158595
115,-1.164525763801796,50.80378780690642
116,-0.8950234118557078,51.28491509498831
