date,anomaly
1945-06-01,-0.037
1945-07-01,0.000
1945-08-01,0.236
1945-09-01,0.103
1945-10-01,0.094
1945-11-01,-0.011
1945-12-01,-0.200
1946-01-01,0.047
1946-02-01,-0.116
1946-03-01,-0.122
1946-04-01,-0.001
1946-05-01,-0.083
1946-06-01,-0.270
1946-07-01,-0.109
1946-08-01,-0.154
1946-09-01,-0.098
1946-10-01,-0.068
1946-11-01,-0.108
1946-12-01,-0.343
1947-01-01,-0.151
1947-02-01,-0.141
1947-03-01,-0.076
1947-04-01,-0.055
1947-05-01,-0.071
1947-06-01,-0.093
1947-07-01,-0.065
1947-08-01,-0.113
1947-09-01,-0.160
1947-10-01,0.034
1947-11-01,0.029
1947-12-01,-0.233
1948-01-01,-0.019
1948-02-01,-0.239
1948-03-01,-0.283
1948-04-01,-0.115
1948-05-01,0.058
1948-06-01,-0.008
1948-07-01,-0.130
1948-08-01,-0.048
1948-09-01,-0.134
1948-10-01,-0.057
1948-11-01,-0.173
1948-12-01,-0.349
1949-01-01,-0.019
1949-02-01,-0.242
1949-03-01,-0.110
1949-04-01,-0.147
1949-05-01,-0.111
1949-06-01,-0.233
1949-07-01,-0.180
1949-08-01,-0.078
1949-09-01,-0.123
1949-10-01,-0.090
1949-11-01,-0.181
1949-12-01,-0.212
1950-01-01,-0.300
1950-02-01,-0.370
1950-03-01,-0.216
1950-04-01,-0.244
1950-05-01,-0.137
1950-06-01,-0.105
1950-07-01,-0.107
1950-08-01,-0.153
1950-09-01,-0.245
1950-10-01,-0.201
1950-11-01,-0.381
1950-12-01,-0.261
1951-01-01,-0.360
1951-02-01,-0.509
1951-03-01,-0.262
1951-04-01,-0.108
1951-05-01,0.032
1951-06-01,0.060
1951-07-01,0.039
1951-08-01,0.121
1951-09-01,0.132
1951-10-01,0.124
1951-11-01,-0.072
1951-12-01,0.069
1952-01-01,0.094
1952-02-01,0.068
1952-03-01,-0.164
1952-04-01,0.046
1952-05-01,0.022
1952-06-01,0.024
1952-07-01,0.090
1952-08-01,0.097
1952-09-01,0.096
1952-10-01,-0.017
1952-11-01,-0.132
1952-12-01,-0.040
1953-01-01,-0.009
1953-02-01,0.095
1953-03-01,0.018
1953-04-01,0.225
1953-05-01,0.149
1953-06-01,0.140
1953-07-01,0.043
1953-08-01,0.087
1953-09-01,0.086
1953-10-01,0.083
1953-11-01,-0.006
1953-12-01,0.019
1954-01-01,-0.244
1954-02-01,-0.089
1954-03-01,-0.183
1954-04-01,-0.115
1954-05-01,-0.171
1954-06-01,-0.130
1954-07-01,-0.196
1954-08-01,-0.102
1954-09-01,-0.113
1954-10-01,-0.012
1954-11-01,0.116
1954-12-01,-0.164
1955-01-01,0.106
1955-02-01,-0.193
1955-03-01,-0.396
1955-04-01,-0.229
1955-05-01,-0.239
1955-06-01,-0.178
1955-07-01,-0.208
1955-08-01,-0.088
1955-09-01,-0.143
1955-10-01,-0.113
1955-11-01,-0.321
1955-12-01,-0.364
1956-01-01,-0.240
1956-02-01,-0.282
1956-03-01,-0.357
1956-04-01,-0.307
1956-05-01,-0.336
1956-06-01,-0.227
1956-07-01,-0.211
1956-08-01,-0.290
1956-09-01,-0.274
1956-10-01,-0.263
1956-11-01,-0.215
1956-12-01,-0.158
1957-01-01,-0.222
1957-02-01,-0.159
1957-03-01,-0.198
1957-04-01,-0.042
1957-05-01,0.032
1957-06-01,0.065
1957-07-01,-0.063
1957-08-01,0.073
1957-09-01,0.041
1957-10-01,-0.001
1957-11-01,-0.004
1957-12-01,0.052
1958-01-01,0.255
1958-02-01,0.093
1958-03-01,0.005
1958-04-01,-0.070
1958-05-01,0.017
1958-06-01,-0.153
1958-07-01,-0.020
1958-08-01,-0.083
1958-09-01,-0.115
1958-10-01,-0.020
1958-11-01,-0.039
1958-12-01,-0.082
1959-01-01,0.014
1959-02-01,-0.005
1959-03-01,0.017
1959-04-01,0.026
1959-05-01,-0.039
1959-06-01,-0.002
1959-07-01,-0.044
1959-08-01,-0.041
1959-09-01,-0.141
1959-10-01,-0.071
1959-11-01,-0.186
1959-12-01,-0.103
1960-01-01,-0.115
1960-02-01,0.023
1960-03-01,-0.447
1960-04-01,-0.262
1960-05-01,-0.179
1960-06-01,-0.126
1960-07-01,-0.114
1960-08-01,-0.006
1960-09-01,0.003
1960-10-01,-0.031
1960-11-01,-0.215
1960-12-01,0.084
1961-01-01,-0.052
1961-02-01,0.091
1961-03-01,-0.062
1961-04-01,0.061
1961-05-01,0.068
1961-06-01,0.088
1961-07-01,-0.040
1961-08-01,-0.017
1961-09-01,-0.030
1961-10-01,-0.064
1961-11-01,-0.031
1961-12-01,-0.252
1962-01-01,-0.057
1962-02-01,0.012
1962-03-01,0.019
1962-04-01,-0.026
1962-05-01,-0.182
1962-06-01,-0.056
1962-07-01,-0.109
1962-08-01,-0.110
1962-09-01,-0.075
1962-10-01,-0.038
1962-11-01,-0.021
1962-12-01,-0.126
1963-01-01,-0.122
1963-02-01,0.040
1963-03-01,-0.341
1963-04-01,-0.179
1963-05-01,-0.147
1963-06-01,-0.067
1963-07-01,0.060
1963-08-01,0.146
1963-09-01,0.122
1963-10-01,0.064
1963-11-01,0.045
1963-12-01,-0.063
1964-01-01,-0.195
1964-02-01,-0.223
1964-03-01,-0.383
1964-04-01,-0.442
1964-05-01,-0.374
1964-06-01,-0.167
1964-07-01,-0.201
1964-08-01,-0.301
1964-09-01,-0.405
1964-10-01,-0.311
1964-11-01,-0.299
1964-12-01,-0.372
1965-01-01,-0.162
1965-02-01,-0.263
1965-03-01,-0.260
1965-04-01,-0.299
1965-05-01,-0.192
1965-06-01,-0.208
1965-07-01,-0.267
1965-08-01,-0.162
1965-09-01,-0.245
1965-10-01,-0.106
1965-11-01,-0.144
1965-12-01,-0.146
1966-01-01,-0.283
1966-02-01,-0.168
1966-03-01,-0.171
1966-04-01,-0.171
1966-05-01,-0.219
1966-06-01,-0.105
1966-07-01,0.003
1966-08-01,-0.102
1966-09-01,-0.087
1966-10-01,-0.238
1966-11-01,-0.108
1966-12-01,-0.141
1967-01-01,-0.220
1967-02-01,-0.328
1967-03-01,-0.094
1967-04-01,-0.132
1967-05-01,0.057
1967-06-01,-0.108
1967-07-01,-0.068
1967-08-01,-0.099
1967-09-01,-0.125
1967-10-01,-0.020
1967-11-01,-0.120
1967-12-01,-0.154
1968-01-01,-0.325
1968-02-01,-0.268
1968-03-01,-0.004
1968-04-01,-0.180
1968-05-01,-0.226
1968-06-01,-0.152
1968-07-01,-0.195
1968-08-01,-0.130
1968-09-01,-0.227
1968-10-01,0.008
1968-11-01,-0.135
1968-12-01,-0.191
1969-01-01,-0.162
1969-02-01,-0.197
1969-03-01,-0.133
1969-04-01,0.049
1969-05-01,0.065
1969-06-01,0.006
1969-07-01,-0.109
1969-08-01,-0.073
1969-09-01,-0.013
1969-10-01,0.001
1969-11-01,0.023
1969-12-01,0.167
1970-01-01,0.014
1970-02-01,0.064
1970-03-01,-0.088
1970-04-01,-0.079
1970-05-01,-0.141
1970-06-01,-0.137
1970-07-01,-0.112
1970-08-01,-0.199
1970-09-01,-0.031
1970-10-01,-0.060
1970-11-01,-0.058
1970-12-01,-0.193
1971-01-01,-0.144
1971-02-01,-0.273
1971-03-01,-0.337
1971-04-01,-0.233
1971-05-01,-0.198
1971-06-01,-0.255
1971-07-01,-0.185
1971-08-01,-0.181
1971-09-01,-0.126
1971-10-01,-0.156
1971-11-01,-0.153
1971-12-01,-0.231
1972-01-01,-0.379
1972-02-01,-0.278
1972-03-01,-0.143
1972-04-01,-0.128
1972-05-01,-0.083
1972-06-01,-0.032
1972-07-01,-0.093
1972-08-01,0.061
1972-09-01,-0.052
1972-10-01,-0.057
1972-11-01,-0.052
1972-12-01,0.109
1973-01-01,0.101
1973-02-01,0.159
1973-03-01,0.115
1973-04-01,0.199
1973-05-01,0.108
1973-06-01,0.106
1973-07-01,0.016
1973-08-01,-0.028
1973-09-01,-0.035
1973-10-01,0.011
1973-11-01,-0.025
1973-12-01,-0.128
1974-01-01,-0.282
1974-02-01,-0.447
1974-03-01,-0.237
1974-04-01,-0.201
1974-05-01,-0.127
1974-06-01,-0.115
1974-07-01,-0.136
1974-08-01,0.023
1974-09-01,-0.093
1974-10-01,-0.115
1974-11-01,-0.126
1974-12-01,-0.214
1975-01-01,-0.097
1975-02-01,-0.021
1975-03-01,-0.011
1975-04-01,-0.052
1975-05-01,0.053
1975-06-01,-0.061
1975-07-01,-0.105
1975-08-01,-0.232
1975-09-01,-0.140
1975-10-01,-0.154
1975-11-01,-0.264
1975-12-01,-0.247
1976-01-01,-0.170
1976-02-01,-0.232
1976-03-01,-0.337
1976-04-01,-0.186
1976-05-01,-0.359
1976-06-01,-0.240
1976-07-01,-0.173
1976-08-01,-0.242
1976-09-01,-0.151
1976-10-01,-0.332
1976-11-01,-0.139
1976-12-01,-0.030
1977-01-01,0.153
1977-02-01,0.104
1977-03-01,0.075
1977-04-01,0.135
1977-05-01,0.228
1977-06-01,0.208
1977-07-01,0.143
1977-08-01,0.130
1977-09-01,-0.002
1977-10-01,-0.016
1977-11-01,0.121
1977-12-01,-0.040
1978-01-01,0.037
1978-02-01,0.074
1978-03-01,0.059
1978-04-01,0.053
1978-05-01,0.012
1978-06-01,-0.055
1978-07-01,0.016
1978-08-01,-0.217
1978-09-01,0.042
1978-10-01,-0.060
1978-11-01,0.092
1978-12-01,0.010
1979-01-01,0.052
1979-02-01,-0.180
1979-03-01,0.067
1979-04-01,0.077
1979-05-01,-0.022
1979-06-01,0.050
1979-07-01,0.018
1979-08-01,0.115
1979-09-01,0.173
1979-10-01,0.147
1979-11-01,0.208
1979-12-01,0.386
1980-01-01,0.253
1980-02-01,0.361
1980-03-01,0.217
1980-04-01,0.234
1980-05-01,0.246
1980-06-01,0.132
1980-07-01,0.206
1980-08-01,0.164
1980-09-01,0.124
1980-10-01,0.097
1980-11-01,0.206
1980-12-01,0.114
1981-01-01,0.444
1981-02-01,0.337
1981-03-01,0.331
1981-04-01,0.199
1981-05-01,0.148
1981-06-01,0.245
1981-07-01,0.264
1981-08-01,0.312
1981-09-01,0.137
1981-10-01,0.055
1981-11-01,0.166
1981-12-01,0.363
1982-01-01,-0.024
1982-02-01,0.068
1982-03-01,-0.137
1982-04-01,0.020
1982-05-01,0.091
1982-06-01,-0.001
1982-07-01,0.076
1982-08-01,-0.046
1982-09-01,0.017
1982-10-01,0.041
1982-11-01,0.029
1982-12-01,0.277
1983-01-01,0.358
1983-02-01,0.336
1983-03-01,0.248
1983-04-01,0.175
1983-05-01,0.222
1983-06-01,0.167
1983-07-01,0.115
1983-08-01,0.284
1983-09-01,0.326
1983-10-01,0.113
1983-11-01,0.246
1983-12-01,0.096
1984-01-01,0.158
1984-02-01,0.020
1984-03-01,0.144
1984-04-01,0.010
1984-05-01,0.214
1984-06-01,-0.039
1984-07-01,0.025
1984-08-01,0.089
1984-09-01,0.127
1984-10-01,0.041
1984-11-01,-0.058
1984-12-01,-0.156
1985-01-01,0.116
1985-02-01,-0.104
1985-03-01,0.043
1985-04-01,0.003
1985-05-01,0.068
1985-06-01,0.121
1985-07-01,-0.023
1985-08-01,0.143
1985-09-01,0.118
1985-10-01,0.039
1985-11-01,0.018
1985-12-01,0.055
1986-01-01,0.117
1986-02-01,0.309
1986-03-01,0.138
1986-04-01,0.135
1986-05-01,0.131
1986-06-01,0.040
1986-07-01,0.043
1986-08-01,0.088
1986-09-01,0.024
1986-10-01,0.051
1986-11-01,0.040
1986-12-01,0.032
1987-01-01,0.220
1987-02-01,0.316
1987-03-01,0.104
1987-04-01,0.189
1987-05-01,0.169
1987-06-01,0.266
1987-07-01,0.348
1987-08-01,0.211
1987-09-01,0.266
1987-10-01,0.270
1987-11-01,0.186
1987-12-01,0.372
1988-01-01,0.459
1988-02-01,0.333
1988-03-01,0.385
1988-04-01,0.328
1988-05-01,0.319
1988-06-01,0.330
1988-07-01,0.256
1988-08-01,0.258
1988-09-01,0.258
1988-10-01,0.255
1988-11-01,0.029
1988-12-01,0.176
1989-01-01,-0.026
1989-02-01,0.237
1989-03-01,0.185
1989-04-01,0.150
1989-05-01,0.038
1989-06-01,0.094
1989-07-01,0.264
1989-08-01,0.252
1989-09-01,0.298
1989-10-01,0.260
1989-11-01,0.115
1989-12-01,0.284
1990-01-01,0.283
1990-02-01,0.279
1990-03-01,0.635
1990-04-01,0.494
1990-05-01,0.406
1990-06-01,0.315
1990-07-01,0.380
1990-08-01,0.281
1990-09-01,0.220
1990-10-01,0.387
1990-11-01,0.359
1990-12-01,0.289
1991-01-01,0.303
1991-02-01,0.407
1991-03-01,0.247
1991-04-01,0.436
1991-05-01,0.314
1991-06-01,0.434
1991-07-01,0.467
1991-08-01,0.362
1991-09-01,0.353
1991-10-01,0.251
1991-11-01,0.254
1991-12-01,0.238
1992-01-01,0.363
1992-02-01,0.348
1992-03-01,0.309
1992-04-01,0.162
1992-05-01,0.168
1992-06-01,0.156
1992-07-01,0.005
1992-08-01,0.038
1992-09-01,-0.090
1992-10-01,-0.023
1992-11-01,-0.037
1992-12-01,0.099
1993-01-01,0.261
1993-02-01,0.283
1993-03-01,0.236
1993-04-01,0.195
1993-05-01,0.196
1993-06-01,0.165
1993-07-01,0.159
1993-08-01,0.084
1993-09-01,0.046
1993-10-01,0.151
1993-11-01,0.066
1993-12-01,0.148
1994-01-01,0.200
1994-02-01,0.014
1994-03-01,0.236
1994-04-01,0.256
1994-05-01,0.208
1994-06-01,0.314
1994-07-01,0.182
1994-08-01,0.173
1994-09-01,0.272
1994-10-01,0.347
1994-11-01,0.353
1994-12-01,0.247
1995-01-01,0.414
1995-02-01,0.640
1995-03-01,0.356
1995-04-01,0.427
1995-05-01,0.265
1995-06-01,0.378
1995-07-01,0.442
1995-08-01,0.392
1995-09-01,0.280
1995-10-01,0.379
1995-11-01,0.375
1995-12-01,0.174
1996-01-01,0.216
1996-02-01,0.462
1996-03-01,0.288
1996-04-01,0.252
1996-05-01,0.237
1996-06-01,0.217
1996-07-01,0.325
1996-08-01,0.352
1996-09-01,0.205
1996-10-01,0.128
1996-11-01,0.316
1996-12-01,0.323
1997-01-01,0.249
1997-02-01,0.304
1997-03-01,0.397
1997-04-01,0.378
1997-05-01,0.317
1997-06-01,0.492
1997-07-01,0.346
1997-08-01,0.406
1997-09-01,0.468
1997-10-01,0.572
1997-11-01,0.616
1997-12-01,0.524
1998-01-01,0.563
1998-02-01,0.797
1998-03-01,0.590
1998-04-01,0.651
1998-05-01,0.639
1998-06-01,0.668
1998-07-01,0.659
1998-08-01,0.646
1998-09-01,0.435
1998-10-01,0.411
1998-11-01,0.382
1998-12-01,0.488
1999-01-01,0.387
1999-02-01,0.604
1999-03-01,0.264
1999-04-01,0.270
1999-05-01,0.248
1999-06-01,0.325
1999-07-01,0.310
1999-08-01,0.303
1999-09-01,0.276
1999-10-01,0.307
1999-11-01,0.287
1999-12-01,0.314
2000-01-01,0.181
2000-02-01,0.499
2000-03-01,0.445
2000-04-01,0.538
2000-05-01,0.306
2000-06-01,0.350
2000-07-01,0.326
2000-08-01,0.375
2000-09-01,0.311
2000-10-01,0.195
2000-11-01,0.245
2000-12-01,0.202
2001-01-01,0.364
2001-02-01,0.392
2001-03-01,0.521
2001-04-01,0.453
2001-05-01,0.489
2001-06-01,0.446
2001-07-01,0.509
2001-08-01,0.508
2001-09-01,0.493
2001-10-01,0.464
2001-11-01,0.692
2001-12-01,0.542
2002-01-01,0.647
2002-02-01,0.643
2002-03-01,0.799
2002-04-01,0.568
2002-05-01,0.503
2002-06-01,0.449
2002-07-01,0.570
2002-08-01,0.499
2002-09-01,0.502
2002-10-01,0.500
2002-11-01,0.495
2002-12-01,0.347
2003-01-01,0.654
2003-02-01,0.486
2003-03-01,0.484
2003-04-01,0.473
2003-05-01,0.522
2003-06-01,0.425
2003-07-01,0.484
2003-08-01,0.612
2003-09-01,0.575
2003-10-01,0.657
2003-11-01,0.499
2003-12-01,0.660
2004-01-01,0.509
2004-02-01,0.635
2004-03-01,0.528
2004-04-01,0.523
2004-05-01,0.351
2004-06-01,0.311
2004-07-01,0.237
2004-08-01,0.458
2004-09-01,0.467
2004-10-01,0.523
2004-11-01,0.651
2004-12-01,0.415
2005-01-01,0.650
2005-02-01,0.534
2005-03-01,0.646
2005-04-01,0.632
2005-05-01,0.553
2005-06-01,0.569
2005-07-01,0.555
2005-08-01,0.581
2005-09-01,0.634
2005-10-01,0.684
2005-11-01,0.643
2005-12-01,0.601
2006-01-01,0.500
2006-02-01,0.646
2006-03-01,0.544
2006-04-01,0.486
2006-05-01,0.472
2006-06-01,0.572
2006-07-01,0.476
2006-08-01,0.633
2006-09-01,0.550
2006-10-01,0.614
2006-11-01,0.661
2006-12-01,0.717
2007-01-01,0.893
2007-02-01,0.640
2007-03-01,0.592
2007-04-01,0.726
2007-05-01,0.580
2007-06-01,0.501
2007-07-01,0.563
2007-08-01,0.584
2007-09-01,0.508
2007-10-01,0.559
2007-11-01,0.536
2007-12-01,0.419
2008-01-01,0.210
2008-02-01,0.269
2008-03-01,0.614
2008-04-01,0.448
2008-05-01,0.433
2008-06-01,0.384
2008-07-01,0.534
2008-08-01,0.453
2008-09-01,0.548
2008-10-01,0.591
2008-11-01,0.632
2008-12-01,0.472
2009-01-01,0.590
2009-02-01,0.471
2009-03-01,0.447
2009-04-01,0.528
2009-05-01,0.550
2009-06-01,0.624
2009-07-01,0.681
2009-08-01,0.622
2009-09-01,0.682
2009-10-01,0.620
2009-11-01,0.706
2009-12-01,0.640
2010-01-01,0.711
2010-02-01,0.790
2010-03-01,0.860
2010-04-01,0.834
2010-05-01,0.715
2010-06-01,0.645
2010-07-01,0.617
2010-08-01,0.615
2010-09-01,0.564
2010-10-01,0.642
2010-11-01,0.735
2010-12-01,0.437
2011-01-01,0.457
2011-02-01,0.429
2011-03-01,0.556
2011-04-01,0.602
2011-05-01,0.443
2011-06-01,0.548
2011-07-01,0.645
2011-08-01,0.651
2011-09-01,0.538
2011-10-01,0.576
2011-11-01,0.511
2011-12-01,0.495
2012-01-01,0.370
2012-02-01,0.465
2012-03-01,0.421
2012-04-01,0.611
2012-05-01,0.659
2012-06-01,0.629
2012-07-01,0.568
2012-08-01,0.645
2012-09-01,0.648
2012-10-01,0.732
2012-11-01,0.721
2012-12-01,0.464
2013-01-01,0.608
2013-02-01,0.527
2013-03-01,0.583
2013-04-01,0.575
2013-05-01,0.557
2013-06-01,0.659
2013-07-01,0.589
2013-08-01,0.635
2013-09-01,0.722
2013-10-01,0.650
2013-11-01,0.770
2013-12-01,0.608
2014-01-01,0.670
2014-02-01,0.491
2014-03-01,0.695
2014-04-01,0.736
2014-05-01,0.737
2014-06-01,0.618
2014-07-01,0.581
2014-08-01,0.734
2014-09-01,0.757
2014-10-01,0.742
2014-11-01,0.630
2014-12-01,0.685
2015-01-01,0.740
2015-02-01,0.782
2015-03-01,0.795
2015-04-01,0.701
2015-05-01,0.731
2015-06-01,0.760
2015-07-01,0.715
2015-08-01,0.799
2015-09-01,0.826
2015-10-01,1.015
2015-11-01,0.996
2015-12-01,1.042
2016-01-01,1.088
2016-02-01,1.224
2016-03-01,1.182
2016-04-01,1.030
2016-05-01,0.881
2016-06-01,0.777
2016-07-01,0.778
2016-08-01,0.949
2016-09-01,0.846
2016-10-01,0.819
2016-11-01,0.845
2016-12-01,0.779
2017-01-01,0.952
2017-02-01,1.067
2017-03-01,1.065
2017-04-01,0.846
2017-05-01,0.780
2017-06-01,0.658
2017-07-01,0.805
2017-08-01,0.811
2017-09-01,0.729
2017-10-01,0.810
2017-11-01,0.806
2017-12-01,0.815
2018-01-01,0.711
2018-02-01,0.796
2018-03-01,0.790
2018-04-01,0.822
2018-05-01,0.713
2018-06-01,0.738
2018-07-01,0.733
2018-08-01,0.735
2018-09-01,0.676
2018-10-01,0.869
2018-11-01,0.745
2018-12-01,0.824
2019-01-01,0.800
2019-02-01,0.844
2019-03-01,1.076
2019-04-01,0.939
2019-05-01,0.778
2019-06-01,0.809
2019-07-01,0.857
2019-08-01,0.858
2019-09-01,0.803
2019-10-01,0.956
2019-11-01,0.937
2019-12-01,1.037
2020-01-01,1.070
2020-02-01,1.113
2020-03-01,1.094
2020-04-01,1.063
2020-05-01,0.908
2020-06-01,0.825
2020-07-01,0.816
2020-08-01,0.801
2020-09-01,0.867
2020-10-01,0.811
2020-11-01,1.014
2020-12-01,0.693
2021-01-01,0.701
2021-02-01,0.565
2021-03-01,0.726
2021-04-01,0.760
2021-05-01,0.706
2021-06-01,0.713
2021-07-01,0.792
2021-08-01,0.800
2021-09-01,0.868
2021-10-01,0.907
2021-11-01,0.854
2021-12-01,0.751
2022-01-01,0.779
2022-02-01,0.764
2022-03-01,0.890
2022-04-01,0.770
2022-05-01,0.761
2022-06-01,0.858
2022-07-01,0.778
2022-08-01,0.853
2022-09-01,0.790
2022-10-01,0.929
2022-11-01,0.675
2022-12-01,0.768
2023-01-01,0.779
2023-02-01,0.869
2023-03-01,1.125
2023-04-01,0.928
2023-05-01,0.871
2023-06-01,1.052
2023-07-01,1.150
2023-08-01,1.199
2023-09-01,1.352
2023-10-01,1.287
2023-11-01,1.334
2023-12-01,1.259
2024-01-01,1.152
2024-02-01,1.290
2024-03-01,1.252
2024-04-01,1.205
2024-05-01,1.075
2024-06-01,1.115
2024-07-01,1.140
