formOfNode,longitude,latitude
junction,-3.964,52.544
source,-3.964,52.547
source,-3.962,52.531
source,-4.075,52.553
source,-4.040,52.517
outlet,-4.020,52.548
junction,-4.018,52.522
source,-4.018,52.555
source,-3.997,52.529
junction,-3.994,52.498
junction,-3.989,52.500
junction,-4.039,52.501
source,-3.990,52.502
source,-3.983,52.504
source,-4.005,52.506
junction,-4.013,52.506
junction,-4.021,52.508
source,-4.022,52.509
source,-3.983,52.510
source,-4.002,52.510
source,-4.021,52.511
junction,-4.021,52.511
source,-4.018,52.513
source,-4.012,52.514
source,-4.026,52.513
source,-3.992,52.515
source,-3.995,52.515
junction,-3.995,52.515
outlet,-4.021,52.515
junction,-3.994,52.516
junction,-4.015,52.516
source,-3.958,52.445
source,-4.053,52.452
junction,-4.070,52.451
junction,-4.024,52.452
source,-4.007,52.455
junction,-4.013,52.455
source,-3.997,52.457
junction,-3.999,52.458
source,-4.060,52.458
source,-3.980,52.464
source,-4.025,52.465
source,-3.963,52.466
source,-3.961,52.467
junction,-3.960,52.469
source,-4.034,52.477
junction,-4.036,52.477
junction,-3.960,52.480
source,-4.041,52.480
outlet,-4.052,52.481
junction,-3.984,52.483
source,-4.049,52.483
source,-4.033,52.488
source,-4.039,52.489
junction,-4.035,52.490
source,-3.990,52.493
junction,-4.039,52.493
source,-4.028,52.494
junction,-4.039,52.496
source,-4.081,52.387
junction,-4.080,52.387
source,-4.075,52.374
junction,-4.072,52.376
junction,-4.072,52.392
junction,-4.061,52.401
source,-4.058,52.409
junction,-4.052,52.366
junction,-4.055,52.434
source,-4.055,52.434
junction,-4.051,52.365
junction,-4.052,52.389
source,-4.049,52.386
source,-4.046,52.368
junction,-4.045,52.405
source,-4.045,52.405
junction,-4.046,52.436
source,-4.040,52.401
junction,-4.038,52.386
junction,-4.038,52.406
junction,-4.037,52.385
junction,-4.038,52.406
source,-4.036,52.384
source,-4.036,52.385
junction,-4.036,52.406
source,-4.035,52.405
source,-4.032,52.410
junction,-4.032,52.434
junction,-4.025,52.362
junction,-4.026,52.386
junction,-4.026,52.408
source,-4.026,52.410
source,-4.022,52.382
junction,-4.020,52.409
source,-4.017,52.362
source,-4.018,52.410
junction,-4.007,52.436
source,-4.003,52.403
source,-4.001,52.386
junction,-3.993,52.404
source,-3.990,52.373
junction,-3.990,52.404
junction,-3.988,52.364
source,-3.985,52.404
junction,-3.983,52.423
junction,-3.977,52.368
junction,-3.975,52.394
source,-3.971,52.374
source,-3.969,52.425
source,-3.968,52.396
junction,-3.966,52.388
source,-3.963,52.387
source,-3.961,52.418
junction,-4.015,52.320
junction,-3.957,52.322
source,-4.015,52.321
junction,-4.008,52.321
junction,-4.111,52.328
source,-4.054,52.330
source,-3.995,52.333
source,-4.017,52.333
source,-3.968,52.335
outlet,-3.968,52.335
source,-3.975,52.335
source,-4.034,52.335
source,-4.047,52.336
junction,-3.958,52.339
source,-4.000,52.339
source,-4.110,52.337
junction,-4.006,52.340
junction,-4.018,52.340
junction,-3.961,52.344
junction,-4.016,52.343
source,-4.082,52.343
junction,-3.971,52.348
junction,-4.070,52.350
source,-3.999,52.355
junction,-3.999,52.355
junction,-4.002,52.356
source,-4.014,52.358
junction,-4.023,52.360
junction,-4.022,52.360
junction,-4.072,52.291
source,-4.073,52.306
junction,-4.067,52.281
source,-4.065,52.280
junction,-4.064,52.286
source,-4.064,52.287
source,-4.063,52.293
source,-4.060,52.286
source,-4.059,52.283
junction,-4.057,52.317
junction,-4.053,52.316
junction,-4.052,52.309
source,-4.052,52.307
junction,-4.052,52.317
source,-4.052,52.316
source,-4.051,52.316
source,-4.047,52.320
junction,-4.047,52.317
junction,-4.043,52.307
source,-4.040,52.299
junction,-4.040,52.303
source,-4.039,52.306
source,-4.037,52.303
junction,-4.034,52.318
source,-4.034,52.317
source,-4.031,52.278
source,-4.024,52.294
source,-4.015,52.296
source,-4.014,52.305
junction,-4.013,52.296
source,-4.008,52.283
source,-4.005,52.317
source,-4.003,52.303
junction,-4.003,52.303
junction,-3.990,52.288
junction,-3.990,52.315
source,-3.988,52.314
junction,-3.985,52.285
source,-3.982,52.297
source,-3.978,52.280
junction,-3.977,52.282
junction,-3.975,52.286
junction,-3.973,52.282
junction,-3.972,52.287
source,-3.971,52.287
source,-3.971,52.291
junction,-3.970,52.290
source,-3.968,52.291
source,-3.965,52.277
junction,-3.964,52.278
source,-3.959,52.311
source,-3.956,52.284
source,-3.950,52.301
junction,-4.228,52.251
source,-4.227,52.251
source,-4.182,52.257
source,-4.154,52.258
outlet,-4.201,52.270
source,-4.117,52.278
junction,-4.175,52.277
source,-4.154,52.279
outlet,-4.190,52.279
source,-4.139,52.281
junction,-4.158,52.281
junction,-4.124,52.283
junction,-4.139,52.284
outlet,-4.186,52.286
junction,-4.112,52.295
junction,-4.108,52.296
source,-4.142,52.296
source,-4.106,52.297
source,-4.160,52.297
outlet,-4.168,52.297
junction,-4.099,52.301
junction,-4.146,52.304
junction,-4.139,52.307
junction,-4.141,52.307
source,-4.096,52.239
junction,-4.096,52.237
source,-4.095,52.235
source,-4.089,52.227
junction,-4.088,52.258
source,-4.084,52.257
source,-4.082,52.228
source,-4.081,52.227
junction,-4.080,52.229
junction,-4.078,52.229
junction,-4.078,52.241
source,-4.078,52.255
source,-4.075,52.241
source,-4.075,52.245
source,-4.073,52.219
source,-4.073,52.248
source,-4.072,52.214
source,-4.066,52.263
junction,-4.059,52.229
source,-4.058,52.242
junction,-4.056,52.219
junction,-4.056,52.215
junction,-4.056,52.238
source,-4.051,52.242
source,-4.052,52.274
source,-4.038,52.235
source,-4.037,52.264
junction,-4.030,52.229
source,-4.030,52.250
junction,-4.025,52.219
junction,-4.025,52.271
source,-4.023,52.237
junction,-4.020,52.266
junction,-4.008,52.254
junction,-4.000,52.240
source,-3.993,52.274
source,-3.980,52.228
source,-3.980,52.267
source,-3.976,52.256
source,-3.974,52.267
junction,-3.974,52.266
source,-3.972,52.247
source,-3.966,52.221
junction,-3.956,52.219
junction,-3.954,52.233
junction,-3.955,52.274
source,-3.953,52.245
junction,-3.953,52.246
junction,-3.951,52.226
source,-3.949,52.214
source,-3.947,52.218
source,-3.948,52.239
junction,-3.947,52.234
source,-4.147,52.208
source,-4.131,52.211
junction,-4.104,52.217
junction,-4.207,52.215
source,-4.099,52.217
junction,-4.200,52.216
source,-4.103,52.218
junction,-4.175,52.220
source,-4.166,52.221
junction,-4.210,52.220
source,-4.202,52.220
source,-4.116,52.224
source,-4.171,52.225
source,-4.116,52.229
junction,-4.121,52.230
source,-4.172,52.230
source,-4.150,52.234
source,-4.097,52.236
junction,-4.096,52.239
junction,-4.096,52.239
junction,-4.208,52.239
junction,-4.145,52.240
junction,-4.103,52.244
junction,-4.115,52.244
source,-4.098,52.245
junction,-4.140,52.246
source,-4.140,52.246
junction,-4.151,52.247
source,-4.388,52.169
junction,-4.256,52.172
junction,-4.257,52.175
junction,-4.387,52.173
junction,-4.256,52.177
source,-4.255,52.178
source,-4.334,52.179
junction,-4.405,52.183
junction,-4.245,52.186
source,-4.231,52.191
junction,-4.235,52.194
source,-4.278,52.194
outlet,-4.408,52.192
junction,-4.231,52.199
outlet,-4.397,52.198
junction,-4.279,52.204
source,-4.263,52.205
junction,-4.329,52.205
source,-4.241,52.208
junction,-4.230,52.213
junction,-4.234,52.221
source,-4.281,52.229
source,-4.200,52.166
source,-4.178,52.171
source,-4.189,52.175
junction,-4.173,52.178
source,-4.136,52.179
source,-4.096,52.184
junction,-4.125,52.184
source,-4.136,52.184
junction,-4.137,52.184
junction,-4.116,52.185
junction,-4.106,52.186
source,-4.147,52.186
junction,-4.141,52.187
source,-4.112,52.188
junction,-4.135,52.188
source,-4.155,52.190
junction,-4.103,52.191
junction,-4.148,52.191
source,-4.164,52.191
junction,-4.154,52.193
junction,-4.155,52.193
junction,-4.151,52.193
junction,-4.151,52.193
source,-4.221,52.195
source,-4.174,52.195
source,-4.205,52.196
junction,-4.161,52.197
junction,-4.168,52.199
source,-4.021,52.164
junction,-4.020,52.164
junction,-4.018,52.135
source,-4.018,52.158
junction,-4.017,52.143
source,-4.017,52.178
source,-4.013,52.199
source,-4.000,52.133
junction,-4.000,52.193
junction,-3.995,52.140
junction,-3.993,52.163
junction,-3.989,52.142
source,-3.991,52.169
junction,-3.991,52.183
junction,-3.989,52.175
junction,-3.988,52.170
junction,-3.986,52.166
source,-3.984,52.157
source,-3.984,52.169
junction,-3.983,52.185
source,-3.982,52.187
source,-3.983,52.209
source,-3.960,52.141
junction,-3.955,52.197
junction,-3.955,52.204
source,-3.950,52.208
junction,-4.089,52.198
source,-4.089,52.205
source,-4.087,52.171
source,-4.085,52.150
junction,-4.082,52.199
junction,-4.080,52.201
source,-4.080,52.201
junction,-4.070,52.130
source,-4.068,52.178
junction,-4.065,52.134
source,-4.065,52.132
junction,-4.062,52.179
junction,-4.059,52.139
source,-4.061,52.205
source,-4.056,52.139
junction,-4.053,52.143
junction,-4.052,52.204
source,-4.045,52.175
source,-4.044,52.166
junction,-4.046,52.206
junction,-4.040,52.158
source,-4.037,52.195
junction,-4.037,52.209
source,-4.037,52.209
source,-4.027,52.131
junction,-4.022,52.162
source,-4.552,52.125
outlet,-4.548,52.135
junction,-4.546,52.130
source,-4.530,52.114
source,-4.512,52.125
junction,-4.511,52.127
source,-4.507,52.123
source,-4.497,52.108
source,-4.490,52.097
source,-4.482,52.111
source,-4.477,52.140
source,-4.472,52.120
junction,-4.470,52.108
outlet,-4.471,52.160
junction,-4.466,52.115
junction,-4.465,52.101
source,-4.453,52.101
source,-4.452,52.118
source,-4.431,52.132
source,-4.315,52.129
source,-4.314,52.115
junction,-4.310,52.115
source,-4.311,52.171
junction,-4.307,52.125
junction,-4.307,52.124
junction,-4.305,52.116
junction,-4.302,52.099
source,-4.301,52.099
source,-4.291,52.153
junction,-4.279,52.112
source,-4.276,52.126
junction,-4.275,52.120
source,-4.269,52.121
source,-4.271,52.166
source,-4.264,52.111
source,-4.264,52.153
source,-4.251,52.119
source,-4.253,52.171
source,-4.247,52.106
source,-4.242,52.143
junction,-4.227,52.112
source,-4.225,52.114
source,-4.159,52.151
junction,-4.158,52.125
junction,-4.151,52.133
source,-4.149,52.133
source,-4.145,52.149
source,-4.144,52.162
junction,-4.144,52.166
source,-4.142,52.165
junction,-4.131,52.118
source,-4.130,52.119
source,-4.126,52.122
junction,-4.119,52.100
source,-4.120,52.155
source,-4.115,52.112
source,-4.112,52.107
junction,-4.100,52.128
source,-4.093,52.108
junction,-4.092,52.100
junction,-4.091,52.103
source,-4.091,52.122
source,-4.091,52.130
junction,-4.090,52.104
junction,-4.089,52.120
junction,-4.085,52.105
junction,-4.224,52.112
source,-4.220,52.097
junction,-4.219,52.097
source,-4.214,52.119
junction,-4.215,52.163
source,-4.214,52.162
source,-4.213,52.165
junction,-4.210,52.118
junction,-4.206,52.108
source,-4.206,52.124
junction,-4.204,52.111
source,-4.204,52.153
junction,-4.200,52.102
junction,-4.198,52.142
source,-4.196,52.133
source,-4.196,52.140
junction,-4.195,52.141
source,-4.193,52.119
source,-4.181,52.103
source,-4.170,52.116
junction,-4.170,52.138
junction,-4.164,52.147
junction,-4.162,52.129
source,-4.160,52.119
junction,-4.160,52.116
junction,-4.159,52.119
source,-4.430,52.159
junction,-4.425,52.122
junction,-4.424,52.098
source,-4.423,52.118
junction,-4.421,52.117
junction,-4.419,52.115
junction,-4.417,52.111
source,-4.412,52.110
junction,-4.403,52.099
source,-4.398,52.119
junction,-4.395,52.158
junction,-4.392,52.104
source,-4.395,52.158
source,-4.391,52.094
source,-4.391,52.104
source,-4.393,52.155
source,-4.383,52.103
source,-4.370,52.103
source,-4.370,52.156
junction,-4.370,52.160
source,-4.367,52.137
source,-4.365,52.120
source,-4.361,52.155
junction,-4.357,52.096
source,-4.338,52.157
source,-4.328,52.125
source,-4.319,52.113
junction,-4.054,52.100
source,-4.068,52.104
source,-4.059,52.105
junction,-4.059,52.105
junction,-4.077,52.105
source,-4.027,52.108
source,-4.051,52.109
junction,-4.068,52.108
junction,-4.074,52.108
junction,-4.071,52.109
source,-4.071,52.109
junction,-3.965,52.111
source,-4.047,52.110
source,-3.966,52.112
junction,-4.051,52.111
source,-3.942,52.113
junction,-4.055,52.113
source,-4.001,52.114
junction,-3.955,52.117
source,-4.020,52.117
junction,-4.020,52.117
junction,-4.052,52.119
source,-4.034,52.122
junction,-4.034,52.122
source,-4.038,52.126
junction,-4.039,52.126
junction,-4.036,52.127
source,-3.979,52.129
junction,-4.028,52.130
source,-4.708,52.096
junction,-4.689,52.103
source,-4.684,52.089
junction,-4.642,52.098
source,-4.627,52.101
junction,-4.619,52.112
junction,-4.615,52.112
source,-4.614,52.114
source,-4.614,52.110
source,-4.603,52.115
source,-4.583,52.133
outlet,-4.582,52.138
source,-4.575,52.114
junction,-4.574,52.113
source,-4.573,52.135
source,-4.571,52.114
source,-4.557,52.090
source,-4.554,52.131
source,-4.281,51.833
junction,-4.292,51.834
source,-4.318,51.836
junction,-4.301,51.837
junction,-4.339,51.837
junction,-4.291,51.839
source,-4.337,51.838
source,-4.290,51.839
source,-4.340,51.838
source,-4.355,51.842
junction,-4.354,51.842
junction,-4.355,51.842
source,-4.314,51.844
source,-4.286,51.851
junction,-4.334,51.852
junction,-4.363,51.831
source,-4.363,51.831
junction,-4.436,51.830
junction,-4.436,51.830
junction,-4.358,51.833
source,-4.422,51.832
junction,-4.436,51.832
junction,-4.432,51.833
source,-4.373,51.835
junction,-4.432,51.834
source,-4.384,51.839
source,-4.397,51.840
junction,-4.415,51.839
junction,-4.401,51.841
source,-4.381,51.843
junction,-4.365,51.843
source,-4.365,51.843
junction,-4.396,51.843
junction,-4.394,51.844
source,-4.381,51.845
source,-4.369,51.846
junction,-4.369,51.846
junction,-4.361,51.848
source,-4.447,51.852
source,-4.369,51.854
junction,-4.393,51.854
source,-4.388,51.855
source,-4.795,51.820
junction,-4.751,51.822
source,-4.805,51.823
junction,-4.793,51.824
junction,-4.749,51.825
source,-4.750,51.826
source,-4.757,51.826
junction,-4.796,51.826
source,-4.809,51.828
source,-4.781,51.834
junction,-4.782,51.834
source,-4.762,51.839
junction,-4.781,51.839
source,-4.787,51.839
source,-4.813,51.840
junction,-4.782,51.841
junction,-4.786,51.842
junction,-4.780,51.843
junction,-4.780,51.843
source,-4.780,51.844
source,-4.802,51.843
source,-4.789,51.843
junction,-4.788,51.844
source,-4.797,51.844
junction,-4.801,51.844
junction,-4.800,51.844
junction,-4.764,51.845
junction,-4.632,51.820
junction,-4.634,51.820
junction,-4.634,51.822
source,-4.637,51.825
source,-4.606,51.828
source,-4.661,51.828
junction,-4.603,51.832
junction,-4.648,51.832
junction,-4.655,51.832
junction,-4.660,51.832
junction,-4.652,51.832
source,-4.652,51.833
junction,-4.630,51.834
junction,-4.664,51.834
source,-4.648,51.834
junction,-4.665,51.834
junction,-4.629,51.835
source,-4.629,51.835
junction,-4.661,51.835
source,-4.662,51.836
source,-4.638,51.839
junction,-4.604,51.845
source,-4.649,51.844
junction,-4.628,51.845
source,-4.611,51.846
source,-4.628,51.846
junction,-4.603,51.848
junction,-4.661,51.846
junction,-4.562,51.818
source,-4.489,51.819
junction,-4.563,51.818
source,-4.565,51.820
junction,-4.488,51.822
source,-4.484,51.827
junction,-4.500,51.827
junction,-4.483,51.828
source,-4.530,51.829
source,-4.472,51.831
junction,-4.559,51.831
junction,-4.507,51.836
source,-4.509,51.837
junction,-4.481,51.838
source,-4.480,51.838
junction,-4.483,51.842
junction,-4.482,51.843
junction,-4.490,51.844
source,-4.490,51.844
source,-4.491,51.845
source,-4.522,51.844
junction,-4.513,51.845
junction,-4.513,51.848
source,-4.468,51.849
source,-4.550,51.848
junction,-4.514,51.849
source,-4.509,51.850
junction,-4.514,51.852
junction,-4.630,51.803
source,-4.645,51.804
source,-4.631,51.804
source,-4.594,51.806
junction,-4.593,51.806
source,-4.618,51.807
junction,-4.618,51.807
junction,-4.591,51.810
source,-4.591,51.810
source,-4.616,51.811
junction,-4.665,51.810
junction,-4.662,51.810
junction,-4.617,51.811
junction,-4.658,51.811
source,-4.639,51.812
source,-4.611,51.813
junction,-4.612,51.814
junction,-4.610,51.814
junction,-4.612,51.814
junction,-4.611,51.814
junction,-4.597,51.816
junction,-4.599,51.816
source,-4.602,51.817
junction,-4.586,51.818
junction,-4.648,51.817
source,-4.586,51.819
junction,-4.631,51.818
source,-4.656,51.819
junction,-4.609,51.820
source,-4.608,51.820
junction,-4.610,51.821
source,-4.489,51.805
source,-4.504,51.805
source,-4.493,51.807
junction,-4.534,51.806
source,-4.492,51.807
junction,-4.556,51.807
junction,-4.547,51.809
source,-4.492,51.811
source,-4.493,51.814
source,-4.492,51.815
junction,-4.538,51.815
junction,-4.491,51.817
source,-4.521,51.817
source,-4.542,51.818
source,-4.677,51.798
source,-4.676,51.799
junction,-4.676,51.799
junction,-4.702,51.800
source,-4.724,51.803
junction,-4.700,51.805
junction,-4.700,51.805
source,-4.736,51.805
junction,-4.677,51.807
junction,-4.715,51.807
junction,-4.668,51.809
source,-4.701,51.809
junction,-4.725,51.811
source,-4.730,51.813
source,-4.677,51.815
source,-4.668,51.818
source,-4.704,51.820
source,-4.685,51.821
source,-4.747,51.821
junction,-4.745,51.824
source,-4.670,51.826
junction,-4.741,51.827
junction,-4.682,51.838
junction,-4.670,51.839
source,-4.737,51.838
source,-4.686,51.842
junction,-4.685,51.844
source,-4.725,51.843
junction,-4.685,51.844
junction,-4.899,51.841
source,-4.891,51.794
source,-4.888,51.840
source,-4.875,51.808
source,-4.868,51.819
source,-4.863,51.800
source,-4.866,51.840
source,-4.856,51.813
source,-4.846,51.822
source,-4.836,51.814
source,-4.835,51.825
junction,-4.834,51.828
junction,-4.831,51.843
junction,-4.826,51.812
junction,-4.826,51.812
source,-4.826,51.816
junction,-4.826,51.841
junction,-4.823,51.844
source,-4.817,51.796
junction,-4.755,51.795
source,-4.814,51.794
source,-4.788,51.795
source,-4.814,51.795
junction,-4.809,51.797
junction,-4.770,51.799
junction,-4.775,51.799
junction,-4.792,51.800
junction,-4.793,51.800
source,-4.789,51.800
junction,-4.808,51.801
junction,-4.806,51.801
source,-4.762,51.808
junction,-4.794,51.812
junction,-4.795,51.812
source,-4.797,51.812
source,-4.795,51.814
source,-4.771,51.815
source,-4.779,51.816
junction,-4.793,51.815
junction,-4.793,51.816
junction,-4.779,51.816
source,-4.794,51.816
junction,-4.772,51.816
source,-4.814,51.816
junction,-4.795,51.820
source,-4.323,51.802
source,-4.306,51.804
source,-4.283,51.805
source,-4.312,51.812
source,-4.342,51.813
source,-4.288,51.821
source,-4.330,51.823
junction,-4.328,51.830
junction,-4.350,51.829
source,-4.347,51.830
source,-4.327,51.831
source,-4.349,51.831
junction,-4.333,51.832
source,-4.336,51.832
source,-4.887,51.782
source,-4.846,51.786
source,-4.892,51.787
source,-4.832,51.789
source,-4.413,51.791
source,-4.399,51.786
source,-4.400,51.826
junction,-4.396,51.803
junction,-4.394,51.830
source,-4.393,51.830
source,-4.392,51.830
