longitude,latitude,region
-3.811404,51.414345,8.0
-4.743475,50.17665,0
-3.304032,50.540543,0
-0.84671575,53.84469,5.0
0.16517535,52.1783,9.0
-1.4413453,53.003128,1.0
-4.5415487,52.31827,0
-0.20556992,52.781403,1.0
-0.23954624,55.60708,0
-0.6464619,56.872925,0
-2.9342916,54.163643,3.0
1.7684216,52.762783,0
-0.69176155,52.74457,1.0
-1.1989326,57.546497,0
-4.739671,53.904575,0
-0.7593334,50.588512,0
-4.4474955,51.887856,8.0
-7.466965,52.663246,0
-4.187984,52.46503,0
0.0915187,54.36456,0
-3.7816775,52.73817,8.0
-5.2852206,52.695206,0
-2.5517204,53.65293,3.0
-4.778013,54.057323,0
-0.20668876,50.4812,0
-4.16752,53.241173,0
-3.194849,57.562817,0
-1.227495,55.766224,0
1.4258368,54.027184,0
-0.65198636,53.134747,1.0
-5.392672,52.013596,0
0.8344172,52.22644,9.0
-7.4435606,53.16499,0
-2.871984,51.53848,10.0
-4.5270543,50.0825,0
0.46465853,52.43038,9.0
-3.0441532,50.838844,10.0
-5.0600395,53.353573,0
-1.678021,52.159634,4.0
-4.7769613,50.03054,0
2.058805,52.551304,0
-4.9570837,50.447845,0
-4.4566717,55.46455,11.0
1.946351,51.79455,0
-4.1391325,51.861362,8.0
-3.9746132,51.268887,0
-1.6408434,53.5887,5.0
-4.228219,50.509804,10.0
-4.019263,56.18049,11.0
-7.16523,52.496216,0
-6.0560737,58.865818,0
-3.7991784,58.86475,0
-7.0018463,52.21866,0
-2.0414195,51.43868,10.0
-0.09606062,55.060104,0
-1.8125024,54.596577,7.0
-0.30921188,51.501343,2.0
-3.8637655,56.348198,11.0
-4.4761434,56.416084,11.0
-5.6796923,52.800785,0
-3.5219939,53.310825,3.0
-5.4461594,50.037025,0
-2.0733855,50.75414,10.0
-1.2771859,56.1876,0
-5.90143,54.895615,0
0.44952172,53.660126,0
-2.8583925,50.538074,0
-0.8968774,54.855312,0
-0.85627186,53.52832,5.0
-5.325094,57.64842,0
-6.3419247,57.19198,0
-6.229999,51.68853,0
-5.2784715,54.981075,0
-4.092938,49.710953,0
-2.9617965,56.339794,0
-1.7484796,53.436123,3.0
-5.1864676,57.02581,0
-4.263608,52.311073,0
0.98887026,52.774612,9.0
-1.9203285,50.24454,0
-7.373813,57.163574,0
-2.3366463,54.335384,3.0
-6.659615,58.172318,0
-4.971258,49.540653,0
1.4510884,53.609375,0
-1.6966649,51.096737,6.0
-5.5794616,50.590733,0
-6.701871,51.402126,0
-2.408366,52.984905,4.0
-0.40211347,50.464893,0
-6.4820023,54.017006,0
0.75226784,53.186386,0
-2.4919822,51.262146,10.0
-3.739853,52.305645,8.0
-2.6747131,53.93223,3.0
-3.4995046,59.28571,0
-1.3401259,55.590374,0
0.37181833,51.616932,2.0
-6.8184776,58.520885,0
-5.4340754,56.781372,0
-4.4102993,58.01511,0
-6.3461633,55.047325,0
-3.4041016,52.507206,4.0
-4.0518365,57.983475,0
1.0368246,50.73692,0
0.44116274,55.44393,0
-3.3745306,54.346542,0
-4.7843027,50.605244,0
-6.838073,57.158054,0
-6.864232,51.29159,0
1.8184458,53.01948,0
-4.233599,58.3738,0
-5.612338,56.623672,0
-6.2080293,54.31789,12.0
-4.2377944,52.009087,8.0
-5.4355574,59.13115,0
-5.930319,50.294033,0
-4.2808213,50.146545,0
-3.570756,50.3167,0
-0.9905295,56.175705,0
-7.588779,55.237522,0
-6.515248,50.46289,0
-3.1285267,55.98,11.0
