date	temperature
06/01/10 22:03	5.8
06/01/10 22:58	4.9
07/01/10 00:17	6.4
07/01/10 00:36	4.8
07/01/10 02:23	4.7
07/01/10 02:57	6.8
07/01/10 04:50	7.0
07/01/10 04:50	4.6
07/01/10 06:26	4.4
07/01/10 06:36	6.9
07/01/10 08:12	4.4
07/01/10 08:35	6.6
07/01/10 10:38	4.2
07/01/10 10:47	5.9
07/01/10 12:28	5.7
07/01/10 12:51	4.3
07/01/10 14:34	5.5
07/01/10 14:40	4.3
07/01/10 16:42	4.3
07/01/10 16:55	5.4
07/01/10 18:17	5.2
07/01/10 18:40	4.6
07/01/10 20:51	5.2
07/01/10 20:54	5.2
07/01/10 22:26	5.0
07/01/10 22:32	5.8
08/01/10 00:41	4.8
08/01/10 00:50	6.4
08/01/10 02:04	4.7
08/01/10 02:50	6.8
08/01/10 04:13	7.1
08/01/10 04:19	4.6
08/01/10 06:16	6.9
08/01/10 06:24	4.5
08/01/10 08:04	6.6
08/01/10 08:26	4.3
08/01/10 10:53	4.2
08/01/10 10:56	6.0
08/01/10 12:10	4.3
08/01/10 12:32	5.7
08/01/10 14:07	4.2
08/01/10 14:30	5.6
08/01/10 16:26	5.4
08/01/10 16:44	4.3
08/01/10 18:09	4.6
08/01/10 18:22	5.3
08/01/10 20:40	5.2
08/01/10 20:59	5.2
08/01/10 22:23	5.0
08/01/10 22:25	5.8
09/01/10 00:10	6.4
09/01/10 00:28	4.8
09/01/10 02:48	4.7
09/01/10 02:58	6.9
09/01/10 04:08	7.1
09/01/10 04:47	4.6
09/01/10 06:22	7.1
09/01/10 06:59	4.4
09/01/10 08:00	4.3
09/01/10 08:50	6.6
09/01/10 10:04	4.2
09/01/10 10:47	6.0
09/01/10 12:28	5.7
09/01/10 12:53	4.2
09/01/10 14:21	4.2
09/01/10 14:29	5.6
09/01/10 16:35	4.2
09/01/10 16:54	5.4
09/01/10 18:01	4.6
09/01/10 18:11	5.3
09/01/10 20:21	5.1
09/01/10 20:36	5.1
09/01/10 22:00	5.0
09/01/10 22:52	5.7
10/01/10 00:28	4.8
10/01/10 00:44	6.4
10/01/10 02:22	6.8
10/01/10 02:36	4.6
10/01/10 04:03	7.1
10/01/10 04:53	4.6
10/01/10 06:04	7.1
10/01/10 06:59	4.3
10/01/10 08:11	4.2
10/01/10 08:45	6.7
10/01/10 10:12	6.0
10/01/10 10:39	4.1
10/01/10 12:19	5.7
10/01/10 12:29	4.2
10/01/10 14:06	5.6
10/01/10 14:52	4.2
10/01/10 16:08	4.2
10/01/10 16:57	5.5
10/01/10 18:14	5.2
10/01/10 18:40	4.5
10/01/10 20:04	5.2
10/01/10 20:05	5.1
10/01/10 22:31	5.8
10/01/10 22:36	4.9
11/01/10 00:22	6.4
11/01/10 00:31	4.8
11/01/10 02:00	6.8
11/01/10 02:48	4.6
11/01/10 04:21	4.5
11/01/10 04:29	7.1
11/01/10 06:07	4.4
11/01/10 06:56	7.0
11/01/10 08:02	6.7
11/01/10 08:42	4.3
11/01/10 10:34	6.1
11/01/10 10:42	4.2
11/01/10 12:15	4.2
11/01/10 12:33	5.7
11/01/10 14:13	5.6
11/01/10 14:42	4.2
11/01/10 16:05	4.2
11/01/10 16:06	5.5
11/01/10 18:28	4.6
11/01/10 18:56	5.3
11/01/10 20:12	5.2
11/01/10 20:26	5.2
11/01/10 22:05	5.0
11/01/10 22:54	5.8
12/01/10 00:29	6.5
12/01/10 00:39	4.9
12/01/10 02:11	4.7
12/01/10 02:22	6.9
12/01/10 04:38	7.2
12/01/10 04:48	4.6
12/01/10 06:23	4.4
12/01/10 06:59	7.1
12/01/10 08:19	4.3
12/01/10 08:22	6.7
12/01/10 10:38	6.1
12/01/10 10:49	4.2
12/01/10 12:01	5.8
12/01/10 12:19	4.2
12/01/10 14:07	4.2
12/01/10 14:24	5.6
12/01/10 16:17	5.6
12/01/10 16:30	4.2
12/01/10 18:02	5.3
12/01/10 18:51	4.6
12/01/10 20:18	5.2
12/01/10 20:44	5.2
12/01/10 22:44	5.1
12/01/10 22:52	5.8
13/01/10 00:02	6.5
13/01/10 00:32	4.8
13/01/10 02:37	6.9
13/01/10 02:59	4.7
13/01/10 04:03	4.6
13/01/10 04:12	7.2
13/01/10 06:11	7.2
13/01/10 06:45	4.5
13/01/10 08:04	4.3
13/01/10 08:14	6.9
13/01/10 10:10	4.3
13/01/10 10:59	6.2
13/01/10 12:10	5.8
13/01/10 12:49	4.3
13/01/10 14:01	5.7
13/01/10 14:06	4.3
13/01/10 16:56	4.3
13/01/10 16:58	5.6
13/01/10 18:40	5.4
13/01/10 18:51	4.6
13/01/10 20:04	5.2
13/01/10 20:09	5.2
13/01/10 22:00	5.1
13/01/10 22:16	6.0
14/01/10 00:23	6.6
14/01/10 00:56	5.0
14/01/10 02:19	7.0
14/01/10 02:40	4.8
14/01/10 04:26	7.3
14/01/10 04:45	4.7
14/01/10 06:28	4.6
14/01/10 06:43	7.3
14/01/10 08:18	4.4
14/01/10 08:38	7.0
14/01/10 10:05	6.3
14/01/10 10:26	4.4
14/01/10 12:07	5.9
14/01/10 12:52	4.3
14/01/10 14:46	4.4
14/01/10 14:49	5.8
14/01/10 16:29	4.4
14/01/10 16:52	5.7
14/01/10 18:12	5.5
14/01/10 18:52	4.7
14/01/10 20:50	5.3
14/01/10 20:53	5.3
14/01/10 22:13	5.2
14/01/10 22:30	6.0
15/01/10 00:15	5.0
15/01/10 00:45	6.7
15/01/10 02:03	4.8
15/01/10 02:26	7.1
15/01/10 04:15	7.3
15/01/10 04:46	4.7
15/01/10 06:00	4.6
15/01/10 06:40	7.3
15/01/10 08:35	7.0
15/01/10 08:50	4.4
15/01/10 10:04	4.3
15/01/10 10:41	6.3
15/01/10 12:03	4.4
15/01/10 12:44	6.0
15/01/10 14:43	4.4
15/01/10 14:51	5.8
15/01/10 16:25	5.7
15/01/10 16:51	4.4
15/01/10 18:04	5.4
15/01/10 18:09	4.7
15/01/10 20:00	5.3
15/01/10 20:09	5.3
15/01/10 22:19	6.0
15/01/10 22:21	5.2
16/01/10 00:18	6.6
16/01/10 00:24	5.0
16/01/10 02:25	4.8
16/01/10 02:50	7.1
16/01/10 04:43	7.3
16/01/10 04:44	4.8
16/01/10 06:26	4.6
16/01/10 06:59	7.4
16/01/10 08:32	4.4
16/01/10 08:51	7.1
16/01/10 10:27	4.4
16/01/10 10:45	6.3
16/01/10 12:07	5.9
16/01/10 12:54	4.3
16/01/10 14:31	5.9
16/01/10 14:46	4.4
16/01/10 16:49	5.7
16/01/10 16:53	4.3
16/01/10 18:22	5.4
16/01/10 18:42	4.7
16/01/10 20:02	5.3
16/01/10 20:28	5.3
16/01/10 22:05	5.3
16/01/10 22:44	6.1
17/01/10 00:16	6.7
17/01/10 00:54	5.0
17/01/10 02:33	4.8
17/01/10 02:45	7.1
17/01/10 04:27	7.4
17/01/10 04:50	4.7
17/01/10 06:38	7.4
17/01/10 06:46	4.6
17/01/10 08:01	4.4
17/01/10 08:05	7.1
17/01/10 10:41	6.4
17/01/10 10:52	4.3
17/01/10 12:04	4.4
17/01/10 12:24	6.0
17/01/10 14:20	5.8
17/01/10 14:43	4.4
17/01/10 16:38	5.7
17/01/10 16:46	4.3
17/01/10 18:40	4.7
17/01/10 18:54	5.5
17/01/10 20:22	5.4
17/01/10 20:37	5.3
17/01/10 22:48	5.2
17/01/10 22:52	6.0
18/01/10 00:29	6.6
18/01/10 00:51	4.9
18/01/10 02:50	7.1
18/01/10 02:53	4.8
18/01/10 04:19	7.4
18/01/10 04:52	4.7
18/01/10 06:23	4.6
18/01/10 06:23	7.4
18/01/10 08:01	4.4
18/01/10 08:56	7.1
18/01/10 10:06	6.4
18/01/10 10:54	4.3
18/01/10 12:53	6.0
18/01/10 12:58	4.3
18/01/10 14:03	5.8
18/01/10 14:07	4.3
18/01/10 16:07	4.3
18/01/10 16:13	5.7
18/01/10 18:11	5.5
18/01/10 18:24	4.7
18/01/10 20:26	5.3
18/01/10 20:56	5.4
18/01/10 22:25	6.1
18/01/10 22:49	5.2
19/01/10 00:31	6.7
19/01/10 00:36	5.0
19/01/10 02:32	7.1
19/01/10 02:36	4.8
19/01/10 04:40	7.4
19/01/10 04:45	4.7
19/01/10 06:09	7.4
19/01/10 06:31	4.6
19/01/10 08:36	4.3
19/01/10 08:48	7.1
19/01/10 10:30	6.4
19/01/10 10:56	4.3
19/01/10 12:06	6.0
19/01/10 12:22	4.3
19/01/10 14:04	4.3
19/01/10 14:30	5.8
19/01/10 16:14	5.7
19/01/10 16:20	4.2
19/01/10 18:19	4.6
19/01/10 18:45	5.4
19/01/10 20:15	5.3
19/01/10 20:54	5.3
19/01/10 22:35	5.2
19/01/10 22:49	6.0
20/01/10 00:17	6.7
20/01/10 00:38	4.9
20/01/10 02:00	4.8
20/01/10 02:39	7.2
20/01/10 04:15	4.6
20/01/10 04:27	7.3
20/01/10 06:22	4.5
20/01/10 06:41	7.4
20/01/10 08:37	7.1
20/01/10 08:50	4.3
20/01/10 10:42	4.2
20/01/10 10:47	6.4
20/01/10 12:20	4.3
20/01/10 12:50	6.0
20/01/10 14:40	5.9
20/01/10 14:45	4.3
20/01/10 16:09	5.7
20/01/10 16:19	4.2
20/01/10 18:11	5.4
20/01/10 18:32	4.6
20/01/10 20:00	5.3
20/01/10 20:19	5.2
20/01/10 22:22	5.2
20/01/10 22:23	6.0
21/01/10 00:39	4.9
21/01/10 00:42	6.7
21/01/10 02:09	7.2
21/01/10 02:44	4.7
21/01/10 04:21	7.4
21/01/10 04:32	4.6
21/01/10 06:39	4.5
21/01/10 06:45	7.4
21/01/10 08:33	4.3
21/01/10 08:41	7.1
21/01/10 10:29	4.2
21/01/10 10:53	6.4
21/01/10 12:18	4.3
21/01/10 12:51	5.9
21/01/10 14:10	4.2
21/01/10 14:58	5.8
21/01/10 16:07	5.6
21/01/10 16:18	4.3
21/01/10 18:08	5.4
21/01/10 18:31	4.6
21/01/10 20:03	5.3
21/01/10 20:18	5.3
21/01/10 22:27	6.0
21/01/10 22:39	5.1
22/01/10 00:36	6.7
22/01/10 00:39	5.0
22/01/10 02:14	4.8
22/01/10 02:25	7.1
22/01/10 04:33	4.7
22/01/10 04:52	7.4
22/01/10 06:17	7.4
22/01/10 06:31	4.6
22/01/10 08:29	7.2
22/01/10 08:49	4.4
22/01/10 10:16	4.3
22/01/10 10:51	6.4
22/01/10 12:38	6.1
22/01/10 12:48	4.3
22/01/10 14:08	5.9
22/01/10 14:12	4.3
22/01/10 16:08	5.7
22/01/10 16:35	4.3
22/01/10 18:21	4.7
22/01/10 18:57	5.5
22/01/10 20:32	5.3
22/01/10 20:40	5.3
22/01/10 22:48	5.1
22/01/10 22:58	6.0
23/01/10 00:13	6.7
23/01/10 00:56	5.0
23/01/10 02:13	4.9
23/01/10 02:31	7.2
23/01/10 04:12	7.4
23/01/10 04:59	4.8
23/01/10 06:28	4.7
23/01/10 06:35	7.5
23/01/10 08:20	7.2
23/01/10 08:32	4.5
23/01/10 10:38	4.4
23/01/10 10:59	6.5
23/01/10 12:36	6.1
23/01/10 12:59	4.4
23/01/10 14:32	5.9
23/01/10 14:40	4.4
23/01/10 16:08	5.8
23/01/10 16:55	4.4
23/01/10 18:13	4.8
23/01/10 18:32	5.6
23/01/10 20:00	5.3
23/01/10 20:04	5.4
23/01/10 22:26	5.2
23/01/10 22:53	6.1
24/01/10 00:04	6.7
24/01/10 00:51	5.1
24/01/10 02:33	4.9
24/01/10 02:40	7.3
24/01/10 04:25	4.8
24/01/10 04:29	7.5
24/01/10 06:03	4.7
24/01/10 06:21	7.6
24/01/10 08:39	7.3
24/01/10 08:46	4.5
24/01/10 10:23	6.7
24/01/10 10:30	4.5
24/01/10 12:31	4.5
24/01/10 12:33	6.2
24/01/10 14:24	4.4
24/01/10 14:55	6.0
24/01/10 16:10	5.8
24/01/10 16:19	4.4
24/01/10 18:15	4.8
24/01/10 18:38	5.6
24/01/10 20:09	5.5
24/01/10 20:09	5.5
24/01/10 22:13	5.4
24/01/10 22:56	6.2
25/01/10 00:03	5.2
25/01/10 00:50	6.9
25/01/10 02:01	4.9
25/01/10 02:52	7.4
25/01/10 04:17	7.6
25/01/10 04:57	4.8
25/01/10 06:29	7.6
25/01/10 06:59	4.7
25/01/10 08:40	7.4
25/01/10 08:44	4.6
25/01/10 10:10	6.7
25/01/10 10:49	4.4
25/01/10 12:24	4.5
25/01/10 12:27	6.2
25/01/10 14:40	6.0
25/01/10 14:46	4.4
25/01/10 16:03	5.9
25/01/10 16:36	4.4
25/01/10 18:11	4.9
25/01/10 18:57	5.7
25/01/10 20:17	5.4
25/01/10 20:51	5.5
25/01/10 22:50	6.3
25/01/10 22:52	5.3
26/01/10 00:05	6.9
26/01/10 00:32	5.2
26/01/10 02:36	7.3
26/01/10 02:38	4.9
26/01/10 04:21	4.8
26/01/10 04:55	7.7
26/01/10 06:05	4.7
26/01/10 06:47	7.7
26/01/10 08:10	4.6
26/01/10 08:25	7.4
26/01/10 10:24	4.4
26/01/10 10:36	6.7
26/01/10 12:06	4.3
26/01/10 12:37	6.2
26/01/10 14:15	4.3
26/01/10 14:24	6.1
26/01/10 16:29	4.4
26/01/10 16:50	5.9
26/01/10 18:10	4.8
26/01/10 18:37	5.6
26/01/10 20:09	5.6
26/01/10 20:50	5.4
26/01/10 22:13	6.2
26/01/10 22:22	5.4
27/01/10 00:34	5.1
27/01/10 00:44	6.9
27/01/10 02:32	4.9
27/01/10 02:52	7.4
27/01/10 04:08	4.7
27/01/10 04:55	7.7
27/01/10 06:25	7.7
27/01/10 06:57	4.7
27/01/10 08:29	7.4
27/01/10 08:51	4.5
27/01/10 10:27	4.3
27/01/10 10:35	6.8
27/01/10 12:24	6.2
27/01/10 12:43	4.2
27/01/10 14:23	4.3
27/01/10 14:40	6.0
27/01/10 16:33	5.8
27/01/10 16:35	4.3
27/01/10 18:02	4.8
27/01/10 18:28	5.6
27/01/10 20:13	5.4
27/01/10 20:49	5.4
27/01/10 22:03	6.2
27/01/10 22:17	5.3
28/01/10 00:33	6.8
28/01/10 00:54	5.1
28/01/10 02:35	7.4
28/01/10 02:55	4.9
28/01/10 04:08	7.7
28/01/10 04:22	4.8
28/01/10 06:13	4.6
28/01/10 06:13	7.7
28/01/10 08:12	7.5
28/01/10 08:30	4.4
28/01/10 10:32	6.8
28/01/10 10:57	4.3
28/01/10 12:30	4.3
28/01/10 12:46	6.2
28/01/10 14:34	6.1
28/01/10 14:46	4.3
28/01/10 16:16	4.2
28/01/10 16:58	5.8
28/01/10 18:09	5.7
28/01/10 18:38	4.7
28/01/10 20:01	5.4
28/01/10 20:22	5.5
28/01/10 22:08	6.2
28/01/10 22:43	5.3
29/01/10 00:15	5.1
29/01/10 00:38	6.9
29/01/10 02:03	4.8
29/01/10 02:30	7.4
29/01/10 04:00	7.7
29/01/10 04:59	4.7
29/01/10 06:03	7.8
29/01/10 06:33	4.6
29/01/10 08:15	7.6
29/01/10 08:59	4.3
29/01/10 10:22	6.8
29/01/10 10:41	4.3
29/01/10 12:09	4.2
29/01/10 12:54	6.2
29/01/10 14:10	4.1
29/01/10 14:33	6.1
29/01/10 16:08	5.8
29/01/10 16:20	4.1
29/01/10 18:22	4.7
29/01/10 18:49	5.7
29/01/10 20:03	5.4
29/01/10 20:55	5.5
29/01/10 22:20	5.3
29/01/10 22:48	6.2
30/01/10 00:13	6.9
30/01/10 00:17	5.1
30/01/10 02:27	7.5
30/01/10 02:43	4.9
30/01/10 04:05	4.7
30/01/10 04:53	7.8
30/01/10 06:07	4.6
30/01/10 06:39	7.8
30/01/10 08:03	4.4
30/01/10 08:29	7.6
30/01/10 10:32	6.9
30/01/10 10:33	4.2
30/01/10 12:25	4.2
30/01/10 12:49	6.3
30/01/10 14:40	6.1
30/01/10 14:52	4.2
30/01/10 16:18	5.9
30/01/10 16:55	4.2
30/01/10 18:29	4.6
30/01/10 18:38	5.7
30/01/10 20:09	5.4
30/01/10 20:13	5.5
30/01/10 22:04	6.3
30/01/10 22:13	5.3
31/01/10 00:39	5.1
31/01/10 00:56	6.9
31/01/10 02:09	7.5
31/01/10 02:11	4.8
31/01/10 04:12	7.9
31/01/10 04:21	4.6
31/01/10 06:32	4.6
31/01/10 06:44	7.9
31/01/10 08:23	4.3
31/01/10 08:33	7.7
31/01/10 10:14	4.1
31/01/10 10:48	7.0
31/01/10 12:06	4.0
31/01/10 12:29	6.4
31/01/10 14:14	6.2
31/01/10 14:20	4.1
31/01/10 16:19	5.9
31/01/10 16:21	4.1
31/01/10 18:12	5.7
31/01/10 18:55	4.6
31/01/10 20:15	5.3
31/01/10 20:22	5.5
31/01/10 22:51	6.2
31/01/10 22:53	5.3
01/02/10 00:23	7.0
01/02/10 00:34	5.1
01/02/10 02:03	7.5
01/02/10 02:44	4.8
01/02/10 04:01	7.8
01/02/10 04:59	4.6
01/02/10 06:08	4.6
01/02/10 06:20	7.9
01/02/10 08:15	7.7
01/02/10 08:31	4.4
01/02/10 10:27	4.1
01/02/10 10:52	7.0
01/02/10 12:16	4.1
01/02/10 12:39	6.3
01/02/10 14:00	4.0
01/02/10 14:16	6.2
01/02/10 16:03	5.8
01/02/10 16:40	4.1
01/02/10 18:31	5.7
01/02/10 18:47	4.6
01/02/10 20:25	5.3
01/02/10 20:30	5.5
01/02/10 22:05	5.3
01/02/10 22:22	6.2
02/02/10 00:07	7.1
02/02/10 00:46	5.0
02/02/10 02:12	7.5
02/02/10 02:29	4.8
02/02/10 04:00	4.6
02/02/10 04:07	7.9
02/02/10 06:32	4.4
02/02/10 06:59	7.9
02/02/10 08:07	7.7
02/02/10 08:31	4.3
02/02/10 10:05	4.1
02/02/10 10:57	7.1
02/02/10 12:23	3.9
02/02/10 12:48	6.4
02/02/10 14:24	6.1
02/02/10 14:39	3.9
02/02/10 16:10	4.1
02/02/10 16:58	5.8
02/02/10 18:05	5.7
02/02/10 18:13	4.6
02/02/10 20:13	5.5
02/02/10 20:47	5.4
02/02/10 22:44	5.3
02/02/10 22:51	6.2
03/02/10 00:17	4.9
03/02/10 00:40	7.1
03/02/10 02:56	7.6
03/02/10 02:56	4.7
03/02/10 04:40	4.6
03/02/10 04:43	7.9
03/02/10 06:07	4.4
03/02/10 06:19	8.1
03/02/10 08:20	4.3
03/02/10 08:27	7.8
03/02/10 10:08	7.1
03/02/10 10:37	4.1
03/02/10 12:39	6.4
03/02/10 12:49	4.0
03/02/10 14:31	6.2
03/02/10 14:51	4.0
03/02/10 16:19	4.1
03/02/10 16:59	5.9
03/02/10 18:14	5.7
03/02/10 18:23	4.6
03/02/10 20:18	5.3
03/02/10 20:51	5.4
03/02/10 22:48	5.2
03/02/10 22:57	6.3
04/02/10 00:40	7.1
04/02/10 00:55	5.0
04/02/10 02:38	7.6
04/02/10 02:51	4.8
04/02/10 04:40	4.6
04/02/10 04:56	8.1
04/02/10 06:37	4.5
04/02/10 06:46	8.1
04/02/10 08:10	4.3
04/02/10 08:18	7.8
04/02/10 10:27	4.2
04/02/10 10:49	7.1
04/02/10 12:07	4.0
04/02/10 12:11	6.4
04/02/10 14:06	6.2
04/02/10 14:47	4.0
04/02/10 16:11	5.9
04/02/10 16:18	4.1
04/02/10 18:02	4.7
04/02/10 18:57	5.7
04/02/10 20:21	5.5
04/02/10 20:38	5.4
04/02/10 22:22	6.3
04/02/10 22:36	5.2
05/02/10 00:40	5.1
05/02/10 00:57	7.2
05/02/10 02:07	7.7
05/02/10 02:40	4.8
05/02/10 04:28	4.6
05/02/10 04:42	8.2
05/02/10 06:03	8.3
05/02/10 06:12	4.4
05/02/10 08:36	4.3
05/02/10 08:44	8.0
05/02/10 10:08	7.2
05/02/10 10:10	4.1
05/02/10 12:35	3.9
05/02/10 12:58	6.5
05/02/10 14:10	6.2
05/02/10 14:30	4.1
05/02/10 16:03	6.0
05/02/10 16:46	4.1
05/02/10 18:51	4.7
05/02/10 18:58	5.7
05/02/10 20:06	5.6
05/02/10 20:34	5.6
05/02/10 22:09	5.2
05/02/10 22:27	6.4
06/02/10 00:25	7.2
06/02/10 00:27	5.1
06/02/10 02:04	4.8
06/02/10 02:45	7.9
06/02/10 04:20	8.2
06/02/10 04:46	4.6
06/02/10 06:15	8.3
06/02/10 06:42	4.4
06/02/10 08:24	8.1
06/02/10 08:52	4.2
06/02/10 10:18	7.3
06/02/10 10:25	4.1
06/02/10 12:30	3.9
06/02/10 12:45	6.6
06/02/10 14:25	6.2
06/02/10 14:27	3.9
06/02/10 16:22	6.0
06/02/10 16:43	4.0
06/02/10 18:42	5.8
06/02/10 18:51	4.6
06/02/10 20:17	5.5
06/02/10 20:56	5.6
06/02/10 22:00	5.3
06/02/10 22:33	6.4
07/02/10 00:09	7.3
07/02/10 00:55	5.1
07/02/10 02:22	7.8
07/02/10 02:34	4.7
07/02/10 04:01	8.2
07/02/10 04:15	4.6
07/02/10 06:08	8.3
07/02/10 06:20	4.4
07/02/10 08:19	8.1
07/02/10 08:28	4.2
07/02/10 10:31	7.3
07/02/10 10:59	4.1
07/02/10 12:29	6.5
07/02/10 12:36	3.9
07/02/10 14:06	3.9
07/02/10 14:16	6.3
07/02/10 16:13	6.0
07/02/10 16:58	4.0
07/02/10 18:05	4.6
07/02/10 18:42	5.7
07/02/10 20:48	5.5
07/02/10 20:53	5.4
07/02/10 22:06	5.2
07/02/10 22:50	6.4
08/02/10 00:34	7.3
08/02/10 00:43	5.0
08/02/10 02:24	4.8
08/02/10 02:31	7.9
08/02/10 04:17	4.6
08/02/10 04:18	8.2
08/02/10 06:28	8.3
08/02/10 06:46	4.4
08/02/10 08:39	8.2
08/02/10 08:55	4.2
08/02/10 10:21	4.1
08/02/10 10:24	7.4
08/02/10 12:15	3.9
08/02/10 12:54	6.6
08/02/10 14:07	3.9
08/02/10 14:57	6.3
08/02/10 16:02	4.0
08/02/10 16:45	6.0
08/02/10 18:07	4.7
08/02/10 18:18	5.7
08/02/10 20:11	5.6
08/02/10 20:33	5.6
08/02/10 22:29	6.5
08/02/10 22:37	5.3
09/02/10 00:48	5.1
09/02/10 00:56	7.4
09/02/10 02:12	4.8
09/02/10 02:27	8.0
09/02/10 04:07	4.6
09/02/10 04:27	8.3
09/02/10 06:12	4.4
09/02/10 06:55	8.4
09/02/10 08:11	8.3
09/02/10 08:38	4.2
09/02/10 10:07	4.1
09/02/10 10:24	7.4
09/02/10 12:02	3.9
09/02/10 12:13	6.6
09/02/10 14:32	3.9
09/02/10 14:51	6.4
09/02/10 16:06	4.1
09/02/10 16:43	6.1
09/02/10 18:16	4.8
09/02/10 18:26	5.8
09/02/10 20:42	5.6
09/02/10 20:53	5.6
09/02/10 22:07	5.2
09/02/10 22:08	6.7
10/02/10 00:07	7.4
10/02/10 00:15	5.1
10/02/10 02:12	4.9
10/02/10 02:12	8.0
10/02/10 04:00	4.6
10/02/10 04:38	8.4
10/02/10 06:34	8.6
10/02/10 06:45	4.5
10/02/10 08:43	8.3
10/02/10 08:51	4.2
10/02/10 10:20	4.2
10/02/10 10:55	7.6
10/02/10 12:53	6.7
10/02/10 12:59	4.0
10/02/10 14:18	4.1
10/02/10 14:28	6.4
10/02/10 16:13	6.1
10/02/10 16:19	4.2
10/02/10 18:02	5.8
10/02/10 18:11	4.8
10/02/10 20:10	5.6
10/02/10 20:14	5.6
10/02/10 22:10	5.3
10/02/10 22:16	6.6
11/02/10 00:17	5.1
11/02/10 00:55	7.4
11/02/10 02:32	8.1
11/02/10 02:54	4.9
11/02/10 04:02	8.4
11/02/10 04:56	4.7
11/02/10 06:12	8.6
11/02/10 06:13	4.5
11/02/10 08:15	8.3
11/02/10 08:41	4.3
11/02/10 10:26	4.1
11/02/10 10:43	7.6
11/02/10 12:34	6.7
11/02/10 12:40	3.9
11/02/10 14:57	6.4
11/02/10 14:58	4.1
11/02/10 16:17	6.1
11/02/10 16:30	4.1
11/02/10 18:53	4.9
11/02/10 18:56	5.8
11/02/10 20:33	5.7
11/02/10 20:51	5.6
11/02/10 22:16	5.3
11/02/10 22:19	6.7
12/02/10 00:20	5.2
12/02/10 00:33	7.6
12/02/10 02:00	8.2
