longitude,latitude,u,v,dir,dirCat
-9.125,59.375,-8.618,4.925,300,300
-8.875,59.375,-8.387,4.749,300,300
-8.625,59.375,-8.154,4.554,299,300
-8.375,59.375,-7.921,4.340,299,300
-8.125,59.375,-7.685,4.124,298,300
-7.875,59.375,-7.443,3.906,298,300
-7.625,59.375,-7.196,3.688,297,300
-7.375,59.375,-6.947,3.466,297,300
-7.125,59.375,-6.695,3.243,296,300
-6.875,59.375,-6.441,3.022,295,300
-6.625,59.375,-6.188,2.803,294,300
-6.375,59.375,-5.934,2.586,294,300
-6.125,59.375,-5.618,2.337,293,300
-5.875,59.375,-5.237,2.055,291,285
-5.625,59.375,-4.859,1.770,290,285
-5.375,59.375,-4.480,1.482,288,285
-5.125,59.375,-4.099,1.191,286,285
-4.875,59.375,-3.665,0.872,283,285
-4.625,59.375,-3.180,0.525,279,285
-4.375,59.375,-2.699,0.180,274,270
-4.125,59.375,-2.219,-0.164,266,270
-3.875,59.375,-1.740,-0.508,254,255
-3.625,59.375,-1.261,-0.887,235,240
-3.375,59.375,-0.788,-1.298,211,210
-3.125,59.375,-0.326,-1.705,191,195
-2.875,59.375,0.127,-2.108,177,180
-2.625,59.375,0.573,-2.505,167,165
-2.375,59.375,0.962,-2.874,161,165
-2.125,59.375,1.302,-3.220,158,165
-1.875,59.375,1.648,-3.568,155,150
-1.625,59.375,1.998,-3.919,153,150
-1.375,59.375,2.354,-4.270,151,150
-1.125,59.375,2.678,-4.582,150,150
-0.875,59.375,2.970,-4.860,149,150
-0.625,59.375,3.265,-5.141,148,150
-0.375,59.375,3.555,-5.419,147,150
-0.125,59.375,3.840,-5.693,146,150
0.125,59.625,3.936,-6.366,148,150
0.375,59.625,4.135,-6.544,148,150
0.625,59.625,4.334,-6.721,147,150
0.875,59.625,4.535,-6.898,147,150
1.125,59.625,4.741,-7.073,146,150
1.375,59.625,4.827,-7.102,146,150
1.625,59.625,4.790,-6.990,146,150
1.875,59.625,4.752,-6.881,145,150
2.125,59.625,4.713,-6.778,145,150
2.375,59.625,4.667,-6.669,145,150
2.625,59.625,4.618,-6.609,145,150
2.875,59.625,4.585,-6.608,145,150
3.125,59.625,4.572,-6.615,145,150
3.375,59.625,4.561,-6.627,145,150
3.625,59.625,4.544,-6.641,146,150
3.875,59.625,4.462,-6.489,145,150
4.125,59.625,4.301,-6.152,145,150
4.375,59.625,4.100,-5.758,145,150
4.625,59.625,3.833,-5.273,144,150
4.875,59.625,3.674,-4.886,143,150
5.125,59.625,3.582,-4.447,141,135
5.375,59.625,3.258,-3.856,140,135
5.625,59.625,2.856,-3.284,139,135
5.875,59.625,2.432,-2.378,134,135
6.125,59.625,2.025,-1.494,126,120
6.375,59.625,1.894,-1.261,124,120
6.625,59.625,1.930,-1.366,125,120
6.875,59.625,1.956,-1.473,127,120
7.125,59.625,1.983,-1.582,129,135
7.375,59.625,2.012,-1.701,130,135
7.625,59.625,1.979,-1.833,133,135
7.875,59.625,1.889,-1.962,136,135
8.125,59.625,1.807,-2.077,139,135
8.375,59.625,1.736,-2.181,141,135
8.625,59.625,1.668,-2.290,144,150
8.875,59.625,1.576,-2.372,146,150
9.125,59.625,1.465,-2.413,149,150
9.375,59.625,1.354,-2.444,151,150
9.625,59.625,1.241,-2.472,153,150
9.875,59.625,1.121,-2.499,156,150
-9.875,59.625,-9.151,5.404,301,300
-9.625,59.625,-8.915,5.229,300,300
-9.375,59.625,-8.675,5.052,300,300
-9.125,59.625,-8.431,4.874,300,300
-8.875,59.625,-8.183,4.695,300,300
-8.625,59.625,-7.934,4.493,300,300
-8.375,59.625,-7.685,4.269,299,300
-8.125,59.625,-7.432,4.044,299,300
-7.875,59.625,-7.176,3.818,298,300
-7.625,59.625,-6.916,3.589,297,300
-7.375,59.625,-6.639,3.356,297,300
-7.125,59.625,-6.346,3.119,296,300
-6.875,59.625,-6.052,2.884,295,300
-6.625,59.625,-5.759,2.650,295,300
-6.375,59.625,-5.466,2.418,294,300
-6.125,59.625,-5.120,2.148,293,300
-5.875,59.625,-4.719,1.840,291,285
-5.625,59.625,-4.324,1.535,290,285
-5.375,59.625,-3.935,1.233,287,285
-5.125,59.625,-3.547,0.929,285,285
-4.875,59.625,-3.131,0.593,281,285
-4.625,59.625,-2.689,0.226,275,270
-4.375,59.625,-2.249,-0.138,266,270
-4.125,59.625,-1.811,-0.498,255,255
-3.875,59.625,-1.373,-0.857,238,240
-3.625,59.625,-0.951,-1.236,218,225
-3.375,59.625,-0.548,-1.637,199,195
-3.125,59.625,-0.149,-2.041,184,180
-2.875,59.625,0.249,-2.445,174,180
-2.625,59.625,0.646,-2.851,167,165
-2.375,59.625,1.003,-3.230,163,165
-2.125,59.625,1.321,-3.585,160,165
-1.875,59.625,1.644,-3.943,157,150
-1.625,59.625,1.972,-4.302,155,150
-1.375,59.625,2.307,-4.659,154,150
-1.125,59.625,2.614,-4.982,152,150
-0.875,59.625,2.893,-5.271,151,150
-0.625,59.625,3.167,-5.560,150,150
-0.375,59.625,3.434,-5.847,150,150
-0.125,59.625,3.701,-6.134,149,150
0.125,59.875,3.752,-6.794,151,150
0.375,59.875,3.899,-6.928,151,150
0.625,59.875,4.045,-7.062,150,150
0.875,59.875,4.194,-7.197,150,150
1.125,59.875,4.347,-7.330,149,150
1.375,59.875,4.405,-7.329,149,150
1.625,59.875,4.364,-7.195,149,150
1.875,59.875,4.321,-7.062,149,150
2.125,59.875,4.275,-6.934,148,150
2.375,59.875,4.226,-6.804,148,150
2.625,59.875,4.171,-6.704,148,150
2.875,59.875,4.114,-6.634,148,150
3.125,59.875,4.069,-6.564,148,150
3.375,59.875,4.033,-6.505,148,150
3.625,59.875,3.994,-6.451,148,150
3.875,59.875,3.887,-6.206,148,150
4.125,59.875,3.707,-5.763,147,150
4.375,59.875,3.509,-5.302,147,150
4.625,59.875,3.285,-4.812,146,150
4.875,59.875,3.031,-4.285,145,150
5.125,59.875,2.942,-3.915,143,150
5.375,59.875,2.865,-3.735,143,150
5.625,59.875,2.670,-3.471,142,135
5.875,59.875,2.287,-2.371,136,135
6.125,59.875,1.914,-1.306,124,120
6.375,59.875,1.873,-1.234,123,120
6.625,59.875,1.921,-1.377,126,120
6.875,59.875,1.966,-1.527,128,135
7.125,59.875,2.005,-1.678,130,135
7.375,59.875,2.038,-1.835,132,135
7.625,59.875,1.985,-1.970,135,135
7.875,59.875,1.853,-2.064,138,135
8.125,59.875,1.736,-2.145,141,135
8.375,59.875,1.638,-2.221,144,150
8.625,59.875,1.545,-2.302,146,150
8.875,59.875,1.431,-2.334,148,150
9.125,59.875,1.302,-2.307,151,150
9.375,59.875,1.175,-2.275,153,150
9.625,59.875,1.050,-2.242,155,150
9.875,59.875,0.922,-2.210,157,150
-9.875,59.875,-8.964,5.354,301,300
-9.625,59.875,-8.713,5.175,301,300
-9.375,59.875,-8.459,4.995,301,300
-9.125,59.875,-8.202,4.813,300,300
-8.875,59.875,-7.943,4.630,300,300
-8.625,59.875,-7.678,4.423,300,300
-8.375,59.875,-7.412,4.191,299,300
-8.125,59.875,-7.144,3.959,299,300
-7.875,59.875,-6.872,3.726,298,300
-7.625,59.875,-6.598,3.491,298,300
-7.375,59.875,-6.292,3.248,297,300
-7.125,59.875,-5.956,2.996,297,300
-6.875,59.875,-5.620,2.745,296,300
-6.625,59.875,-5.285,2.496,295,300
-6.375,59.875,-4.951,2.250,294,300
-6.125,59.875,-4.577,1.962,293,300
-5.875,59.875,-4.161,1.633,291,285
-5.625,59.875,-3.748,1.307,289,285
-5.375,59.875,-3.340,0.984,286,285
-5.125,59.875,-2.935,0.663,283,285
-4.875,59.875,-2.538,0.309,277,270
-4.625,59.875,-2.148,-0.077,268,270
-4.375,59.875,-1.759,-0.462,255,255
-4.125,59.875,-1.369,-0.846,238,240
-3.875,59.875,-0.979,-1.228,219,225
-3.625,59.875,-0.618,-1.617,201,195
-3.375,59.875,-0.288,-2.015,188,195
-3.125,59.875,0.040,-2.414,179,180
-2.875,59.875,0.368,-2.815,173,180
-2.625,59.875,0.698,-3.217,168,165
-2.375,59.875,1.014,-3.600,164,165
-2.125,59.875,1.317,-3.963,162,165
-1.875,59.875,1.625,-4.329,159,165
-1.625,59.875,1.936,-4.694,158,165
-1.375,59.875,2.251,-5.059,156,150
-1.125,59.875,2.538,-5.390,155,150
-0.875,59.875,2.795,-5.687,154,150
-0.625,59.875,3.047,-5.983,153,150
-0.375,59.875,3.299,-6.280,152,150
-0.125,59.875,3.552,-6.578,152,150
