longitude,latitude,u,v,dir,dirCat
9.125,57.375,8.589,-4.958,120,120
9.375,57.375,7.847,-4.220,118,120
9.625,57.375,7.180,-3.192,114,120
9.875,57.375,7.074,-2.742,111,105
-9.875,57.375,-1.801,5.955,343,345
-9.625,57.375,-2.310,5.871,339,345
-9.375,57.375,-2.784,5.788,334,330
-9.125,57.375,-3.233,5.706,330,330
-8.875,57.375,-3.681,5.621,327,330
-8.625,57.375,-4.127,5.536,323,330
-8.375,57.375,-4.462,5.450,321,315
-8.125,57.375,-4.636,5.352,319,315
-7.875,57.375,-4.795,5.242,318,315
-7.625,57.375,-5.214,5.189,315,315
-7.375,57.375,-5.644,5.142,312,315
-7.125,57.375,-5.733,4.809,310,315
-6.875,57.375,-5.559,4.363,308,315
-6.625,57.375,-5.110,4.261,310,315
-6.375,57.375,-4.636,4.216,312,315
-6.125,57.375,-4.470,3.721,310,315
-5.875,57.375,-4.093,3.150,308,315
-5.625,57.375,-3.464,2.642,307,300
-5.375,57.375,-3.003,2.025,304,300
-5.125,57.375,-2.562,1.457,300,300
-4.875,57.375,-2.166,0.971,294,300
-4.625,57.375,-1.944,0.710,290,285
-4.375,57.375,-1.852,0.605,288,285
-4.125,57.375,-1.750,0.491,286,285
-3.875,57.375,-1.636,0.382,283,285
-3.625,57.375,-1.527,0.274,280,285
-3.375,57.375,-1.458,0.141,276,270
-3.125,57.375,-1.434,-0.004,270,270
-2.875,57.375,-1.429,-0.135,265,270
-2.625,57.375,-1.426,-0.250,260,255
-2.375,57.375,-1.403,-0.355,256,255
-2.125,57.375,-1.265,-0.780,238,240
-1.875,57.375,-0.929,-1.564,211,210
-1.625,57.375,-0.641,-2.072,197,195
-1.375,57.375,-0.512,-2.239,193,195
-1.125,57.375,-0.204,-2.424,185,180
-0.875,57.375,0.345,-2.674,173,180
-0.625,57.375,0.940,-2.946,162,165
-0.375,57.375,1.528,-3.220,155,150
-0.125,57.375,2.116,-3.496,149,150
0.125,57.625,3.204,-3.890,141,135
0.375,57.625,3.664,-4.066,138,135
0.625,57.625,4.127,-4.240,136,135
0.875,57.625,4.599,-4.418,134,135
1.125,57.625,5.057,-4.604,132,135
1.375,57.625,5.420,-4.785,131,135
1.625,57.625,5.708,-4.957,131,135
1.875,57.625,5.996,-5.126,131,135
2.125,57.625,6.285,-5.295,130,135
2.375,57.625,6.543,-5.452,130,135
2.625,57.625,6.719,-5.582,130,135
2.875,57.625,6.843,-5.692,130,135
3.125,57.625,6.964,-5.798,130,135
3.375,57.625,7.079,-5.905,130,135
3.625,57.625,7.194,-6.042,130,135
3.875,57.625,7.314,-6.225,130,135
4.125,57.625,7.435,-6.422,131,135
4.375,57.625,7.540,-6.613,131,135
4.625,57.625,7.631,-6.802,132,135
4.875,57.625,7.721,-6.912,132,135
5.125,57.625,7.821,-6.922,132,135
5.375,57.625,7.928,-6.916,131,135
5.625,57.625,8.033,-6.918,131,135
5.875,57.625,8.137,-6.929,130,135
6.125,57.625,8.299,-6.925,130,135
6.375,57.625,8.531,-6.908,129,135
6.625,57.625,8.775,-6.909,128,135
6.875,57.625,9.013,-6.922,128,135
7.125,57.625,9.195,-6.904,127,120
7.375,57.625,9.219,-6.754,126,120
7.625,57.625,9.125,-6.495,125,120
7.875,57.625,9.015,-6.214,125,120
8.125,57.625,8.897,-5.910,124,120
8.375,57.625,8.762,-5.623,123,120
8.625,57.625,8.569,-5.411,122,120
8.875,57.625,8.325,-5.237,122,120
9.125,57.625,8.030,-5.041,122,120
9.375,57.625,7.649,-4.813,122,120
9.625,57.625,7.281,-4.199,120,120
9.875,57.625,7.120,-3.665,117,120
-9.875,57.625,-3.800,5.741,326,330
-9.625,57.625,-4.282,5.631,323,330
-9.375,57.625,-4.650,5.519,320,315
-9.125,57.625,-4.948,5.401,318,315
-8.875,57.625,-5.246,5.281,315,315
-8.625,57.625,-5.543,5.163,313,315
-8.375,57.625,-5.761,5.034,311,315
-8.125,57.625,-5.861,4.884,310,315
-7.875,57.625,-5.933,4.724,309,315
-7.625,57.625,-6.041,4.562,307,300
-7.375,57.625,-6.201,4.383,305,300
-7.125,57.625,-6.186,4.150,304,300
-6.875,57.625,-5.915,3.874,303,300
-6.625,57.625,-5.451,3.828,305,300
-6.375,57.625,-5.015,3.753,307,300
-6.125,57.625,-4.875,3.239,304,300
-5.875,57.625,-4.320,2.726,302,300
-5.625,57.625,-3.546,2.234,302,300
-5.375,57.625,-3.146,1.654,298,300
-5.125,57.625,-2.822,1.190,293,300
-4.875,57.625,-2.555,0.830,288,285
-4.625,57.625,-2.389,0.631,285,285
-4.375,57.625,-2.282,0.527,283,285
-4.125,57.625,-2.158,0.413,281,285
-3.875,57.625,-2.203,0.186,275,270
-3.625,57.625,-2.248,-0.036,269,270
-3.375,57.625,-2.087,-0.172,265,270
-3.125,57.625,-1.908,-0.335,260,255
-2.875,57.625,-1.752,-0.494,254,255
-2.625,57.625,-1.611,-0.647,248,255
-2.375,57.625,-1.416,-0.827,240,240
-2.125,57.625,-1.130,-1.072,227,225
-1.875,57.625,-0.658,-1.643,202,195
-1.625,57.625,-0.179,-2.218,185,180
-1.375,57.625,0.141,-2.482,177,180
-1.125,57.625,0.539,-2.718,169,165
-0.875,57.625,1.059,-2.950,160,165
-0.625,57.625,1.605,-3.189,153,150
-0.375,57.625,2.151,-3.432,148,150
-0.125,57.625,2.699,-3.677,144,150
0.125,57.875,3.671,-4.077,138,135
0.375,57.875,4.069,-4.265,136,135
0.625,57.875,4.474,-4.455,135,135
0.875,57.875,4.885,-4.653,134,135
1.125,57.875,5.285,-4.853,133,135
1.375,57.875,5.605,-5.035,132,135
1.625,57.875,5.861,-5.197,132,135
1.875,57.875,6.114,-5.357,131,135
2.125,57.875,6.368,-5.518,131,135
2.375,57.875,6.592,-5.670,131,135
2.625,57.875,6.738,-5.798,131,135
2.875,57.875,6.833,-5.911,131,135
3.125,57.875,6.925,-6.024,131,135
3.375,57.875,7.024,-6.143,131,135
3.625,57.875,7.136,-6.291,131,135
3.875,57.875,7.237,-6.469,132,135
4.125,57.875,7.307,-6.650,132,135
4.375,57.875,7.351,-6.829,133,135
4.625,57.875,7.382,-7.012,134,135
4.875,57.875,7.420,-7.094,134,135
5.125,57.875,7.486,-7.048,133,135
5.375,57.875,7.578,-6.983,133,135
5.625,57.875,7.679,-6.932,132,135
5.875,57.875,7.797,-6.890,131,135
6.125,57.875,7.976,-6.826,131,135
6.375,57.875,8.205,-6.762,129,135
6.625,57.875,8.432,-6.735,129,135
6.875,57.875,8.652,-6.713,128,135
7.125,57.875,8.815,-6.669,127,120
7.375,57.875,8.841,-6.550,127,120
7.625,57.875,8.757,-6.361,126,120
7.875,57.875,8.638,-6.138,125,120
8.125,57.875,8.497,-5.875,125,120
8.375,57.875,8.329,-5.607,124,120
8.625,57.875,8.104,-5.388,124,120
8.875,57.875,7.830,-5.208,124,120
9.125,57.875,7.535,-5.035,124,120
9.375,57.875,7.240,-4.865,124,120
9.625,57.875,6.997,-4.701,124,120
9.875,57.875,6.829,-4.559,124,120
-9.875,57.875,-5.600,5.512,315,315
-9.625,57.875,-6.018,5.387,312,315
-9.375,57.875,-6.278,5.257,310,315
-9.125,57.875,-6.445,5.120,308,315
-8.875,57.875,-6.615,4.983,307,300
-8.625,57.875,-6.781,4.848,306,300
-8.375,57.875,-6.867,4.708,304,300
-8.125,57.875,-6.827,4.558,304,300
-7.875,57.875,-6.738,4.412,303,300
-7.625,57.875,-6.653,4.277,303,300
-7.375,57.875,-6.584,4.143,302,300
-7.125,57.875,-6.418,3.954,302,300
-6.875,57.875,-6.122,3.705,301,300
-6.625,57.875,-5.808,3.450,301,300
-6.375,57.875,-5.502,3.192,300,300
-6.125,57.875,-5.201,2.924,299,300
-5.875,57.875,-4.749,2.626,299,300
-5.625,57.875,-4.299,2.263,298,300
-5.375,57.875,-3.716,1.577,293,300
-5.125,57.875,-3.177,0.962,287,285
-4.875,57.875,-2.986,0.735,284,285
-4.625,57.875,-2.862,0.590,282,285
-4.375,57.875,-2.792,0.485,280,285
-4.125,57.875,-2.723,0.240,275,270
-3.875,57.875,-2.837,-0.108,268,270
-3.625,57.875,-2.895,-0.331,263,270
-3.375,57.875,-2.634,-0.496,259,255
-3.125,57.875,-2.298,-0.697,253,255
-2.875,57.875,-1.989,-0.890,246,240
-2.625,57.875,-1.704,-1.080,238,240
-2.375,57.875,-1.338,-1.330,225,225
-2.125,57.875,-0.838,-1.671,207,210
-1.875,57.875,-0.302,-2.037,188,195
-1.625,57.875,0.214,-2.393,175,180
-1.375,57.875,0.716,-2.735,165,165
-1.125,57.875,1.211,-3.015,158,165
-0.875,57.875,1.711,-3.236,152,150
-0.625,57.875,2.213,-3.449,147,150
-0.375,57.875,2.714,-3.662,143,150
-0.125,57.875,3.219,-3.876,140,135
0.125,58.125,3.971,-4.274,137,135
0.375,58.125,4.338,-4.488,136,135
0.625,58.125,4.709,-4.706,135,135
0.875,58.125,5.084,-4.929,134,135
1.125,58.125,5.450,-5.152,133,135
1.375,58.125,5.732,-5.328,133,135
1.625,58.125,5.938,-5.459,133,135
1.875,58.125,6.141,-5.589,132,135
2.125,58.125,6.342,-5.720,132,135
2.375,58.125,6.521,-5.844,132,135
2.625,58.125,6.637,-5.968,132,135
2.875,58.125,6.711,-6.100,132,135
3.125,58.125,6.787,-6.235,133,135
3.375,58.125,6.874,-6.372,133,135
3.625,58.125,6.969,-6.527,133,135
3.875,58.125,7.017,-6.670,134,135
4.125,58.125,7.006,-6.783,134,135
4.375,58.125,6.979,-6.897,135,135
4.625,58.125,6.951,-7.015,135,135
4.875,58.125,6.928,-7.046,135,135
5.125,58.125,6.963,-6.966,135,135
5.375,58.125,7.065,-6.865,134,135
5.625,58.125,7.197,-6.765,133,135
5.875,58.125,7.367,-6.661,132,135
6.125,58.125,7.608,-6.517,131,135
6.375,58.125,7.098,-5.767,129,135
6.625,58.125,6.509,-5.084,128,135
6.875,58.125,6.629,-5.013,127,120
7.125,58.125,6.702,-4.932,126,120
7.375,58.125,6.686,-4.830,126,120
7.625,58.125,6.583,-4.745,126,120
7.875,58.125,6.428,-4.694,126,120
8.125,58.125,6.233,-4.604,126,120
8.375,58.125,6.905,-4.905,125,120
8.625,58.125,7.556,-5.181,124,120
8.875,58.125,7.183,-5.041,125,120
9.125,58.125,6.733,-4.936,126,120
9.375,58.125,6.362,-4.833,127,120
9.625,58.125,6.063,-4.748,128,135
9.875,58.125,5.820,-4.704,129,135
-9.875,58.125,-6.959,5.304,307,300
-9.625,58.125,-7.225,5.175,306,300
-9.375,58.125,-7.363,5.040,304,300
-9.125,58.125,-7.427,4.903,303,300
-8.875,58.125,-7.496,4.771,302,300
-8.625,58.125,-7.545,4.641,302,300
-8.375,58.125,-7.509,4.510,301,300
-8.125,58.125,-7.371,4.376,301,300
-7.875,58.125,-7.188,4.244,301,300
-7.625,58.125,-7.003,4.117,300,300
-7.375,58.125,-6.836,3.984,300,300
-7.125,58.125,-6.627,3.801,300,300
-6.875,58.125,-6.347,3.563,299,300
-6.625,58.125,-6.057,3.311,299,300
-6.375,58.125,-5.770,3.053,298,300
-6.125,58.125,-5.489,2.813,297,300
-5.875,58.125,-5.310,2.653,297,300
-5.625,58.125,-5.191,2.522,296,300
-5.375,58.125,-4.674,1.996,293,300
-5.125,58.125,-3.954,1.233,287,285
-4.875,58.125,-3.556,0.822,283,285
-4.625,58.125,-3.395,0.666,281,285
-4.375,58.125,-3.306,0.527,279,285
-4.125,58.125,-3.213,0.241,274,270
-3.875,58.125,-3.105,-0.051,269,270
-3.625,58.125,-2.960,-0.207,266,270
-3.375,58.125,-2.552,-0.517,259,255
-3.125,58.125,-2.039,-0.867,247,240
-2.875,58.125,-1.695,-1.079,238,240
-2.625,58.125,-1.400,-1.264,228,225
-2.375,58.125,-1.019,-1.514,214,210
-2.125,58.125,-0.494,-1.864,195,195
-1.875,58.125,0.069,-2.239,178,180
-1.625,58.125,0.632,-2.615,166,165
-1.375,58.125,1.199,-2.984,158,165
-1.125,58.125,1.715,-3.272,152,150
-0.875,58.125,2.177,-3.479,148,150
-0.625,58.125,2.635,-3.676,144,150
-0.375,58.125,3.094,-3.873,141,135
-0.125,58.125,3.557,-4.070,139,135
0.125,58.375,4.169,-4.475,137,135
0.375,58.375,4.518,-4.721,136,135
0.625,58.375,4.869,-4.971,136,135
0.875,58.375,5.221,-5.224,135,135
1.125,58.375,5.569,-5.474,135,135
1.375,58.375,5.816,-5.642,134,135
1.625,58.375,5.963,-5.733,134,135
1.875,58.375,6.105,-5.824,134,135
2.125,58.375,6.245,-5.915,133,135
2.375,58.375,6.379,-6.001,133,135
2.625,58.375,6.474,-6.118,133,135
2.875,58.375,6.534,-6.269,134,135
3.125,58.375,6.587,-6.419,134,135
3.375,58.375,6.647,-6.571,135,135
3.625,58.375,6.719,-6.734,135,135
3.875,58.375,6.716,-6.831,135,135
4.125,58.375,6.630,-6.852,136,135
4.375,58.375,6.537,-6.878,136,135
4.625,58.375,6.446,-6.906,137,135
4.875,58.375,6.357,-6.892,137,135
5.125,58.375,6.335,-6.809,137,135
5.375,58.375,6.387,-6.683,136,135
5.625,58.375,6.454,-6.514,135,135
5.875,58.375,6.081,-5.687,133,135
6.125,58.375,5.756,-4.860,130,135
6.375,58.375,5.139,-4.080,128,135
6.625,58.375,4.454,-3.351,127,120
6.875,58.375,4.464,-3.243,126,120
7.125,58.375,4.433,-3.136,125,120
7.375,58.375,4.356,-3.028,125,120
7.625,58.375,4.215,-3.010,126,120
7.875,58.375,4.025,-3.088,127,120
8.125,58.375,3.809,-3.141,130,135
8.375,58.375,4.466,-3.588,129,135
8.625,58.375,5.669,-4.237,127,120
8.875,58.375,5.770,-4.551,128,135
9.125,58.375,5.231,-4.689,132,135
9.375,58.375,4.871,-4.752,134,135
9.625,58.375,4.612,-4.796,136,135
9.875,58.375,4.430,-4.845,138,135
-9.875,58.375,-8.066,5.147,303,300
-9.625,58.375,-8.136,5.018,302,300
-9.375,58.375,-8.148,4.885,301,300
-9.125,58.375,-8.128,4.753,300,300
-8.875,58.375,-8.111,4.625,300,300
-8.625,58.375,-8.042,4.496,299,300
-8.375,58.375,-7.892,4.361,299,300
-8.125,58.375,-7.696,4.225,299,300
-7.875,58.375,-7.478,4.087,299,300
-7.625,58.375,-7.252,3.947,299,300
-7.375,58.375,-7.044,3.784,298,300
-7.125,58.375,-6.830,3.577,298,300
-6.875,58.375,-6.585,3.343,297,300
-6.625,58.375,-6.336,3.100,296,300
-6.375,58.375,-6.089,2.855,295,300
-6.125,58.375,-5.868,2.664,294,300
-5.875,58.375,-5.722,2.553,294,300
-5.625,58.375,-5.596,2.436,294,300
-5.375,58.375,-5.371,2.224,292,285
-5.125,58.375,-4.797,1.602,288,285
-4.875,58.375,-4.212,1.005,283,285
-4.625,58.375,-3.952,0.796,281,285
-4.375,58.375,-3.737,0.595,279,285
-4.125,58.375,-3.501,0.374,276,270
-3.875,58.375,-3.240,0.132,272,270
-3.625,58.375,-3.046,-0.060,269,270
-3.375,58.375,-2.711,-0.338,263,270
-3.125,58.375,-1.879,-0.905,244,240
-2.875,58.375,-1.188,-1.344,221,225
-2.625,58.375,-0.940,-1.492,212,210
-2.375,58.375,-0.570,-1.729,198,195
-2.125,58.375,-0.033,-2.087,181,180
-1.875,58.375,0.520,-2.458,168,165
-1.625,58.375,1.076,-2.828,159,165
-1.375,58.375,1.639,-3.191,153,150
-1.125,58.375,2.127,-3.471,149,150
-0.875,58.375,2.538,-3.671,145,150
-0.625,58.375,2.949,-3.867,143,150
-0.375,58.375,3.363,-4.061,140,135
-0.125,58.375,3.783,-4.256,138,135
0.125,58.625,4.285,-4.739,138,135
0.375,58.625,4.613,-5.003,137,135
0.625,58.625,4.942,-5.271,137,135
0.875,58.625,5.271,-5.537,136,135
1.125,58.625,5.602,-5.800,136,135
1.375,58.625,5.814,-5.953,136,135
1.625,58.625,5.904,-5.999,135,135
1.875,58.625,5.991,-6.047,135,135
2.125,58.625,6.080,-6.096,135,135
2.375,58.625,6.175,-6.143,135,135
2.625,58.625,6.247,-6.245,135,135
2.875,58.625,6.283,-6.400,136,135
3.125,58.625,6.306,-6.551,136,135
3.375,58.625,6.343,-6.701,137,135
3.625,58.625,6.404,-6.860,137,135
3.875,58.625,6.398,-6.922,137,135
4.125,58.625,6.308,-6.885,138,135
4.375,58.625,6.204,-6.852,138,135
4.625,58.625,6.093,-6.822,138,135
4.875,58.625,5.974,-6.783,139,135
5.125,58.625,5.888,-6.682,139,135
5.375,58.625,5.445,-5.931,137,135
5.625,58.625,4.962,-5.067,136,135
5.875,58.625,4.397,-4.095,133,135
6.125,58.625,3.877,-3.206,130,135
6.375,58.625,3.871,-3.044,128,135
6.625,58.625,3.878,-2.930,127,120
6.875,58.625,3.848,-2.815,126,120
7.125,58.625,3.791,-2.703,125,120
7.375,58.625,3.710,-2.585,125,120
7.625,58.625,3.580,-2.569,126,120
7.875,58.625,3.410,-2.659,128,135
8.125,58.625,3.230,-2.731,130,135
8.375,58.625,3.039,-2.796,133,135
8.625,58.625,3.401,-3.115,132,135
8.875,58.625,3.681,-3.540,134,135
9.125,58.625,3.521,-4.104,139,135
9.375,58.625,3.506,-4.630,143,150
9.625,58.625,3.452,-4.801,144,150
9.875,58.625,3.429,-4.925,145,150
-9.875,58.625,-8.857,5.123,300,300
-9.625,58.625,-8.781,4.987,300,300
-9.375,58.625,-8.695,4.851,299,300
-9.125,58.625,-8.604,4.714,299,300
-8.875,58.625,-8.511,4.578,298,300
-8.625,58.625,-8.353,4.433,298,300
-8.375,58.625,-8.124,4.277,298,300
-8.125,58.625,-7.884,4.121,298,300
-7.875,58.625,-7.640,3.966,297,300
-7.625,58.625,-7.392,3.809,297,300
-7.375,58.625,-7.162,3.621,297,300
-7.125,58.625,-6.947,3.397,296,300
-6.875,58.625,-6.724,3.166,295,300
-6.625,58.625,-6.502,2.935,294,300
-6.375,58.625,-6.280,2.708,293,300
-6.125,58.625,-6.094,2.546,293,300
-5.875,58.625,-5.945,2.439,292,285
-5.625,58.625,-5.766,2.294,292,285
-5.375,58.625,-5.484,2.054,291,285
-5.125,58.625,-4.944,1.557,287,285
-4.875,58.625,-4.385,1.075,284,285
-4.625,58.625,-4.007,0.807,281,285
-4.375,58.625,-3.642,0.538,278,285
-4.125,58.625,-3.272,0.261,275,270
-3.875,58.625,-2.893,-0.022,270,270
-3.625,58.625,-2.454,-0.357,262,255
-3.375,58.625,-2.031,-0.683,251,255
-3.125,58.625,-1.322,-1.174,228,225
-2.875,58.625,-0.672,-1.610,203,210
-2.625,58.625,-0.467,-1.744,195,195
-2.375,58.625,-0.121,-1.976,183,180
-2.125,58.625,0.401,-2.332,170,165
-1.875,58.625,0.925,-2.690,161,165
-1.625,58.625,1.452,-3.045,155,150
-1.375,58.625,1.983,-3.400,150,150
-1.125,58.625,2.430,-3.677,147,150
-0.875,58.625,2.799,-3.882,144,150
-0.625,58.625,3.175,-4.091,142,135
-0.375,58.625,3.552,-4.300,140,135
-0.125,58.625,3.930,-4.505,139,135
0.125,58.875,4.271,-5.111,140,135
0.375,58.875,4.577,-5.370,140,135
0.625,58.875,4.883,-5.629,139,135
0.875,58.875,5.190,-5.887,139,135
1.125,58.875,5.500,-6.143,138,135
1.375,58.875,5.677,-6.267,138,135
1.625,58.875,5.720,-6.265,138,135
1.875,58.875,5.765,-6.264,137,135
2.125,58.875,5.815,-6.263,137,135
2.375,58.875,5.868,-6.259,137,135
2.625,58.875,5.901,-6.328,137,135
2.875,58.875,5.908,-6.470,138,135
3.125,58.875,5.910,-6.604,138,135
3.375,58.875,5.931,-6.734,139,135
3.625,58.875,5.978,-6.873,139,135
3.875,58.875,5.995,-6.917,139,135
4.125,58.875,5.972,-6.864,139,135
4.375,58.875,5.937,-6.817,139,135
4.625,58.875,5.878,-6.765,139,135
4.875,58.875,5.788,-6.700,139,135
5.125,58.875,5.653,-6.536,139,135
5.375,58.875,5.081,-5.668,138,135
5.625,58.875,4.088,-4.195,136,135
5.875,58.875,3.472,-3.228,133,135
6.125,58.875,3.266,-2.783,130,135
6.375,58.875,3.183,-2.533,129,135
6.625,58.875,3.177,-2.449,128,135
6.875,58.875,3.151,-2.361,127,120
7.125,58.875,3.111,-2.282,126,120
7.375,58.875,3.057,-2.208,126,120
7.625,58.875,2.965,-2.231,127,120
7.875,58.875,2.839,-2.348,130,135
8.125,58.875,2.714,-2.459,132,135
8.375,58.875,2.593,-2.561,135,135
8.625,58.875,2.485,-2.668,137,135
8.875,58.875,2.407,-2.781,139,135
9.125,58.875,2.459,-3.238,143,150
9.375,58.875,2.738,-4.052,146,150
9.625,58.875,2.967,-4.561,147,150
9.875,58.875,3.023,-4.731,147,150
-9.875,58.875,-9.145,5.240,300,300
-9.625,58.875,-9.000,5.091,299,300
-9.375,58.875,-8.857,4.943,299,300
-9.125,58.875,-8.712,4.793,299,300
-8.875,58.875,-8.562,4.642,298,300
-8.625,58.875,-8.366,4.477,298,300
-8.375,58.875,-8.124,4.297,298,300
-8.125,58.875,-7.878,4.117,298,300
-7.875,58.875,-7.628,3.938,297,300
-7.625,58.875,-7.375,3.759,297,300
-7.375,58.875,-7.143,3.560,296,300
-7.125,58.875,-6.926,3.337,296,300
-6.875,58.875,-6.706,3.112,295,300
-6.625,58.875,-6.485,2.888,294,300
-6.375,58.875,-6.264,2.670,293,300
-6.125,58.875,-6.042,2.488,292,285
-5.875,58.875,-5.802,2.320,292,285
-5.625,58.875,-5.516,2.109,291,285
-5.375,58.875,-5.150,1.830,290,285
-5.125,58.875,-4.642,1.440,287,285
-4.875,58.875,-4.113,1.051,284,285
-4.625,58.875,-3.651,0.732,281,285
-4.375,58.875,-3.191,0.412,277,270
-4.125,58.875,-2.732,0.089,272,270
-3.875,58.875,-2.273,-0.236,264,270
-3.625,58.875,-1.676,-0.687,248,255
-3.375,58.875,-1.429,-0.966,236,240
-3.125,58.875,-0.994,-1.316,217,210
-2.875,58.875,-0.298,-1.789,189,195
-2.625,58.875,-0.041,-1.993,181,180
-2.375,58.875,0.305,-2.258,172,165
-2.125,58.875,0.764,-2.606,164,165
-1.875,58.875,1.227,-2.954,157,150
-1.625,58.875,1.693,-3.304,153,150
-1.375,58.875,2.164,-3.656,149,150
-1.125,58.875,2.566,-3.942,147,150
-0.875,58.875,2.905,-4.168,145,150
-0.625,58.875,3.253,-4.402,144,150
-0.375,58.875,3.601,-4.638,142,135
-0.125,58.875,3.946,-4.869,141,135
0.125,59.125,4.214,-5.522,143,150
0.375,59.125,4.497,-5.766,142,135
0.625,59.125,4.781,-6.010,141,135
0.875,59.125,5.067,-6.252,141,135
1.125,59.125,5.353,-6.492,140,135
1.375,59.125,5.496,-6.585,140,135
1.625,59.125,5.497,-6.535,140,135
1.875,59.125,5.502,-6.486,140,135
2.125,59.125,5.509,-6.435,139,135
2.375,59.125,5.509,-6.376,139,135
2.625,59.125,5.505,-6.406,139,135
2.875,59.125,5.498,-6.526,140,135
3.125,59.125,5.489,-6.637,140,135
3.375,59.125,5.493,-6.742,141,135
3.625,59.125,5.520,-6.858,141,135
3.875,59.125,5.544,-6.886,141,135
4.125,59.125,5.563,-6.817,141,135
4.375,59.125,5.568,-6.745,140,135
4.625,59.125,5.528,-6.633,140,135
4.875,59.125,5.298,-6.333,140,135
5.125,59.125,4.921,-5.811,140,135
5.375,59.125,4.646,-5.326,139,135
5.625,59.125,3.970,-4.305,137,135
5.875,59.125,3.097,-3.020,134,135
6.125,59.125,2.613,-2.223,130,135
6.375,59.125,2.423,-1.879,128,135
6.625,59.125,2.417,-1.871,128,135
6.875,59.125,2.405,-1.858,128,135
7.125,59.125,2.392,-1.845,128,135
7.375,59.125,2.377,-1.835,128,135
7.625,59.125,2.328,-1.896,129,135
7.875,59.125,2.258,-2.028,132,135
8.125,59.125,2.204,-2.170,135,135
8.375,59.125,2.158,-2.317,137,135
8.625,59.125,2.111,-2.462,139,135
8.875,59.125,2.044,-2.585,142,135
9.125,59.125,1.959,-2.693,144,150
9.375,59.125,2.071,-3.129,147,150
9.625,59.125,2.216,-3.589,148,150
9.875,59.125,2.181,-3.744,150,150
-9.875,59.125,-9.267,5.386,300,300
-9.625,59.125,-9.080,5.223,300,300
-9.375,59.125,-8.891,5.059,300,300
-9.125,59.125,-8.698,4.894,299,300
-8.875,59.125,-8.501,4.727,299,300
-8.625,59.125,-8.286,4.544,299,300
-8.375,59.125,-8.056,4.346,298,300
-8.125,59.125,-7.821,4.146,298,300
-7.875,59.125,-7.579,3.943,297,300
-7.625,59.125,-7.333,3.741,297,300
-7.375,59.125,-7.098,3.533,296,300
-7.125,59.125,-6.871,3.314,296,300
-6.875,59.125,-6.641,3.096,295,300
-6.625,59.125,-6.412,2.880,294,300
-6.375,59.125,-6.182,2.668,293,300
-6.125,59.125,-5.906,2.448,293,300
-5.875,59.125,-5.570,2.209,292,285
-5.625,59.125,-5.216,1.951,291,285
-5.375,59.125,-4.836,1.668,289,285
-5.125,59.125,-4.416,1.355,287,285
-4.875,59.125,-3.950,1.022,285,285
-4.625,59.125,-3.459,0.687,281,285
-4.375,59.125,-2.969,0.350,277,270
-4.125,59.125,-2.479,0.013,270,270
-3.875,59.125,-1.990,-0.325,261,255
-3.625,59.125,-1.467,-0.725,244,240
-3.375,59.125,-1.312,-0.951,234,240
-3.125,59.125,-0.843,-1.342,212,210
-2.875,59.125,-0.052,-1.905,182,180
-2.625,59.125,0.335,-2.229,171,165
-2.375,59.125,0.713,-2.555,164,165
-2.125,59.125,1.100,-2.898,159,165
-1.875,59.125,1.493,-3.242,155,150
-1.625,59.125,1.892,-3.589,152,150
-1.375,59.125,2.298,-3.937,150,150
-1.125,59.125,2.657,-4.238,148,150
-0.875,59.125,2.970,-4.495,147,150
-0.625,59.125,3.287,-4.757,145,150
-0.375,59.125,3.603,-5.018,144,150
-0.125,59.125,3.916,-5.274,143,150
0.125,59.375,4.107,-5.938,145,150
0.375,59.375,4.356,-6.157,145,150
0.625,59.375,4.606,-6.374,144,150
0.875,59.375,4.857,-6.591,144,150
1.125,59.375,5.109,-6.804,143,150
1.375,59.375,5.222,-6.866,143,150
1.625,59.375,5.196,-6.779,143,150
1.875,59.375,5.171,-6.695,142,135
2.125,59.375,5.144,-6.610,142,135
2.375,59.375,5.106,-6.516,142,135
2.625,59.375,5.074,-6.502,142,135
2.875,59.375,5.062,-6.575,142,135
3.125,59.375,5.057,-6.649,143,150
3.375,59.375,5.051,-6.720,143,150
3.625,59.375,5.054,-6.793,143,150
3.875,59.375,5.037,-6.751,143,150
4.125,59.375,4.984,-6.575,143,150
4.375,59.375,4.895,-6.359,142,135
4.625,59.375,4.729,-6.047,142,135
4.875,59.375,4.529,-5.694,142,135
5.125,59.375,4.167,-5.064,141,135
5.375,59.375,3.745,-4.285,139,135
5.625,59.375,3.329,-3.552,137,135
5.875,59.375,2.740,-2.627,134,135
6.125,59.375,2.196,-1.748,129,135
6.375,59.375,1.985,-1.404,125,120
6.625,59.375,1.992,-1.469,126,120
6.875,59.375,1.992,-1.528,127,120
7.125,59.375,2.002,-1.583,128,135
7.375,59.375,2.022,-1.640,129,135
7.625,59.375,2.007,-1.742,131,135
7.875,59.375,1.956,-1.889,134,135
8.125,59.375,1.913,-2.038,137,135
8.375,59.375,1.874,-2.181,139,135
8.625,59.375,1.828,-2.325,142,135
8.875,59.375,1.754,-2.445,144,150
9.125,59.375,1.661,-2.538,147,150
9.375,59.375,1.564,-2.629,149,150
9.625,59.375,1.456,-2.715,152,150
9.875,59.375,1.334,-2.799,155,150
-9.875,59.375,-9.287,5.445,300,300
-9.625,59.375,-9.067,5.273,300,300
-9.375,59.375,-8.845,5.100,300,300
