week,qType,rank,question,relFreq
2020-06-14,when,3,When does lockdown start?,0.22
2020-06-21,when,3,When does lockdown start?,0
2020-06-28,when,3,When does lockdown start?,0.37
2020-07-05,when,3,When does lockdown start?,1
2020-07-12,when,3,When does lockdown start?,0.42
2020-07-19,when,3,When does lockdown start?,0.44
2020-07-26,when,3,When does lockdown start?,0
2020-08-02,when,3,When does lockdown start?,0.46
2020-08-09,when,3,When does lockdown start?,0
2020-08-16,when,3,When does lockdown start?,0.52
2020-08-23,when,3,When does lockdown start?,0.55
2020-08-30,when,3,When does lockdown start?,0
2020-09-06,when,3,When does lockdown start?,0.30
2020-09-13,when,3,When does lockdown start?,3
2020-09-20,when,3,When does lockdown start?,1
2020-09-27,when,3,When does lockdown start?,2
2020-10-04,when,3,When does lockdown start?,0.40
2020-10-11,when,3,When does lockdown start?,4
2020-10-18,when,3,When does lockdown start?,2
2020-10-25,when,3,When does lockdown start?,12
2020-11-01,when,3,When does lockdown start?,100
2020-11-08,when,3,When does lockdown start?,1
2020-11-15,when,3,When does lockdown start?,2
2020-11-22,when,3,When does lockdown start?,2
2020-11-29,when,3,When does lockdown start?,2
2020-12-06,when,3,When does lockdown start?,1
2020-12-13,when,3,When does lockdown start?,9
2020-12-20,when,3,When does lockdown start?,7
2020-01-05,when,4,When will schools reopen?,0
2020-01-12,when,4,When will schools reopen?,0
2020-01-19,when,4,When will schools reopen?,0
2020-01-26,when,4,When will schools reopen?,0
2020-02-02,when,4,When will schools reopen?,0
2020-02-09,when,4,When will schools reopen?,0
2020-02-16,when,4,When will schools reopen?,0
2020-02-23,when,4,When will schools reopen?,0
2020-03-01,when,4,When will schools reopen?,1
2020-03-08,when,4,When will schools reopen?,1
2020-03-15,when,4,When will schools reopen?,27
2020-03-22,when,4,When will schools reopen?,23
2020-03-29,when,4,When will schools reopen?,33
2020-04-05,when,4,When will schools reopen?,31
2020-04-12,when,4,When will schools reopen?,88
2020-04-19,when,4,When will schools reopen?,83
2020-04-26,when,4,When will schools reopen?,80
2020-05-03,when,4,When will schools reopen?,100
2020-05-10,when,4,When will schools reopen?,58
2020-05-17,when,4,When will schools reopen?,35
2020-05-24,when,4,When will schools reopen?,37
2020-05-31,when,4,When will schools reopen?,17
2020-06-07,when,4,When will schools reopen?,21
2020-06-14,when,4,When will schools reopen?,11
2020-06-21,when,4,When will schools reopen?,11
2020-06-28,when,4,When will schools reopen?,5
2020-07-05,when,4,When will schools reopen?,2
2020-07-12,when,4,When will schools reopen?,4
2020-07-19,when,4,When will schools reopen?,2
2020-07-26,when,4,When will schools reopen?,4
2020-08-02,when,4,When will schools reopen?,2
2020-08-09,when,4,When will schools reopen?,3
2020-08-16,when,4,When will schools reopen?,6
2020-08-23,when,4,When will schools reopen?,4
2020-08-30,when,4,When will schools reopen?,3
2020-09-06,when,4,When will schools reopen?,0
2020-09-13,when,4,When will schools reopen?,0
2020-09-20,when,4,When will schools reopen?,0
2020-09-27,when,4,When will schools reopen?,0
2020-10-04,when,4,When will schools reopen?,0
2020-10-11,when,4,When will schools reopen?,0
2020-10-18,when,4,When will schools reopen?,1
2020-10-25,when,4,When will schools reopen?,1
2020-11-01,when,4,When will schools reopen?,0
2020-11-08,when,4,When will schools reopen?,0
2020-11-15,when,4,When will schools reopen?,0
2020-11-22,when,4,When will schools reopen?,1
2020-11-29,when,4,When will schools reopen?,0
2020-12-06,when,4,When will schools reopen?,0
2020-12-13,when,4,When will schools reopen?,1
2020-12-20,when,4,When will schools reopen?,4
2020-01-05,when,5,When does furlough end?,0
2020-01-12,when,5,When does furlough end?,0
2020-01-19,when,5,When does furlough end?,0
2020-01-26,when,5,When does furlough end?,0
2020-02-02,when,5,When does furlough end?,0
2020-02-09,when,5,When does furlough end?,0
2020-02-16,when,5,When does furlough end?,0
2020-02-23,when,5,When does furlough end?,0
2020-03-01,when,5,When does furlough end?,0
2020-03-08,when,5,When does furlough end?,0
2020-03-15,when,5,When does furlough end?,0
2020-03-22,when,5,When does furlough end?,1
2020-03-29,when,5,When does furlough end?,6
2020-04-05,when,5,When does furlough end?,4
2020-04-12,when,5,When does furlough end?,18
2020-04-19,when,5,When does furlough end?,12
2020-04-26,when,5,When does furlough end?,36
2020-05-03,when,5,When does furlough end?,59
2020-05-10,when,5,When does furlough end?,100
2020-05-17,when,5,When does furlough end?,25
2020-05-24,when,5,When does furlough end?,34
2020-05-31,when,5,When does furlough end?,19
2020-06-07,when,5,When does furlough end?,31
2020-06-14,when,5,When does furlough end?,30
2020-06-21,when,5,When does furlough end?,51
2020-06-28,when,5,When does furlough end?,57
2020-07-05,when,5,When does furlough end?,60
2020-07-12,when,5,When does furlough end?,57
2020-07-19,when,5,When does furlough end?,63
2020-07-26,when,5,When does furlough end?,66
2020-08-02,when,5,When does furlough end?,45
2020-08-09,when,5,When does furlough end?,49
2020-08-16,when,5,When does furlough end?,38
2020-08-23,when,5,When does furlough end?,82
2020-08-30,when,5,When does furlough end?,59
2020-09-06,when,5,When does furlough end?,73
2020-09-13,when,5,When does furlough end?,99
2020-09-20,when,5,When does furlough end?,90
2020-09-27,when,5,When does furlough end?,46
2020-10-04,when,5,When does furlough end?,40
2020-10-11,when,5,When does furlough end?,25
2020-10-18,when,5,When does furlough end?,26
2020-10-25,when,5,When does furlough end?,32
2020-11-01,when,5,When does furlough end?,12
2020-11-08,when,5,When does furlough end?,3
2020-11-15,when,5,When does furlough end?,8
2020-11-22,when,5,When does furlough end?,15
2020-11-29,when,5,When does furlough end?,12
2020-12-06,when,5,When does furlough end?,6
2020-12-13,when,5,When does furlough end?,13
2020-12-20,when,5,When does furlough end?,8
2020-01-05,when,6,When will pubs reopen?,0
2020-01-12,when,6,When will pubs reopen?,0
2020-01-19,when,6,When will pubs reopen?,0
2020-01-26,when,6,When will pubs reopen?,0
2020-02-02,when,6,When will pubs reopen?,0
2020-02-09,when,6,When will pubs reopen?,0
2020-02-16,when,6,When will pubs reopen?,0
2020-02-23,when,6,When will pubs reopen?,0
2020-03-01,when,6,When will pubs reopen?,0
2020-03-08,when,6,When will pubs reopen?,0
2020-03-15,when,6,When will pubs reopen?,4
2020-03-22,when,6,When will pubs reopen?,7
2020-03-29,when,6,When will pubs reopen?,18
2020-04-05,when,6,When will pubs reopen?,16
2020-04-12,when,6,When will pubs reopen?,26
2020-04-19,when,6,When will pubs reopen?,77
2020-04-26,when,6,When will pubs reopen?,46
2020-05-03,when,6,When will pubs reopen?,49
2020-05-10,when,6,When will pubs reopen?,34
2020-05-17,when,6,When will pubs reopen?,45
2020-05-24,when,6,When will pubs reopen?,87
2020-05-31,when,6,When will pubs reopen?,78
2020-06-07,when,6,When will pubs reopen?,100
2020-06-14,when,6,When will pubs reopen?,84
2020-06-21,when,6,When will pubs reopen?,46
2020-06-28,when,6,When will pubs reopen?,13
2020-07-05,when,6,When will pubs reopen?,7
2020-07-12,when,6,When will pubs reopen?,3
2020-07-19,when,6,When will pubs reopen?,1
2020-07-26,when,6,When will pubs reopen?,0
2020-08-02,when,6,When will pubs reopen?,1
2020-08-09,when,6,When will pubs reopen?,0
2020-08-16,when,6,When will pubs reopen?,1
2020-08-23,when,6,When will pubs reopen?,1
2020-08-30,when,6,When will pubs reopen?,0
2020-09-06,when,6,When will pubs reopen?,1
2020-09-13,when,6,When will pubs reopen?,1
2020-09-20,when,6,When will pubs reopen?,0
2020-09-27,when,6,When will pubs reopen?,0
2020-10-04,when,6,When will pubs reopen?,0
2020-10-11,when,6,When will pubs reopen?,0
2020-10-18,when,6,When will pubs reopen?,1
2020-10-25,when,6,When will pubs reopen?,0
2020-11-01,when,6,When will pubs reopen?,2
2020-11-08,when,6,When will pubs reopen?,5
2020-11-15,when,6,When will pubs reopen?,14
2020-11-22,when,6,When will pubs reopen?,6
2020-11-29,when,6,When will pubs reopen?,9
2020-12-06,when,6,When will pubs reopen?,5
2020-12-13,when,6,When will pubs reopen?,2
2020-12-20,when,6,When will pubs reopen?,3
2020-01-05,when,7,When does Eat Out to Help Out end?,0
2020-01-12,when,7,When does Eat Out to Help Out end?,0
2020-01-19,when,7,When does Eat Out to Help Out end?,0
2020-01-26,when,7,When does Eat Out to Help Out end?,0
2020-02-02,when,7,When does Eat Out to Help Out end?,0
2020-02-09,when,7,When does Eat Out to Help Out end?,0
2020-02-16,when,7,When does Eat Out to Help Out end?,0
2020-02-23,when,7,When does Eat Out to Help Out end?,0
2020-03-01,when,7,When does Eat Out to Help Out end?,0
2020-03-08,when,7,When does Eat Out to Help Out end?,0
2020-03-15,when,7,When does Eat Out to Help Out end?,0
2020-03-22,when,7,When does Eat Out to Help Out end?,0
2020-03-29,when,7,When does Eat Out to Help Out end?,0
2020-04-05,when,7,When does Eat Out to Help Out end?,0
2020-04-12,when,7,When does Eat Out to Help Out end?,0
2020-04-19,when,7,When does Eat Out to Help Out end?,0
2020-04-26,when,7,When does Eat Out to Help Out end?,0
2020-05-03,when,7,When does Eat Out to Help Out end?,0
2020-05-10,when,7,When does Eat Out to Help Out end?,0
2020-05-17,when,7,When does Eat Out to Help Out end?,0
2020-05-24,when,7,When does Eat Out to Help Out end?,0
2020-05-31,when,7,When does Eat Out to Help Out end?,0
2020-06-07,when,7,When does Eat Out to Help Out end?,0
2020-06-14,when,7,When does Eat Out to Help Out end?,0
2020-06-21,when,7,When does Eat Out to Help Out end?,0
2020-06-28,when,7,When does Eat Out to Help Out end?,0
2020-07-05,when,7,When does Eat Out to Help Out end?,0
2020-07-12,when,7,When does Eat Out to Help Out end?,0
2020-07-19,when,7,When does Eat Out to Help Out end?,0
2020-07-26,when,7,When does Eat Out to Help Out end?,0
2020-08-02,when,7,When does Eat Out to Help Out end?,2
2020-08-09,when,7,When does Eat Out to Help Out end?,8
2020-08-16,when,7,When does Eat Out to Help Out end?,22
2020-08-23,when,7,When does Eat Out to Help Out end?,100
2020-08-30,when,7,When does Eat Out to Help Out end?,30
2020-09-06,when,7,When does Eat Out to Help Out end?,2
2020-09-13,when,7,When does Eat Out to Help Out end?,1
2020-09-20,when,7,When does Eat Out to Help Out end?,1
2020-09-27,when,7,When does Eat Out to Help Out end?,0
2020-10-04,when,7,When does Eat Out to Help Out end?,0
2020-10-11,when,7,When does Eat Out to Help Out end?,0
2020-10-18,when,7,When does Eat Out to Help Out end?,0
2020-10-25,when,7,When does Eat Out to Help Out end?,1
2020-11-01,when,7,When does Eat Out to Help Out end?,0
2020-11-08,when,7,When does Eat Out to Help Out end?,0
2020-11-15,when,7,When does Eat Out to Help Out end?,0
2020-11-22,when,7,When does Eat Out to Help Out end?,0
2020-11-29,when,7,When does Eat Out to Help Out end?,0
2020-12-06,when,7,When does Eat Out to Help Out end?,0
2020-12-13,when,7,When does Eat Out to Help Out end?,0
2020-12-20,when,7,When does Eat Out to Help Out end?,0
2020-01-05,when,8,When will the new president be announced?,0
2020-01-12,when,8,When will the new president be announced?,0
2020-01-19,when,8,When will the new president be announced?,0
2020-01-26,when,8,When will the new president be announced?,0
2020-02-02,when,8,When will the new president be announced?,0
2020-02-09,when,8,When will the new president be announced?,0
2020-02-16,when,8,When will the new president be announced?,0
2020-02-23,when,8,When will the new president be announced?,0
2020-03-01,when,8,When will the new president be announced?,0
2020-03-08,when,8,When will the new president be announced?,0
2020-03-15,when,8,When will the new president be announced?,0
2020-03-22,when,8,When will the new president be announced?,0
2020-03-29,when,8,When will the new president be announced?,0
2020-04-05,when,8,When will the new president be announced?,0
2020-04-12,when,8,When will the new president be announced?,0
2020-04-19,when,8,When will the new president be announced?,0
2020-04-26,when,8,When will the new president be announced?,0
2020-05-03,when,8,When will the new president be announced?,0
2020-05-10,when,8,When will the new president be announced?,0
2020-05-17,when,8,When will the new president be announced?,0
2020-05-24,when,8,When will the new president be announced?,0
2020-05-31,when,8,When will the new president be announced?,0
2020-06-07,when,8,When will the new president be announced?,0
2020-06-14,when,8,When will the new president be announced?,0
2020-06-21,when,8,When will the new president be announced?,0
2020-06-28,when,8,When will the new president be announced?,0
2020-07-05,when,8,When will the new president be announced?,0
2020-07-12,when,8,When will the new president be announced?,0
2020-07-19,when,8,When will the new president be announced?,0
2020-07-26,when,8,When will the new president be announced?,0
2020-08-02,when,8,When will the new president be announced?,1
2020-08-09,when,8,When will the new president be announced?,0
2020-08-16,when,8,When will the new president be announced?,0
2020-08-23,when,8,When will the new president be announced?,0
2020-08-30,when,8,When will the new president be announced?,0
2020-09-06,when,8,When will the new president be announced?,0
2020-09-13,when,8,When will the new president be announced?,0
2020-09-20,when,8,When will the new president be announced?,0
2020-09-27,when,8,When will the new president be announced?,0
2020-10-04,when,8,When will the new president be announced?,0
2020-10-11,when,8,When will the new president be announced?,0
2020-10-18,when,8,When will the new president be announced?,1
2020-10-25,when,8,When will the new president be announced?,6
2020-11-01,when,8,When will the new president be announced?,100
2020-11-08,when,8,When will the new president be announced?,1
2020-11-15,when,8,When will the new president be announced?,0
2020-11-22,when,8,When will the new president be announced?,0
2020-11-29,when,8,When will the new president be announced?,0
2020-12-06,when,8,When will the new president be announced?,0
2020-12-13,when,8,When will the new president be announced?,0
2020-12-20,when,8,When will the new president be announced?,0
2020-01-05,when,9,When does Love Island start?,100
2020-01-12,when,9,When does Love Island start?,30
2020-01-19,when,9,When does Love Island start?,1
2020-01-26,when,9,When does Love Island start?,2
2020-02-02,when,9,When does Love Island start?,2
2020-02-09,when,9,When does Love Island start?,4
2020-02-16,when,9,When does Love Island start?,4
2020-02-23,when,9,When does Love Island start?,4
2020-03-01,when,9,When does Love Island start?,1
2020-03-08,when,9,When does Love Island start?,1
2020-03-15,when,9,When does Love Island start?,1
2020-03-22,when,9,When does Love Island start?,1
2020-03-29,when,9,When does Love Island start?,0
2020-04-05,when,9,When does Love Island start?,2
2020-04-12,when,9,When does Love Island start?,0
2020-04-19,when,9,When does Love Island start?,0.29
2020-04-26,when,9,When does Love Island start?,0.20
2020-05-03,when,9,When does Love Island start?,0.55
2020-05-10,when,9,When does Love Island start?,0
2020-05-17,when,9,When does Love Island start?,0
2020-05-24,when,9,When does Love Island start?,0
2020-05-31,when,9,When does Love Island start?,2
2020-06-07,when,9,When does Love Island start?,7
2020-06-14,when,9,When does Love Island start?,5
2020-06-21,when,9,When does Love Island start?,1
2020-06-28,when,9,When does Love Island start?,0
2020-07-05,when,9,When does Love Island start?,1
2020-07-12,when,9,When does Love Island start?,1
2020-07-19,when,9,When does Love Island start?,1
2020-07-26,when,9,When does Love Island start?,0
2020-08-02,when,9,When does Love Island start?,0
2020-08-09,when,9,When does Love Island start?,0
2020-08-16,when,9,When does Love Island start?,0
2020-08-23,when,9,When does Love Island start?,3
2020-08-30,when,9,When does Love Island start?,3
2020-09-06,when,9,When does Love Island start?,2
2020-09-13,when,9,When does Love Island start?,0
2020-09-20,when,9,When does Love Island start?,1
2020-09-27,when,9,When does Love Island start?,1
2020-10-04,when,9,When does Love Island start?,1
2020-10-11,when,9,When does Love Island start?,0
2020-10-18,when,9,When does Love Island start?,0
2020-10-25,when,9,When does Love Island start?,0
2020-11-01,when,9,When does Love Island start?,1
2020-11-08,when,9,When does Love Island start?,0
2020-11-15,when,9,When does Love Island start?,0
2020-11-22,when,9,When does Love Island start?,0
2020-11-29,when,9,When does Love Island start?,1
2020-12-06,when,9,When does Love Island start?,0
2020-12-13,when,9,When does Love Island start?,0
2020-12-20,when,9,When does Love Island start?,0
2020-01-05,when,10,When will hairdressers open?,0
2020-01-12,when,10,When will hairdressers open?,0
2020-01-19,when,10,When will hairdressers open?,0
2020-01-26,when,10,When will hairdressers open?,0
2020-02-02,when,10,When will hairdressers open?,0
2020-02-09,when,10,When will hairdressers open?,0
2020-02-16,when,10,When will hairdressers open?,0
2020-02-23,when,10,When will hairdressers open?,0
2020-03-01,when,10,When will hairdressers open?,0
2020-03-08,when,10,When will hairdressers open?,1
2020-03-15,when,10,When will hairdressers open?,1
2020-03-22,when,10,When will hairdressers open?,1
2020-03-29,when,10,When will hairdressers open?,7
2020-04-05,when,10,When will hairdressers open?,2
2020-04-12,when,10,When will hairdressers open?,7
2020-04-19,when,10,When will hairdressers open?,21
2020-04-26,when,10,When will hairdressers open?,19
2020-05-03,when,10,When will hairdressers open?,86
2020-05-10,when,10,When will hairdressers open?,93
2020-05-17,when,10,When will hairdressers open?,62
2020-05-24,when,10,When will hairdressers open?,60
2020-05-31,when,10,When will hairdressers open?,100
2020-06-07,when,10,When will hairdressers open?,92
2020-06-14,when,10,When will hairdressers open?,85
2020-06-21,when,10,When will hairdressers open?,43
2020-06-28,when,10,When will hairdressers open?,20
2020-07-05,when,10,When will hairdressers open?,9
2020-07-12,when,10,When will hairdressers open?,4
2020-07-19,when,10,When will hairdressers open?,1
2020-07-26,when,10,When will hairdressers open?,0
2020-08-02,when,10,When will hairdressers open?,0
2020-08-09,when,10,When will hairdressers open?,0
2020-08-16,when,10,When will hairdressers open?,0
2020-08-23,when,10,When will hairdressers open?,0
2020-08-30,when,10,When will hairdressers open?,1
2020-09-06,when,10,When will hairdressers open?,0
2020-09-13,when,10,When will hairdressers open?,1
2020-09-20,when,10,When will hairdressers open?,0
2020-09-27,when,10,When will hairdressers open?,0
2020-10-04,when,10,When will hairdressers open?,0
2020-10-11,when,10,When will hairdressers open?,3
2020-10-18,when,10,When will hairdressers open?,1
2020-10-25,when,10,When will hairdressers open?,0
2020-11-01,when,10,When will hairdressers open?,3
2020-11-08,when,10,When will hairdressers open?,4
2020-11-15,when,10,When will hairdressers open?,4
2020-11-22,when,10,When will hairdressers open?,4
2020-11-29,when,10,When will hairdressers open?,1
2020-12-06,when,10,When will hairdressers open?,0
2020-12-13,when,10,When will hairdressers open?,0
2020-12-20,when,10,When will hairdressers open?,4
2020-01-05,what,1,What is VE day?,1
2020-01-12,what,1,What is VE day?,0.59
2020-01-19,what,1,What is VE day?,0.43
2020-01-26,what,1,What is VE day?,0.51
2020-02-02,what,1,What is VE day?,0.10
2020-02-09,what,1,What is VE day?,0.47
2020-02-16,what,1,What is VE day?,0.31
2020-02-23,what,1,What is VE day?,1
2020-03-01,what,1,What is VE day?,0.49
2020-03-08,what,1,What is VE day?,0.39
2020-03-15,what,1,What is VE day?,0.25
2020-03-22,what,1,What is VE day?,0.54
2020-03-29,what,1,What is VE day?,0.29
2020-04-05,what,1,What is VE day?,0.46
2020-04-12,what,1,What is VE day?,1
2020-04-19,what,1,What is VE day?,1
2020-04-26,what,1,What is VE day?,9
2020-05-03,what,1,What is VE day?,100
2020-05-10,what,1,What is VE day?,5
2020-05-17,what,1,What is VE day?,1
2020-05-24,what,1,What is VE day?,1
2020-05-31,what,1,What is VE day?,1
2020-06-07,what,1,What is VE day?,0.59
2020-06-14,what,1,What is VE day?,0.33
2020-06-21,what,1,What is VE day?,0.51
2020-06-28,what,1,What is VE day?,0.59
2020-07-05,what,1,What is VE day?,0.53
2020-07-12,what,1,What is VE day?,0.38
2020-07-19,what,1,What is VE day?,0
2020-07-26,what,1,What is VE day?,0
2020-08-02,what,1,What is VE day?,0.23
2020-08-09,what,1,What is VE day?,1
2020-08-16,what,1,What is VE day?,0
2020-08-23,what,1,What is VE day?,0.50
2020-08-30,what,1,What is VE day?,0
2020-09-06,what,1,What is VE day?,0
2020-09-13,what,1,What is VE day?,0.19
2020-09-20,what,1,What is VE day?,0.26
2020-09-27,what,1,What is VE day?,0
2020-10-04,what,1,What is VE day?,0
2020-10-11,what,1,What is VE day?,0
2020-10-18,what,1,What is VE day?,0.57
2020-10-25,what,1,What is VE day?,0
2020-11-01,what,1,What is VE day?,0
2020-11-08,what,1,What is VE day?,0.51
2020-11-15,what,1,What is VE day?,0
2020-11-22,what,1,What is VE day?,0.22
2020-11-29,what,1,What is VE day?,0
2020-12-06,what,1,What is VE day?,0
2020-12-13,what,1,What is VE day?,0
2020-12-20,what,1,What is VE day?,0
2020-01-05,what,2,What time is Boris Johnson's speech today?,0
2020-01-12,what,2,What time is Boris Johnson's speech today?,0
2020-01-19,what,2,What time is Boris Johnson's speech today?,0
2020-01-26,what,2,What time is Boris Johnson's speech today?,0
2020-02-02,what,2,What time is Boris Johnson's speech today?,0
2020-02-09,what,2,What time is Boris Johnson's speech today?,0
2020-02-16,what,2,What time is Boris Johnson's speech today?,0
2020-02-23,what,2,What time is Boris Johnson's speech today?,0
2020-03-01,what,2,What time is Boris Johnson's speech today?,0
2020-03-08,what,2,What time is Boris Johnson's speech today?,0
2020-03-15,what,2,What time is Boris Johnson's speech today?,100
2020-03-22,what,2,What time is Boris Johnson's speech today?,97
2020-03-29,what,2,What time is Boris Johnson's speech today?,0
2020-04-05,what,2,What time is Boris Johnson's speech today?,0
2020-04-12,what,2,What time is Boris Johnson's speech today?,0
2020-04-19,what,2,What time is Boris Johnson's speech today?,0
2020-04-26,what,2,What time is Boris Johnson's speech today?,47
2020-05-03,what,2,What time is Boris Johnson's speech today?,0
2020-05-10,what,2,What time is Boris Johnson's speech today?,47
2020-05-17,what,2,What time is Boris Johnson's speech today?,48
2020-05-24,what,2,What time is Boris Johnson's speech today?,0
2020-05-31,what,2,What time is Boris Johnson's speech today?,0
2020-06-07,what,2,What time is Boris Johnson's speech today?,0
2020-06-14,what,2,What time is Boris Johnson's speech today?,0
2020-06-21,what,2,What time is Boris Johnson's speech today?,0
2020-06-28,what,2,What time is Boris Johnson's speech today?,0
2020-07-05,what,2,What time is Boris Johnson's speech today?,0
2020-07-12,what,2,What time is Boris Johnson's speech today?,0
2020-07-19,what,2,What time is Boris Johnson's speech today?,0
2020-07-26,what,2,What time is Boris Johnson's speech today?,0
2020-08-02,what,2,What time is Boris Johnson's speech today?,0
2020-08-09,what,2,What time is Boris Johnson's speech today?,0
2020-08-16,what,2,What time is Boris Johnson's speech today?,0
2020-08-23,what,2,What time is Boris Johnson's speech today?,0
2020-08-30,what,2,What time is Boris Johnson's speech today?,0
2020-09-06,what,2,What time is Boris Johnson's speech today?,0
2020-09-13,what,2,What time is Boris Johnson's speech today?,0
2020-09-20,what,2,What time is Boris Johnson's speech today?,52
2020-09-27,what,2,What time is Boris Johnson's speech today?,0
2020-10-04,what,2,What time is Boris Johnson's speech today?,0
2020-10-11,what,2,What time is Boris Johnson's speech today?,0
2020-10-18,what,2,What time is Boris Johnson's speech today?,56
2020-10-25,what,2,What time is Boris Johnson's speech today?,54
2020-11-01,what,2,What time is Boris Johnson's speech today?,0
2020-11-08,what,2,What time is Boris Johnson's speech today?,0
2020-11-15,what,2,What time is Boris Johnson's speech today?,0
2020-11-22,what,2,What time is Boris Johnson's speech today?,52
2020-11-29,what,2,What time is Boris Johnson's speech today?,0
2020-12-06,what,2,What time is Boris Johnson's speech today?,0
2020-12-13,what,2,What time is Boris Johnson's speech today?,0
2020-12-20,what,2,What time is Boris Johnson's speech today?,0
2020-01-05,what,3,What are the symptoms of coronavirus?,0
2020-01-12,what,3,What are the symptoms of coronavirus?,0
2020-01-19,what,3,What are the symptoms of coronavirus?,7
2020-01-26,what,3,What are the symptoms of coronavirus?,40
2020-02-02,what,3,What are the symptoms of coronavirus?,23
2020-02-09,what,3,What are the symptoms of coronavirus?,36
2020-02-16,what,3,What are the symptoms of coronavirus?,11
2020-02-23,what,3,What are the symptoms of coronavirus?,44
2020-03-01,what,3,What are the symptoms of coronavirus?,71
2020-03-08,what,3,What are the symptoms of coronavirus?,100
2020-03-15,what,3,What are the symptoms of coronavirus?,86
2020-03-22,what,3,What are the symptoms of coronavirus?,80
2020-03-29,what,3,What are the symptoms of coronavirus?,46
2020-04-05,what,3,What are the symptoms of coronavirus?,20
2020-04-12,what,3,What are the symptoms of coronavirus?,17
2020-04-19,what,3,What are the symptoms of coronavirus?,15
2020-04-26,what,3,What are the symptoms of coronavirus?,14
2020-05-03,what,3,What are the symptoms of coronavirus?,9
2020-05-10,what,3,What are the symptoms of coronavirus?,8
2020-05-17,what,3,What are the symptoms of coronavirus?,7
2020-05-24,what,3,What are the symptoms of coronavirus?,7
2020-05-31,what,3,What are the symptoms of coronavirus?,3
2020-06-07,what,3,What are the symptoms of coronavirus?,4
2020-06-14,what,3,What are the symptoms of coronavirus?,1
2020-06-21,what,3,What are the symptoms of coronavirus?,5
2020-06-28,what,3,What are the symptoms of coronavirus?,8
2020-07-05,what,3,What are the symptoms of coronavirus?,9
2020-07-12,what,3,What are the symptoms of coronavirus?,5
2020-07-19,what,3,What are the symptoms of coronavirus?,2
2020-07-26,what,3,What are the symptoms of coronavirus?,4
2020-08-02,what,3,What are the symptoms of coronavirus?,4
2020-08-09,what,3,What are the symptoms of coronavirus?,1
2020-08-16,what,3,What are the symptoms of coronavirus?,5
2020-08-23,what,3,What are the symptoms of coronavirus?,1
2020-08-30,what,3,What are the symptoms of coronavirus?,5
2020-09-06,what,3,What are the symptoms of coronavirus?,8
2020-09-13,what,3,What are the symptoms of coronavirus?,7
2020-09-20,what,3,What are the symptoms of coronavirus?,6
2020-09-27,what,3,What are the symptoms of coronavirus?,3
2020-10-04,what,3,What are the symptoms of coronavirus?,3
2020-10-11,what,3,What are the symptoms of coronavirus?,6
2020-10-18,what,3,What are the symptoms of coronavirus?,2
2020-10-25,what,3,What are the symptoms of coronavirus?,3
2020-11-01,what,3,What are the symptoms of coronavirus?,2
2020-11-08,what,3,What are the symptoms of coronavirus?,5
2020-11-15,what,3,What are the symptoms of coronavirus?,1
2020-11-22,what,3,What are the symptoms of coronavirus?,1
2020-11-29,what,3,What are the symptoms of coronavirus?,3
2020-12-06,what,3,What are the symptoms of coronavirus?,3
2020-12-13,what,3,What are the symptoms of coronavirus?,3
2020-12-20,what,3,What are the symptoms of coronavirus?,4
2020-01-05,what,4,What time is Fury vs Wilder?,0.41
2020-01-12,what,4,What time is Fury vs Wilder?,0.37
2020-01-19,what,4,What time is Fury vs Wilder?,0.53
2020-01-26,what,4,What time is Fury vs Wilder?,0
2020-02-02,what,4,What time is Fury vs Wilder?,0.34
2020-02-09,what,4,What time is Fury vs Wilder?,4
2020-02-16,what,4,What time is Fury vs Wilder?,100
2020-02-23,what,4,What time is Fury vs Wilder?,31
2020-03-01,what,4,What time is Fury vs Wilder?,0.49
2020-03-08,what,4,What time is Fury vs Wilder?,0.24
2020-03-15,what,4,What time is Fury vs Wilder?,0
2020-03-22,what,4,What time is Fury vs Wilder?,0
2020-03-29,what,4,What time is Fury vs Wilder?,0
2020-04-05,what,4,What time is Fury vs Wilder?,0
2020-04-12,what,4,What time is Fury vs Wilder?,0
2020-04-19,what,4,What time is Fury vs Wilder?,0
2020-04-26,what,4,What time is Fury vs Wilder?,0.16
2020-05-03,what,4,What time is Fury vs Wilder?,0
2020-05-10,what,4,What time is Fury vs Wilder?,0
2020-05-17,what,4,What time is Fury vs Wilder?,0
2020-05-24,what,4,What time is Fury vs Wilder?,0
2020-05-31,what,4,What time is Fury vs Wilder?,0
2020-06-07,what,4,What time is Fury vs Wilder?,0
2020-06-14,what,4,What time is Fury vs Wilder?,0
2020-06-21,what,4,What time is Fury vs Wilder?,0
2020-06-28,what,4,What time is Fury vs Wilder?,0
2020-07-05,what,4,What time is Fury vs Wilder?,0
2020-07-12,what,4,What time is Fury vs Wilder?,0
2020-07-19,what,4,What time is Fury vs Wilder?,0
2020-07-26,what,4,What time is Fury vs Wilder?,0
2020-08-02,what,4,What time is Fury vs Wilder?,0.36
2020-08-09,what,4,What time is Fury vs Wilder?,0
2020-08-16,what,4,What time is Fury vs Wilder?,0
2020-08-23,what,4,What time is Fury vs Wilder?,0
2020-08-30,what,4,What time is Fury vs Wilder?,0
2020-09-06,what,4,What time is Fury vs Wilder?,0
2020-09-13,what,4,What time is Fury vs Wilder?,0
2020-09-20,what,4,What time is Fury vs Wilder?,0
2020-09-27,what,4,What time is Fury vs Wilder?,0
2020-10-04,what,4,What time is Fury vs Wilder?,0
