region,councilName,wardName,DistrictGSS,WardGSS,partyFullName,party,candidateFullName,candidateFirstName,candidateLastName,numVotes,elected
London,Barking and Dagenham,Gascoigne,E09000002,E05000032,Lab,Lab,"McKenzie, Milton E. *",Milton,McKenzie,1346,1
London,Barking and Dagenham,Gascoigne,E09000002,E05000032,Lab,Lab,"Rush, Valerie M. *",Valerie,Rush,1278,1
London,Barking and Dagenham,Gascoigne,E09000002,E05000032,Cons,Con,"Grey, Alison M.S. ",Alison,Grey,586,0
London,Barking and Dagenham,Gascoigne,E09000002,E05000032,Green,Grn,"Yildirim, Hidir    ",Hidir,Yildirim,522,0
London,Barking and Dagenham,Goresbrook,E09000002,E05000033,BNP,BNP,"Barnbrook, Richard J. *",Richard,Barnbrook,1434,1
London,Barking and Dagenham,Goresbrook,E09000002,E05000033,BNP,BNP,"Lansdown, Tracy A. *",Tracy,Lansdown,1357,1
London,Barking and Dagenham,Goresbrook,E09000002,E05000033,Lab,Lab,"Northover, Warren W. *",Warren,Northover,1204,1
London,Barking and Dagenham,Goresbrook,E09000002,E05000033,Lab,Lab,"Fergus, Edna M. ",Edna,Fergus,1162,0
London,Barking and Dagenham,Goresbrook,E09000002,E05000033,Lab,Lab,"Porter, Jeffrey W. ",Jeffrey,Porter,1135,0
London,Barking and Dagenham,Goresbrook,E09000002,E05000033,Cons,Con,"Naylor, George D. ",George,Naylor,373,0
London,Barking and Dagenham,Goresbrook,E09000002,E05000033,UKIP,UKIP,"Jones, Terence J. ",Terence,Jones,367,0
London,Barking and Dagenham,Heath,E09000002,E05000034,Lab,Lab,"Fairbrass, Charles J. *",Charles,Fairbrass,1293,1
London,Barking and Dagenham,Heath,E09000002,E05000034,Lab,Lab,"Reason, Linda A. *",Linda,Reason,1282,1
London,Barking and Dagenham,Heath,E09000002,E05000034,Lab,Lab,"Kallar, Sidney    *",Sidney,Kallar,1229,1
London,Barking and Dagenham,Heath,E09000002,E05000034,UKIP,UKIP,"Smith, Christine F.G. ",Christine,Smith,790,0
London,Barking and Dagenham,Heath,E09000002,E05000034,Cons,Con,"East, Harry D. ",Harry,East,579,0
London,Barking and Dagenham,Heath,E09000002,E05000034,Cons,Con,"White, Margaret R. ",Margaret,White,535,0
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Lab,Lab,"Gill, Sukhninder S. *",Sukhninder,Gill,1272,1
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Lab,Lab,"Gill, Nirmal S.S. *",Nirmal,Gill,1253,1
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Lab,Lab,"Vincent, Gerald M. *",Gerald,Vincent,1233,1
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Cons,Con,"Cook, Brian    ",Brian,Cook,1227,0
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Cons,Con,"Cook, Margaret A. ",Margaret,Cook,1111,0
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Ind,Other,"Richards, Anthony J. ",Anthony,Richards,1072,0
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Cons,Con,"Chytry, Anthony B. ",Anthony,Chytry,910,0
London,Barking and Dagenham,Longbridge,E09000002,E05000035,UKIP,UKIP,"Burchill, James J. ",James,Burchill,701,0
London,Barking and Dagenham,Longbridge,E09000002,E05000035,Green,Grn,"Cleeland, Laurence N. ",Laurence,Cleeland,588,0
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,BNP,BNP,"Buckley, Robert J. *",Robert,Buckley,1145,1
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,BNP,BNP,"Knight, Christine A. *",Christine,Knight,1070,1
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,Lab,Lab,"Hunt, Dorothy M. *",Dorothy,Hunt,845,1
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,UKIP,UKIP,"Patten, Vivian P.A. ",Vivian,Patten,741,0
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,UKIP,UKIP,"Smith, Kerry J. ",Kerry,Smith,733,0
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,UKIP,UKIP,"Bolton, John T. ",John,Bolton,697,0
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,Lab,Lab,"Twomey, Dominic A. ",Dominic,Twomey,695,0
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,Lab,Lab,"Choudhury, Ahmed Z.H. ",Ahmed,Choudhury,679,0
London,Barking and Dagenham,Mayesbrook,E09000002,E05000036,Cons,Con,"Newton, Christopher    ",Christopher,Newton,249,0
London,Barking and Dagenham,Parsloes,E09000002,E05000037,BNP,BNP,"Doncaster, Ronald W. *",Ronald,Doncaster,1120,1
London,Barking and Dagenham,Parsloes,E09000002,E05000037,BNP,BNP,"Tuffs, Darren A. *",Darren,Tuffs,1052,1
London,Barking and Dagenham,Parsloes,E09000002,E05000037,Lab,Lab,"Collins, Herbert J. *",Herbert,Collins,1050,1
London,Barking and Dagenham,Parsloes,E09000002,E05000037,Lab,Lab,"Jones, Frederick C. ",Frederick,Jones,1026,0
London,Barking and Dagenham,Parsloes,E09000002,E05000037,Lab,Lab,"Osborn, Catherine T. ",Catherine,Osborn,948,0
London,Barking and Dagenham,Parsloes,E09000002,E05000037,UKIP,UKIP,"Compobassi, Peter    ",Peter,Compobassi,423,0
London,Barking and Dagenham,River,E09000002,E05000038,Lab,Lab,"Smith, Liam A. *",Liam,Smith,1529,1
London,Barking and Dagenham,River,E09000002,E05000038,Lab,Lab,"Twomey, Patricia A. *",Patricia,Twomey,1406,1
London,Barking and Dagenham,River,E09000002,E05000038,Lab,Lab,"Jamu, Inder S.  *",Inder,Jamu,1304,1
London,Barking and Dagenham,River,E09000002,E05000038,UKIP,UKIP,"Parsons, Betty A. ",Betty,Parsons,858,0
London,Barking and Dagenham,River,E09000002,E05000038,Cons,Con,"White, Herbert G. ",Herbert,White,617,0
London,Barking and Dagenham,Thames,E09000002,E05000039,Lab,Lab,"Barns, William F.L. *",William,Barns,1264,1
London,Barking and Dagenham,Thames,E09000002,E05000039,Lab,Lab,"Rawlinson, Joan E. *",Joan,Rawlinson,1157,1
London,Barking and Dagenham,Thames,E09000002,E05000039,Lab,Lab,"Poulton, Barry    *",Barry,Poulton,1127,1
London,Barking and Dagenham,Thames,E09000002,E05000039,Ind,Other,"Dias-Broughton, John W. ",John,Dias-Broughton,721,0
London,Barking and Dagenham,Thames,E09000002,E05000039,Cons,Con,"Grey, Thomas J.P. ",Thomas,Grey,470,0
London,Barking and Dagenham,Valence,E09000002,E05000040,BNP,BNP,"Doncaster, Sandra A. *",Sandra,Doncaster,1219,1
London,Barking and Dagenham,Valence,E09000002,E05000040,BNP,BNP,"Rustem, Lawrence    *",Lawrence,Rustem,1203,1
London,Barking and Dagenham,Valence,E09000002,E05000040,Lab,Lab,"Hemmett, Donald G. *",Donald,Hemmett,1071,1
London,Barking and Dagenham,Valence,E09000002,E05000040,Lab,Lab,"O`Brien, Dennis    ",Dennis,O`Brien,1005,0
London,Barking and Dagenham,Valence,E09000002,E05000040,Lab,Lab,"Osborn, Bryan M. ",Bryan,Osborn,915,0
London,Barking and Dagenham,Valence,E09000002,E05000040,UKIP,UKIP,"Lambart, Angela    ",Angela,Lambart,372,0
London,Barking and Dagenham,Valence,E09000002,E05000040,Green,Grn,"Sentivani, Maria    ",Maria,Sentivani,360,0
London,Barking and Dagenham,Village,E09000002,E05000041,Lab,Lab,"Waker, Philip T. *",Philip,Waker,1276,1
London,Barking and Dagenham,Village,E09000002,E05000041,Lab,Lab,"Waker, Lee R. *",Lee,Waker,1269,1
London,Barking and Dagenham,Village,E09000002,E05000041,BNP,BNP,"Jarvis, Jamie K. *",Jamie,Jarvis,1227,1
London,Barking and Dagenham,Village,E09000002,E05000041,Lab,Lab,"Dale, William C.  ",William,Dale,1209,0
London,Barking and Dagenham,Village,E09000002,E05000041,BNP,BNP,"Webb, James    ",James,Webb,1208,0
London,Barking and Dagenham,Village,E09000002,E05000041,Cons,Con,"Coombs, Kenneth M. ",Kenneth,Coombs,370,0
London,Barking and Dagenham,Village,E09000002,E05000041,Lib Dem,LD,"Tindling, Frederick    ",Frederick,Tindling,287,0
London,Barking and Dagenham,Village,E09000002,E05000041,UKIP,UKIP,"Parsons, Leslie H. ",Leslie,Parsons,272,0
London,Barking and Dagenham,Whalebone,E09000002,E05000042,Lab,Lab,"Denyer, John R. *",John,Denyer,1304,1
London,Barking and Dagenham,Whalebone,E09000002,E05000042,Lab,Lab,"West, Margaret M. *",Margaret,West,1208,1
London,Barking and Dagenham,Whalebone,E09000002,E05000042,Lab,Lab,"White, John R. *",John,White,1159,1
London,Barking and Dagenham,Whalebone,E09000002,E05000042,Cons,Con,"Taylor, Paul    ",Paul,Taylor,1021,0
London,Barking and Dagenham,Whalebone,E09000002,E05000042,Cons,Con,"Naylor, Christine M. ",Christine,Naylor,1014,0
London,Barnet,Brunswick Park,E09000003,E05000043,Cons,Con,"Hillan, Lynne    *",Lynne,Hillan,2827,1
London,Barnet,Brunswick Park,E09000003,E05000043,Cons,Con,"Tambourides, Andreas    *",Andreas,Tambourides,2722,1
London,Barnet,Brunswick Park,E09000003,E05000043,Cons,Con,"Rutter, Lisa    *",Lisa,Rutter,2636,1
London,Barnet,Brunswick Park,E09000003,E05000043,Lab,Lab,"Groom, Mary J. ",Mary,Groom,680,0
London,Barnet,Brunswick Park,E09000003,E05000043,Lib Dem,LD,"Finlayson, Peter J. ",Peter,Finlayson,618,0
London,Barnet,Brunswick Park,E09000003,E05000043,Lab,Lab,"McGrath, Francis J. ",Francis,McGrath,609,0
London,Barnet,Brunswick Park,E09000003,E05000043,Lab,Lab,"Persad, Robert I.I. ",Robert,Persad,600,0
London,Barnet,Brunswick Park,E09000003,E05000043,Lib Dem,LD,"Davis, Elliot    ",Elliot,Davis,584,0
London,Barnet,Brunswick Park,E09000003,E05000043,Lib Dem,LD,"Mustafa, Filiz    ",Filiz,Mustafa,515,0
London,Barnet,Brunswick Park,E09000003,E05000043,Green,Grn,"Povey, Lee T. ",Lee,Povey,427,0
London,Barnet,Brunswick Park,E09000003,E05000043,UKIP,UKIP,"Eade, Martyn B. ",Martyn,Eade,246,0
London,Barnet,Brunswick Park,E09000003,E05000043,UKIP,UKIP,"Chamberlin, Primrose J.F. ",Primrose,Chamberlin,224,0
London,Barnet,Brunswick Park,E09000003,E05000043,UKIP,UKIP,"Roper, Richard W. ",Richard,Roper,213,0
London,Barnet,Burnt Oak,E09000003,E05000044,Lab,Lab,"Farrier, Claire    *",Claire,Farrier,2078,1
London,Barnet,Burnt Oak,E09000003,E05000044,Lab,Lab,"McFadyen, Linda R. *",Linda,McFadyen,1886,1
London,Barnet,Burnt Oak,E09000003,E05000044,Lab,Lab,"O-Macauley, Charlie E. *",Charlie,O-Macauley,1836,1
London,Barnet,Burnt Oak,E09000003,E05000044,Cons,Con,"Braun, Rene A. ",Rene,Braun,571,0
London,Barnet,Burnt Oak,E09000003,E05000044,Cons,Con,"Sparrow, Patricia M. ",Patricia,Sparrow,555,0
London,Barnet,Burnt Oak,E09000003,E05000044,Cons,Con,"Nicholson, William J. ",William,Nicholson,522,0
London,Barnet,Burnt Oak,E09000003,E05000044,Lib Dem,LD,"Feszczur, Henryk P. ",Henryk,Feszczur,381,0
London,Barnet,Burnt Oak,E09000003,E05000044,Lib Dem,LD,"Moleman, Jason M. ",Jason,Moleman,349,0
London,Barnet,Burnt Oak,E09000003,E05000044,Lib Dem,LD,"Iwi, Diana C. ",Diana,Iwi,348,0
London,Barnet,Burnt Oak,E09000003,E05000044,Green,Grn,"Poppy, Audrey    ",Audrey,Poppy,329,0
London,Barnet,Childs Hill,E09000003,E05000045,Lib Dem,LD,"Palmer, Monroe E. *",Monroe,Palmer,1705,1
London,Barnet,Childs Hill,E09000003,E05000045,Lib Dem,LD,"Cohen, Jack B. *",Jack,Cohen,1695,1
London,Barnet,Childs Hill,E09000003,E05000045,Lib Dem,LD,"Palmer, Susette S.   *",Susette,Palmer,1635,1
London,Barnet,Childs Hill,E09000003,E05000045,Cons,Con,"Angel, Michael E. ",Michael,Angel,1339,0
London,Barnet,Childs Hill,E09000003,E05000045,Cons,Con,"Angel, Sheila M. ",Sheila,Angel,1298,0
London,Barnet,Childs Hill,E09000003,E05000045,Cons,Con,"Gearson, Vanessa R. ",Vanessa,Gearson,1233,0
London,Barnet,Childs Hill,E09000003,E05000045,Lab,Lab,"Evans, Stephen M. ",Stephen,Evans,613,0
London,Barnet,Childs Hill,E09000003,E05000045,Lab,Lab,"Hasan, Farima    ",Farima,Hasan,599,0
London,Barnet,Childs Hill,E09000003,E05000045,Lab,Lab,"Guest, Nicholas B. ",Nicholas,Guest,578,0
London,Barnet,Childs Hill,E09000003,E05000045,Green,Grn,"Antoniou, Christine    ",Christine,Antoniou,449,0
London,Barnet,Colindale,E09000003,E05000046,Lab,Lab,"Chopra, Danish    *",Danish,Chopra,1442,1
London,Barnet,Colindale,E09000003,E05000046,Lab,Lab,"Sargeant, Gillian W. *",Gillian,Sargeant,1348,1
London,Barnet,Colindale,E09000003,E05000046,Lab,Lab,"Zubairi, Zakia    *",Zakia,Zubairi,1339,1
London,Barnet,Colindale,E09000003,E05000046,Cons,Con,"Fluss, James G. ",James,Fluss,572,0
London,Barnet,Colindale,E09000003,E05000046,Cons,Con,"Dyall, Keith F. ",Keith,Dyall,566,0
London,Barnet,Colindale,E09000003,E05000046,Lib Dem,LD,"Burcombe, David J. ",David,Burcombe,472,0
London,Barnet,Colindale,E09000003,E05000046,Lib Dem,LD,"Estermann, Daniel    ",Daniel,Estermann,417,0
London,Barnet,Colindale,E09000003,E05000046,Cons,Con,"Maund, Alan R. ",Alan,Maund,414,0
London,Barnet,Colindale,E09000003,E05000046,Lib Dem,LD,"Reynolds, Philip M. ",Philip,Reynolds,403,0
London,Barnet,Colindale,E09000003,E05000046,Green,Grn,"Cass, Elaine    ",Elaine,Cass,312,0
London,Barnet,Coppetts,E09000003,E05000047,Lab,Lab,"Rawlings, Barry J. *",Barry,Rawlings,1557,1
London,Barnet,Coppetts,E09000003,E05000047,Cons,Con,"Salinger, Catherine A. *",Catherine,Salinger,1541,1
London,Barnet,Coppetts,E09000003,E05000047,Cons,Con,"Depala, Mukesh H. *",Mukesh,Depala,1445,1
London,Barnet,Coppetts,E09000003,E05000047,Lab,Lab,"Rogers, Paul G. ",Paul,Rogers,1430,0
London,Barnet,Coppetts,E09000003,E05000047,Lab,Lab,"Teh, Soon H. ",Soon,Teh,1405,0
London,Barnet,Coppetts,E09000003,E05000047,Cons,Con,"Slipaczek, Filip G.J. ",Filip,Slipaczek,1366,0
London,Barnet,Coppetts,E09000003,E05000047,Green,Grn,"Natelson, Solomon O. ",Solomon,Natelson,499,0
London,Barnet,Coppetts,E09000003,E05000047,Lib Dem,LD,"Ashfield, Mark E.C. ",Mark,Ashfield,488,0
London,Barnet,Coppetts,E09000003,E05000047,Green,Grn,"Hargreaves, Carl    ",Carl,Hargreaves,485,0
London,Barnet,Coppetts,E09000003,E05000047,Green,Grn,"Gutmann, David H. ",David,Gutmann,480,0
London,Barnet,Coppetts,E09000003,E05000047,Lib Dem,LD,"Hegazy, Alex    ",Alex,Hegazy,466,0
London,Barnet,Coppetts,E09000003,E05000047,Lib Dem,LD,"Rappaport, Rosalyn M. ",Rosalyn,Rappaport,438,0
London,Barnet,East Barnet,E09000003,E05000048,Cons,Con,"Evans, Olwen M. *",Olwen,Evans,2430,1
London,Barnet,East Barnet,E09000003,E05000048,Cons,Con,"Burton, Terence C. *",Terence,Burton,2408,1
London,Barnet,East Barnet,E09000003,E05000048,Cons,Con,"Rams, Robert P. *",Robert,Rams,2301,1
London,Barnet,East Barnet,E09000003,E05000048,Lab,Lab,"Coakley Webb, Pauline ",Pauline,Coakley Webb,1794,0
London,Barnet,East Barnet,E09000003,E05000048,Lab,Lab,"Levine, Kathleen    ",Kathleen,Levine,1639,0
London,Barnet,East Barnet,E09000003,E05000048,Lab,Lab,"Harney, Austin    ",Austin,Harney,1567,0
London,Barnet,East Barnet,E09000003,E05000048,Lib Dem,LD,"Wardle, Elizabeth R. ",Elizabeth,Wardle,623,0
London,Barnet,East Barnet,E09000003,E05000048,Green,Grn,"Javes, Howard T.C. ",Howard,Javes,562,0
London,Barnet,East Barnet,E09000003,E05000048,Lib Dem,LD,"Corney, Victor P.E. ",Victor,Corney,538,0
London,Barnet,East Barnet,E09000003,E05000048,Lib Dem,LD,"Wicksteed, Charles E.K. ",Charles,Wicksteed,421,0
London,Barnet,East Finchley,E09000003,E05000049,Lab,Lab,"Moore, Alison    *",Alison,Moore,1852,1
London,Barnet,East Finchley,E09000003,E05000049,Lab,Lab,"McNeil, Andrew R. *",Andrew,McNeil,1767,1
London,Barnet,East Finchley,E09000003,E05000049,Lab,Lab,"Rogers, Colin G. *",Colin,Rogers,1767,1
London,Barnet,East Finchley,E09000003,E05000049,Cons,Con,"Scott, John M. ",John,Scott,1080,0
London,Barnet,East Finchley,E09000003,E05000049,Cons,Con,"Beard, Rachel A. ",Rachel,Beard,1078,0
London,Barnet,East Finchley,E09000003,E05000049,Cons,Con,"Bury, James R. ",James,Bury,1073,0
London,Barnet,East Finchley,E09000003,E05000049,Green,Grn,"Lynch, Noel T. ",Noel,Lynch,748,0
London,Barnet,East Finchley,E09000003,E05000049,Lib Dem,LD,"Arram, Joyce M. ",Joyce,Arram,745,0
London,Barnet,East Finchley,E09000003,E05000049,Lib Dem,LD,"Church, Dominic A. ",Dominic,Church,640,0
London,Barnet,East Finchley,E09000003,E05000049,Green,Grn,"Norman, Stephen P.H. ",Stephen,Norman,586,0
London,Barnet,East Finchley,E09000003,E05000049,Lib Dem,LD,"Sladowsky, Marianne ",Marianne,Sladowsky,555,0
London,Barnet,Edgware,E09000003,E05000050,Cons,Con,"Weider, Richard F. *",Richard,Weider,2199,1
London,Barnet,Edgware,E09000003,E05000050,Cons,Con,"Hart, Helena D. *",Helena,Hart,2086,1
London,Barnet,Edgware,E09000003,E05000050,Cons,Con,"Scannell, Joan    *",Joan,Scannell,2018,1
London,Barnet,Edgware,E09000003,E05000050,Lab,Lab,"Brodkin, Alexander    ",Alexander,Brodkin,1068,0
London,Barnet,Edgware,E09000003,E05000050,Lab,Lab,"Johnston, John J. ",John,Johnston,942,0
London,Barnet,Edgware,E09000003,E05000050,Lib Dem,LD,"Abeles, Elias    ",Elias,Abeles,901,0
London,Barnet,Edgware,E09000003,E05000050,Lab,Lab,"Senitt, Alan C. ",Alan,Senitt,854,0
London,Barnet,Edgware,E09000003,E05000050,Lib Dem,LD,"Goodman, Michael R. ",Michael,Goodman,682,0
London,Barnet,Edgware,E09000003,E05000050,Lib Dem,LD,"Levy, Mira    ",Mira,Levy,672,0
London,Barnet,Edgware,E09000003,E05000050,Green,Grn,"Green, Debra    ",Debra,Green,276,0
London,Barnet,Edgware,E09000003,E05000050,Green,Grn,"Lithgow, Jane    ",Jane,Lithgow,156,0
London,Barnet,Finchley Church End,E09000003,E05000051,Cons,Con,"Greenspan, Eva    *",Eva,Greenspan,2604,1
London,Barnet,Finchley Church End,E09000003,E05000051,Cons,Con,"Freer, Michael W. *",Michael,Freer,2543,1
London,Barnet,Finchley Church End,E09000003,E05000051,Cons,Con,"Thomas, Daniel C.B. *",Daniel,Thomas,2402,1
London,Barnet,Finchley Church End,E09000003,E05000051,Lab,Lab,"Walsh, Michael A. ",Michael,Walsh,756,0
London,Barnet,Finchley Church End,E09000003,E05000051,Lab,Lab,"Watkins, Brian J. ",Brian,Watkins,702,0
London,Barnet,Finchley Church End,E09000003,E05000051,Lab,Lab,"Paun, Alay    ",Alay,Paun,691,0
London,Barnet,Finchley Church End,E09000003,E05000051,Green,Grn,"Dunn, Miranda J.    ",Miranda,Dunn,567,0
London,Barnet,Finchley Church End,E09000003,E05000051,Lib Dem,LD,"Davis, Malcolm B. ",Malcolm,Davis,526,0
London,Barnet,Finchley Church End,E09000003,E05000051,Lib Dem,LD,"Graham, James P.D. ",James,Graham,508,0
London,Barnet,Finchley Church End,E09000003,E05000051,Lib Dem,LD,"Graber, Ingeborg    ",Ingeborg,Graber,435,0
London,Barnet,Garden Suburb,E09000003,E05000052,Cons,Con,"Marshall, John L. *",John,Marshall,2418,1
London,Barnet,Garden Suburb,E09000003,E05000052,Cons,Con,"Harper, Andrew C. *",Andrew,Harper,2307,1
London,Barnet,Garden Suburb,E09000003,E05000052,Cons,Con,"Naghar, Jazmin    *",Jazmin,Naghar,2158,1
London,Barnet,Garden Suburb,E09000003,E05000052,Lib Dem,LD,"Harris, Marjorie A.  ",Marjorie,Harris,1701,0
London,Barnet,Garden Suburb,E09000003,E05000052,Lib Dem,LD,"Lusher, Peter A. ",Peter,Lusher,1425,0
London,Barnet,Garden Suburb,E09000003,E05000052,Lib Dem,LD,"Barber, Stephen D. ",Stephen,Barber,1395,0
London,Barnet,Garden Suburb,E09000003,E05000052,Lab,Lab,"Murrell, Kenneth C. ",Kenneth,Murrell,462,0
London,Barnet,Garden Suburb,E09000003,E05000052,Lab,Lab,"Solomons, Janet F. ",Janet,Solomons,459,0
London,Barnet,Garden Suburb,E09000003,E05000052,Green,Grn,"Farrer, Andrew C. ",Andrew,Farrer,411,0
London,Barnet,Garden Suburb,E09000003,E05000052,Lab,Lab,"Ward, Diarmaid J. ",Diarmaid,Ward,325,0
London,Barnet,Golders Green,E09000003,E05000053,Cons,Con,"Cohen, Melvin *",Melvin,Cohen,2134,1
London,Barnet,Golders Green,E09000003,E05000053,Cons,Con,"Harris, Christopher G.S. *",Christopher,Harris,2095,1
London,Barnet,Golders Green,E09000003,E05000053,Cons,Con,"Cohen, Dean S.B. *",Dean,Cohen,2090,1
London,Barnet,Golders Green,E09000003,E05000053,Lab,Lab,"Ross, Aubrey E. ",Aubrey,Ross,690,0
London,Barnet,Golders Green,E09000003,E05000053,Lab,Lab,"Boulton, Anthony P. ",Anthony,Boulton,588,0
London,Barnet,Golders Green,E09000003,E05000053,Lab,Lab,"McGuirk, Mary P. ",Mary,McGuirk,555,0
