id,sGroup,sTime,Villaines,Fougeres,Tinteniac,Loudeac,St Nicolas,Carhaix,Brest,Carhaix2,Loudeac2,Tinteniac2,Fougeres2,Villaines2,Mortagne,Dreux,Guyancourt
A086,80h,2015-08-16T16:01Z,22954,33321,39852,50075,56134,60052,70418,80977,91369,102850,109915,122394,133875,144446,152785
B207,80h,2015-08-16T16:16Z,22140,32402,38937,49102,55264,59171,70113,81072,91963,102911,110533,124073,136043,146531,155289
B037,80h,2015-08-16T16:15Z,22087,32394,38941,49103,55766,59539,70113,81062,91943,102902,110532,124061,136016,146521,155294
B029,80h,2015-08-16T16:16Z,22157,32482,38960,49140,55256,59178,70135,81068,91896,102939,110551,124215,136069,146577,155300
B201,80h,2015-08-16T16:16Z,22112,32879,39412,49816,55260,59217,70285,81233,91920,103383,110580,124440,136045,146640,155301
B008,80h,2015-08-16T16:15Z,22095,32409,38988,49128,55275,59197,70164,81097,91969,102953,110554,124123,136058,146575,155312
B147,80h,2015-08-16T16:15Z,22102,32438,38992,49143,55270,59207,70145,81090,91949,102935,110563,124091,136063,146573,155315
B216,80h,2015-08-16T16:16Z,22079,32405,38963,49103,55234,59157,70101,81047,91926,102925,110434,123814,136019,146494,155614
A224,80h,2015-08-16T16:01Z,22955,33292,39867,49995,56155,60066,71016,81948,92810,103817,111426,125040,136892,147430,156176
A190,80h,2015-08-16T16:01Z,22967,33290,39865,49994,56151,60061,71006,81953,92831,103801,111418,124993,136898,147428,156178
A074,80h,2015-08-16T16:01Z,22976,33296,39834,50004,56160,60060,71010,81956,92783,103796,111427,124966,136912,147438,156190
A098,80h,2015-08-16T16:01Z,22976,33299,39844,50016,56168,60079,71012,81948,92784,103817,111433,124953,136905,147435,156191
A227,80h,2015-08-16T16:01Z,22997,33314,39888,50041,56184,60089,71021,81984,92853,103840,111445,125015,136941,147468,156195
A147,80h,2015-08-16T16:01Z,23014,33329,39894,50031,56155,60099,71043,81992,92856,103801,111434,124956,136930,147428,156203
A064,80h,2015-08-16T16:01Z,22988,33306,39880,50497,56680,60441,71040,81988,92839,103839,111442,125002,136906,147451,156211
A121,80h,2015-08-16T16:01Z,22977,33301,39847,50001,56674,60436,71031,81957,92810,103816,111432,124990,136913,147433,156217
A085,80h,2015-08-16T16:01Z,22980,33301,39849,50015,56678,60456,71043,81972,92829,103836,111460,124991,136442,147328,156235
A122,80h,2015-08-16T16:01Z,22971,33302,39864,50020,56673,60436,71022,81962,92833,103806,111437,125073,136950,151945,162416
C034,80h,2015-08-16T16:31Z,23818,34828,41492,52692,59142,63202,74178,85810,97480,109229,117524,131467,143551,154409,163054
B011,80h,2015-08-16T16:16Z,22077,32410,38964,49117,55270,59233,70143,81087,91945,103573,110575,124147,143551,154256,163740
B090,80h,2015-08-16T16:16Z,22988,34052,40771,52245,60075,64108,75114,86719,98404,110141,118450,132389,144466,155315,163961
A084,80h,2015-08-16T16:01Z,22976,34629,41655,52945,60089,64562,76017,87577,99262,110995,119382,133244,145408,157438,166699
A229,80h,2015-08-16T16:01Z,23092,33297,39846,50004,56156,60069,71008,81968,92785,103815,111440,125252,142726,155898,166828
A149,80h,2015-08-16T16:01Z,22989,33297,39881,50362,58448,63128,75959,87631,99319,111038,119341,133276,145458,157477,166953
A225,80h,2015-08-16T16:00Z,23010,33329,39874,50026,56677,60975,74736,87632,99330,111027,119360,133299,145451,157503,166961
A214,80h,2015-08-16T16:00Z,22974,33317,39865,50047,56186,60104,71023,81980,92867,104239,119118,133263,145439,157469,166963
B184,80h,2015-08-16T16:16Z,23066,34050,41246,53209,60081,64135,75132,86737,98428,110391,118454,132371,144552,156808,167800
A206,80h,2015-08-16T16:00Z,22986,33308,39843,50017,56173,60077,71075,82557,95516,110583,119089,133274,148068,159193,168125
A191,80h,2015-08-16T16:00Z,23004,33321,39915,50041,56171,60089,71056,81999,92855,106116,119421,135351,149202,159822,168425
A173,80h,2015-08-16T16:01Z,22993,33316,39893,50046,56177,60104,71640,84967,97146,109944,119431,135351,149206,159836,168531
A062,80h,2015-08-16T16:01Z,25840,36737,43310,54522,60955,65058,76086,87722,99310,111131,119356,134675,148073,159485,168890
A007,80h,2015-08-16T16:01Z,22959,33299,39842,50032,56171,60080,71009,81979,92840,103999,113187,134689,148094,159569,168906
C106,80h,2015-08-16T16:31Z,23786,35435,42806,54268,61180,65427,77171,89352,101560,114234,122828,137598,149250,160259,169778
B027,80h,2015-08-16T16:16Z,22135,34047,41253,53168,60056,64111,75117,88149,100494,112858,122446,138539,150224,161206,170677
A003,80h,2015-08-16T16:01Z,25753,36685,43350,54521,60932,65007,76007,87625,99308,111065,119348,135892,149205,161059,171092
F086,90h,2015-08-16T17:16Z,21926,32925,39312,49882,56860,60186,71050,83933,96322,108890,130556,143203,153585,163376,171815
C047,80h,2015-08-16T16:31Z,24382,35854,43069,54544,63190,67352,80282,91800,103828,119272,127911,143072,154278,164501,172578
B235,80h,2015-08-16T16:16Z,22090,34962,41943,53233,61345,65805,77619,92601,105916,121040,129984,143969,155212,165408,173525
B129,80h,2015-08-16T16:15Z,22986,34038,40788,52961,59882,64106,76611,89172,101828,115209,124175,139454,152248,164527,173538
C164,80h,2015-08-16T16:31Z,24983,36113,43393,55345,62687,66825,79156,91828,103848,119154,127903,143057,154572,165995,174222
A009,80h,2015-08-16T16:01Z,23044,34428,41693,52997,60089,64540,76018,87626,99350,111050,120456,138755,151650,164543,174429
B204,80h,2015-08-16T16:16Z,23013,34031,40752,52078,59198,63590,75097,86706,98455,113275,127562,143946,155767,166873,175250
B034,80h,2015-08-16T16:16Z,22977,34704,42388,53599,60974,65331,77665,92026,106092,121019,129993,144026,155913,166876,175723
A054,80h,2015-08-16T16:01Z,24587,35624,43337,55169,63564,67815,80088,92926,107287,122222,130843,144927,156626,167758,175870
A222,80h,2015-08-16T16:01Z,23274,36664,43292,54494,60952,64998,76029,89541,101996,116094,125735,141747,154239,166069,175940
A099,80h,2015-08-16T16:01Z,24572,35621,43302,55160,63558,67811,80081,92946,107270,122213,130836,144973,156776,167752,175990
A101,80h,2015-08-16T16:01Z,24576,35612,43329,55161,63541,67809,80125,92916,107270,122208,130858,144851,156629,167758,175991
A058,80h,2015-08-16T16:01Z,24609,35640,43330,55190,63592,67841,80112,92954,107307,122216,130854,145031,156715,167787,176023
A168,80h,2015-08-16T16:01Z,22983,33307,39853,50055,56177,60085,71049,82911,97172,114450,125222,144862,156621,167792,176023
D238,80h,2015-08-16T16:45Z,24025,34979,42085,53709,60597,65041,77413,91035,103566,118242,127048,142185,156197,167094,176513
B205,80h,2015-08-16T16:16Z,22078,32401,38960,49101,55240,59166,70135,90486,106254,124571,132443,147065,157885,168489,177120
B237,80h,2015-08-16T16:16Z,25251,36751,44228,56473,63763,68799,82326,95253,109060,123018,132099,145794,157965,168887,178259
B136,80h,2015-08-16T16:16Z,23045,34777,41970,53658,61515,65939,78129,92647,105923,121060,130217,145785,157987,168907,178313
A057,80h,2015-08-16T16:01Z,24554,35611,43351,55158,63570,67827,80104,92928,107285,122224,130857,145055,156681,168473,178597
A038,80h,2015-08-16T16:01Z,24537,36084,43314,55381,63292,67299,79710,94649,107788,122411,130964,146758,159063,169794,178604
A020,80h,2015-08-16T16:01Z,22967,33321,40730,54063,61876,66243,78593,93575,107089,122271,130832,144932,156755,168478,178609
A185,80h,2015-08-16T16:01Z,23924,34954,42827,54525,61316,65578,78543,92439,105658,120122,129705,144853,156608,167878,179063
A014,80h,2015-08-16T16:01Z,24475,35834,43285,54487,63239,67280,79429,94570,108725,122187,130789,146644,158857,169744,179170
A040,80h,2015-08-16T16:01Z,25656,36639,43299,54519,63282,67313,79464,94611,108766,122224,130861,146850,159136,169809,179209
A088,80h,2015-08-16T16:01Z,23142,34622,41663,54181,62018,66238,78548,93518,107178,122266,130908,146780,158878,169827,179439
A006,80h,2015-08-16T16:01Z,22969,33299,39843,50672,57925,62810,75931,89058,102504,116213,125730,146926,158818,170075,179507
A204,80h,2015-08-16T16:01Z,23907,35631,42856,54555,60972,65019,76073,90067,101992,117642,126609,146952,158889,170102,179537
D034,80h,2015-08-16T16:46Z,25029,37413,44825,56532,64616,68908,80577,94167,108107,121288,130664,145546,157950,169105,181508
C010,80h,2015-08-16T16:31Z,23808,35603,42468,53702,61502,65513,77377,92781,105003,120115,136219,150542,162929,172670,182413
A128,80h,2015-08-16T16:01Z,24545,36089,43336,55488,63297,67326,79515,94657,107795,122235,130894,146727,159045,170211,182687
E043,80h,2015-08-16T17:02Z,26674,38163,46023,57708,64911,68960,81904,94488,108730,124594,133652,148750,161175,172798,182716
E170,80h,2015-08-16T17:01Z,25049,36621,43971,55689,62121,66315,78739,91064,103243,116706,130474,146931,160345,172026,182856
B154,80h,2015-08-16T16:16Z,23066,34081,41210,53171,60081,64154,74933,86733,101239,115242,129661,146044,161175,173272,183309
B051,80h,2015-08-16T16:16Z,25749,38091,45709,57620,65005,69623,82450,94405,108720,122179,133587,148471,161550,173525,183310
B166,80h,2015-08-16T16:16Z,23513,34978,42489,53754,61496,65923,78942,94384,108323,121354,130782,145784,157960,172245,184185
A106,80h,2015-08-16T16:01Z,23902,35597,42819,54490,61311,65592,79802,93912,106837,123973,132794,149094,162795,174458,184206
D045,80h,2015-08-16T16:45Z,24046,35127,42061,53726,60608,64628,76494,91910,104120,119267,135328,149654,162130,174482,184328
C100,80h,2015-08-16T16:30Z,23840,34848,41508,52780,60457,64866,78678,92726,113041,127099,136232,150541,163018,174789,185019
D240,80h,2015-08-16T16:45Z,24012,34980,42060,53721,60900,65100,78414,91260,105570,119460,130220,150330,162230,174518,185160
W030,84h,2015-08-17T04:48Z,24104,34079,40317,50374,58001,61883,74718,91612,105426,117386,126173,143020,156377,172218,185689
E250,80h,2015-08-16T17:01Z,24611,36150,43180,54757,61389,65539,77408,91651,106415,119408,130448,146260,161284,176059,186295
C044,80h,2015-08-16T16:31Z,24376,35862,43069,54550,63182,67353,80280,91799,103901,119280,127911,146200,160505,174603,186360
C178,80h,2015-08-16T16:31Z,24006,35907,43119,56481,63770,68296,80593,94325,108401,122859,132901,148390,164510,176750,186472
C046,80h,2015-08-16T16:31Z,24371,35860,43069,54543,63187,67355,80282,92797,106941,124605,134994,151689,165953,176747,186476
C146,80h,2015-08-16T16:31Z,23876,34872,42154,55599,63201,67837,80552,94320,108387,128660,138513,153004,166604,177849,186485
F146,90h,2015-08-16T17:16Z,25089,37231,44432,55930,63192,67378,79713,92886,110619,131257,140301,154641,166524,177235,186521
F145,90h,2015-08-16T17:16Z,25089,37233,44430,55931,63194,67379,79713,92886,110622,131257,140302,154636,166522,177236,186522
A071,80h,2015-08-16T16:01Z,24163,35867,44751,56376,64334,68601,80075,93622,105782,129348,137989,151846,164248,177133,187009
A186,80h,2015-08-16T16:01Z,23907,35166,42137,54150,63579,67759,81024,93926,108200,122204,132926,152967,164825,177155,187013
A166,80h,2015-08-16T16:01Z,23006,33318,39855,50612,58675,63172,75924,89159,102822,118594,128478,144880,160348,175712,187235
C241,80h,2015-08-16T16:16Z,24869,36707,43824,55498,63250,67376,79506,93753,107973,121312,141907,155004,166854,177648,187380
E084,80h,2015-08-16T17:01Z,25217,37623,45069,56489,65064,69425,82184,97461,111466,126848,137026,152534,166442,178021,187419
D122,80h,2015-08-16T16:46Z,24934,37136,46272,57509,65691,69912,83124,98665,113233,127795,137989,154084,167404,178985,188355
C023,80h,2015-08-16T16:31Z,25700,38109,45664,58880,66147,70522,83054,96477,111052,129837,138545,153050,166649,178333,188403
C058,80h,2015-08-16T16:31Z,25714,38124,45675,58890,66157,70533,83058,96494,111062,129847,138564,153066,166661,178355,188420
B163,80h,2015-08-16T16:16Z,24847,36782,45655,57523,66336,70760,83819,98396,111786,130763,140754,156240,168280,179195,188982
B165,80h,2015-08-16T16:15Z,23634,34996,42502,54334,62057,66683,80421,95094,109932,125572,137594,152323,166499,180010,188997
E062,80h,2015-08-16T17:00Z,25120,36625,44759,57745,65288,70069,83071,97224,111635,128855,137074,152576,166538,178070,189058
A177,80h,2015-08-16T16:01Z,25672,36646,43336,54538,60951,65010,77432,92889,105689,124729,134744,152395,164827,177157,189545
A174,80h,2015-08-16T16:01Z,25617,36644,43302,54519,60955,64998,77428,92884,105681,124656,134618,152393,164805,177154,189549
A172,80h,2015-08-16T16:01Z,23958,35665,43383,56439,64983,69907,83489,97960,112808,133365,143202,157213,169141,180116,189878
B064,80h,2015-08-16T16:16Z,22134,32417,39784,52103,59221,63622,75138,88835,103560,117903,143880,158286,170150,180828,190158
C130,80h,2015-08-16T16:31Z,24486,35706,42901,55583,63163,67799,81474,94251,108374,122896,133304,152975,166804,179789,190459
A151,80h,2015-08-16T16:01Z,23869,35039,41663,54524,60950,65016,79369,94383,108683,133689,143052,157779,171126,181713,191043
A080,80h,2015-08-16T16:01Z,23926,35635,43355,56713,65004,69882,83090,96887,111140,126974,137399,154439,170723,181857,191043
B087,80h,2015-08-16T16:16Z,23664,35693,42442,55179,62824,67809,81513,96147,110396,131370,141717,156561,169233,180751,191741
B199,80h,2015-08-16T16:15Z,23618,34735,41938,53643,60777,65338,78938,92908,107461,123885,134957,152032,166493,180064,191763
A027,80h,2015-08-16T16:01Z,24476,35828,43264,54491,61665,66201,79120,92782,105793,120935,139289,154762,168548,181737,192171
A078,80h,2015-08-16T16:01Z,24389,35883,43343,54578,62239,66683,79572,94614,107774,121915,136893,154444,169498,181696,192314
A126,80h,2015-08-16T16:01Z,24362,35869,43310,56091,63706,68699,82352,96932,111263,132257,142592,157524,169990,181617,192622
A114,80h,2015-08-16T16:01Z,24633,35881,43361,55892,63271,67337,80895,95894,109774,128313,143205,157774,170094,181631,192631
A184,80h,2015-08-16T16:01Z,24010,35681,43401,56470,67287,71740,84840,99053,112762,133359,143100,157740,170555,183029,192651
A120,80h,2015-08-16T16:01Z,24540,35880,43374,56092,63736,68728,82393,96989,111297,132378,142639,157632,170094,181663,192659
X120,84h,2015-08-17T05:00Z,25212,37195,44465,56019,64009,70163,83486,97411,110267,123723,133500,146649,159853,181112,192756
A034,80h,2015-08-16T16:01Z,23516,34970,43366,55224,63586,67752,80186,97364,110022,134061,142362,157771,170044,183611,193781
M293,90h,2015-08-16T18:45Z,28895,42288,51110,63301,71938,76415,90413,105437,119956,133596,143133,157989,170742,183610,194041
D014,80h,2015-08-16T16:46Z,25973,38785,46228,58464,66778,70975,84374,98522,113706,129700,140965,156884,171561,184177,194948
B145,80h,2015-08-16T16:16Z,24762,35749,43043,54992,62289,66415,79311,93863,107307,123221,132861,156847,170944,183978,195446
D209,80h,2015-08-16T16:46Z,24862,36874,44910,56545,64606,68956,81641,94686,109301,133030,142015,156518,172078,184222,195516
A089,80h,2015-08-16T16:01Z,23902,34983,42136,54072,62205,66759,80557,95364,109726,132256,141183,157000,171248,184411,195776
B146,80h,2015-08-16T16:16Z,27087,38771,46543,60844,67670,72008,85806,101952,115961,133551,144967,160283,172886,185538,196283
D132,80h,2015-08-16T16:46Z,24678,36295,43884,55958,64028,68267,82251,95220,114771,128878,139004,158226,173396,185266,196305
D025,80h,2015-08-16T16:46Z,24109,36315,44170,55951,64625,68950,82121,96683,118004,132605,144263,158923,173383,185255,196309
D203,80h,2015-08-16T16:46Z,26067,37772,46292,58995,67794,72017,84900,100624,115197,130384,146441,160830,174611,186023,196314
A232,80h,2015-08-16T16:01Z,24532,35939,43401,54625,61406,65787,78746,93754,106930,134927,143155,155883,169593,184120,196332
A161,80h,2015-08-16T16:01Z,23930,35623,42863,54566,60958,65010,78505,91875,108514,133690,143036,157790,171819,184870,196333
A198,80h,2015-08-16T16:01Z,25274,37610,45620,58377,66604,70940,83613,98798,115702,132101,143195,157765,171816,184867,196961
C219,80h,2015-08-16T16:31Z,23986,35891,43108,56485,63761,68286,80616,94302,108471,141260,149305,162743,175461,186863,197166
C079,80h,2015-08-16T16:31Z,24385,35875,44338,56473,67622,74043,85289,102972,129308,143645,151640,164671,175984,186885,197191
A219,80h,2015-08-16T16:01Z,23043,35111,42879,56189,65400,69915,84030,97436,123204,137069,149882,163351,176213,187180,197202
E143,80h,2015-08-16T17:00Z,27070,39240,47029,59631,66882,71081,86129,98156,113953,137074,146105,160862,174672,186401,197282
B019,80h,2015-08-16T16:16Z,25630,38117,46265,58380,67796,72542,85440,100566,116328,133499,142623,158411,171747,186285,197294
B003,80h,2015-08-16T16:16Z,27301,38895,46257,58019,65421,70053,84515,99951,115799,134366,143382,158277,172369,186456,197371
B203,80h,2015-08-16T16:15Z,23015,34056,40796,52103,59223,63631,75122,88217,103385,123301,132877,150898,165765,182930,197446
A124,80h,2015-08-16T16:01Z,24692,36151,43590,55494,63467,74247,86399,100538,115181,134755,143892,160114,174288,186900,197665
D079,80h,2015-08-16T16:45Z,24912,37091,45354,57697,65766,70750,83664,99062,114520,131754,147533,161806,175003,186728,197763
B012,80h,2015-08-16T16:16Z,22993,34716,42414,53635,61534,67706,80941,93684,109130,123813,133789,152608,169704,185166,197773
B086,80h,2015-08-16T16:16Z,24215,35767,43053,55706,65590,70068,82903,99684,116125,131218,140907,157757,172433,186446,197782
C006,80h,2015-08-16T16:31Z,27941,40607,48122,60111,68303,72534,86313,100724,115124,140621,148444,163059,176426,187556,197920
D086,80h,2015-08-16T16:46Z,27862,42304,50398,63371,70454,75094,89501,103662,128863,142522,150701,164369,177456,188835,198084
B077,80h,2015-08-16T16:16Z,25822,37924,48093,61284,69544,74258,87279,101810,118839,136149,146779,160792,175707,187526,198087
D008,80h,2015-08-16T16:46Z,25212,37282,44670,56539,64178,68894,81746,97671,114550,135285,144853,161133,174691,186663,198142
K261,90h,2015-08-16T18:16Z,32986,49089,58916,72893,86049,91550,99883,107747,115424,123476,134914,152346,171453,185886,198482
B234,80h,2015-08-16T16:16Z,23547,35003,42425,54988,63297,68292,80419,102591,118381,132029,148210,162304,176321,188469,198832
A163,80h,2015-08-16T16:01Z,24508,36606,44266,56371,63289,67719,79866,96102,110180,124740,135153,154945,168551,186036,199018
A187,80h,2015-08-16T16:01Z,23913,34993,42163,54098,65026,69682,82475,99014,112705,142038,150222,164497,177225,188713,199018
A162,80h,2015-08-16T16:01Z,24504,36599,44274,56362,63281,67716,79867,96102,110205,126074,135134,154942,168550,186038,199020
C096,80h,2015-08-16T16:31Z,25380,37185,44821,57033,64694,69151,83746,99497,113596,132691,142406,159955,175275,188225,199074
C151,80h,2015-08-16T16:31Z,27049,39513,46578,60835,67654,72648,87214,101547,116285,138216,146973,161561,176408,188192,199074
C257,80h,2015-08-16T16:30Z,23820,35819,42953,54582,61513,65952,78623,93518,109449,131554,142014,157981,175284,187660,199090
C061,80h,2015-08-16T16:31Z,26828,38866,46850,59235,68251,72899,86944,101425,116744,132598,144196,159772,174272,187491,199405
B020,80h,2015-08-16T16:16Z,25869,38066,45869,58388,67619,71809,84745,101132,116314,134600,144256,159171,175221,188479,199514
A004,80h,2015-08-16T16:01Z,24617,35632,42848,54566,62800,67339,81308,99001,115211,132139,147570,163716,177477,189402,199720
C112,80h,2015-08-16T16:31Z,23825,35805,43096,56503,64044,68661,81815,96057,111130,128192,143496,159897,174280,186897,199774
C107,80h,2015-08-16T16:31Z,23824,35805,43093,56510,64043,68665,81812,96111,111127,128188,143498,159899,174297,186911,199777
C170,80h,2015-08-16T16:31Z,23867,35822,43378,55624,63233,67389,82477,95827,111142,138216,146991,161607,176372,188224,199919
B140,80h,2015-08-16T16:16Z,25321,36776,43996,56546,64134,68784,82932,98574,114556,134058,142928,159583,175795,188482,199981
C094,80h,2015-08-16T16:31Z,24843,36735,43407,57928,64438,70277,82496,96446,110889,133973,144850,160636,175004,188229,200364
C159,80h,2015-08-16T16:31Z,24845,36740,43407,57938,64447,70420,82524,96454,110897,133973,144858,160637,175022,188238,200367
B045,80h,2015-08-16T16:16Z,25897,38673,45662,57885,67625,71694,83905,99445,114544,134387,144657,163838,177268,188498,200462
A133,80h,2015-08-16T16:01Z,24505,35869,43303,55173,63280,67743,80357,96176,111601,134404,143529,159615,177051,189405,200698
A153,80h,2015-08-16T16:01Z,25309,37597,45748,58803,66604,70965,84227,98784,115678,133295,143817,159558,175545,189111,200856
X148,84h,2015-08-17T05:00Z,25160,36358,44419,55958,66172,70899,85767,106714,120265,132211,140201,155449,179665,191180,200971
X172,84h,2015-08-17T05:00Z,25160,36346,44413,55954,66168,70898,85765,106717,120106,132228,140253,155447,178800,191225,200972
X179,84h,2015-08-17T05:00Z,25544,36462,44500,56030,66226,70955,85815,106768,120312,132274,140256,155495,178869,191216,201014
E087,80h,2015-08-16T17:01Z,25302,36662,44060,56564,64344,69009,83070,97583,113166,135624,145219,160941,175664,187894,201287
C246,80h,2015-08-16T16:31Z,24946,36105,44839,57072,64881,68938,82135,96745,112101,141364,149383,164875,178000,192381,202296
F021,90h,2015-08-16T17:16Z,25889,37745,45282,57270,64508,70005,83370,102019,123576,143473,152563,167387,181505,192752,202893
B149,80h,2015-08-16T16:16Z,23021,34727,42466,54405,63258,67733,80138,97271,111909,140174,149373,165595,179840,192391,202994
B198,80h,2015-08-16T16:15Z,22990,37689,45144,57437,64696,69222,81500,95368,110267,126056,135915,165626,178858,192381,202994
B168,80h,2015-08-16T16:16Z,26630,39375,47483,60485,69158,73444,87864,101919,116846,137397,148228,163599,177735,191053,202996
X062,84h,2015-08-17T05:00Z,25544,37245,45063,56850,64458,79877,94514,110669,122384,134670,142570,159854,178169,191992,203412
B031,80h,2015-08-16T16:16Z,26378,39078,47467,59316,69105,73414,86516,102404,118518,134824,145664,161394,176626,190013,203425
E106,80h,2015-08-16T17:00Z,25121,37679,46329,59571,66768,72270,86033,100522,116807,143753,152037,167146,180364,191849,203796
E125,80h,2015-08-16T17:01Z,25141,37702,46350,59543,66748,72271,86033,100528,116814,144001,152047,167390,180370,191850,203800
E195,80h,2015-08-16T17:01Z,25276,37679,45069,56631,64331,68561,81878,97315,115160,141532,150581,166264,178476,191878,203807
D106,80h,2015-08-16T16:46Z,26468,37731,46178,60859,68558,73049,87116,101931,117672,133851,143662,159679,174324,189391,203892
D170,80h,2015-08-16T16:46Z,24849,36862,44752,57320,65326,70221,83914,99099,115238,138589,147786,164220,178136,191294,203907
D125,80h,2015-08-16T16:46Z,26235,37850,47144,60760,68953,73344,86844,102121,124259,139981,150746,166544,179405,191967,203911
D105,80h,2015-08-16T16:46Z,26495,37755,46200,59209,68580,73078,87141,102090,117379,133858,143687,161783,175088,189417,203915
A192,80h,2015-08-16T16:01Z,23926,35658,43379,56442,65018,69929,83491,97955,112761,133380,147378,163879,178800,193496,203934
A139,80h,2015-08-16T16:01Z,24617,36664,44315,58115,66630,70958,84759,101663,118865,136379,148785,164917,178283,191444,203935
X230,84h,2015-08-17T04:59Z,26961,38490,46027,58615,66226,70964,85837,106780,120120,135304,144911,163832,181356,194228,204049
A111,80h,2015-08-16T16:01Z,24588,36651,44638,59094,67210,71913,84489,100366,119048,139359,149107,164931,178628,192404,204196
A065,80h,2015-08-16T16:01Z,28760,41955,50592,63892,73327,77861,91472,107457,123905,139916,150240,164932,178622,192421,204200
F026,90h,2015-08-16T17:16Z,26009,39058,47968,61326,69702,74173,88440,104246,132578,147375,155948,169190,181258,193916,204442
Z030,84h,2015-08-17T05:29Z,25167,36740,45866,57562,68015,73050,89191,106772,121389,135909,145205,164079,180362,193546,204518
Z069,84h,2015-08-17T05:29Z,25166,36721,45842,57562,67953,73045,89194,106735,121412,135911,145214,163995,180279,193475,204519
Z041,84h,2015-08-17T05:29Z,25170,36743,45867,57567,68014,73044,89185,106786,121387,135911,145154,164042,180320,193544,204520
Z044,84h,2015-08-17T05:29Z,25982,37463,45183,57557,67970,73378,95222,109078,122756,135608,144731,162610,182964,195335,204639
D195,80h,2015-08-16T16:45Z,24023,35847,43870,55956,63852,68226,82102,96095,113658,133781,144996,161301,178238,192013,204698
D104,80h,2015-08-16T16:46Z,24943,37109,44858,57444,65315,70261,83638,99401,124162,140034,149738,167010,181562,194614,204702
D161,80h,2015-08-16T16:46Z,24012,35841,43877,55942,63844,68257,82106,96105,113645,133793,144986,161289,178261,192020,204705
D118,80h,2015-08-16T16:45Z,24155,36192,44934,57560,65882,70256,84511,98309,116072,142425,151437,167187,179388,192649,204711
C240,80h,2015-08-16T16:31Z,24400,36708,43925,57433,66104,70334,83020,101454,120814,138336,147880,164662,179061,192203,204805
A152,80h,2015-08-16T16:01Z,25318,38870,48378,61887,69943,75044,89308,104641,121265,137979,148762,166614,181093,193263,204866
A160,80h,2015-08-16T16:01Z,23945,35642,43394,57060,66491,70972,85689,100360,130294,143188,152998,167830,180555,193498,204885
D200,80h,2015-08-16T16:46Z,24528,36468,44097,58212,64619,69349,82104,101021,114461,143365,152496,167402,182100,194949,204948
D160,80h,2015-08-16T16:45Z,24539,36591,44160,58260,64680,69300,82200,101092,114622,143445,152566,167472,182141,195180,205080
B213,80h,2015-08-16T16:16Z,24527,36883,44343,56274,64961,69237,81511,99012,114068,134006,142317,161431,181333,193403,205181
D113,80h,2015-08-16T16:45Z,24941,37118,44872,57441,65337,70233,83640,99393,124157,140031,149713,166933,181561,194633,205296
C072,80h,2015-08-16T16:31Z,24406,35899,43388,55613,63380,67930,81552,96430,110975,139549,150268,165906,180376,192932,205356
X005,84h,2015-08-17T05:01Z,27244,39184,47399,59833,72656,78390,93666,108054,121728,136855,146038,165197,180746,194417,205406
C186,80h,2015-08-16T16:31Z,24971,37980,45727,58426,67436,71778,85308,101117,118676,141643,150372,166716,180274,194333,205545
C055,80h,2015-08-16T16:31Z,24973,36738,44213,57016,66183,70506,83938,99292,114948,144514,154959,168279,183055,195844,205564
C168,80h,2015-08-16T16:31Z,25366,38002,46615,60093,68365,72528,86311,101522,119610,141762,151651,167463,181307,195412,205586
C244,80h,2015-08-16T16:31Z,24793,36785,44975,57034,65119,69971,85444,102511,123192,143480,152220,167555,180418,193339,205596
Y264,84h,2015-08-17T05:15Z,27670,38948,46729,58789,66244,80102,93788,107827,121635,137123,146122,164476,180504,195732,205649
Y263,84h,2015-08-17T05:15Z,27672,38951,46682,58794,66256,80115,93797,107826,121639,136884,146127,163594,180539,195730,205652
Y265,84h,2015-08-17T05:15Z,27671,38938,46736,58785,66248,80095,93780,107834,121632,137068,146114,164479,180481,195779,205654
B217,80h,2015-08-16T16:16Z,23675,35714,42471,53669,63160,67853,81487,95287,110478,132743,142199,161539,179781,193811,205744
A144,80h,2015-08-16T16:01Z,25411,37682,45750,59289,66136,70566,83619,98051,112795,135246,144175,162930,179574,193462,206065
C192,80h,2015-08-16T16:31Z,24387,37765,45592,58327,66879,71187,85292,100513,116059,142956,152141,167538,182908,195863,206168
C180,80h,2015-08-16T16:31Z,24734,36076,44812,56584,65303,70103,85451,101123,116225,143303,152260,167602,181299,195901,206172
C149,80h,2015-08-16T16:31Z,25942,38618,47525,60853,69837,74654,88333,103659,123590,138382,147904,166400,180492,195533,206196
B043,80h,2015-08-16T16:16Z,25642,38887,46703,59291,68608,73400,87960,103309,119642,140433,151129,166675,181221,193793,206217
B183,80h,2015-08-16T16:16Z,26253,38844,47452,60976,69247,73410,87218,102398,120480,142644,152533,168350,182200,196296,206474
B139,80h,2015-08-16T16:15Z,23109,34739,41944,55495,62385,66429,81447,93674,125999,144931,154314,168836,183158,196765,206495
B078,80h,2015-08-16T16:16Z,24768,37832,46738,59287,67459,71706,87639,100324,115989,143788,152537,166948,180721,193808,206499
B141,80h,2015-08-16T16:16Z,24806,36803,44004,56566,65749,70090,83576,99509,126005,144938,154321,169286,183241,196798,206508
C194,80h,2015-08-16T16:32Z,24352,37549,45556,58320,66857,71156,85275,100476,116015,142918,151980,167512,182889,195824,206580
A154,80h,2015-08-16T16:01Z,23913,34953,43300,55880,64094,68665,81305,97619,113956,137985,147558,166910,180841,193991,206612
