id,sGroup,sTime,Villaines,Fougeres,Tinteniac,Loudeac,St Nicolas,Carhaix,Brest,Carhaix2,Loudeac2,Tinteniac2,Fougeres2,Villaines2,Mortagne,Dreux,Guyancourt
K194,90h,2015-08-16T18:17Z,32383,46892,56546,72654,84443,91094,111300,152501,168649,183521,195875,216664,233236,247342,260442
M003,90h,2015-08-16T18:46Z,31575,48225,60473,77261,89885,95827,130215,144274,161426,177009,190955,220294,234624,247430,260445
Z048,84h,2015-08-17T05:30Z,27640,41086,50327,66870,98496,103066,123231,138460,163680,185189,193738,213963,228692,245449,260516
L307,90h,2015-08-16T18:31Z,31420,47502,57464,71827,82846,88219,107068,138469,154076,172386,183280,216546,232578,247983,260661
J128,90h,2015-08-16T18:01Z,31480,47838,60776,75262,86514,92367,110909,148432,164288,184342,192925,216746,233561,248334,260727
X256,84h,2015-08-17T05:00Z,30732,44954,54684,87696,96573,102448,120437,138263,157052,184582,197001,215722,233025,248274,260746
E208,80h,2015-08-16T17:01Z,31170,46563,55894,69908,80782,86174,103829,121581,151835,170741,181872,212806,232103,247660,260749
G273,90h,2015-08-16T17:31Z,33128,51313,61142,75218,87293,92926,113599,139330,155969,171777,181917,201303,233079,247825,260795
M064,90h,2015-08-16T18:47Z,31049,50752,61988,77433,89276,94228,113315,152584,167656,180270,192426,211286,229582,249237,260802
M339,90h,2015-08-16T18:46Z,30048,46344,56833,71868,82753,88062,105891,133857,151733,170753,180496,203603,228814,248374,260855
R076,90h,2015-08-16T19:30Z,28227,40990,59596,75240,84453,89193,105238,144729,157331,171962,180660,225800,237244,249872,260870
R098,90h,2015-08-16T19:30Z,29688,48804,60039,75244,84450,89128,104938,144870,157330,172143,180693,226003,239372,251382,260873
R097,90h,2015-08-16T19:30Z,29695,48799,60055,75244,84457,89950,104303,144493,157261,172144,180666,226224,239196,251381,260874
T066,90h,2015-08-16T20:00Z,32676,46016,60091,76035,86831,93299,114934,153439,167796,182051,193599,221298,234249,248142,260974
E182,80h,2015-08-16T17:01Z,28990,43287,54409,70976,83152,88729,105744,149292,165794,183376,195616,215202,233597,250276,260981
C073,80h,2015-08-16T16:30Z,28271,42236,51474,66026,78292,84562,100990,143282,160618,176466,185938,208339,231841,246492,260989
J116,90h,2015-08-16T18:01Z,31479,47779,59330,73319,84559,90158,107793,136435,153962,171587,182900,219554,235419,249290,260997
C020,80h,2015-08-16T16:31Z,27867,44651,57305,74113,85964,92080,108905,145725,164425,179704,189361,209302,236365,249430,261110
D186,80h,2015-08-16T16:46Z,29892,44464,54051,68329,78388,83638,100011,130363,148513,164768,175362,193585,226715,245841,261216
E168,80h,2015-08-16T17:01Z,29971,44423,54721,69355,81868,87114,103837,138825,154949,171811,183880,217973,234922,250397,261224
E107,80h,2015-08-16T17:01Z,29971,44442,54723,69545,81876,87122,103830,138889,154935,171775,183825,217951,234921,250400,261230
D028,80h,2015-08-16T16:46Z,32855,49188,59608,75134,84849,90421,106488,127038,152532,175171,185693,207343,235538,249432,261232
A005,80h,2015-08-16T16:01Z,30260,44913,55417,69557,80418,85617,100879,147015,163379,178679,189845,209310,228666,246864,261335
C012,80h,2015-08-16T16:31Z,26898,38585,54702,67082,77959,82862,96980,143386,160243,173879,182328,200852,228870,249452,261339
T242,90h,2015-08-16T20:01Z,34547,50534,62055,78539,86765,95175,118236,135549,154104,170934,184555,216623,232933,249439,261362
B225,80h,2015-08-16T16:16Z,26840,40437,50600,68996,77177,94704,110053,131779,152643,177430,186489,213813,232946,248368,261372
T086,90h,2015-08-16T20:01Z,33620,50927,65474,79961,90505,95650,113747,144310,158461,173481,182693,222088,236368,249690,261386
T078,90h,2015-08-16T20:01Z,33632,50934,65781,79974,90510,95656,113758,144320,158494,173291,182704,222102,236411,249885,261396
C249,80h,2015-08-16T16:31Z,27977,41947,52449,67233,77271,83834,100219,137130,156946,173580,185025,205612,232864,247590,261478
P315,90h,2015-08-16T19:15Z,31651,46122,58550,77966,86286,91795,110058,139989,155260,172146,183533,218802,234127,249569,261554
G251,90h,2015-08-16T17:32Z,32797,47046,57061,71920,81446,87219,103977,146327,163808,179911,191264,213220,231595,248845,261571
Y071,84h,2015-08-17T05:15Z,33179,48758,58178,76271,88213,96313,114850,132036,149416,181484,193658,213095,226977,243268,261578
D133,80h,2015-08-16T16:46Z,31531,47012,57566,70657,81915,87337,101738,143328,158640,174970,185502,204935,227423,244622,261587
D143,80h,2015-08-16T16:46Z,31527,47010,57568,70653,81913,87337,101737,143331,158643,174966,185500,204931,227418,244617,261591
P049,90h,2015-08-16T19:17Z,30150,44998,54235,69262,80898,86350,103086,150015,165031,180296,191792,210324,236950,250528,261593
F016,90h,2015-08-16T17:16Z,36677,51597,61612,78220,86804,93497,110317,150653,166795,183710,194678,213134,235893,249894,261602
H061,90h,2015-08-16T17:46Z,32616,51514,60104,78843,88966,95676,113514,142069,159101,177240,188443,212149,234716,249498,261616
H020,90h,2015-08-16T17:45Z,31905,47747,60261,78841,88964,95673,113557,142078,159094,176941,188427,212126,234691,249496,261618
J290,90h,2015-08-16T18:02Z,31486,46472,56796,70944,81358,88832,103518,132528,153272,173395,186286,222906,238247,251299,261666
B028,80h,2015-08-16T16:16Z,26719,40735,51192,68423,80830,86573,102107,148764,164321,181096,189500,207240,237456,251142,261687
B063,80h,2015-08-16T16:16Z,26719,40775,51214,68427,80874,86578,102110,148765,164426,181095,189496,207239,237460,251140,261767
L176,90h,2015-08-16T18:30Z,29399,44499,52924,69190,80029,86153,104089,139627,162266,180182,190568,214577,234420,251094,261773
E078,80h,2015-08-16T17:01Z,28713,43589,54158,70740,83681,90398,111168,141261,160563,180053,195590,215731,235673,250388,261855
E083,80h,2015-08-16T17:01Z,28910,43083,53062,70030,79709,85002,102562,149184,165324,181693,194009,218312,234412,248461,261859
H262,90h,2015-08-16T17:46Z,32866,50942,60832,79192,91349,96489,116133,147804,166696,183493,196812,221144,238701,251685,261865
Y210,84h,2015-08-17T05:15Z,30125,44773,55113,71033,84206,92031,110669,129700,146597,173678,186272,205827,226257,243605,261868
H298,90h,2015-08-16T17:45Z,29997,43777,53742,66829,76719,81824,97433,134149,150767,168159,178225,208930,229866,247660,261874
N137,90h,2015-08-16T19:01Z,32664,48696,58916,76728,89116,95962,116783,144890,161687,179295,191957,215611,234005,249834,261876
R129,90h,2015-08-16T19:30Z,29693,48803,60040,75242,84483,89943,104343,144928,157256,172143,180703,226221,239224,251382,261947
A050,80h,2015-08-16T16:01Z,26414,38987,47269,61374,68994,74554,93011,122799,156834,171144,180522,199796,226672,247598,261993
P157,90h,2015-08-16T19:16Z,32753,49754,59263,87039,96187,105048,122621,147163,163050,178431,191471,217504,231142,249487,262008
D015,80h,2015-08-16T16:47Z,28089,45024,65208,79534,90862,95978,114127,150756,164063,178183,187986,207463,235064,250270,262088
D016,80h,2015-08-16T16:47Z,28094,45033,65210,79771,90916,95968,114131,150761,164070,178182,187987,207475,235078,250273,262094
D242,80h,2015-08-16T16:46Z,29022,43345,54266,68573,80337,85200,100913,135632,153696,171183,182747,199737,231116,246793,262187
X101,84h,2015-08-17T05:00Z,29985,43491,53626,70221,85789,95178,112432,132318,148670,182415,193105,211562,227339,246263,262187
M145,90h,2015-08-16T18:47Z,32542,49500,59576,74484,85781,90559,108162,145206,160039,175357,186530,219107,236826,250683,262195
T224,90h,2015-08-16T20:01Z,33751,49597,59839,76530,87202,95703,123171,140696,156312,172461,184570,213718,231510,248612,262196
A189,80h,2015-08-16T16:01Z,27728,41631,51772,66302,76485,81894,97541,117766,149414,165212,177771,196505,234341,248271,262200
P084,90h,2015-08-16T19:15Z,29426,42664,52581,68376,78703,84257,102522,137922,155029,171545,182588,219233,234688,248802,262216
E080,80h,2015-08-16T17:01Z,30329,45488,55565,69990,81708,87716,104839,138529,155478,174865,184075,206321,230069,248865,262227
E255,80h,2015-08-16T17:01Z,29909,45569,56477,70982,81853,87097,104842,138531,155480,174874,184110,206329,230178,248867,262233
G238,90h,2015-08-16T17:30Z,27954,42591,52884,68326,79135,85580,100151,142400,157266,174055,182396,222278,237450,251608,262262
G086,90h,2015-08-16T17:30Z,27952,42653,52882,68445,79184,85579,100226,142373,157285,174095,182396,222452,237468,251619,262262
G082,90h,2015-08-16T17:30Z,27952,42591,52848,68348,79148,85576,100228,142368,157266,174092,182354,222329,237482,251627,262264
G084,90h,2015-08-16T17:30Z,27957,42603,52933,68348,79143,85548,100169,142280,157242,174095,182398,222178,237398,251568,262267
G083,90h,2015-08-16T17:30Z,27953,42644,52883,68357,79180,85559,100148,142364,157263,174065,182401,222309,237460,251621,262267
A002,80h,2015-08-16T16:01Z,28260,44770,55972,70919,88328,95158,124037,138852,156522,176725,187383,210217,233551,249256,262322
D153,80h,2015-08-16T16:46Z,27129,41208,50548,64650,77778,82706,103485,121557,148761,165159,177308,199588,229999,245733,262325
K032,90h,2015-08-16T18:16Z,30135,45217,55437,69731,80034,85399,101857,139787,155749,171230,181990,214802,233421,248800,262346
R297,90h,2015-08-16T19:31Z,31559,48053,58221,76608,88239,94472,113982,149078,165017,184668,195129,219920,233977,250089,262397
H230,90h,2015-08-16T17:46Z,31825,46069,55256,68622,78070,82804,97983,139834,154990,169525,179247,197167,233907,249257,262411
D096,80h,2015-08-16T16:46Z,30949,46465,57031,72366,83550,89878,113919,139017,164593,179283,189587,205611,234055,249885,262458
N093,90h,2015-08-16T19:01Z,34413,57735,67589,82523,92027,98235,138294,153065,168249,183382,193456,221660,236944,251020,262467
G016,90h,2015-08-16T17:32Z,35037,50870,62031,78190,88201,93965,114535,147669,165534,182542,195654,216259,234304,251077,262596
X124,84h,2015-08-17T05:00Z,31215,44790,53868,69261,81069,90388,111994,130020,149945,188021,197716,213462,227348,241189,262614
Y119,84h,2015-08-17T05:15Z,30050,44922,56510,88587,99762,106240,123400,140390,157962,186394,198195,212889,230697,248296,262628
G245,90h,2015-08-16T17:31Z,34468,49326,59377,75143,85570,91059,107889,154252,170469,186929,197166,217978,234812,251539,262681
K193,90h,2015-08-16T18:15Z,29294,42926,53069,67820,80200,85813,102320,138000,155115,174544,185183,218839,235102,251462,262701
K064,90h,2015-08-16T18:15Z,29274,42930,53052,67821,80191,85819,102381,137977,155061,174544,185187,218848,235163,251466,262714
Y237,84h,2015-08-17T05:15Z,28131,42857,54070,70009,98963,105035,120604,135865,150861,189289,197961,217589,232468,247590,262771
Z133,84h,2015-08-17T05:30Z,30360,44240,53520,68460,79940,86119,105469,121108,136326,154684,173305,192887,209996,231300,262772
C092,80h,2015-08-16T16:31Z,29133,43415,56490,71013,84376,89491,105716,142039,156735,173013,182393,199554,232429,251528,262776
M072,90h,2015-08-16T18:46Z,28068,42508,52700,66147,77840,83568,100211,144381,161880,177006,188568,209831,231235,249208,262881
L213,90h,2015-08-16T18:31Z,30987,46870,58934,75717,88505,97221,125428,143893,162043,179516,193803,219164,235093,251125,262894
L215,90h,2015-08-16T18:31Z,30989,46868,58605,75199,88507,97209,125503,143312,162047,179325,193668,218452,234975,251080,262897
R264,90h,2015-08-16T19:31Z,35584,55757,64000,80707,94144,100257,118093,137893,155237,175522,188103,213276,232337,250329,262903
C232,80h,2015-08-16T16:31Z,29911,45536,56193,70719,80589,86122,101770,145303,159451,175427,185535,208414,238870,251089,262960
N314,90h,2015-08-16T19:01Z,35209,53627,63551,79957,90175,97223,130077,147559,165142,181577,191888,219661,236911,251698,262961
B133,80h,2015-08-16T16:16Z,31724,47454,60650,76476,88454,94935,112402,139055,157974,175980,186452,205899,235918,250375,262982
C235,80h,2015-08-16T16:31Z,25443,38463,46869,58424,67745,72493,87760,102940,134538,151687,162088,180356,230973,248773,263091
L291,90h,2015-08-16T18:31Z,31264,47454,58235,74530,85136,91285,112436,148005,167367,185911,201641,220992,236786,251272,263092
Y126,84h,2015-08-17T05:15Z,30048,44924,56457,88674,99768,106414,123348,140478,157950,186425,198297,212998,230712,248382,263152
N317,90h,2015-08-16T19:01Z,30248,45280,54876,69737,84778,90098,105378,130975,151204,170119,185358,205725,227133,243696,263213
G263,90h,2015-08-16T17:31Z,29137,43987,54619,70302,82255,87050,102806,135012,155733,177115,189762,214309,235076,251208,263233
B013,80h,2015-08-16T16:16Z,30021,44092,56273,71593,80907,87845,103690,139422,160441,177493,186837,206675,228313,252751,263286
J303,90h,2015-08-16T18:01Z,30919,46506,56968,72246,85859,91715,110515,144381,162396,176036,189575,208258,237046,249749,263296
D154,80h,2015-08-16T16:46Z,26041,40103,49784,66192,79237,84875,103975,141289,157696,174175,183939,217011,234830,250158,263299
B042,80h,2015-08-16T16:16Z,27016,40837,51177,67756,79492,84718,101991,131559,157234,173529,184575,204093,232382,249735,263308
E138,80h,2015-08-16T16:16Z,27022,40874,51212,67893,79545,84751,101999,131580,157238,173977,184582,206360,232396,249731,263311
B195,80h,2015-08-16T16:16Z,29348,43360,55061,80338,89356,95219,111457,137439,155498,174875,185266,210366,226451,250104,263432
J014,90h,2015-08-16T18:02Z,33900,53449,64700,80137,91972,96927,115989,155284,170351,183036,195122,214090,232340,251940,263502
X142,84h,2015-08-17T05:00Z,26680,41044,52288,67724,94823,100796,118379,135288,153085,187313,198933,213891,231634,249284,263528
X140,84h,2015-08-17T05:00Z,26690,41041,52296,67730,94845,100849,118398,135057,153086,187319,196819,213808,231595,249199,263534
C223,80h,2015-08-16T16:31Z,33177,49553,59859,75515,85731,92008,110137,136851,155354,174377,185706,214286,233043,249532,263553
N306,90h,2015-08-16T19:01Z,33194,49703,59602,75678,86087,91560,111224,140808,156164,173506,184418,218555,235374,250623,263594
H342,90h,2015-08-16T17:46Z,32389,48754,61733,76941,89714,95305,119124,140213,160468,180881,192962,219404,237926,253158,263601
P046,90h,2015-08-16T19:16Z,29671,43998,55394,68990,99227,105864,122569,138351,155108,190143,201413,219867,233869,250799,263633
P207,90h,2015-08-16T19:16Z,35843,52227,63264,83517,92994,100267,117066,149553,167653,187028,197810,221283,236664,252413,263637
L298,90h,2015-08-16T18:31Z,29955,45400,61297,75369,86066,91179,108671,138997,156172,174538,187590,221467,236723,252951,263652
L293,90h,2015-08-16T18:31Z,29959,45397,61297,75376,86090,91184,108677,139001,156150,174540,187593,221451,236748,252955,263655
B099,80h,2015-08-16T16:16Z,31591,48120,61742,81041,89439,94834,114041,132577,154196,172053,186209,208300,233246,251600,263665
D109,80h,2015-08-16T16:45Z,30707,46172,57628,73665,86339,91745,108531,137706,154378,169510,180052,199520,237426,252048,263946
D102,80h,2015-08-16T16:45Z,30747,46179,57677,73665,85995,91749,108407,137704,154387,169499,180050,199520,237403,252039,263947
A112,80h,2015-08-16T16:01Z,29354,43871,52935,66349,76947,82422,99716,128634,150696,168517,180860,202438,232819,249729,263947
S331,90h,2015-08-16T19:47Z,35011,53309,63470,77164,88613,93743,125657,146155,161808,177862,201887,226839,240626,253541,264014
K167,90h,2015-08-16T18:16Z,33505,50709,62078,79112,90865,96272,115215,142460,159769,178339,191075,216523,235273,250462,264038
E074,80h,2015-08-16T17:01Z,26669,41413,53084,68082,80899,85755,101835,126504,154718,170389,181293,201713,233214,251602,264053
T325,90h,2015-08-16T20:01Z,32730,51037,62145,77840,89236,96962,118362,147384,165567,181293,194902,225237,240673,251916,264060
P198,90h,2015-08-16T19:16Z,32987,49067,59536,74621,83826,89195,104471,146984,161148,175951,185406,224810,239091,252411,264108
P199,90h,2015-08-16T19:16Z,32986,49076,59595,74623,83823,89196,104527,147033,161185,176206,185416,224897,239191,252503,264111
P072,90h,2015-08-16T19:16Z,32985,49069,59592,74619,83819,89192,104527,146936,161182,176209,185418,224897,239175,252507,264113
H242,90h,2015-08-16T17:46Z,33311,49494,59763,73981,84731,90349,106516,145747,161834,177239,187597,221817,237418,251898,264131
E098,80h,2015-08-16T17:01Z,30088,46462,56838,77719,86799,92116,111175,141271,159784,177913,188797,210151,230784,250586,264136
H093,90h,2015-08-16T17:46Z,33199,48864,57866,72716,82158,87403,104469,149752,167911,181720,194332,213693,235576,252267,264206
P278,90h,2015-08-16T19:16Z,32024,48169,59846,77482,87852,93549,127999,145260,161201,178368,189047,223066,239258,252767,264206
H136,90h,2015-08-16T17:47Z,31011,46155,56165,70283,82293,87603,104217,139144,155627,171600,183304,210090,235063,252597,264340
G059,90h,2015-08-16T17:32Z,32057,47872,60267,75492,88273,106907,125334,144718,161043,181614,193803,220046,239126,254001,264425
G031,90h,2015-08-16T17:30Z,28018,42793,53740,69316,82700,88551,108209,141589,159620,175807,189763,223986,239580,254043,264543
B015,80h,2015-08-16T16:16Z,27296,41144,51890,68466,80068,87497,105450,152002,168100,184397,196695,221016,237115,251291,264561
L107,90h,2015-08-16T18:32Z,36684,53630,63651,77874,86582,106077,125089,144546,161416,182450,194838,223766,239798,254182,264701
L074,90h,2015-08-16T18:31Z,32225,46957,57715,75216,84550,90265,107611,135182,153275,171799,183443,222467,238485,253503,264747
A044,80h,2015-08-16T16:01Z,29961,46430,59274,75939,87800,94430,111895,147742,166935,184400,194628,216555,234259,251669,264804
C181,80h,2015-08-16T16:31Z,25368,38011,46625,60104,68370,72525,86316,101533,149882,167256,176882,225081,239256,253255,264841
C158,80h,2015-08-16T16:31Z,30365,45571,55481,72777,80559,85884,106344,126863,155154,174084,187155,206417,232424,251967,264860
L301,90h,2015-08-16T18:31Z,30337,45407,61302,75366,86077,91174,108672,136428,156163,174537,187742,221470,238136,252955,264913
R158,90h,2015-08-16T19:31Z,35448,51280,61681,76325,86516,92378,112549,145829,161674,183942,195846,219437,236532,251257,264925
H306,90h,2015-08-16T17:46Z,29606,44579,53551,73981,84775,90604,106594,147960,160428,178770,200999,219580,237219,253807,264992
H312,90h,2015-08-16T17:46Z,30038,44625,53611,73992,84812,90654,106785,147995,160500,178831,201008,219607,238767,253931,264993
H313,90h,2015-08-16T17:46Z,29974,44567,53549,73987,84804,90603,106595,147964,160428,178773,201002,219605,238757,253821,264994
H305,90h,2015-08-16T17:46Z,29604,44629,53631,74000,84835,90740,106784,148057,160527,178954,201056,220287,238894,253866,264996
Z019,84h,2015-08-17T05:30Z,30620,45133,53792,75214,84361,92235,112408,130656,145829,169824,189092,209780,227877,249839,265024
D041,80h,2015-08-16T16:46Z,29850,45877,58269,72516,82773,88045,105474,138347,156678,174557,185103,212068,238707,253466,265075
L244,90h,2015-08-16T18:31Z,33146,50575,60733,77685,86990,92738,110575,147457,164182,179728,190993,224771,239699,253996,265078
D139,80h,2015-08-16T16:46Z,30540,46958,61407,75434,89114,94625,112219,143432,168515,181094,192179,214785,238383,253836,265082
B221,80h,2015-08-16T16:16Z,29748,45203,55824,74305,87405,92864,110767,144864,162682,182017,193400,218293,237196,252210,265085
T213,90h,2015-08-16T20:01Z,32616,46334,58507,75748,90219,95667,128131,148010,165578,180892,196316,223656,240309,253137,265090
K307,90h,2015-08-16T18:17Z,31930,46458,56753,71296,80972,87563,104204,139641,156928,173955,184647,207333,233085,251179,265097
G249,90h,2015-08-16T17:31Z,34466,49323,59376,75132,85569,91058,107885,154205,170466,186926,197180,219799,237761,254074,265101
N206,90h,2015-08-16T19:00Z,29991,45205,55338,71234,81618,86295,103957,138443,156308,172625,184689,220935,237409,252054,265119
J300,90h,2015-08-16T18:01Z,30167,45041,57719,71167,83964,90029,107952,143578,159663,176337,190668,223443,238819,253462,265201
J209,90h,2015-08-16T18:00Z,34053,51157,61254,77742,87946,94020,114899,150240,167505,182911,195918,225535,242874,254598,265218
J169,90h,2015-08-16T18:00Z,34053,51139,61253,77337,87904,94018,114583,148706,167116,182909,195985,225243,241061,254598,265220
D116,80h,2015-08-16T16:46Z,32151,49265,59970,75318,86765,91687,108029,140500,158201,179623,189658,212504,237898,253709,265229
D112,80h,2015-08-16T16:46Z,32249,49320,59987,75418,86735,91718,108064,140597,158296,179925,189657,212618,237827,253858,265229
G244,90h,2015-08-16T17:32Z,34640,52019,61241,76770,88937,95141,112214,143807,161084,177765,189036,222296,237475,252918,265298
E096,80h,2015-08-16T17:01Z,28965,43109,53086,69881,79708,84792,102747,149298,165398,181872,193993,218287,237729,251609,265307
E183,80h,2015-08-16T17:01Z,31398,46527,57973,72783,84237,90171,107421,142171,158880,175764,187145,209629,236522,250638,265337
E184,80h,2015-08-16T17:01Z,31400,46533,57971,72773,84257,90243,107422,142177,158867,175764,187155,209709,236521,250614,265343
E216,80h,2015-08-16T17:01Z,30501,46701,56601,72636,84081,89861,106662,141310,159596,178641,190821,211864,235979,252236,265371
H294,90h,2015-08-16T17:46Z,33768,50368,62914,83233,95109,100226,124152,146370,161638,188183,198118,219265,235471,251712,265440
D142,80h,2015-08-16T16:46Z,34865,51634,62933,79642,90405,97131,120030,140457,164677,182286,194358,218290,237572,252934,265566
Y189,84h,2015-08-17T05:15Z,29299,42448,53326,68212,91639,97620,112762,133232,151576,184371,194260,213448,232632,250807,265589
Y190,84h,2015-08-17T05:15Z,29256,42450,53327,68201,91660,97616,112761,133230,151559,184372,194256,213496,232629,250805,265592
E148,80h,2015-08-16T17:01Z,32598,47436,58147,73875,85113,90367,107591,142518,157844,173772,183850,203203,233332,252975,265616
R299,90h,2015-08-16T19:31Z,31709,48466,58241,76463,88111,95066,114342,149118,165019,181739,192774,226744,241977,253361,265629
E108,80h,2015-08-16T17:01Z,32605,47419,58016,73850,85040,90375,107653,142375,157801,173640,183759,203121,236748,252910,265640
T182,90h,2015-08-16T20:02Z,34814,51383,62449,78346,89069,95839,117691,149986,165039,179896,205079,222893,239582,252898,265642
T187,90h,2015-08-16T20:02Z,34830,51400,62452,78341,89304,96010,117909,146176,162448,179664,205103,223011,239770,252976,265645
E190,80h,2015-08-16T17:01Z,31220,46513,57963,72773,84785,90157,107139,142397,157783,178421,188863,209766,236564,250632,265657
P284,90h,2015-08-16T19:16Z,33003,49480,62710,81355,93639,99111,134448,155489,168150,182989,211727,228139,243465,255582,265665
P238,90h,2015-08-16T19:16Z,32115,47687,59458,77031,86841,92911,113891,145058,162241,178685,194076,221112,238074,254506,265674
P305,90h,2015-08-16T19:16Z,32111,48712,60039,77057,86841,92968,113888,145060,162245,178685,194074,221113,238065,254536,265676
Y236,84h,2015-08-17T05:14Z,28882,42481,50763,66821,79059,85436,105064,123282,141507,170622,183859,201998,227836,247193,265684
E149,80h,2015-08-16T17:01Z,32633,47438,58035,73841,85029,90443,107690,142508,157799,173647,183759,203155,236747,252958,265729
E155,80h,2015-08-16T17:01Z,32632,47439,58161,73844,85022,90425,107692,142442,157797,173637,183845,203171,233157,252933,265736
E193,80h,2015-08-16T17:01Z,32528,47445,58023,73801,85140,90356,107592,142384,157830,173632,183852,203169,233160,252976,265736
E169,80h,2015-08-16T17:01Z,32595,47427,58096,73820,85049,90365,107571,142522,157775,173617,183721,203149,233375,252904,265736
E109,80h,2015-08-16T17:01Z,32600,47431,58028,73826,85038,90364,107591,142386,157782,173618,183759,203146,233103,252908,265743
A100,80h,2015-08-16T16:01Z,24575,36638,45742,58836,72713,78222,92454,121322,141028,167925,177970,198327,234091,252050,265786
R216,90h,2015-08-16T19:31Z,32716,48023,58728,73881,84412,91588,130369,146559,163802,179246,189884,226373,239978,254704,265833
R284,90h,2015-08-16T19:31Z,35502,50134,59104,76877,87172,92936,130366,146062,162997,178650,206162,225295,240638,254343,265856
C211,80h,2015-08-16T16:31Z,27119,41768,51394,65480,73851,79729,97274,126259,150635,168738,181875,203377,231968,251183,265858
C064,80h,2015-08-16T16:31Z,27863,40073,49569,62630,75937,80736,97707,137245,154095,172395,184057,203661,235421,251183,265864
C048,80h,2015-08-16T16:31Z,27861,40058,49537,62627,75939,80742,97710,136506,154098,172393,184074,203663,235426,251185,265868
C213,80h,2015-08-16T16:31Z,26940,39833,48826,63567,74134,79429,97198,116521,155823,174399,185527,207421,235860,252365,265894
E023,80h,2015-08-16T17:01Z,28053,48439,64362,78819,89444,95442,112513,149943,165037,181722,194089,220820,237406,250592,265904
L328,90h,2015-08-16T18:31Z,30995,45399,55194,68871,80315,85935,119235,138212,156746,175394,185892,222710,239523,253649,265937
F046,90h,2015-08-16T17:16Z,33727,49495,59547,74521,83953,89202,106303,151549,169699,183397,196162,215485,238447,253398,266001
K257,90h,2015-08-16T18:16Z,29690,44858,55444,69568,81328,87279,105843,138403,157179,175642,185038,215622,232427,248223,266044
K272,90h,2015-08-16T18:16Z,29593,45572,56544,71482,83978,89292,108955,144084,158912,175528,185712,217384,237032,252672,266048
K271,90h,2015-08-16T18:16Z,29434,45568,56539,71481,83915,89292,108749,143918,158778,175407,185709,216717,236421,252604,266048
H105,90h,2015-08-16T17:45Z,31281,58737,67557,87159,99097,115532,137044,157421,170451,191231,200819,227694,240646,254840,266147
X157,84h,2015-08-17T05:00Z,28755,42499,53549,86245,98477,104970,120920,137637,154736,184095,193944,210215,226541,242858,266167
Y172,84h,2015-08-17T05:14Z,33302,48916,60643,76358,88359,94890,117613,139724,157952,179934,193799,211414,229962,249797,266183
Z007,84h,2015-08-17T05:29Z,32708,49239,60340,86670,98611,104709,120848,142628,160047,185948,198062,215151,231023,252016,266197
F164,90h,2015-08-16T17:17Z,31660,51557,60803,77905,90143,95777,113140,144960,162005,178139,190485,223395,237961,253867,266214
C231,80h,2015-08-16T16:31Z,28466,43213,56222,71776,84006,90078,113034,147128,162854,183520,194174,217394,238464,254673,266242
Y192,84h,2015-08-17T05:14Z,27228,39829,47989,65232,74706,81318,109866,127106,146730,185547,195134,212389,226080,243886,266284
Y193,84h,2015-08-17T05:14Z,27229,39830,47991,65233,74727,81322,109871,127108,146744,185549,195136,212910,226084,244646,266285
D054,80h,2015-08-16T16:47Z,28080,45013,65195,79764,90889,95959,114123,151636,166153,181139,190549,220450,236753,252466,266319
K224,90h,2015-08-16T18:17Z,31164,46721,56179,70454,82620,88061,102527,150418,163850,183176,194229,224650,241862,255941,266442
K210,90h,2015-08-16T18:15Z,30125,46268,59082,75295,85303,90895,110865,141124,161830,179952,192496,223424,240879,254849,266450
L209,90h,2015-08-16T18:31Z,34857,51367,61206,77558,87915,93369,129336,149478,166735,182407,197235,222206,240430,255191,266529
H246,90h,2015-08-16T17:45Z,30072,43962,54090,68440,77725,82835,98333,149334,165412,180111,193585,215778,233747,253166,266558
E019,80h,2015-08-16T17:01Z,28138,41462,50069,63666,73524,79841,96040,120208,153627,172123,182926,220560,236574,253842,266563
N235,90h,2015-08-16T19:01Z,31789,48746,57498,75133,87055,92549,127638,145557,162105,177513,193656,219887,238266,254697,266573
H198,90h,2015-08-16T17:46Z,31268,46360,55370,69094,80889,86939,106189,142273,160423,177509,189887,221682,240187,254882,266590
R057,90h,2015-08-16T19:31Z,28795,46415,53588,68059,78230,83555,129687,146667,162009,177310,210549,226936,240835,254500,266598
R055,90h,2015-08-16T19:31Z,29127,46414,53588,68062,78233,83554,129656,147536,162008,176809,210447,226904,240841,254500,266598
N313,90h,2015-08-16T19:01Z,30208,48554,60619,76833,90388,96142,113448,146555,162712,180231,192961,226807,241084,255140,266645
G104,90h,2015-08-16T17:31Z,32139,49153,59808,76236,88532,93918,118203,140745,162218,176933,190641,214475,238254,255847,266668
J140,90h,2015-08-16T18:01Z,30160,46477,56939,72873,83177,88755,107070,142450,159505,176280,187073,223798,239119,253335,266709
J030,90h,2015-08-16T18:00Z,30405,46493,56945,72964,83185,88755,107077,142571,159525,176344,187094,223803,239133,253388,266719
E173,80h,2015-08-16T17:01Z,30988,45316,65597,82225,91404,97069,114955,140712,158200,177567,190687,217844,237179,253503,266730
B151,80h,2015-08-16T16:16Z,29051,46771,58999,77289,87744,93051,109896,144099,160480,176342,186467,206496,235561,253748,266735
B187,80h,2015-08-16T16:16Z,32080,48931,60072,75289,86898,92541,109575,148718,167419,181176,191586,214445,240465,256035,266740
