code,geography,catgory,value
E02002782,MSOA,1,3009
E02002782,MSOA,2,12
E02002782,MSOA,3,8
E02002782,MSOA,4,514
E02002782,MSOA,5,18
E02002782,MSOA,6,833
E02002782,MSOA,7,32
E02002782,MSOA,8,44
E02002782,MSOA,9,206
E02002782,MSOA,10,349
E02002783,MSOA,-8,1899
E02002783,MSOA,1,3895
E02002783,MSOA,2,42
E02002783,MSOA,3,6
E02002783,MSOA,4,1232
E02002783,MSOA,5,68
E02002783,MSOA,6,1865
E02002783,MSOA,7,54
E02002783,MSOA,8,119
E02002783,MSOA,9,512
E02002783,MSOA,10,501
E02002784,MSOA,-8,871
E02002784,MSOA,1,2024
E02002784,MSOA,2,58
E02002784,MSOA,3,2
E02002784,MSOA,4,1638
E02002784,MSOA,5,150
E02002784,MSOA,6,3661
E02002784,MSOA,7,109
E02002784,MSOA,8,189
E02002784,MSOA,9,721
E02002784,MSOA,10,342
E02002785,MSOA,-8,1251
E02002785,MSOA,1,2934
E02002785,MSOA,2,30
E02002785,MSOA,3,4
E02002785,MSOA,4,842
E02002785,MSOA,5,47
E02002785,MSOA,6,2037
E02002785,MSOA,7,47
E02002785,MSOA,8,79
E02002785,MSOA,9,331
E02002785,MSOA,10,394
E02002786,MSOA,-8,1407
E02002786,MSOA,1,1948
E02002786,MSOA,2,22
E02002786,MSOA,3,2
E02002786,MSOA,4,1108
E02002786,MSOA,5,81
E02002786,MSOA,6,4728
E02002786,MSOA,7,66
E02002786,MSOA,8,110
E02002786,MSOA,9,447
E02002786,MSOA,10,243
E02002787,MSOA,-8,1486
E02002787,MSOA,1,2750
E02002787,MSOA,2,28
E02002787,MSOA,3,4
E02002787,MSOA,4,1258
E02002787,MSOA,5,69
E02002787,MSOA,6,2064
E02002787,MSOA,7,53
E02002787,MSOA,8,121
E02002787,MSOA,9,594
E02002787,MSOA,10,465
E02002788,MSOA,-8,1274
E02002788,MSOA,1,2729
E02002788,MSOA,2,28
E02002788,MSOA,3,3
E02002788,MSOA,4,1366
E02002788,MSOA,5,114
E02002788,MSOA,6,1867
E02002788,MSOA,7,42
E02002788,MSOA,8,106
E02002788,MSOA,9,412
E02002788,MSOA,10,270
E02002789,MSOA,-8,2086
E02002789,MSOA,1,2431
E02002789,MSOA,2,26
E02002789,MSOA,3,7
E02002789,MSOA,4,1318
E02002789,MSOA,5,70
E02002789,MSOA,6,2096
E02002789,MSOA,7,46
E02002789,MSOA,8,151
E02002789,MSOA,9,608
E02002789,MSOA,10,391
E02002790,MSOA,-8,1293
E02002790,MSOA,1,2764
E02002790,MSOA,2,42
E02002790,MSOA,3,4
E02002790,MSOA,4,1268
E02002790,MSOA,5,85
E02002790,MSOA,6,3848
E02002790,MSOA,7,79
E02002790,MSOA,8,115
E02002790,MSOA,9,519
E02002790,MSOA,10,329
E02002791,MSOA,-8,1099
E02002791,MSOA,1,3055
E02002791,MSOA,2,20
E02002791,MSOA,3,3
E02002791,MSOA,4,510
E02002791,MSOA,5,20
E02002791,MSOA,6,961
E02002791,MSOA,7,50
E02002791,MSOA,8,67
E02002791,MSOA,9,250
E02002791,MSOA,10,419
E02002792,MSOA,-8,1243
E02002792,MSOA,1,2905
E02002792,MSOA,2,50
E02002792,MSOA,3,7
E02002792,MSOA,4,1046
E02002792,MSOA,5,41
E02002792,MSOA,6,1539
E02002792,MSOA,7,39
E02002792,MSOA,8,89
E02002792,MSOA,9,391
E02002792,MSOA,10,296
E02002793,MSOA,-8,1493
E02002793,MSOA,1,3656
E02002793,MSOA,2,23
E02002793,MSOA,3,4
E02002793,MSOA,4,1166
E02002793,MSOA,5,48
E02002793,MSOA,6,1662
E02002793,MSOA,7,49
E02002793,MSOA,8,103
E02002793,MSOA,9,550
E02002793,MSOA,10,510
E02002794,MSOA,-8,890
E02002794,MSOA,1,2152
E02002794,MSOA,2,28
E02002794,MSOA,3,4
E02002794,MSOA,4,470
E02002794,MSOA,5,22
E02002794,MSOA,6,1062
E02002794,MSOA,7,50
E02002794,MSOA,8,61
E02002794,MSOA,9,266
E02002794,MSOA,10,246
E02002795,MSOA,-8,1410
E02002795,MSOA,1,4078
E02002795,MSOA,2,18
E02002795,MSOA,3,3
E02002795,MSOA,4,692
E02002795,MSOA,5,30
E02002795,MSOA,6,1048
E02002795,MSOA,7,33
E02002795,MSOA,8,68
E02002795,MSOA,9,378
E02002795,MSOA,10,520
E02002796,MSOA,-8,1135
E02002796,MSOA,1,2886
E02002796,MSOA,2,8
E02002796,MSOA,3,3
E02002796,MSOA,4,504
E02002796,MSOA,5,34
E02002796,MSOA,6,877
E02002796,MSOA,7,23
E02002796,MSOA,8,81
E02002796,MSOA,9,287
E02002796,MSOA,10,343
E02002797,MSOA,-8,1105
E02002797,MSOA,1,3484
E02002797,MSOA,2,6
E02002797,MSOA,3,6
E02002797,MSOA,4,578
E02002797,MSOA,5,26
E02002797,MSOA,6,1103
E02002797,MSOA,7,30
E02002797,MSOA,8,68
E02002797,MSOA,9,302
E02002797,MSOA,10,613
E02002798,MSOA,-8,1659
E02002798,MSOA,1,4172
E02002798,MSOA,2,36
E02002798,MSOA,3,2
E02002798,MSOA,4,1496
E02002798,MSOA,5,53
E02002798,MSOA,6,1952
E02002798,MSOA,7,47
E02002798,MSOA,8,109
E02002798,MSOA,9,514
E02002798,MSOA,10,340
E02002799,MSOA,-8,1343
E02002799,MSOA,1,1751
E02002799,MSOA,2,20
E02002799,MSOA,3,1
E02002799,MSOA,4,948
E02002799,MSOA,5,40
E02002799,MSOA,6,1495
E02002799,MSOA,7,30
E02002799,MSOA,8,87
E02002799,MSOA,9,340
E02002799,MSOA,10,266
E02002800,MSOA,-8,1194
E02002800,MSOA,1,2545
E02002800,MSOA,2,22
E02002800,MSOA,3,3
E02002800,MSOA,4,736
E02002800,MSOA,5,34
E02002800,MSOA,6,1433
E02002800,MSOA,7,42
E02002800,MSOA,8,95
E02002800,MSOA,9,412
E02002800,MSOA,10,348
E02002801,MSOA,-8,1341
E02002801,MSOA,1,2583
E02002801,MSOA,2,10
E02002801,MSOA,3,11
E02002801,MSOA,4,950
E02002801,MSOA,5,54
E02002801,MSOA,6,1478
E02002801,MSOA,7,52
E02002801,MSOA,8,100
E02002801,MSOA,9,388
E02002801,MSOA,10,449
E02002802,MSOA,-8,1878
E02002802,MSOA,1,1920
E02002802,MSOA,2,24
E02002802,MSOA,3,5
E02002802,MSOA,4,1051
E02002802,MSOA,5,36
E02002802,MSOA,6,1936
E02002802,MSOA,7,46
E02002802,MSOA,8,147
E02002802,MSOA,9,519
E02002802,MSOA,10,309
E02002803,MSOA,-8,751
E02002803,MSOA,1,1184
E02002803,MSOA,2,20
E02002803,MSOA,3,0
E02002803,MSOA,4,1120
E02002803,MSOA,5,82
E02002803,MSOA,6,2646
E02002803,MSOA,7,51
E02002803,MSOA,8,116
E02002803,MSOA,9,531
E02002803,MSOA,10,238
E02002804,MSOA,-8,2039
E02002804,MSOA,1,2784
E02002804,MSOA,2,36
E02002804,MSOA,3,11
E02002804,MSOA,4,1110
E02002804,MSOA,5,58
E02002804,MSOA,6,1949
E02002804,MSOA,7,62
E02002804,MSOA,8,137
E02002804,MSOA,9,469
E02002804,MSOA,10,445
E02002805,MSOA,-8,855
E02002805,MSOA,1,2459
E02002805,MSOA,2,10
E02002805,MSOA,3,3
E02002805,MSOA,4,594
E02002805,MSOA,5,32
E02002805,MSOA,6,804
E02002805,MSOA,7,26
E02002805,MSOA,8,73
E02002805,MSOA,9,302
E02002805,MSOA,10,436
E02002806,MSOA,-8,843
E02002806,MSOA,1,1024
E02002806,MSOA,2,12
E02002806,MSOA,3,0
E02002806,MSOA,4,950
E02002806,MSOA,5,93
E02002806,MSOA,6,2445
E02002806,MSOA,7,89
E02002806,MSOA,8,92
E02002806,MSOA,9,353
E02002806,MSOA,10,159
E02002807,MSOA,-8,1781
E02002807,MSOA,1,3116
E02002807,MSOA,2,24
E02002807,MSOA,3,6
E02002807,MSOA,4,1152
E02002807,MSOA,5,36
E02002807,MSOA,6,1786
E02002807,MSOA,7,35
E02002807,MSOA,8,128
E02002807,MSOA,9,514
E02002807,MSOA,10,419
E02002808,MSOA,-8,1744
E02002808,MSOA,1,1977
E02002808,MSOA,2,22
E02002808,MSOA,3,11
E02002808,MSOA,4,1754
E02002808,MSOA,5,110
E02002808,MSOA,6,4376
E02002808,MSOA,7,150
E02002808,MSOA,8,225
E02002808,MSOA,9,793
E02002808,MSOA,10,277
E02002809,MSOA,-8,1358
E02002809,MSOA,1,2268
E02002809,MSOA,2,6
E02002809,MSOA,3,12
E02002809,MSOA,4,930
E02002809,MSOA,5,42
E02002809,MSOA,6,1360
E02002809,MSOA,7,35
E02002809,MSOA,8,101
E02002809,MSOA,9,436
E02002809,MSOA,10,382
E02002810,MSOA,-8,1654
E02002810,MSOA,1,3996
E02002810,MSOA,2,14
E02002810,MSOA,3,14
E02002810,MSOA,4,1002
E02002810,MSOA,5,44
E02002810,MSOA,6,1371
E02002810,MSOA,7,54
E02002810,MSOA,8,96
E02002810,MSOA,9,371
E02002810,MSOA,10,518
E02002811,MSOA,-8,2630
E02002811,MSOA,1,3039
E02002811,MSOA,2,10
E02002811,MSOA,3,5
E02002811,MSOA,4,728
E02002811,MSOA,5,30
E02002811,MSOA,6,3057
E02002811,MSOA,7,423
E02002811,MSOA,8,204
E02002811,MSOA,9,474
E02002811,MSOA,10,281
E02002812,MSOA,-8,1394
E02002812,MSOA,1,2840
E02002812,MSOA,2,18
E02002812,MSOA,3,4
E02002812,MSOA,4,598
E02002812,MSOA,5,26
E02002812,MSOA,6,1721
E02002812,MSOA,7,131
E02002812,MSOA,8,114
E02002812,MSOA,9,345
E02002812,MSOA,10,334
E02002813,MSOA,-8,2974
E02002813,MSOA,1,3062
E02002813,MSOA,2,7
E02002813,MSOA,3,8
E02002813,MSOA,4,856
E02002813,MSOA,5,42
E02002813,MSOA,6,2991
E02002813,MSOA,7,439
E02002813,MSOA,8,225
E02002813,MSOA,9,538
E02002813,MSOA,10,327
E02002814,MSOA,-8,1097
E02002814,MSOA,1,3307
E02002814,MSOA,2,8
E02002814,MSOA,3,3
E02002814,MSOA,4,566
E02002814,MSOA,5,24
E02002814,MSOA,6,1110
E02002814,MSOA,7,49
E02002814,MSOA,8,77
E02002814,MSOA,9,428
E02002814,MSOA,10,465
E02002815,MSOA,-8,2578
E02002815,MSOA,1,2766
E02002815,MSOA,2,4
E02002815,MSOA,3,8
E02002815,MSOA,4,397
E02002815,MSOA,5,20
E02002815,MSOA,6,2026
E02002815,MSOA,7,425
E02002815,MSOA,8,138
E02002815,MSOA,9,317
E02002815,MSOA,10,255
E02002816,MSOA,-8,2045
E02002816,MSOA,1,4094
E02002816,MSOA,2,10
E02002816,MSOA,3,0
E02002816,MSOA,4,476
E02002816,MSOA,5,10
E02002816,MSOA,6,1739
E02002816,MSOA,7,124
E02002816,MSOA,8,129
E02002816,MSOA,9,385
E02002816,MSOA,10,326
E02002817,MSOA,-8,1159
E02002817,MSOA,1,2691
E02002817,MSOA,2,14
E02002817,MSOA,3,3
E02002817,MSOA,4,448
E02002817,MSOA,5,18
E02002817,MSOA,6,1118
E02002817,MSOA,7,107
E02002817,MSOA,8,80
E02002817,MSOA,9,283
E02002817,MSOA,10,360
E02002818,MSOA,-8,2246
E02002818,MSOA,1,2401
E02002818,MSOA,2,6
E02002818,MSOA,3,8
E02002818,MSOA,4,494
E02002818,MSOA,5,36
E02002818,MSOA,6,2151
E02002818,MSOA,7,245
E02002818,MSOA,8,158
E02002818,MSOA,9,392
E02002818,MSOA,10,289
E02002819,MSOA,-8,1342
E02002819,MSOA,1,2152
E02002819,MSOA,2,21
E02002819,MSOA,3,3
E02002819,MSOA,4,1076
E02002819,MSOA,5,66
E02002819,MSOA,6,1720
E02002819,MSOA,7,55
E02002819,MSOA,8,145
E02002819,MSOA,9,511
E02002819,MSOA,10,313
E02002820,MSOA,-8,2186
E02002820,MSOA,1,2767
E02002820,MSOA,2,20
E02002820,MSOA,3,7
E02002820,MSOA,4,1326
E02002820,MSOA,5,46
E02002820,MSOA,6,2294
E02002820,MSOA,7,85
E02002820,MSOA,8,155
E02002820,MSOA,9,574
E02002820,MSOA,10,456
E02002821,MSOA,-8,3303
E02002821,MSOA,1,2859
E02002821,MSOA,2,12
E02002821,MSOA,3,14
E02002821,MSOA,4,1458
E02002821,MSOA,5,60
E02002821,MSOA,6,3258
E02002821,MSOA,7,180
E02002821,MSOA,8,226
E02002821,MSOA,9,572
E02002821,MSOA,10,395
E02002822,MSOA,-8,1450
E02002822,MSOA,1,2474
E02002822,MSOA,2,9
E02002822,MSOA,3,6
E02002822,MSOA,4,614
E02002822,MSOA,5,16
E02002822,MSOA,6,1383
E02002822,MSOA,7,83
E02002822,MSOA,8,110
E02002822,MSOA,9,373
E02002822,MSOA,10,407
E02002823,MSOA,-8,1420
E02002823,MSOA,1,2517
E02002823,MSOA,2,10
E02002823,MSOA,3,3
E02002823,MSOA,4,948
E02002823,MSOA,5,40
E02002823,MSOA,6,1599
E02002823,MSOA,7,47
E02002823,MSOA,8,102
E02002823,MSOA,9,479
E02002823,MSOA,10,468
E02002824,MSOA,-8,2555
E02002824,MSOA,1,3353
E02002824,MSOA,2,10
E02002824,MSOA,3,11
E02002824,MSOA,4,1018
E02002824,MSOA,5,30
E02002824,MSOA,6,2404
E02002824,MSOA,7,166
E02002824,MSOA,8,184
E02002824,MSOA,9,611
E02002824,MSOA,10,428
E02002825,MSOA,-8,1656
E02002825,MSOA,1,3177
E02002825,MSOA,2,16
E02002825,MSOA,3,11
E02002825,MSOA,4,890
E02002825,MSOA,5,40
E02002825,MSOA,6,1638
E02002825,MSOA,7,78
E02002825,MSOA,8,122
E02002825,MSOA,9,434
E02002825,MSOA,10,477
E02002826,MSOA,-8,1436
E02002826,MSOA,1,2744
E02002826,MSOA,2,8
E02002826,MSOA,3,10
E02002826,MSOA,4,754
E02002826,MSOA,5,34
E02002826,MSOA,6,1355
E02002826,MSOA,7,34
E02002826,MSOA,8,92
E02002826,MSOA,9,343
E02002826,MSOA,10,282
E02002827,MSOA,-8,1577
E02002827,MSOA,1,2172
E02002827,MSOA,2,3
E02002827,MSOA,3,6
E02002827,MSOA,4,676
E02002827,MSOA,5,28
E02002827,MSOA,6,1653
E02002827,MSOA,7,81
E02002827,MSOA,8,119
E02002827,MSOA,9,331
E02002827,MSOA,10,202
E02002828,MSOA,-8,1448
E02002828,MSOA,1,3569
E02002828,MSOA,2,6
E02002828,MSOA,3,9
E02002828,MSOA,4,426
E02002828,MSOA,5,14
E02002828,MSOA,6,1662
E02002828,MSOA,7,173
E02002828,MSOA,8,104
E02002828,MSOA,9,320
E02002828,MSOA,10,473
E02002829,MSOA,-8,2986
E02002829,MSOA,1,3043
E02002829,MSOA,2,16
E02002829,MSOA,3,9
E02002829,MSOA,4,1040
E02002829,MSOA,5,63
E02002829,MSOA,6,3090
E02002829,MSOA,7,185
E02002829,MSOA,8,197
E02002829,MSOA,9,612
E02002829,MSOA,10,412
E02002830,MSOA,-8,2859
E02002830,MSOA,1,3168
E02002830,MSOA,2,8
E02002830,MSOA,3,8
E02002830,MSOA,4,964
E02002830,MSOA,5,38
E02002830,MSOA,6,2695
E02002830,MSOA,7,186
E02002830,MSOA,8,180
E02002830,MSOA,9,543
E02002830,MSOA,10,292
E02002831,MSOA,-8,1426
E02002831,MSOA,1,2980
E02002831,MSOA,2,2
E02002831,MSOA,3,2
E02002831,MSOA,4,214
E02002831,MSOA,5,0
E02002831,MSOA,6,1534
E02002831,MSOA,7,260
E02002831,MSOA,8,98
E02002831,MSOA,9,259
E02002831,MSOA,10,382
E02002832,MSOA,-8,1833
E02002832,MSOA,1,4184
E02002832,MSOA,2,8
E02002832,MSOA,3,4
E02002832,MSOA,4,284
E02002832,MSOA,5,10
E02002832,MSOA,6,2150
E02002832,MSOA,7,542
E02002832,MSOA,8,116
E02002832,MSOA,9,407
E02002832,MSOA,10,614
E02002833,MSOA,-8,1726
E02002833,MSOA,1,3704
E02002833,MSOA,2,4
E02002833,MSOA,3,6
E02002833,MSOA,4,230
E02002833,MSOA,5,4
E02002833,MSOA,6,2023
E02002833,MSOA,7,421
E02002833,MSOA,8,115
E02002833,MSOA,9,273
E02002833,MSOA,10,496
E02002834,MSOA,-8,2219
E02002834,MSOA,1,4176
E02002834,MSOA,2,18
E02002834,MSOA,3,10
E02002834,MSOA,4,1082
E02002834,MSOA,5,68
E02002834,MSOA,6,2728
E02002834,MSOA,7,258
E02002834,MSOA,8,142
E02002834,MSOA,9,488
E02002834,MSOA,10,514
E02002836,MSOA,-8,2045
E02002836,MSOA,1,4571
E02002836,MSOA,2,10
E02002836,MSOA,3,1
E02002836,MSOA,4,229
E02002836,MSOA,5,14
E02002836,MSOA,6,2488
E02002836,MSOA,7,707
E02002836,MSOA,8,103
E02002836,MSOA,9,351
E02002836,MSOA,10,708
E02002837,MSOA,-8,2545
E02002837,MSOA,1,3271
E02002837,MSOA,2,2
E02002837,MSOA,3,5
E02002837,MSOA,4,392
E02002837,MSOA,5,29
E02002837,MSOA,6,2511
E02002837,MSOA,7,417
E02002837,MSOA,8,127
E02002837,MSOA,9,330
E02002837,MSOA,10,326
E02002838,MSOA,-8,2427
E02002838,MSOA,1,1982
E02002838,MSOA,2,2
E02002838,MSOA,3,4
E02002838,MSOA,4,862
E02002838,MSOA,5,39
E02002838,MSOA,6,2274
E02002838,MSOA,7,89
E02002838,MSOA,8,146
E02002838,MSOA,9,449
E02002838,MSOA,10,303
E02002839,MSOA,-8,1935
E02002839,MSOA,1,3096
E02002839,MSOA,2,0
E02002839,MSOA,3,6
E02002839,MSOA,4,538
E02002839,MSOA,5,24
E02002839,MSOA,6,1816
E02002839,MSOA,7,142
E02002839,MSOA,8,102
E02002839,MSOA,9,413
E02002839,MSOA,10,405
E02002842,MSOA,-8,1989
E02002842,MSOA,1,1892
E02002842,MSOA,2,20
E02002842,MSOA,3,4
E02002842,MSOA,4,1178
E02002842,MSOA,5,62
E02002842,MSOA,6,2337
E02002842,MSOA,7,215
E02002842,MSOA,8,155
E02002842,MSOA,9,477
E02002842,MSOA,10,166
E02002843,MSOA,-8,3723
E02002843,MSOA,1,6215
E02002843,MSOA,2,10
E02002843,MSOA,3,7
E02002843,MSOA,4,316
E02002843,MSOA,5,19
E02002843,MSOA,6,3364
E02002843,MSOA,7,1040
E02002843,MSOA,8,150
E02002843,MSOA,9,385
E02002843,MSOA,10,573
E02002844,MSOA,-8,3258
E02002844,MSOA,1,4403
E02002844,MSOA,2,6
E02002844,MSOA,3,3
E02002844,MSOA,4,227
E02002844,MSOA,5,12
E02002844,MSOA,6,2955
E02002844,MSOA,7,415
E02002844,MSOA,8,151
E02002844,MSOA,9,432
E02002844,MSOA,10,481
E02002845,MSOA,-8,2657
E02002845,MSOA,1,3801
E02002845,MSOA,2,4
E02002845,MSOA,3,13
E02002845,MSOA,4,386
E02002845,MSOA,5,20
E02002845,MSOA,6,2623
E02002845,MSOA,7,344
E02002845,MSOA,8,190
E02002845,MSOA,9,548
E02002845,MSOA,10,472
E02002846,MSOA,-8,1350
E02002846,MSOA,1,2778
E02002846,MSOA,2,28
E02002846,MSOA,3,6
E02002846,MSOA,4,878
E02002846,MSOA,5,44
E02002846,MSOA,6,1581
E02002846,MSOA,7,75
E02002846,MSOA,8,84
E02002846,MSOA,9,355
E02002846,MSOA,10,281
E02002847,MSOA,-8,2407
E02002847,MSOA,1,4249
E02002847,MSOA,2,6
E02002847,MSOA,3,5
E02002847,MSOA,4,210
E02002847,MSOA,5,15
E02002847,MSOA,6,2457
E02002847,MSOA,7,456
E02002847,MSOA,8,98
E02002847,MSOA,9,242
E02002847,MSOA,10,430
E02002848,MSOA,-8,2710
E02002848,MSOA,1,3850
E02002848,MSOA,2,8
E02002848,MSOA,3,10
E02002848,MSOA,4,334
E02002848,MSOA,5,10
E02002848,MSOA,6,2839
E02002848,MSOA,7,422
E02002848,MSOA,8,151
E02002848,MSOA,9,333
E02002848,MSOA,10,408
E02002849,MSOA,-8,1811
E02002849,MSOA,1,2320
E02002849,MSOA,2,28
E02002849,MSOA,3,9
E02002849,MSOA,4,1656
E02002849,MSOA,5,130
E02002849,MSOA,6,4877
E02002849,MSOA,7,269
E02002849,MSOA,8,177
E02002849,MSOA,9,610
E02002849,MSOA,10,243
E02002851,MSOA,-8,1663
E02002851,MSOA,1,3818
E02002851,MSOA,2,6
E02002851,MSOA,3,10
E02002851,MSOA,4,259
E02002851,MSOA,5,6
E02002851,MSOA,6,1802
E02002851,MSOA,7,191
E02002851,MSOA,8,102
E02002851,MSOA,9,296
E02002851,MSOA,10,492
E02002852,MSOA,-8,2072
E02002852,MSOA,1,1518
E02002852,MSOA,2,16
E02002852,MSOA,3,8
E02002852,MSOA,4,790
E02002852,MSOA,5,38
E02002852,MSOA,6,2148
E02002852,MSOA,7,74
E02002852,MSOA,8,108
E02002852,MSOA,9,353
E02002852,MSOA,10,257
E02002853,MSOA,-8,3062
E02002853,MSOA,1,4924
E02002853,MSOA,2,10
E02002853,MSOA,3,12
E02002853,MSOA,4,338
E02002853,MSOA,5,26
E02002853,MSOA,6,3517
E02002853,MSOA,7,476
E02002853,MSOA,8,99
E02002853,MSOA,9,389
E02002853,MSOA,10,447
E02002854,MSOA,-8,1989
E02002854,MSOA,1,2020
E02002854,MSOA,2,24
E02002854,MSOA,3,12
E02002854,MSOA,4,925
E02002854,MSOA,5,50
E02002854,MSOA,6,2288
E02002854,MSOA,7,134
E02002854,MSOA,8,153
E02002854,MSOA,9,458
E02002854,MSOA,10,270
E02002855,MSOA,-8,1412
E02002855,MSOA,1,2330
E02002855,MSOA,2,20
E02002855,MSOA,3,7
E02002855,MSOA,4,966
E02002855,MSOA,5,65
E02002855,MSOA,6,2120
E02002855,MSOA,7,178
E02002855,MSOA,8,81
E02002855,MSOA,9,318
E02002855,MSOA,10,232
E02002856,MSOA,-8,1350
E02002856,MSOA,1,2756
E02002856,MSOA,2,55
E02002856,MSOA,3,5
E02002856,MSOA,4,1362
E02002856,MSOA,5,98
E02002856,MSOA,6,4260
E02002856,MSOA,7,136
E02002856,MSOA,8,123
E02002856,MSOA,9,551
E02002856,MSOA,10,367
E02002857,MSOA,-8,1469
E02002857,MSOA,1,1488
E02002857,MSOA,2,30
E02002857,MSOA,3,0
E02002857,MSOA,4,1136
E02002857,MSOA,5,69
E02002857,MSOA,6,2202
E02002857,MSOA,7,69
E02002857,MSOA,8,133
E02002857,MSOA,9,392
E02002857,MSOA,10,178
E02002858,MSOA,-8,1311
E02002858,MSOA,1,3080
E02002858,MSOA,2,31
E02002858,MSOA,3,6
E02002858,MSOA,4,592
E02002858,MSOA,5,25
E02002858,MSOA,6,1371
E02002858,MSOA,7,85
E02002858,MSOA,8,84
E02002858,MSOA,9,299
E02002858,MSOA,10,333
E02002860,MSOA,-8,1567
E02002860,MSOA,1,2731
E02002860,MSOA,2,20
E02002860,MSOA,3,7
E02002860,MSOA,4,1040
E02002860,MSOA,5,47
E02002860,MSOA,6,1772
E02002860,MSOA,7,54
E02002860,MSOA,8,101
E02002860,MSOA,9,443
E02002860,MSOA,10,345
E02002861,MSOA,-8,2234
E02002861,MSOA,1,1813
E02002861,MSOA,2,10
E02002861,MSOA,3,13
E02002861,MSOA,4,830
E02002861,MSOA,5,36
E02002861,MSOA,6,2428
E02002861,MSOA,7,87
E02002861,MSOA,8,137
E02002861,MSOA,9,366
E02002861,MSOA,10,286
E02002862,MSOA,-8,2128
E02002862,MSOA,1,1913
E02002862,MSOA,2,18
E02002862,MSOA,3,15
E02002862,MSOA,4,1120
E02002862,MSOA,5,44
E02002862,MSOA,6,2093
E02002862,MSOA,7,86
E02002862,MSOA,8,206
E02002862,MSOA,9,580
E02002862,MSOA,10,397
E02002863,MSOA,-8,1291
E02002863,MSOA,1,3366
E02002863,MSOA,2,22
E02002863,MSOA,3,1
E02002863,MSOA,4,588
E02002863,MSOA,5,22
E02002863,MSOA,6,820
E02002863,MSOA,7,37
E02002863,MSOA,8,89
E02002863,MSOA,9,275
E02002863,MSOA,10,332
E02002864,MSOA,-8,1500
E02002864,MSOA,1,3494
E02002864,MSOA,2,26
E02002864,MSOA,3,1
E02002864,MSOA,4,946
E02002864,MSOA,5,24
E02002864,MSOA,6,1231
E02002864,MSOA,7,35
E02002864,MSOA,8,124
E02002864,MSOA,9,448
E02002864,MSOA,10,379
E02002865,MSOA,-8,1089
E02002865,MSOA,1,3310
E02002865,MSOA,2,12
E02002865,MSOA,3,0
E02002865,MSOA,4,712
E02002865,MSOA,5,38
E02002865,MSOA,6,1126
E02002865,MSOA,7,41
E02002865,MSOA,8,132
E02002865,MSOA,9,427
E02002865,MSOA,10,523
E02002866,MSOA,-8,1183
E02002866,MSOA,1,3542
E02002866,MSOA,2,10
E02002866,MSOA,3,4
E02002866,MSOA,4,636
E02002866,MSOA,5,40
E02002866,MSOA,6,1000
E02002866,MSOA,7,44
E02002866,MSOA,8,88
E02002866,MSOA,9,391
E02002866,MSOA,10,398
E02002867,MSOA,-8,1106
E02002867,MSOA,1,3522
E02002867,MSOA,2,38
E02002867,MSOA,3,2
E02002867,MSOA,4,722
E02002867,MSOA,5,38
E02002867,MSOA,6,1124
E02002867,MSOA,7,58
E02002867,MSOA,8,124
E02002867,MSOA,9,459
E02002867,MSOA,10,452
E02002868,MSOA,-8,1109
E02002868,MSOA,1,2270
E02002868,MSOA,2,8
E02002868,MSOA,3,2
E02002868,MSOA,4,598
E02002868,MSOA,5,26
E02002868,MSOA,6,1227
E02002868,MSOA,7,49
E02002868,MSOA,8,76
E02002868,MSOA,9,285
E02002868,MSOA,10,365
E02002869,MSOA,-8,1725
E02002869,MSOA,1,1765
E02002869,MSOA,2,20
E02002869,MSOA,3,5
E02002869,MSOA,4,946
E02002869,MSOA,5,34
E02002869,MSOA,6,1934
E02002869,MSOA,7,72
E02002869,MSOA,8,146
E02002869,MSOA,9,512
E02002869,MSOA,10,322
E02002871,MSOA,-8,1571
E02002871,MSOA,1,2304
E02002871,MSOA,2,12
E02002871,MSOA,3,4
E02002871,MSOA,4,1034
E02002871,MSOA,5,50
E02002871,MSOA,6,1927
E02002871,MSOA,7,53
E02002871,MSOA,8,125
E02002871,MSOA,9,457
E02002871,MSOA,10,328
E02002872,MSOA,-8,1969
E02002872,MSOA,1,2129
E02002872,MSOA,2,14
E02002872,MSOA,3,5
E02002872,MSOA,4,1048
E02002872,MSOA,5,46
E02002872,MSOA,6,2357
E02002872,MSOA,7,73
E02002872,MSOA,8,151
E02002872,MSOA,9,513
E02002872,MSOA,10,348
E02002873,MSOA,-8,2305
E02002873,MSOA,1,2239
E02002873,MSOA,2,20
E02002873,MSOA,3,7
E02002873,MSOA,4,1176
E02002873,MSOA,5,46
E02002873,MSOA,6,2510
E02002873,MSOA,7,103
E02002873,MSOA,8,155
E02002873,MSOA,9,494
E02002873,MSOA,10,309
E02002874,MSOA,-8,1540
E02002874,MSOA,1,2076
E02002874,MSOA,2,37
E02002874,MSOA,3,4
E02002874,MSOA,4,904
E02002874,MSOA,5,57
E02002874,MSOA,6,1939
E02002874,MSOA,7,88
E02002874,MSOA,8,111
E02002874,MSOA,9,348
E02002874,MSOA,10,342
E02002875,MSOA,-8,1941
E02002875,MSOA,1,1960
E02002875,MSOA,2,10
E02002875,MSOA,3,12
E02002875,MSOA,4,1105
E02002875,MSOA,5,36
E02002875,MSOA,6,2279
E02002875,MSOA,7,84
E02002875,MSOA,8,180
E02002875,MSOA,9,460
E02002875,MSOA,10,338
E02002876,MSOA,-8,1464
E02002876,MSOA,1,2273
E02002876,MSOA,2,26
E02002876,MSOA,3,7
E02002876,MSOA,4,920
