code,geography,catgory,value
E02001750,MSOA,8,78
E02001750,MSOA,9,319
E02001750,MSOA,10,422
E02001751,MSOA,-8,1219
E02001751,MSOA,1,2321
E02001751,MSOA,2,12
E02001751,MSOA,3,3
E02001751,MSOA,4,885
E02001751,MSOA,5,51
E02001751,MSOA,6,1218
E02001751,MSOA,7,35
E02001751,MSOA,8,114
E02001751,MSOA,9,389
E02001751,MSOA,10,371
E02001752,MSOA,-8,1360
E02001752,MSOA,1,1867
E02001752,MSOA,2,16
E02001752,MSOA,3,6
E02001752,MSOA,4,698
E02001752,MSOA,5,26
E02001752,MSOA,6,1508
E02001752,MSOA,7,31
E02001752,MSOA,8,129
E02001752,MSOA,9,429
E02001752,MSOA,10,333
E02001753,MSOA,-8,911
E02001753,MSOA,1,2202
E02001753,MSOA,2,52
E02001753,MSOA,3,6
E02001753,MSOA,4,692
E02001753,MSOA,5,56
E02001753,MSOA,6,1196
E02001753,MSOA,7,44
E02001753,MSOA,8,140
E02001753,MSOA,9,472
E02001753,MSOA,10,380
E02001754,MSOA,-8,874
E02001754,MSOA,1,2350
E02001754,MSOA,2,26
E02001754,MSOA,3,4
E02001754,MSOA,4,684
E02001754,MSOA,5,40
E02001754,MSOA,6,1010
E02001754,MSOA,7,22
E02001754,MSOA,8,80
E02001754,MSOA,9,311
E02001754,MSOA,10,330
E02001755,MSOA,-8,1840
E02001755,MSOA,1,3894
E02001755,MSOA,2,42
E02001755,MSOA,3,4
E02001755,MSOA,4,1192
E02001755,MSOA,5,60
E02001755,MSOA,6,1707
E02001755,MSOA,7,65
E02001755,MSOA,8,106
E02001755,MSOA,9,430
E02001755,MSOA,10,444
E02001756,MSOA,-8,1736
E02001756,MSOA,1,2603
E02001756,MSOA,2,34
E02001756,MSOA,3,3
E02001756,MSOA,4,1348
E02001756,MSOA,5,96
E02001756,MSOA,6,2148
E02001756,MSOA,7,71
E02001756,MSOA,8,186
E02001756,MSOA,9,620
E02001756,MSOA,10,422
E02001757,MSOA,-8,893
E02001757,MSOA,1,2294
E02001757,MSOA,2,8
E02001757,MSOA,3,0
E02001757,MSOA,4,626
E02001757,MSOA,5,22
E02001757,MSOA,6,1126
E02001757,MSOA,7,44
E02001757,MSOA,8,101
E02001757,MSOA,9,350
E02001757,MSOA,10,375
E02001758,MSOA,-8,1040
E02001758,MSOA,1,2168
E02001758,MSOA,2,8
E02001758,MSOA,3,2
E02001758,MSOA,4,530
E02001758,MSOA,5,36
E02001758,MSOA,6,1120
E02001758,MSOA,7,25
E02001758,MSOA,8,85
E02001758,MSOA,9,306
E02001758,MSOA,10,281
E02001759,MSOA,-8,799
E02001759,MSOA,1,1747
E02001759,MSOA,2,31
E02001759,MSOA,3,1
E02001759,MSOA,4,834
E02001759,MSOA,5,47
E02001759,MSOA,6,1557
E02001759,MSOA,7,42
E02001759,MSOA,8,140
E02001759,MSOA,9,541
E02001759,MSOA,10,334
E02001760,MSOA,-8,1818
E02001760,MSOA,1,1709
E02001760,MSOA,2,14
E02001760,MSOA,3,3
E02001760,MSOA,4,938
E02001760,MSOA,5,36
E02001760,MSOA,6,2099
E02001760,MSOA,7,52
E02001760,MSOA,8,191
E02001760,MSOA,9,507
E02001760,MSOA,10,340
E02001761,MSOA,-8,900
E02001761,MSOA,1,1996
E02001761,MSOA,2,6
E02001761,MSOA,3,4
E02001761,MSOA,4,622
E02001761,MSOA,5,16
E02001761,MSOA,6,1109
E02001761,MSOA,7,24
E02001761,MSOA,8,107
E02001761,MSOA,9,334
E02001761,MSOA,10,345
E02001762,MSOA,-8,1218
E02001762,MSOA,1,2538
E02001762,MSOA,2,26
E02001762,MSOA,3,0
E02001762,MSOA,4,980
E02001762,MSOA,5,20
E02001762,MSOA,6,1209
E02001762,MSOA,7,34
E02001762,MSOA,8,94
E02001762,MSOA,9,347
E02001762,MSOA,10,287
E02001763,MSOA,-8,1129
E02001763,MSOA,1,1831
E02001763,MSOA,2,8
E02001763,MSOA,3,5
E02001763,MSOA,4,836
E02001763,MSOA,5,46
E02001763,MSOA,6,1564
E02001763,MSOA,7,23
E02001763,MSOA,8,151
E02001763,MSOA,9,458
E02001763,MSOA,10,329
E02001764,MSOA,-8,1318
E02001764,MSOA,1,1876
E02001764,MSOA,2,32
E02001764,MSOA,3,8
E02001764,MSOA,4,874
E02001764,MSOA,5,58
E02001764,MSOA,6,2070
E02001764,MSOA,7,63
E02001764,MSOA,8,202
E02001764,MSOA,9,656
E02001764,MSOA,10,318
E02001765,MSOA,-8,1591
E02001765,MSOA,1,1972
E02001765,MSOA,2,36
E02001765,MSOA,3,4
E02001765,MSOA,4,980
E02001765,MSOA,5,54
E02001765,MSOA,6,1830
E02001765,MSOA,7,41
E02001765,MSOA,8,172
E02001765,MSOA,9,501
E02001765,MSOA,10,369
E02001766,MSOA,-8,1332
E02001766,MSOA,1,1959
E02001766,MSOA,2,17
E02001766,MSOA,3,7
E02001766,MSOA,4,976
E02001766,MSOA,5,62
E02001766,MSOA,6,1878
E02001766,MSOA,7,60
E02001766,MSOA,8,149
E02001766,MSOA,9,461
E02001766,MSOA,10,259
E02001767,MSOA,-8,1105
E02001767,MSOA,1,1939
E02001767,MSOA,2,16
E02001767,MSOA,3,6
E02001767,MSOA,4,892
E02001767,MSOA,5,59
E02001767,MSOA,6,1732
E02001767,MSOA,7,40
E02001767,MSOA,8,140
E02001767,MSOA,9,497
E02001767,MSOA,10,358
E02001768,MSOA,-8,1416
E02001768,MSOA,1,2509
E02001768,MSOA,2,20
E02001768,MSOA,3,1
E02001768,MSOA,4,750
E02001768,MSOA,5,40
E02001768,MSOA,6,1925
E02001768,MSOA,7,123
E02001768,MSOA,8,171
E02001768,MSOA,9,592
E02001768,MSOA,10,392
E02001769,MSOA,-8,1205
E02001769,MSOA,1,1796
E02001769,MSOA,2,8
E02001769,MSOA,3,4
E02001769,MSOA,4,774
E02001769,MSOA,5,54
E02001769,MSOA,6,2224
E02001769,MSOA,7,90
E02001769,MSOA,8,214
E02001769,MSOA,9,647
E02001769,MSOA,10,347
E02001770,MSOA,-8,761
E02001770,MSOA,1,1958
E02001770,MSOA,2,12
E02001770,MSOA,3,4
E02001770,MSOA,4,700
E02001770,MSOA,5,32
E02001770,MSOA,6,1379
E02001770,MSOA,7,35
E02001770,MSOA,8,124
E02001770,MSOA,9,451
E02001770,MSOA,10,325
E02001771,MSOA,-8,1175
E02001771,MSOA,1,2220
E02001771,MSOA,2,10
E02001771,MSOA,3,3
E02001771,MSOA,4,540
E02001771,MSOA,5,24
E02001771,MSOA,6,1249
E02001771,MSOA,7,23
E02001771,MSOA,8,119
E02001771,MSOA,9,338
E02001771,MSOA,10,423
E02001772,MSOA,-8,805
E02001772,MSOA,1,1725
E02001772,MSOA,2,14
E02001772,MSOA,3,7
E02001772,MSOA,4,528
E02001772,MSOA,5,20
E02001772,MSOA,6,1097
E02001772,MSOA,7,32
E02001772,MSOA,8,110
E02001772,MSOA,9,336
E02001772,MSOA,10,323
E02001773,MSOA,-8,758
E02001773,MSOA,1,2500
E02001773,MSOA,2,12
E02001773,MSOA,3,4
E02001773,MSOA,4,474
E02001773,MSOA,5,12
E02001773,MSOA,6,825
E02001773,MSOA,7,37
E02001773,MSOA,8,68
E02001773,MSOA,9,198
E02001773,MSOA,10,356
E02001774,MSOA,-8,901
E02001774,MSOA,1,1426
E02001774,MSOA,2,12
E02001774,MSOA,3,0
E02001774,MSOA,4,590
E02001774,MSOA,5,32
E02001774,MSOA,6,1353
E02001774,MSOA,7,26
E02001774,MSOA,8,128
E02001774,MSOA,9,410
E02001774,MSOA,10,252
E02001775,MSOA,-8,1072
E02001775,MSOA,1,1656
E02001775,MSOA,2,6
E02001775,MSOA,3,2
E02001775,MSOA,4,540
E02001775,MSOA,5,18
E02001775,MSOA,6,1273
E02001775,MSOA,7,12
E02001775,MSOA,8,105
E02001775,MSOA,9,377
E02001775,MSOA,10,357
E02001776,MSOA,-8,1770
E02001776,MSOA,1,2636
E02001776,MSOA,2,18
E02001776,MSOA,3,8
E02001776,MSOA,4,1220
E02001776,MSOA,5,34
E02001776,MSOA,6,2065
E02001776,MSOA,7,50
E02001776,MSOA,8,193
E02001776,MSOA,9,534
E02001776,MSOA,10,441
E02001777,MSOA,-8,1110
E02001777,MSOA,1,2319
E02001777,MSOA,2,20
E02001777,MSOA,3,1
E02001777,MSOA,4,954
E02001777,MSOA,5,31
E02001777,MSOA,6,1406
E02001777,MSOA,7,34
E02001777,MSOA,8,100
E02001777,MSOA,9,373
E02001777,MSOA,10,256
E02001778,MSOA,-8,884
E02001778,MSOA,1,1412
E02001778,MSOA,2,12
E02001778,MSOA,3,8
E02001778,MSOA,4,652
E02001778,MSOA,5,37
E02001778,MSOA,6,1552
E02001778,MSOA,7,36
E02001778,MSOA,8,137
E02001778,MSOA,9,504
E02001778,MSOA,10,280
E02001779,MSOA,-8,953
E02001779,MSOA,1,1563
E02001779,MSOA,2,12
E02001779,MSOA,3,1
E02001779,MSOA,4,578
E02001779,MSOA,5,20
E02001779,MSOA,6,1328
E02001779,MSOA,7,37
E02001779,MSOA,8,124
E02001779,MSOA,9,351
E02001779,MSOA,10,299
E02001780,MSOA,-8,1151
E02001780,MSOA,1,2134
E02001780,MSOA,2,12
E02001780,MSOA,3,12
E02001780,MSOA,4,612
E02001780,MSOA,5,31
E02001780,MSOA,6,1276
E02001780,MSOA,7,18
E02001780,MSOA,8,115
E02001780,MSOA,9,350
E02001780,MSOA,10,332
E02001781,MSOA,-8,1145
E02001781,MSOA,1,1344
E02001781,MSOA,2,4
E02001781,MSOA,3,10
E02001781,MSOA,4,658
E02001781,MSOA,5,32
E02001781,MSOA,6,1420
E02001781,MSOA,7,20
E02001781,MSOA,8,108
E02001781,MSOA,9,374
E02001781,MSOA,10,277
E02001782,MSOA,-8,2090
E02001782,MSOA,1,3228
E02001782,MSOA,2,18
E02001782,MSOA,3,8
E02001782,MSOA,4,1298
E02001782,MSOA,5,37
E02001782,MSOA,6,2087
E02001782,MSOA,7,39
E02001782,MSOA,8,187
E02001782,MSOA,9,571
E02001782,MSOA,10,572
E02001783,MSOA,-8,1779
E02001783,MSOA,1,1827
E02001783,MSOA,2,10
E02001783,MSOA,3,5
E02001783,MSOA,4,846
E02001783,MSOA,5,18
E02001783,MSOA,6,1778
E02001783,MSOA,7,41
E02001783,MSOA,8,159
E02001783,MSOA,9,427
E02001783,MSOA,10,313
E02001784,MSOA,-8,1214
E02001784,MSOA,1,2048
E02001784,MSOA,2,8
E02001784,MSOA,3,6
E02001784,MSOA,4,706
E02001784,MSOA,5,24
E02001784,MSOA,6,1518
E02001784,MSOA,7,36
E02001784,MSOA,8,140
E02001784,MSOA,9,436
E02001784,MSOA,10,413
E02001785,MSOA,-8,1236
E02001785,MSOA,1,2967
E02001785,MSOA,2,20
E02001785,MSOA,3,3
E02001785,MSOA,4,688
E02001785,MSOA,5,36
E02001785,MSOA,6,1436
E02001785,MSOA,7,29
E02001785,MSOA,8,121
E02001785,MSOA,9,543
E02001785,MSOA,10,511
E02001786,MSOA,-8,1168
E02001786,MSOA,1,2181
E02001786,MSOA,2,14
E02001786,MSOA,3,0
E02001786,MSOA,4,696
E02001786,MSOA,5,22
E02001786,MSOA,6,1527
E02001786,MSOA,7,24
E02001786,MSOA,8,105
E02001786,MSOA,9,467
E02001786,MSOA,10,403
E02001787,MSOA,-8,964
E02001787,MSOA,1,1947
E02001787,MSOA,2,10
E02001787,MSOA,3,5
E02001787,MSOA,4,474
E02001787,MSOA,5,34
E02001787,MSOA,6,1115
E02001787,MSOA,7,34
E02001787,MSOA,8,92
E02001787,MSOA,9,347
E02001787,MSOA,10,294
E02001788,MSOA,-8,1000
E02001788,MSOA,1,2048
E02001788,MSOA,2,24
E02001788,MSOA,3,0
E02001788,MSOA,4,663
E02001788,MSOA,5,44
E02001788,MSOA,6,1186
E02001788,MSOA,7,24
E02001788,MSOA,8,121
E02001788,MSOA,9,371
E02001788,MSOA,10,254
E02001789,MSOA,-8,906
E02001789,MSOA,1,2884
E02001789,MSOA,2,22
E02001789,MSOA,3,3
E02001789,MSOA,4,426
E02001789,MSOA,5,34
E02001789,MSOA,6,822
E02001789,MSOA,7,23
E02001789,MSOA,8,57
E02001789,MSOA,9,217
E02001789,MSOA,10,396
E02001790,MSOA,-8,1016
E02001790,MSOA,1,2382
E02001790,MSOA,2,16
E02001790,MSOA,3,2
E02001790,MSOA,4,652
E02001790,MSOA,5,28
E02001790,MSOA,6,1007
E02001790,MSOA,7,27
E02001790,MSOA,8,84
E02001790,MSOA,9,308
E02001790,MSOA,10,374
E02001791,MSOA,-8,777
E02001791,MSOA,1,2550
E02001791,MSOA,2,3
E02001791,MSOA,3,2
E02001791,MSOA,4,574
E02001791,MSOA,5,22
E02001791,MSOA,6,895
E02001791,MSOA,7,41
E02001791,MSOA,8,54
E02001791,MSOA,9,203
E02001791,MSOA,10,356
E02001792,MSOA,-8,847
E02001792,MSOA,1,3175
E02001792,MSOA,2,20
E02001792,MSOA,3,1
E02001792,MSOA,4,612
E02001792,MSOA,5,22
E02001792,MSOA,6,1142
E02001792,MSOA,7,26
E02001792,MSOA,8,77
E02001792,MSOA,9,305
E02001792,MSOA,10,441
E02001793,MSOA,-8,1731
E02001793,MSOA,1,1928
E02001793,MSOA,2,8
E02001793,MSOA,3,6
E02001793,MSOA,4,1148
E02001793,MSOA,5,48
E02001793,MSOA,6,2203
E02001793,MSOA,7,29
E02001793,MSOA,8,176
E02001793,MSOA,9,508
E02001793,MSOA,10,483
E02001794,MSOA,-8,1791
E02001794,MSOA,1,2301
E02001794,MSOA,2,20
E02001794,MSOA,3,3
E02001794,MSOA,4,1048
E02001794,MSOA,5,28
E02001794,MSOA,6,2326
E02001794,MSOA,7,38
E02001794,MSOA,8,150
E02001794,MSOA,9,482
E02001794,MSOA,10,474
E02001795,MSOA,-8,1262
E02001795,MSOA,1,2062
E02001795,MSOA,2,8
E02001795,MSOA,3,4
E02001795,MSOA,4,866
E02001795,MSOA,5,48
E02001795,MSOA,6,1836
E02001795,MSOA,7,32
E02001795,MSOA,8,146
E02001795,MSOA,9,517
E02001795,MSOA,10,430
E02001796,MSOA,-8,1124
E02001796,MSOA,1,2842
E02001796,MSOA,2,15
E02001796,MSOA,3,4
E02001796,MSOA,4,928
E02001796,MSOA,5,60
E02001796,MSOA,6,1965
E02001796,MSOA,7,64
E02001796,MSOA,8,198
E02001796,MSOA,9,616
E02001796,MSOA,10,583
E02001797,MSOA,-8,890
E02001797,MSOA,1,2578
E02001797,MSOA,2,6
E02001797,MSOA,3,0
E02001797,MSOA,4,632
E02001797,MSOA,5,18
E02001797,MSOA,6,1038
E02001797,MSOA,7,24
E02001797,MSOA,8,76
E02001797,MSOA,9,278
E02001797,MSOA,10,291
E02001798,MSOA,-8,1531
E02001798,MSOA,1,2648
E02001798,MSOA,2,5
E02001798,MSOA,3,13
E02001798,MSOA,4,986
E02001798,MSOA,5,44
E02001798,MSOA,6,1909
E02001798,MSOA,7,39
E02001798,MSOA,8,151
E02001798,MSOA,9,378
E02001798,MSOA,10,397
E02001799,MSOA,-8,1937
E02001799,MSOA,1,2413
E02001799,MSOA,2,16
E02001799,MSOA,3,1
E02001799,MSOA,4,1186
E02001799,MSOA,5,52
E02001799,MSOA,6,2313
E02001799,MSOA,7,40
E02001799,MSOA,8,202
E02001799,MSOA,9,635
E02001799,MSOA,10,506
E02001800,MSOA,-8,1153
E02001800,MSOA,1,2399
E02001800,MSOA,2,18
E02001800,MSOA,3,1
E02001800,MSOA,4,782
E02001800,MSOA,5,40
E02001800,MSOA,6,1329
E02001800,MSOA,7,22
E02001800,MSOA,8,142
E02001800,MSOA,9,423
E02001800,MSOA,10,384
E02001801,MSOA,-8,1058
E02001801,MSOA,1,1584
E02001801,MSOA,2,8
E02001801,MSOA,3,2
E02001801,MSOA,4,524
E02001801,MSOA,5,34
E02001801,MSOA,6,1394
E02001801,MSOA,7,97
E02001801,MSOA,8,110
E02001801,MSOA,9,293
E02001801,MSOA,10,253
E02001802,MSOA,-8,1671
E02001802,MSOA,1,1792
E02001802,MSOA,2,24
E02001802,MSOA,3,6
E02001802,MSOA,4,1020
E02001802,MSOA,5,26
E02001802,MSOA,6,1876
E02001802,MSOA,7,45
E02001802,MSOA,8,125
E02001802,MSOA,9,372
E02001802,MSOA,10,392
E02001803,MSOA,-8,1072
E02001803,MSOA,1,1748
E02001803,MSOA,2,13
E02001803,MSOA,3,1
E02001803,MSOA,4,870
E02001803,MSOA,5,100
E02001803,MSOA,6,2439
E02001803,MSOA,7,109
E02001803,MSOA,8,168
E02001803,MSOA,9,563
E02001803,MSOA,10,296
E02001804,MSOA,-8,1105
E02001804,MSOA,1,1992
E02001804,MSOA,2,12
E02001804,MSOA,3,4
E02001804,MSOA,4,726
E02001804,MSOA,5,14
E02001804,MSOA,6,1430
E02001804,MSOA,7,22
E02001804,MSOA,8,131
E02001804,MSOA,9,331
E02001804,MSOA,10,334
E02001805,MSOA,-8,778
E02001805,MSOA,1,2147
E02001805,MSOA,2,10
E02001805,MSOA,3,1
E02001805,MSOA,4,572
E02001805,MSOA,5,28
E02001805,MSOA,6,1137
E02001805,MSOA,7,51
E02001805,MSOA,8,75
E02001805,MSOA,9,259
E02001805,MSOA,10,351
E02001806,MSOA,-8,1350
E02001806,MSOA,1,1715
E02001806,MSOA,2,20
E02001806,MSOA,3,11
E02001806,MSOA,4,804
E02001806,MSOA,5,68
E02001806,MSOA,6,2269
E02001806,MSOA,7,87
E02001806,MSOA,8,230
E02001806,MSOA,9,589
E02001806,MSOA,10,409
E02001807,MSOA,-8,1840
E02001807,MSOA,1,3149
E02001807,MSOA,2,14
E02001807,MSOA,3,5
E02001807,MSOA,4,978
E02001807,MSOA,5,40
E02001807,MSOA,6,1600
E02001807,MSOA,7,33
E02001807,MSOA,8,137
E02001807,MSOA,9,428
E02001807,MSOA,10,339
E02001808,MSOA,-8,1098
E02001808,MSOA,1,1890
E02001808,MSOA,2,12
E02001808,MSOA,3,4
E02001808,MSOA,4,491
E02001808,MSOA,5,26
E02001808,MSOA,6,1351
E02001808,MSOA,7,90
E02001808,MSOA,8,82
E02001808,MSOA,9,263
E02001808,MSOA,10,283
E02001809,MSOA,-8,1075
E02001809,MSOA,1,2556
E02001809,MSOA,2,5
E02001809,MSOA,3,2
E02001809,MSOA,4,706
E02001809,MSOA,5,22
E02001809,MSOA,6,1178
E02001809,MSOA,7,32
E02001809,MSOA,8,101
E02001809,MSOA,9,412
E02001809,MSOA,10,392
E02001810,MSOA,-8,1352
E02001810,MSOA,1,3121
E02001810,MSOA,2,16
E02001810,MSOA,3,3
E02001810,MSOA,4,1042
E02001810,MSOA,5,36
E02001810,MSOA,6,1619
E02001810,MSOA,7,19
E02001810,MSOA,8,137
E02001810,MSOA,9,494
E02001810,MSOA,10,383
E02001811,MSOA,-8,1654
E02001811,MSOA,1,2478
E02001811,MSOA,2,13
E02001811,MSOA,3,6
E02001811,MSOA,4,1074
E02001811,MSOA,5,41
E02001811,MSOA,6,2250
E02001811,MSOA,7,46
E02001811,MSOA,8,153
E02001811,MSOA,9,498
E02001811,MSOA,10,488
E02001812,MSOA,-8,1409
E02001812,MSOA,1,4727
E02001812,MSOA,2,18
E02001812,MSOA,3,7
E02001812,MSOA,4,786
E02001812,MSOA,5,52
E02001812,MSOA,6,1657
E02001812,MSOA,7,86
E02001812,MSOA,8,113
E02001812,MSOA,9,333
E02001812,MSOA,10,644
E02001813,MSOA,-8,2085
E02001813,MSOA,1,2414
E02001813,MSOA,2,8
E02001813,MSOA,3,2
E02001813,MSOA,4,1200
E02001813,MSOA,5,56
E02001813,MSOA,6,2654
E02001813,MSOA,7,49
E02001813,MSOA,8,195
E02001813,MSOA,9,523
E02001813,MSOA,10,457
E02001814,MSOA,-8,1094
E02001814,MSOA,1,2046
E02001814,MSOA,2,8
E02001814,MSOA,3,4
E02001814,MSOA,4,640
E02001814,MSOA,5,24
E02001814,MSOA,6,1462
E02001814,MSOA,7,26
E02001814,MSOA,8,104
E02001814,MSOA,9,307
E02001814,MSOA,10,342
E02001815,MSOA,-8,1529
E02001815,MSOA,1,4485
E02001815,MSOA,2,18
E02001815,MSOA,3,5
E02001815,MSOA,4,872
E02001815,MSOA,5,34
E02001815,MSOA,6,1643
E02001815,MSOA,7,38
E02001815,MSOA,8,129
E02001815,MSOA,9,479
E02001815,MSOA,10,515
E02001816,MSOA,-8,1097
E02001816,MSOA,1,1942
E02001816,MSOA,2,15
E02001816,MSOA,3,4
E02001816,MSOA,4,844
E02001816,MSOA,5,30
E02001816,MSOA,6,1649
E02001816,MSOA,7,34
E02001816,MSOA,8,149
E02001816,MSOA,9,540
E02001816,MSOA,10,458
E02001817,MSOA,-8,1226
E02001817,MSOA,1,2226
E02001817,MSOA,2,12
E02001817,MSOA,3,2
E02001817,MSOA,4,794
E02001817,MSOA,5,12
E02001817,MSOA,6,1457
E02001817,MSOA,7,28
E02001817,MSOA,8,128
E02001817,MSOA,9,358
E02001817,MSOA,10,404
E02001818,MSOA,-8,1901
E02001818,MSOA,1,3128
E02001818,MSOA,2,20
E02001818,MSOA,3,4
E02001818,MSOA,4,1182
E02001818,MSOA,5,38
E02001818,MSOA,6,2027
E02001818,MSOA,7,32
E02001818,MSOA,8,160
E02001818,MSOA,9,449
E02001818,MSOA,10,476
E02001819,MSOA,-8,920
E02001819,MSOA,1,3248
E02001819,MSOA,2,6
E02001819,MSOA,3,0
E02001819,MSOA,4,668
E02001819,MSOA,5,24
E02001819,MSOA,6,1162
E02001819,MSOA,7,40
E02001819,MSOA,8,79
E02001819,MSOA,9,269
E02001819,MSOA,10,467
E02001820,MSOA,-8,1882
E02001820,MSOA,1,3599
E02001820,MSOA,2,20
E02001820,MSOA,3,5
E02001820,MSOA,4,1258
E02001820,MSOA,5,54
E02001820,MSOA,6,1782
E02001820,MSOA,7,39
E02001820,MSOA,8,121
E02001820,MSOA,9,448
E02001820,MSOA,10,441
E02001821,MSOA,-8,856
E02001821,MSOA,1,2368
E02001821,MSOA,2,6
E02001821,MSOA,3,6
E02001821,MSOA,4,620
E02001821,MSOA,5,8
E02001821,MSOA,6,1099
E02001821,MSOA,7,31
E02001821,MSOA,8,88
E02001821,MSOA,9,247
E02001821,MSOA,10,274
E02001822,MSOA,-8,1225
E02001822,MSOA,1,2908
E02001822,MSOA,2,29
E02001822,MSOA,3,6
E02001822,MSOA,4,922
E02001822,MSOA,5,38
E02001822,MSOA,6,1516
E02001822,MSOA,7,40
E02001822,MSOA,8,118
E02001822,MSOA,9,364
E02001822,MSOA,10,344
E02001823,MSOA,-8,1565
E02001823,MSOA,1,2685
E02001823,MSOA,2,20
E02001823,MSOA,3,5
E02001823,MSOA,4,1078
E02001823,MSOA,5,43
E02001823,MSOA,6,1621
E02001823,MSOA,7,40
E02001823,MSOA,8,143
E02001823,MSOA,9,436
E02001823,MSOA,10,367
E02001824,MSOA,-8,1535
E02001824,MSOA,1,3088
E02001824,MSOA,2,16
E02001824,MSOA,3,6
E02001824,MSOA,4,920
E02001824,MSOA,5,34
E02001824,MSOA,6,1671
E02001824,MSOA,7,42
E02001824,MSOA,8,139
E02001824,MSOA,9,494
E02001824,MSOA,10,553
E02001825,MSOA,-8,1101
E02001825,MSOA,1,2764
E02001825,MSOA,2,12
E02001825,MSOA,3,2
E02001825,MSOA,4,960
E02001825,MSOA,5,39
E02001825,MSOA,6,1462
E02001825,MSOA,7,38
E02001825,MSOA,8,135
E02001825,MSOA,9,435
E02001825,MSOA,10,494
E02001826,MSOA,-8,1561
E02001826,MSOA,1,2352
E02001826,MSOA,2,12
E02001826,MSOA,3,0
E02001826,MSOA,4,954
E02001826,MSOA,5,42
E02001826,MSOA,6,1502
E02001826,MSOA,7,49
E02001826,MSOA,8,141
E02001826,MSOA,9,400
E02001826,MSOA,10,358
E02001827,MSOA,-8,1267
E02001827,MSOA,1,2740
E02001827,MSOA,2,6
E02001827,MSOA,3,4
E02001827,MSOA,4,452
E02001827,MSOA,5,6
E02001827,MSOA,6,1115
E02001827,MSOA,7,47
E02001827,MSOA,8,70
E02001827,MSOA,9,330
E02001827,MSOA,10,371
E02001828,MSOA,-8,1283
E02001828,MSOA,1,3002
E02001828,MSOA,2,10
E02001828,MSOA,3,2
E02001828,MSOA,4,542
E02001828,MSOA,5,34
E02001828,MSOA,6,1267
E02001828,MSOA,7,47
E02001828,MSOA,8,95
E02001828,MSOA,9,354
E02001828,MSOA,10,466
E02001829,MSOA,-8,2026
E02001829,MSOA,1,4117
E02001829,MSOA,2,18
E02001829,MSOA,3,3
E02001829,MSOA,4,670
E02001829,MSOA,5,8
E02001829,MSOA,6,1379
E02001829,MSOA,7,59
E02001829,MSOA,8,67
E02001829,MSOA,9,366
E02001829,MSOA,10,447
E02001830,MSOA,-8,1563
E02001830,MSOA,1,4646
E02001830,MSOA,2,18
E02001830,MSOA,3,9
E02001830,MSOA,4,712
E02001830,MSOA,5,26
E02001830,MSOA,6,1604
E02001830,MSOA,7,85
E02001830,MSOA,8,87
E02001830,MSOA,9,323
E02001830,MSOA,10,517
E02001831,MSOA,-8,2350
E02001831,MSOA,1,3327
E02001831,MSOA,2,20
E02001831,MSOA,3,14
E02001831,MSOA,4,1012
E02001831,MSOA,5,40
E02001831,MSOA,6,2445
E02001831,MSOA,7,77
E02001831,MSOA,8,178
E02001831,MSOA,9,688
E02001831,MSOA,10,495
E02001832,MSOA,-8,1347
E02001832,MSOA,1,3421
E02001832,MSOA,2,22
E02001832,MSOA,3,5
E02001832,MSOA,4,682
E02001832,MSOA,5,40
E02001832,MSOA,6,1460
E02001832,MSOA,7,56
E02001832,MSOA,8,87
E02001832,MSOA,9,368
E02001832,MSOA,10,434
E02001833,MSOA,-8,1126
E02001833,MSOA,1,2478
E02001833,MSOA,2,6
E02001833,MSOA,3,4
E02001833,MSOA,4,486
E02001833,MSOA,5,24
E02001833,MSOA,6,1206
E02001833,MSOA,7,38
E02001833,MSOA,8,68
E02001833,MSOA,9,220
E02001833,MSOA,10,280
E02001834,MSOA,-8,1463
E02001834,MSOA,1,1604
E02001834,MSOA,2,6
E02001834,MSOA,3,0
E02001834,MSOA,4,664
E02001834,MSOA,5,22
E02001834,MSOA,6,1587
E02001834,MSOA,7,53
E02001834,MSOA,8,118
E02001834,MSOA,9,337
E02001834,MSOA,10,256
E02001835,MSOA,-8,1506
E02001835,MSOA,1,3080
E02001835,MSOA,2,20
E02001835,MSOA,3,2
E02001835,MSOA,4,914
E02001835,MSOA,5,44
E02001835,MSOA,6,1645
E02001835,MSOA,7,60
E02001835,MSOA,8,100
E02001835,MSOA,9,463
E02001835,MSOA,10,385
E02001836,MSOA,-8,1638
E02001836,MSOA,1,3961
E02001836,MSOA,2,40
E02001836,MSOA,3,9
E02001836,MSOA,4,746
E02001836,MSOA,5,42
E02001836,MSOA,6,1581
E02001836,MSOA,7,62
E02001836,MSOA,8,117
E02001836,MSOA,9,362
E02001836,MSOA,10,469
E02001837,MSOA,-8,2664
E02001837,MSOA,1,2426
E02001837,MSOA,2,4
E02001837,MSOA,3,1
E02001837,MSOA,4,970
E02001837,MSOA,5,61
E02001837,MSOA,6,3166
E02001837,MSOA,7,106
E02001837,MSOA,8,245
E02001837,MSOA,9,596
E02001837,MSOA,10,402
E02001838,MSOA,-8,1233
E02001838,MSOA,1,3402
E02001838,MSOA,2,12
E02001838,MSOA,3,6
E02001838,MSOA,4,686
E02001838,MSOA,5,34
E02001838,MSOA,6,1258
E02001838,MSOA,7,55
E02001838,MSOA,8,76
E02001838,MSOA,9,327
E02001838,MSOA,10,413
E02001839,MSOA,-8,1256
E02001839,MSOA,1,1951
E02001839,MSOA,2,8
