code,geography,sexCategory,ageCategory,value
E92000001,Country,Female,0,282933
E92000001,Country,Female,1,295634
E92000001,Country,Female,2,301599
E92000001,Country,Female,3,306032
E92000001,Country,Female,4,315442
E92000001,Country,Female,5,321107
E92000001,Country,Female,6,317726
E92000001,Country,Female,7,321907
E92000001,Country,Female,8,334272
E92000001,Country,Female,9,339456
E92000001,Country,Female,10,337922
E92000001,Country,Female,11,335465
E92000001,Country,Female,12,334871
E92000001,Country,Female,13,332212
E92000001,Country,Female,14,323711
E92000001,Country,Female,15,313590
E92000001,Country,Female,16,315209
E92000001,Country,Female,17,311182
E92000001,Country,Female,18,308256
E92000001,Country,Female,19,319917
E92000001,Country,Female,20,319929
E92000001,Country,Female,21,330231
E92000001,Country,Female,22,342462
E92000001,Country,Female,23,350317
E92000001,Country,Female,24,358627
E92000001,Country,Female,25,359798
E92000001,Country,Female,26,370055
E92000001,Country,Female,27,379832
E92000001,Country,Female,28,388230
E92000001,Country,Female,29,399459
E92000001,Country,Female,30,410249
E92000001,Country,Female,31,407064
E92000001,Country,Female,32,409408
E92000001,Country,Female,33,413828
E92000001,Country,Female,34,403811
E92000001,Country,Female,35,400036
E92000001,Country,Female,36,395941
E92000001,Country,Female,37,388142
E92000001,Country,Female,38,385261
E92000001,Country,Female,39,384105
E92000001,Country,Female,40,393488
E92000001,Country,Female,41,385950
E92000001,Country,Female,42,363845
E92000001,Country,Female,43,341802
E92000001,Country,Female,44,341634
E92000001,Country,Female,45,346214
E92000001,Country,Female,46,354480
E92000001,Country,Female,47,359914
E92000001,Country,Female,48,374715
E92000001,Country,Female,49,390222
E92000001,Country,Female,50,399771
E92000001,Country,Female,51,390018
E92000001,Country,Female,52,399572
E92000001,Country,Female,53,397200
E92000001,Country,Female,54,398328
E92000001,Country,Female,55,399263
E92000001,Country,Female,56,398741
E92000001,Country,Female,57,389462
E92000001,Country,Female,58,380825
E92000001,Country,Female,59,368413
E92000001,Country,Female,60,354854
E92000001,Country,Female,61,337895
E92000001,Country,Female,62,332120
E92000001,Country,Female,63,321213
E92000001,Country,Female,64,307955
E92000001,Country,Female,65,294275
E92000001,Country,Female,66,288358
E92000001,Country,Female,67,288286
E92000001,Country,Female,68,279734
E92000001,Country,Female,69,274921
E92000001,Country,Female,70,275551
E92000001,Country,Female,71,282627
E92000001,Country,Female,72,286708
E92000001,Country,Female,73,311493
E92000001,Country,Female,74,308504
E92000001,Country,Female,75,233621
E92000001,Country,Female,76,245200
E92000001,Country,Female,77,224582
E92000001,Country,Female,78,209044
E92000001,Country,Female,79,179080
E92000001,Country,Female,80,168748
E92000001,Country,Female,81,171871
E92000001,Country,Female,82,163822
E92000001,Country,Female,83,152911
E92000001,Country,Female,84,141192
E92000001,Country,Female,85,128329
E92000001,Country,Female,86,115296
E92000001,Country,Female,87,102191
E92000001,Country,Female,88,92689
E92000001,Country,Female,89,82402
E92000001,Country,Female,90,339160
E92000001,Country,Male,0,296055
E92000001,Country,Male,1,310301
E92000001,Country,Male,2,317434
E92000001,Country,Male,3,320330
E92000001,Country,Male,4,331189
E92000001,Country,Male,5,337582
E92000001,Country,Male,6,332834
E92000001,Country,Male,7,336955
E92000001,Country,Male,8,351858
E92000001,Country,Male,9,355003
E92000001,Country,Male,10,356597
E92000001,Country,Male,11,352255
E92000001,Country,Male,12,350387
E92000001,Country,Male,13,350411
E92000001,Country,Male,14,339496
E92000001,Country,Male,15,330524
E92000001,Country,Male,16,334252
E92000001,Country,Male,17,330865
E92000001,Country,Male,18,324799
E92000001,Country,Male,19,330301
E92000001,Country,Male,20,329370
E92000001,Country,Male,21,338097
E92000001,Country,Male,22,345066
E92000001,Country,Male,23,347977
E92000001,Country,Male,24,352375
E92000001,Country,Male,25,352107
E92000001,Country,Male,26,357353
E92000001,Country,Male,27,363058
E92000001,Country,Male,28,368108
E92000001,Country,Male,29,377283
E92000001,Country,Male,30,387679
E92000001,Country,Male,31,381724
E92000001,Country,Male,32,381229
E92000001,Country,Male,33,385229
E92000001,Country,Male,34,372364
E92000001,Country,Male,35,376410
E92000001,Country,Male,36,371338
E92000001,Country,Male,37,365390
E92000001,Country,Male,38,363598
E92000001,Country,Male,39,365169
E92000001,Country,Male,40,372710
E92000001,Country,Male,41,368248
E92000001,Country,Male,42,350507
E92000001,Country,Male,43,330754
E92000001,Country,Male,44,331468
E92000001,Country,Male,45,336594
E92000001,Country,Male,46,345229
E92000001,Country,Male,47,350581
E92000001,Country,Male,48,365326
E92000001,Country,Male,49,379370
E92000001,Country,Male,50,385521
E92000001,Country,Male,51,378728
E92000001,Country,Male,52,386717
E92000001,Country,Male,53,384198
E92000001,Country,Male,54,387701
E92000001,Country,Male,55,384855
E92000001,Country,Male,56,385216
E92000001,Country,Male,57,375674
E92000001,Country,Male,58,367810
E92000001,Country,Male,59,356110
E92000001,Country,Male,60,346541
E92000001,Country,Male,61,328541
E92000001,Country,Male,62,320308
E92000001,Country,Male,63,311104
E92000001,Country,Male,64,295467
E92000001,Country,Male,65,281753
E92000001,Country,Male,66,272253
E92000001,Country,Male,67,271693
E92000001,Country,Male,68,260946
E92000001,Country,Male,69,255277
E92000001,Country,Male,70,254130
E92000001,Country,Male,71,256837
E92000001,Country,Male,72,261227
E92000001,Country,Male,73,281632
E92000001,Country,Male,74,277941
E92000001,Country,Male,75,207744
E92000001,Country,Male,76,216053
E92000001,Country,Male,77,195462
E92000001,Country,Male,78,178766
E92000001,Country,Male,79,149225
E92000001,Country,Male,80,137721
E92000001,Country,Male,81,137720
E92000001,Country,Male,82,128775
E92000001,Country,Male,83,117553
E92000001,Country,Male,84,105770
E92000001,Country,Male,85,92262
E92000001,Country,Male,86,80786
E92000001,Country,Male,87,68638
E92000001,Country,Male,88,59523
E92000001,Country,Male,89,50372
E92000001,Country,Male,90,160653
W92000004,Country,Female,0,13758
W92000004,Country,Female,1,14719
W92000004,Country,Female,2,15078
W92000004,Country,Female,3,15838
W92000004,Country,Female,4,16309
W92000004,Country,Female,5,16896
W92000004,Country,Female,6,16518
W92000004,Country,Female,7,16706
W92000004,Country,Female,8,17774
W92000004,Country,Female,9,18074
W92000004,Country,Female,10,17922
W92000004,Country,Female,11,18140
W92000004,Country,Female,12,17645
W92000004,Country,Female,13,18171
W92000004,Country,Female,14,17074
W92000004,Country,Female,15,16671
W92000004,Country,Female,16,16953
W92000004,Country,Female,17,16718
W92000004,Country,Female,18,16563
W92000004,Country,Female,19,18167
W92000004,Country,Female,20,17737
W92000004,Country,Female,21,18208
W92000004,Country,Female,22,18403
W92000004,Country,Female,23,18731
W92000004,Country,Female,24,18689
W92000004,Country,Female,25,17839
W92000004,Country,Female,26,18570
W92000004,Country,Female,27,18901
W92000004,Country,Female,28,19145
W92000004,Country,Female,29,20030
W92000004,Country,Female,30,20502
W92000004,Country,Female,31,19737
W92000004,Country,Female,32,20130
W92000004,Country,Female,33,20483
W92000004,Country,Female,34,19967
W92000004,Country,Female,35,19508
W92000004,Country,Female,36,19461
W92000004,Country,Female,37,18990
W92000004,Country,Female,38,18977
W92000004,Country,Female,39,18977
W92000004,Country,Female,40,19507
W92000004,Country,Female,41,18776
W92000004,Country,Female,42,17681
W92000004,Country,Female,43,16753
W92000004,Country,Female,44,16767
W92000004,Country,Female,45,17183
W92000004,Country,Female,46,17898
W92000004,Country,Female,47,18712
W92000004,Country,Female,48,20065
W92000004,Country,Female,49,21340
W92000004,Country,Female,50,21978
W92000004,Country,Female,51,21733
W92000004,Country,Female,52,22316
W92000004,Country,Female,53,22218
W92000004,Country,Female,54,22731
W92000004,Country,Female,55,22880
W92000004,Country,Female,56,23281
W92000004,Country,Female,57,23306
W92000004,Country,Female,58,22672
W92000004,Country,Female,59,21918
W92000004,Country,Female,60,21495
W92000004,Country,Female,61,20721
W92000004,Country,Female,62,20217
W92000004,Country,Female,63,20178
W92000004,Country,Female,64,19368
W92000004,Country,Female,65,18359
W92000004,Country,Female,66,18350
W92000004,Country,Female,67,18770
W92000004,Country,Female,68,18236
W92000004,Country,Female,69,17668
W92000004,Country,Female,70,18030
W92000004,Country,Female,71,17991
W92000004,Country,Female,72,18455
W92000004,Country,Female,73,19724
W92000004,Country,Female,74,19395
W92000004,Country,Female,75,14807
W92000004,Country,Female,76,15603
W92000004,Country,Female,77,13989
W92000004,Country,Female,78,13632
W92000004,Country,Female,79,11809
W92000004,Country,Female,80,11034
W92000004,Country,Female,81,10397
W92000004,Country,Female,82,9982
W92000004,Country,Female,83,9330
W92000004,Country,Female,84,8752
W92000004,Country,Female,85,7791
W92000004,Country,Female,86,7009
W92000004,Country,Female,87,6163
W92000004,Country,Female,88,5668
W92000004,Country,Female,89,4973
W92000004,Country,Female,90,20199
W92000004,Country,Male,0,14578
W92000004,Country,Male,1,15109
W92000004,Country,Male,2,16080
W92000004,Country,Male,3,16568
W92000004,Country,Male,4,17047
W92000004,Country,Male,5,17550
W92000004,Country,Male,6,17567
W92000004,Country,Male,7,17674
W92000004,Country,Male,8,18428
W92000004,Country,Male,9,18739
W92000004,Country,Male,10,19126
W92000004,Country,Male,11,18634
W92000004,Country,Male,12,19140
W92000004,Country,Male,13,18607
W92000004,Country,Male,14,18243
W92000004,Country,Male,15,17694
W92000004,Country,Male,16,18298
W92000004,Country,Male,17,17566
W92000004,Country,Male,18,18021
W92000004,Country,Male,19,19119
W92000004,Country,Male,20,19181
W92000004,Country,Male,21,19594
W92000004,Country,Male,22,19450
W92000004,Country,Male,23,18678
W92000004,Country,Male,24,19006
W92000004,Country,Male,25,18204
W92000004,Country,Male,26,18105
W92000004,Country,Male,27,18337
W92000004,Country,Male,28,18525
W92000004,Country,Male,29,18804
W92000004,Country,Male,30,19533
W92000004,Country,Male,31,18910
W92000004,Country,Male,32,19112
W92000004,Country,Male,33,18858
W92000004,Country,Male,34,18983
W92000004,Country,Male,35,18432
W92000004,Country,Male,36,18394
W92000004,Country,Male,37,17847
W92000004,Country,Male,38,17885
W92000004,Country,Male,39,17760
W92000004,Country,Male,40,18260
W92000004,Country,Male,41,18386
W92000004,Country,Male,42,16929
W92000004,Country,Male,43,15932
W92000004,Country,Male,44,16361
W92000004,Country,Male,45,16533
W92000004,Country,Male,46,17371
W92000004,Country,Male,47,17613
W92000004,Country,Male,48,18929
W92000004,Country,Male,49,20434
W92000004,Country,Male,50,20803
W92000004,Country,Male,51,20519
W92000004,Country,Male,52,21271
W92000004,Country,Male,53,20767
W92000004,Country,Male,54,21344
W92000004,Country,Male,55,21776
W92000004,Country,Male,56,22366
W92000004,Country,Male,57,21857
W92000004,Country,Male,58,21572
W92000004,Country,Male,59,21044
W92000004,Country,Male,60,20516
W92000004,Country,Male,61,19851
W92000004,Country,Male,62,19723
W92000004,Country,Male,63,19156
W92000004,Country,Male,64,18378
W92000004,Country,Male,65,17314
W92000004,Country,Male,66,17329
W92000004,Country,Male,67,17669
W92000004,Country,Male,68,17181
W92000004,Country,Male,69,16765
W92000004,Country,Male,70,16802
W92000004,Country,Male,71,17379
W92000004,Country,Male,72,17356
W92000004,Country,Male,73,18531
W92000004,Country,Male,74,17675
W92000004,Country,Male,75,13381
W92000004,Country,Male,76,13885
W92000004,Country,Male,77,12718
W92000004,Country,Male,78,11715
W92000004,Country,Male,79,9956
W92000004,Country,Male,80,9125
W92000004,Country,Male,81,8681
W92000004,Country,Male,82,7958
W92000004,Country,Male,83,7259
W92000004,Country,Male,84,6476
W92000004,Country,Male,85,5653
W92000004,Country,Male,86,5027
W92000004,Country,Male,87,4102
W92000004,Country,Male,88,3569
W92000004,Country,Male,89,2904
W92000004,Country,Male,90,9518
E12000001,Region,Female,0,11975
E12000001,Region,Female,1,12750
E12000001,Region,Female,2,13084
E12000001,Region,Female,3,13516
E12000001,Region,Female,4,14206
E12000001,Region,Female,5,14199
E12000001,Region,Female,6,14105
E12000001,Region,Female,7,14391
E12000001,Region,Female,8,14996
E12000001,Region,Female,9,15311
E12000001,Region,Female,10,15301
E12000001,Region,Female,11,15145
E12000001,Region,Female,12,15024
E12000001,Region,Female,13,15094
E12000001,Region,Female,14,14708
E12000001,Region,Female,15,14118
E12000001,Region,Female,16,14203
E12000001,Region,Female,17,13898
E12000001,Region,Female,18,14750
E12000001,Region,Female,19,16607
E12000001,Region,Female,20,16495
E12000001,Region,Female,21,16319
E12000001,Region,Female,22,15986
E12000001,Region,Female,23,15635
E12000001,Region,Female,24,16110
E12000001,Region,Female,25,15515
E12000001,Region,Female,26,15979
E12000001,Region,Female,27,16355
E12000001,Region,Female,28,16554
E12000001,Region,Female,29,17438
E12000001,Region,Female,30,17474
E12000001,Region,Female,31,16915
E12000001,Region,Female,32,17245
E12000001,Region,Female,33,17840
E12000001,Region,Female,34,17567
E12000001,Region,Female,35,17292
E12000001,Region,Female,36,17213
E12000001,Region,Female,37,16491
E12000001,Region,Female,38,16533
E12000001,Region,Female,39,16509
E12000001,Region,Female,40,17024
E12000001,Region,Female,41,16821
E12000001,Region,Female,42,15631
E12000001,Region,Female,43,14106
E12000001,Region,Female,44,14260
E12000001,Region,Female,45,15092
E12000001,Region,Female,46,15191
E12000001,Region,Female,47,15849
E12000001,Region,Female,48,16757
E12000001,Region,Female,49,18347
E12000001,Region,Female,50,18655
E12000001,Region,Female,51,18092
E12000001,Region,Female,52,18760
E12000001,Region,Female,53,18845
E12000001,Region,Female,54,19445
E12000001,Region,Female,55,19642
E12000001,Region,Female,56,19782
E12000001,Region,Female,57,19934
E12000001,Region,Female,58,19539
E12000001,Region,Female,59,19391
E12000001,Region,Female,60,18530
E12000001,Region,Female,61,18072
E12000001,Region,Female,62,18321
E12000001,Region,Female,63,17791
E12000001,Region,Female,64,16885
E12000001,Region,Female,65,16279
E12000001,Region,Female,66,15590
E12000001,Region,Female,67,15586
E12000001,Region,Female,68,15265
E12000001,Region,Female,69,14757
E12000001,Region,Female,70,14799
E12000001,Region,Female,71,15091
E12000001,Region,Female,72,15130
E12000001,Region,Female,73,16290
E12000001,Region,Female,74,15975
E12000001,Region,Female,75,11823
E12000001,Region,Female,76,12381
E12000001,Region,Female,77,10797
E12000001,Region,Female,78,10013
E12000001,Region,Female,79,8934
E12000001,Region,Female,80,8841
E12000001,Region,Female,81,8736
E12000001,Region,Female,82,8538
E12000001,Region,Female,83,8145
E12000001,Region,Female,84,7360
E12000001,Region,Female,85,6598
E12000001,Region,Female,86,5891
E12000001,Region,Female,87,5122
E12000001,Region,Female,88,4647
E12000001,Region,Female,89,4063
E12000001,Region,Female,90,15359
E12000001,Region,Male,0,12799
E12000001,Region,Male,1,13092
E12000001,Region,Male,2,13859
E12000001,Region,Male,3,14220
E12000001,Region,Male,4,14804
E12000001,Region,Male,5,15236
E12000001,Region,Male,6,14791
E12000001,Region,Male,7,15428
E12000001,Region,Male,8,16004
E12000001,Region,Male,9,16012
E12000001,Region,Male,10,16406
E12000001,Region,Male,11,15998
E12000001,Region,Male,12,15641
E12000001,Region,Male,13,15711
E12000001,Region,Male,14,15363
E12000001,Region,Male,15,14767
E12000001,Region,Male,16,14737
E12000001,Region,Male,17,14413
E12000001,Region,Male,18,15378
E12000001,Region,Male,19,17238
E12000001,Region,Male,20,16932
E12000001,Region,Male,21,17162
E12000001,Region,Male,22,16511
E12000001,Region,Male,23,16011
E12000001,Region,Male,24,15765
E12000001,Region,Male,25,15544
E12000001,Region,Male,26,15476
E12000001,Region,Male,27,15639
E12000001,Region,Male,28,16017
E12000001,Region,Male,29,16215
E12000001,Region,Male,30,16536
E12000001,Region,Male,31,15933
E12000001,Region,Male,32,15988
E12000001,Region,Male,33,16356
E12000001,Region,Male,34,16121
E12000001,Region,Male,35,16599
E12000001,Region,Male,36,15885
E12000001,Region,Male,37,15773
E12000001,Region,Male,38,15603
E12000001,Region,Male,39,15502
E12000001,Region,Male,40,15815
E12000001,Region,Male,41,16029
E12000001,Region,Male,42,15260
E12000001,Region,Male,43,13834
E12000001,Region,Male,44,13387
E12000001,Region,Male,45,14336
E12000001,Region,Male,46,14722
E12000001,Region,Male,47,15075
E12000001,Region,Male,48,16207
E12000001,Region,Male,49,17441
E12000001,Region,Male,50,17902
E12000001,Region,Male,51,17216
E12000001,Region,Male,52,17754
E12000001,Region,Male,53,18064
E12000001,Region,Male,54,18651
E12000001,Region,Male,55,18771
E12000001,Region,Male,56,19289
E12000001,Region,Male,57,18819
E12000001,Region,Male,58,18670
E12000001,Region,Male,59,18501
E12000001,Region,Male,60,17790
E12000001,Region,Male,61,17227
E12000001,Region,Male,62,17232
E12000001,Region,Male,63,16987
E12000001,Region,Male,64,16402
E12000001,Region,Male,65,15538
E12000001,Region,Male,66,15088
E12000001,Region,Male,67,15095
E12000001,Region,Male,68,14365
E12000001,Region,Male,69,14086
E12000001,Region,Male,70,13597
E12000001,Region,Male,71,13899
E12000001,Region,Male,72,14073
E12000001,Region,Male,73,14985
E12000001,Region,Male,74,14527
E12000001,Region,Male,75,10757
E12000001,Region,Male,76,11063
E12000001,Region,Male,77,9540
E12000001,Region,Male,78,8465
E12000001,Region,Male,79,7489
E12000001,Region,Male,80,7056
E12000001,Region,Male,81,6855
E12000001,Region,Male,82,6648
E12000001,Region,Male,83,5870
E12000001,Region,Male,84,5326
E12000001,Region,Male,85,4515
E12000001,Region,Male,86,3924
E12000001,Region,Male,87,3378
E12000001,Region,Male,88,2850
E12000001,Region,Male,89,2413
E12000001,Region,Male,90,7148
E12000002,Region,Female,0,37534
E12000002,Region,Female,1,39300
E12000002,Region,Female,2,40177
E12000002,Region,Female,3,40387
E12000002,Region,Female,4,41630
E12000002,Region,Female,5,42565
E12000002,Region,Female,6,42448
E12000002,Region,Female,7,43139
E12000002,Region,Female,8,44204
E12000002,Region,Female,9,44997
E12000002,Region,Female,10,44791
E12000002,Region,Female,11,44307
E12000002,Region,Female,12,44202
E12000002,Region,Female,13,43998
E12000002,Region,Female,14,42791
E12000002,Region,Female,15,41969
E12000002,Region,Female,16,42032
E12000002,Region,Female,17,41337
E12000002,Region,Female,18,41242
E12000002,Region,Female,19,44517
E12000002,Region,Female,20,44048
E12000002,Region,Female,21,44909
E12000002,Region,Female,22,45810
E12000002,Region,Female,23,45492
E12000002,Region,Female,24,47242
E12000002,Region,Female,25,46146
E12000002,Region,Female,26,47157
E12000002,Region,Female,27,48719
E12000002,Region,Female,28,49761
E12000002,Region,Female,29,51274
E12000002,Region,Female,30,52928
E12000002,Region,Female,31,51844
E12000002,Region,Female,32,51909
E12000002,Region,Female,33,53018
E12000002,Region,Female,34,51164
E12000002,Region,Female,35,51592
E12000002,Region,Female,36,50578
E12000002,Region,Female,37,49358
E12000002,Region,Female,38,49102
E12000002,Region,Female,39,48064
E12000002,Region,Female,40,49022
E12000002,Region,Female,41,47974
E12000002,Region,Female,42,45045
E12000002,Region,Female,43,42090
E12000002,Region,Female,44,41918
E12000002,Region,Female,45,43029
E12000002,Region,Female,46,44077
E12000002,Region,Female,47,45409
E12000002,Region,Female,48,47942
E12000002,Region,Female,49,50882
E12000002,Region,Female,50,51897
E12000002,Region,Female,51,50981
E12000002,Region,Female,52,52184
E12000002,Region,Female,53,51864
E12000002,Region,Female,54,52301
E12000002,Region,Female,55,52503
E12000002,Region,Female,56,53472
E12000002,Region,Female,57,51935
E12000002,Region,Female,58,51398
E12000002,Region,Female,59,50411
E12000002,Region,Female,60,48049
E12000002,Region,Female,61,46153
E12000002,Region,Female,62,44508
E12000002,Region,Female,63,43829
E12000002,Region,Female,64,42108
E12000002,Region,Female,65,39823
E12000002,Region,Female,66,38613
E12000002,Region,Female,67,38954
E12000002,Region,Female,68,37558
E12000002,Region,Female,69,36828
E12000002,Region,Female,70,37634
E12000002,Region,Female,71,37780
E12000002,Region,Female,72,38593
E12000002,Region,Female,73,42195
E12000002,Region,Female,74,41102
E12000002,Region,Female,75,30604
E12000002,Region,Female,76,32019
E12000002,Region,Female,77,29554
E12000002,Region,Female,78,27752
E12000002,Region,Female,79,24410
E12000002,Region,Female,80,22942
E12000002,Region,Female,81,23305
E12000002,Region,Female,82,21793
E12000002,Region,Female,83,20407
E12000002,Region,Female,84,18737
E12000002,Region,Female,85,16939
E12000002,Region,Female,86,14963
E12000002,Region,Female,87,13043
E12000002,Region,Female,88,11595
E12000002,Region,Female,89,10454
E12000002,Region,Female,90,41001
E12000002,Region,Male,0,38946
E12000002,Region,Male,1,41209
E12000002,Region,Male,2,41860
E12000002,Region,Male,3,42149
E12000002,Region,Male,4,44461
E12000002,Region,Male,5,44863
E12000002,Region,Male,6,44192
E12000002,Region,Male,7,44871
E12000002,Region,Male,8,46877
E12000002,Region,Male,9,46918
E12000002,Region,Male,10,47100
E12000002,Region,Male,11,47053
E12000002,Region,Male,12,46655
E12000002,Region,Male,13,46308
E12000002,Region,Male,14,45204
E12000002,Region,Male,15,44659
E12000002,Region,Male,16,44862
E12000002,Region,Male,17,43198
E12000002,Region,Male,18,42916
E12000002,Region,Male,19,44221
E12000002,Region,Male,20,44620
E12000002,Region,Male,21,44757
E12000002,Region,Male,22,45496
E12000002,Region,Male,23,45181
E12000002,Region,Male,24,46143
E12000002,Region,Male,25,44855
E12000002,Region,Male,26,45755
E12000002,Region,Male,27,46834
E12000002,Region,Male,28,47228
E12000002,Region,Male,29,49096
E12000002,Region,Male,30,50567
E12000002,Region,Male,31,48874
E12000002,Region,Male,32,48805
E12000002,Region,Male,33,49641
E12000002,Region,Male,34,47189
E12000002,Region,Male,35,48560
E12000002,Region,Male,36,48646
E12000002,Region,Male,37,46947
E12000002,Region,Male,38,46500
E12000002,Region,Male,39,46274
E12000002,Region,Male,40,46647
E12000002,Region,Male,41,46679
E12000002,Region,Male,42,43218
E12000002,Region,Male,43,40992
E12000002,Region,Male,44,41223
E12000002,Region,Male,45,42256
E12000002,Region,Male,46,43595
E12000002,Region,Male,47,44287
E12000002,Region,Male,48,46745
E12000002,Region,Male,49,50147
E12000002,Region,Male,50,50798
E12000002,Region,Male,51,49805
E12000002,Region,Male,52,51409
E12000002,Region,Male,53,50672
E12000002,Region,Male,54,51610
E12000002,Region,Male,55,50947
E12000002,Region,Male,56,52105
E12000002,Region,Male,57,50772
E12000002,Region,Male,58,50454
E12000002,Region,Male,59,48510
E12000002,Region,Male,60,47438
E12000002,Region,Male,61,44993
E12000002,Region,Male,62,43632
E12000002,Region,Male,63,42758
E12000002,Region,Male,64,40255
E12000002,Region,Male,65,38471
E12000002,Region,Male,66,37099
E12000002,Region,Male,67,37623
E12000002,Region,Male,68,35981
E12000002,Region,Male,69,35003
E12000002,Region,Male,70,35087
E12000002,Region,Male,71,35177
E12000002,Region,Male,72,36094
E12000002,Region,Male,73,38460
E12000002,Region,Male,74,37408
E12000002,Region,Male,75,27505
E12000002,Region,Male,76,28159
E12000002,Region,Male,77,25976
E12000002,Region,Male,78,23846
E12000002,Region,Male,79,19997
E12000002,Region,Male,80,18617
E12000002,Region,Male,81,18425
E12000002,Region,Male,82,16962
E12000002,Region,Male,83,15524
E12000002,Region,Male,84,13479
E12000002,Region,Male,85,11971
E12000002,Region,Male,86,10213
E12000002,Region,Male,87,8388
E12000002,Region,Male,88,7410
E12000002,Region,Male,89,6098
E12000002,Region,Male,90,18750
E12000003,Region,Female,0,27156
E12000003,Region,Female,1,28749
E12000003,Region,Female,2,29543
E12000003,Region,Female,3,29721
E12000003,Region,Female,4,30620
E12000003,Region,Female,5,31126
E12000003,Region,Female,6,31072
E12000003,Region,Female,7,31400
E12000003,Region,Female,8,32639
E12000003,Region,Female,9,33218
E12000003,Region,Female,10,32792
E12000003,Region,Female,11,32732
E12000003,Region,Female,12,32750
E12000003,Region,Female,13,32253
E12000003,Region,Female,14,31524
E12000003,Region,Female,15,30936
E12000003,Region,Female,16,30835
E12000003,Region,Female,17,30387
E12000003,Region,Female,18,31420
E12000003,Region,Female,19,33982
E12000003,Region,Female,20,34142
E12000003,Region,Female,21,35782
E12000003,Region,Female,22,35266
E12000003,Region,Female,23,34708
E12000003,Region,Female,24,34784
E12000003,Region,Female,25,34012
E12000003,Region,Female,26,34926
E12000003,Region,Female,27,35568
E12000003,Region,Female,28,36467
E12000003,Region,Female,29,37365
E12000003,Region,Female,30,38361
E12000003,Region,Female,31,37293
E12000003,Region,Female,32,37911
E12000003,Region,Female,33,38383
E12000003,Region,Female,34,37771
E12000003,Region,Female,35,36693
E12000003,Region,Female,36,36566
E12000003,Region,Female,37,35493
E12000003,Region,Female,38,34777
E12000003,Region,Female,39,35307
E12000003,Region,Female,40,35687
E12000003,Region,Female,41,34827
E12000003,Region,Female,42,32725
E12000003,Region,Female,43,30291
E12000003,Region,Female,44,30555
E12000003,Region,Female,45,31557
E12000003,Region,Female,46,32335
E12000003,Region,Female,47,33673
E12000003,Region,Female,48,35414
E12000003,Region,Female,49,37822
E12000003,Region,Female,50,38901
E12000003,Region,Female,51,38066
E12000003,Region,Female,52,38941
E12000003,Region,Female,53,38624
E12000003,Region,Female,54,38347
E12000003,Region,Female,55,38474
E12000003,Region,Female,56,38588
E12000003,Region,Female,57,38255
E12000003,Region,Female,58,37624
E12000003,Region,Female,59,36501
E12000003,Region,Female,60,35116
E12000003,Region,Female,61,33624
E12000003,Region,Female,62,33378
E12000003,Region,Female,63,32677
E12000003,Region,Female,64,31237
E12000003,Region,Female,65,29702
E12000003,Region,Female,66,28794
E12000003,Region,Female,67,29023
E12000003,Region,Female,68,27964
E12000003,Region,Female,69,27510
E12000003,Region,Female,70,27895
E12000003,Region,Female,71,28466
E12000003,Region,Female,72,28746
E12000003,Region,Female,73,31823
E12000003,Region,Female,74,31141
E12000003,Region,Female,75,23068
E12000003,Region,Female,76,24638
E12000003,Region,Female,77,21628
E12000003,Region,Female,78,20432
E12000003,Region,Female,79,17543
E12000003,Region,Female,80,16821
E12000003,Region,Female,81,17347
E12000003,Region,Female,82,16219
E12000003,Region,Female,83,15448
E12000003,Region,Female,84,14380
E12000003,Region,Female,85,12845
E12000003,Region,Female,86,11465
E12000003,Region,Female,87,10383
E12000003,Region,Female,88,9095
E12000003,Region,Female,89,7894
E12000003,Region,Female,90,31744
E12000003,Region,Male,0,28784
E12000003,Region,Male,1,30036
E12000003,Region,Male,2,30639
E12000003,Region,Male,3,30841
E12000003,Region,Male,4,32468
E12000003,Region,Male,5,32835
E12000003,Region,Male,6,32316
E12000003,Region,Male,7,32771
E12000003,Region,Male,8,34340
E12000003,Region,Male,9,34386
E12000003,Region,Male,10,34752
E12000003,Region,Male,11,34515
E12000003,Region,Male,12,34340
E12000003,Region,Male,13,33900
E12000003,Region,Male,14,33077
E12000003,Region,Male,15,32244
E12000003,Region,Male,16,33151
E12000003,Region,Male,17,32800
E12000003,Region,Male,18,32373
E12000003,Region,Male,19,34847
E12000003,Region,Male,20,34353
E12000003,Region,Male,21,35483
E12000003,Region,Male,22,34767
E12000003,Region,Male,23,34609
E12000003,Region,Male,24,33872
E12000003,Region,Male,25,33595
E12000003,Region,Male,26,33614
E12000003,Region,Male,27,34426
E12000003,Region,Male,28,35106
E12000003,Region,Male,29,35811
E12000003,Region,Male,30,36618
E12000003,Region,Male,31,35398
E12000003,Region,Male,32,35046
E12000003,Region,Male,33,35649
E12000003,Region,Male,34,34911
E12000003,Region,Male,35,35188
E12000003,Region,Male,36,34446
E12000003,Region,Male,37,34060
E12000003,Region,Male,38,33533
E12000003,Region,Male,39,33768
E12000003,Region,Male,40,34197
E12000003,Region,Male,41,33871
E12000003,Region,Male,42,31698
E12000003,Region,Male,43,29875
E12000003,Region,Male,44,30024
E12000003,Region,Male,45,31122
E12000003,Region,Male,46,31497
E12000003,Region,Male,47,32722
E12000003,Region,Male,48,35007
E12000003,Region,Male,49,36824
E12000003,Region,Male,50,37567
E12000003,Region,Male,51,37047
E12000003,Region,Male,52,37776
E12000003,Region,Male,53,37721
